symbol_family,matured_trace_class,origin_present_in,origin_xrp_events,origin_multi_events,origin_field,follow_events,follow_labels,follow_field,follow_reifung,follow_mcm,boundary,passive_only,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0v6z,nachgereift_multi_zu_folgewelt,multi_only,0,1,tragende_rekopplung,6,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.444/0.175/0.665,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1h95,nachgereift_multi_zu_folgewelt,multi_only,0,2,tragende_rekopplung,6,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.439/0.195/0.652,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0p3i,nachgereift_multi_zu_folgewelt,multi_only,0,1,offene_rekopplung,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.370/0.279/0.587,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1ozo,nachgereift_multi_zu_folgewelt,multi_only,0,1,tragende_rekopplung,4,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.407/0.227/0.631,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1p7l,nachgereift_multi_zu_folgewelt,multi_only,0,2,tragende_rekopplung,4,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.463/0.135/0.689,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1qpu,nachgereift_multi_zu_folgewelt,multi_only,0,1,offene_rekopplung,4,sol2024:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.405/0.245/0.619,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_18i0,nachgereift_offen,xrp_only,36,0,offene_rekopplung,34,xrp2025_1h:2;xrp2024_1h:2,offene_rekopplung,weltuebergreifend_feldstabil,0.389/0.281/0.596,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_02n9,nachgereift_offen,xrp_only,26,0,offene_rekopplung,32,xrp2025_1h:1;xrp2024_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.430/0.254/0.622,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_08zr,nachgereift_offen,xrp_only,18,0,offene_rekopplung,24,xrp2025_1h:2;xrp2024_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.416/0.252/0.619,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_02a1,nachgereift_offen,xrp_only,20,0,offene_rekopplung,20,xrp2024_1h:2;xrp2025_1h:2,offene_rekopplung,weltuebergreifend_feldstabil,0.385/0.277/0.600,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0lil,nachgereift_offen,xrp_only,14,0,offene_rekopplung,20,xrp2025_1h:2;xrp2024_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.401/0.267/0.607,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1grk,nachgereift_schwach,xrp_only,18,0,tragende_rekopplung,18,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.463/0.181/0.671,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0e70,nachgereift_schwach,xrp_only,6,0,offene_rekopplung,16,xrp2025_1h:3;xrp2024_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.379/0.272/0.605,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_10yy,nachgereift_schwach,xrp_only,14,0,tragende_rekopplung,14,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.498/0.123/0.708,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_00ta,nachgereift_schwach,xrp_only,18,0,tragende_rekopplung,12,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.436/0.198/0.654,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_02ez,nachgereift_schwach,xrp_only,6,0,tragende_rekopplung,12,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.449/0.205/0.650,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0aw0,nachgereift_schwach,xrp_only,16,0,tragende_rekopplung,12,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.448/0.195/0.655,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_17j2,nachgereift_schwach,xrp_only,16,0,tragende_rekopplung,12,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.488/0.134/0.701,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1feg,nachgereift_schwach,xrp_only,4,0,tragende_rekopplung,12,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.499/0.117/0.710,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0naq,nachgereift_schwach,xrp_only,6,0,tragende_rekopplung,10,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.432/0.204/0.644,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_0qzh,nachgereift_schwach,xrp_only,16,0,tragende_rekopplung,10,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.436/0.187/0.659,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_11q8,nachgereift_schwach,xrp_only,8,0,tragende_rekopplung,10,xrp2025_1h:2;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,0.421/0.228/0.627,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
dio_1w0r,nachgereift_schwach,xrp_only,4,0,offene_rekopplung,10,xrp2024_1h:2;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,0.396/0.270/0.593,passive_matured_syntax_trace_no_action_no_direction,1,0,0,0,0,0
