preview_symbol,target_group,chain,world,run,tick,window_start_tick,window_end_tick,window_label,raw_direction,raw_net_pct,raw_range_pct,raw_avg_body_pct,raw_direction_changes,sehen_form_stability,sehen_form_change,sehen_form_flow,hoeren_energy_tone,hoeren_energy_shift,perception_auditory_loudness,perception_visual_sharpness,mcm_carry_quality,mcm_strain_quality,mcm_rekopplung_quality,mcm_field_phase_signature_depth,mcm_field_phase_signature_drift,lookback,raw_motion_class,sensory_class,field_contact_class,combined_prephase_class,asset
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,467,419,466,weite_unruhige_steigend,steigend,0.5453387213679647,1.569611170034255,0.11700343435794827,31.0,0.57861,-0.609798,0.72767,-0.208164,-0.234838,0.219367,0.512196,0.404733,0.229918,0.616006,0.451068,0.0,lb48,enge_unruhige_vorphase_steigend,sicht_zerfaellt_gedaempft_leise,offene_rekopplung,enge_unruhige_vorphase_steigend | sicht_zerfaellt_gedaempft_leise | offene_rekopplung,BTC
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,4468,4420,4467,weite_unruhige_seitwaerts,seitwaerts,-0.0765131127645012,3.1475911561395162,0.23838891527272066,23.0,0.82305,0.578687,0.727769,0.781906,0.684277,0.740902,0.705886,0.37251,0.28671,0.587603,0.480086,0.132711,lb48,enge_unruhige_vorphase_seitwaerts,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,enge_unruhige_vorphase_seitwaerts | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5444,5396,5443,weite_unruhige_fallend,fallend,-2.127058339969689,5.982993808924391,0.34567909163305516,26.0,0.45042,-0.427098,-0.860892,-0.166318,0.135822,0.15351,0.677769,0.44602,0.152912,0.670806,0.500844,0.122871,lb48,weite_unruhige_vorphase_fallend,sicht_stabil_gedaempft_leise,tragende_rekopplung,weite_unruhige_vorphase_fallend | sicht_stabil_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5445,5397,5444,weite_unruhige_fallend,fallend,-2.018080774451302,5.96460675596076,0.346697569595614,26.0,0.150268,-0.439347,-0.583262,0.173036,0.223974,0.19443,0.644263,0.483796,0.150454,0.6834,0.516667,0.042875,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_gedaempft_leise,tragende_rekopplung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5472,5424,5471,weite_unruhige_fallend,fallend,-9.080053860420211,13.42699626533879,0.8214031655699804,29.0,-0.041336,-0.870639,-0.590044,0.571898,0.608254,0.587168,0.425771,0.371992,0.274509,0.584613,0.437047,0.0,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5670,5622,5669,weite_unruhige_fallend,fallend,-0.7271645987078557,4.189981888465389,0.3525441750241039,28.0,0.454656,-0.548812,0.610141,-0.415574,-0.267189,0.353252,0.50958,0.390179,0.255248,0.600522,0.446113,0.0,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_gedaempft_mittel,offene_rekopplung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_gedaempft_mittel | offene_rekopplung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5770,5722,5769,weite_unruhige_fallend,fallend,-2.626563924103079,4.802938658270489,0.4115226337448558,21.0,0.048598,-0.902565,-0.517936,0.611139,0.692751,0.645416,0.416058,0.362628,0.289584,0.574441,0.494232,0.03441,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,5922,5874,5921,weite_unruhige_steigend,steigend,9.139941690962095,18.37900874635568,0.763909135082604,27.0,0.159028,0.25443,-0.545874,-0.297148,-0.566088,0.410103,0.559842,0.423941,0.203242,0.642503,0.524178,0.100366,lb48,weite_unruhige_vorphase_steigend,sicht_wechselt_wechselnd_mittel,tragende_rekopplung,weite_unruhige_vorphase_steigend | sicht_wechselt_wechselnd_mittel | tragende_rekopplung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,7567,7519,7566,weite_unruhige_fallend,fallend,-2.2348763164339864,4.178912564290961,0.30040717609600665,28.0,-0.071531,-0.714401,-0.366836,0.620574,0.627583,0.623518,0.440944,0.413139,0.263473,0.603732,0.50701,0.02971,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,7577,7529,7576,weite_unruhige_fallend,fallend,-5.5213794357404815,6.033516167156575,0.34312908471973763,27.0,0.413274,-0.925018,-0.856009,0.756683,0.618472,0.698635,0.542304,0.365177,0.285643,0.57835,0.491201,0.067375,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,9679,9631,9678,weite_unruhige_fallend,fallend,-3.5948228237708073,8.432641464762055,0.5013087627916774,24.0,0.77303,-0.643018,0.986614,0.192538,-0.701383,0.406253,0.481711,0.378557,0.269394,0.586363,0.515342,0.071994,lb48,weite_unruhige_vorphase_fallend,sicht_stabil_wechselnd_mittel,offene_rekopplung,weite_unruhige_vorphase_fallend | sicht_stabil_wechselnd_mittel | offene_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,9741,9693,9740,weite_unruhige_steigend,steigend,4.73048954194466,5.382712347252411,0.47261164005297757,27.0,0.933456,0.889504,0.909241,0.798792,0.762075,0.783371,0.673386,0.36871,0.299237,0.578202,0.499509,0.130374,lb48,weite_unruhige_vorphase_steigend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_steigend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_1,9852,9804,9851,weite_unruhige_fallend,fallend,-2.007904580422058,4.132260568847483,0.307669913190769,24.0,0.710775,-0.740799,-0.645519,0.701341,0.832593,0.756467,0.646774,0.403053,0.276205,0.596982,0.509799,0.064571,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,19,1,18,weite_gerichtete_fallend,fallend,-1.7740550945555738,2.9029992456363973,0.26359371883914684,7.0,-0.350815,-0.175785,-0.009179,-0.456886,-0.183109,0.341899,0.565931,0.42275,0.190149,0.64671,0.574393,0.042617,lb48,mittlere_vorphase_fallend,sicht_offen_gedaempft_mittel,tragende_rekopplung,mittlere_vorphase_fallend | sicht_offen_gedaempft_mittel | tragende_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,20,1,19,weite_gerichtete_fallend,fallend,-1.30843066357984,2.9029992456363973,0.2740900061197916,7.0,0.243317,-0.204485,0.363213,-0.305607,-0.04309,0.19535,0.655046,0.43135,0.18763,0.646868,0.582678,0.055276,lb48,mittlere_vorphase_fallend,sicht_offen_gedaempft_leise,tragende_rekopplung,mittlere_vorphase_fallend | sicht_offen_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,204,156,203,weite_unruhige_steigend,steigend,0.5144995322731477,1.645297969515211,0.13773867825895653,26.0,-0.170624,-0.502343,-0.165718,0.619133,0.533221,0.58305,0.474662,0.370881,0.26964,0.58994,0.496141,0.039258,lb48,enge_unruhige_vorphase_steigend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,enge_unruhige_vorphase_steigend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,324,276,323,weite_unruhige_steigend,steigend,1.0975236078999413,5.150561296972063,0.22551695961818652,22.0,-0.108796,0.640634,-0.321349,-0.005363,-0.077022,0.03546,0.421964,0.42348,0.195821,0.636056,0.588358,0.100864,lb48,weite_unruhige_vorphase_steigend,sicht_wechselt_gedaempft_leise,tragende_rekopplung,weite_unruhige_vorphase_steigend | sicht_wechselt_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,325,277,324,weite_unruhige_steigend,steigend,1.0366333295876016,4.949994381391159,0.22878272839644748,21.0,0.140549,-0.61793,-0.615881,0.1477,0.084692,0.121236,0.630552,0.445315,0.154461,0.667659,0.595226,0.068092,lb48,weite_unruhige_vorphase_steigend,sicht_zerfaellt_gedaempft_leise,tragende_rekopplung,weite_unruhige_vorphase_steigend | sicht_zerfaellt_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,326,278,325,weite_unruhige_steigend,steigend,1.3914214379891616,4.858753892333157,0.23581928353016887,22.0,-0.289662,0.737438,-0.367935,-0.133995,-0.196406,0.160208,0.317412,0.40684,0.2249,0.615469,0.599366,0.092219,lb48,weite_unruhige_vorphase_steigend,sicht_wechselt_gedaempft_leise,offene_rekopplung,weite_unruhige_vorphase_steigend | sicht_wechselt_gedaempft_leise | offene_rekopplung,DOGE
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,517,469,516,weite_unruhige_steigend,steigend,2.064668045026427,3.807718814610612,0.25748525920820736,26.0,0.208548,-0.857376,-0.671741,0.619304,0.56937,0.598332,0.50278,0.376524,0.269483,0.589973,0.513381,0.0302,lb48,enge_unruhige_vorphase_steigend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,enge_unruhige_vorphase_steigend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,540,492,539,weite_unruhige_steigend,steigend,1.9123322389263393,4.536029030585792,0.31908204212506897,24.0,0.792189,-0.426541,-0.680291,0.69744,0.672605,0.687009,0.724715,0.365194,0.280785,0.583249,0.559091,0.04615,lb48,weite_unruhige_vorphase_steigend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_steigend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,582,534,581,weite_unruhige_seitwaerts,seitwaerts,-0.1375786163521986,3.6837376460017874,0.2504726340221615,16.0,0.542489,-0.507142,0.660932,-0.168782,0.023644,0.107824,0.568653,0.481686,0.165653,0.668384,0.605781,0.067468,lb48,mittlere_vorphase_seitwaerts,sicht_stabil_gedaempft_leise,tragende_rekopplung,mittlere_vorphase_seitwaerts | sicht_stabil_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,973,925,972,weite_unruhige_steigend,steigend,1.3112571279705845,2.4864677106550457,0.1333931552184948,21.0,0.359331,-0.368457,-0.361991,0.736318,0.722425,0.730483,0.669117,0.354804,0.285805,0.579788,0.566256,0.034268,lb48,enge_unruhige_vorphase_steigend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,enge_unruhige_vorphase_steigend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,1567,1519,1566,weite_unruhige_fallend,fallend,-2.2348763164339864,4.178912564290961,0.30040717609600665,28.0,-0.075882,-0.774066,-0.421903,0.608024,0.610423,0.609032,0.426583,0.366855,0.282396,0.578594,0.527423,0.018896,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,1577,1529,1576,weite_unruhige_fallend,fallend,-5.5213794357404815,6.033516167156575,0.34312908471973763,27.0,0.427567,-0.953219,-0.904233,0.743732,0.601354,0.683933,0.543934,0.368989,0.280901,0.581661,0.538523,0.042641,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,1776,1728,1775,weite_unruhige_steigend,steigend,3.9416695229489283,4.823481756146198,0.25044402206088523,24.0,0.765801,0.506038,0.639694,0.817548,0.724901,0.778636,0.707522,0.364538,0.294691,0.580217,0.57187,0.094895,lb48,weite_unruhige_vorphase_steigend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_steigend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,1978,1930,1977,weite_unruhige_fallend,fallend,-0.26881720430107586,2.7244170593210018,0.2525195320365693,26.0,0.649964,-0.538633,-0.461483,0.808721,0.687273,0.757713,0.68345,0.402834,0.276104,0.595204,0.578462,0.045912,lb48,enge_unruhige_vorphase_fallend,sicht_stabil_hoch_schwingend_laut,offene_rekopplung,enge_unruhige_vorphase_fallend | sicht_stabil_hoch_schwingend_laut | offene_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,2295,2247,2294,weite_unruhige_fallend,fallend,-1.9469569216618188,3.1519239613674728,0.21468904900607946,30.0,0.534588,-0.178883,-0.894922,-0.243293,-0.010846,0.145665,0.713323,0.452003,0.145571,0.677339,0.610777,0.086199,lb48,enge_unruhige_vorphase_fallend,sicht_stabil_gedaempft_leise,tragende_rekopplung,enge_unruhige_vorphase_fallend | sicht_stabil_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,2296,2248,2295,weite_unruhige_fallend,fallend,-1.5303931791694763,3.2417346500643958,0.22228782023758292,31.0,-0.06216,0.535051,-0.490044,-0.320079,-0.116655,0.234641,0.424497,0.477257,0.192943,0.657685,0.616487,0.03686,lb48,enge_unruhige_vorphase_fallend,sicht_wechselt_gedaempft_leise,tragende_rekopplung,enge_unruhige_vorphase_fallend | sicht_wechselt_gedaempft_leise | tragende_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,2600,2552,2599,weite_unruhige_seitwaerts,seitwaerts,-0.15536765364963545,1.0517195016283796,0.11932683976216811,28.0,0.59548,-0.236665,-0.457829,0.83826,0.445436,0.673274,0.729936,0.362928,0.281153,0.585846,0.583937,0.032513,lb48,enge_unruhige_vorphase_seitwaerts,sicht_stabil_hell_getragen_laut,spannungsnahe_oeffnung,enge_unruhige_vorphase_seitwaerts | sicht_stabil_hell_getragen_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,3205,3157,3204,weite_unruhige_fallend,fallend,-3.6471214350561922,4.554988573396365,0.24007607300504066,17.0,0.464258,-0.356149,-0.603659,0.736007,0.633827,0.693092,0.663174,0.35721,0.288778,0.578495,0.588417,0.045302,lb48,weite_gerichtete_vorphase_fallend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_gerichtete_vorphase_fallend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,3427,3379,3426,weite_unruhige_fallend,fallend,-5.488261313371888,8.009527050017015,0.3497504820233631,24.0,0.363902,-0.30745,-0.673221,0.795882,0.588884,0.708943,0.629952,0.354397,0.293669,0.573591,0.563784,0.031009,lb48,weite_unruhige_vorphase_fallend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,3741,3693,3740,weite_unruhige_steigend,steigend,4.73048954194466,5.382712347252411,0.47261164005297757,27.0,0.956413,0.926382,0.944845,0.786242,0.745777,0.769247,0.671944,0.371483,0.2961,0.580303,0.591763,0.124704,lb48,weite_unruhige_vorphase_steigend,sicht_stabil_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_steigend | sicht_stabil_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,3743,3695,3742,weite_unruhige_steigend,steigend,6.185223571217057,7.821291086763392,0.4981615832593035,27.0,0.749606,-0.711618,0.860762,-0.390712,-0.296896,0.351309,0.475379,0.384635,0.266316,0.590771,0.504039,0.028047,lb48,weite_unruhige_vorphase_steigend,sicht_stabil_gedaempft_mittel,offene_rekopplung,weite_unruhige_vorphase_steigend | sicht_stabil_gedaempft_mittel | offene_rekopplung,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,3966,3918,3965,weite_unruhige_steigend,steigend,0.7144994762831149,3.5575340415980703,0.3450140904783275,28.0,0.762451,0.78117,0.826438,0.730021,0.803671,0.760954,0.65695,0.373202,0.290504,0.582815,0.595131,0.106411,lb48,enge_unruhige_vorphase_steigend,sicht_wechselt_hoch_schwingend_laut,spannungsnahe_oeffnung,enge_unruhige_vorphase_steigend | sicht_wechselt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,4029,3981,4028,weite_unruhige_steigend,steigend,2.0553566099671796,3.7078484034616546,0.3080548095096005,30.0,0.112238,-0.86763,-0.654257,0.72795,0.629213,0.686481,0.462189,0.359575,0.292642,0.572359,0.570434,0.032326,lb48,enge_unruhige_vorphase_steigend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,enge_unruhige_vorphase_steigend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,4044,3996,4043,weite_unruhige_fallend,fallend,-1.0685996114183134,5.922134210133026,0.3718458875105884,26.0,0.127408,-0.667769,-0.620999,0.781563,0.596802,0.703963,0.538354,0.355823,0.293588,0.572037,0.576373,0.02841,lb48,weite_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,weite_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,DOGE
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,4329,4281,4328,weite_unruhige_seitwaerts,seitwaerts,-0.10077519379844281,3.217054263565903,0.27761627906976716,21.0,-0.030951,0.748781,-0.483507,0.233509,-0.480244,0.337138,0.335242,0.395299,0.251506,0.602711,0.521364,0.030271,lb48,enge_unruhige_vorphase_seitwaerts,sicht_wechselt_wechselnd_mittel,offene_rekopplung,enge_unruhige_vorphase_seitwaerts | sicht_wechselt_wechselnd_mittel | offene_rekopplung,DOGE
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_DOGE_6K_16K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_2,4518,4470,4517,weite_unruhige_fallend,fallend,-1.0216095097033802,2.047016824275571,0.19985948121985628,28.0,0.436423,-0.677471,-0.605391,0.743117,0.776809,0.757267,0.599743,0.423861,0.285587,0.600825,0.583841,0.036442,lb48,enge_unruhige_vorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,getragen_offen,enge_unruhige_vorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | getragen_offen,DOGE
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_PAXG_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_3,446,398,445,mittlere_spur_steigend,steigend,0.22701475595913734,0.3026863412788498,0.03389456425778787,9.0,0.673443,-0.674622,-0.497605,0.716759,0.597268,0.666573,0.651406,0.370041,0.278421,0.58318,0.62881,0.049009,lb48,feine_ruhevorphase_steigend,sicht_zerfaellt_hoch_schwingend_laut,offene_rekopplung,feine_ruhevorphase_steigend | sicht_zerfaellt_hoch_schwingend_laut | offene_rekopplung,PAXG
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,multiasset,FPSIG_MULTI_REAL_PAXG_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_3,689,641,688,enge_unruhige_fallend,fallend,-0.2254791431792559,0.3382187147688839,0.02818489289740699,14.0,0.316411,-0.496555,-0.435522,0.715385,0.666102,0.694686,0.623638,0.354711,0.291994,0.575335,0.618755,0.017666,lb48,feine_ruhevorphase_fallend,sicht_zerfaellt_hoch_schwingend_laut,spannungsnahe_oeffnung,feine_ruhevorphase_fallend | sicht_zerfaellt_hoch_schwingend_laut | spannungsnahe_oeffnung,PAXG
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,multiasset,FPSIG_MULTI_REAL_PAXG_0_10K,debug\2029_field_phase_signature_multiasset_real_chain\dio_mini_lauf_3,758,710,757,enge_unruhige_seitwaerts,seitwaerts,-0.07527286413248024,0.26345502446368085,0.03293187805796011,17.0,-0.109492,-0.552747,-0.301569,0.413196,0.70927,0.537547,0.496368,0.373653,0.267306,0.589247,0.579101,0.033822,lb48,feine_ruhevorphase_seitwaerts,sicht_zerfaellt_wechselnd_mittel,offene_rekopplung,feine_ruhevorphase_seitwaerts | sicht_zerfaellt_wechselnd_mittel | offene_rekopplung,PAXG
