asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_06,8,2,0.25,dio_0lr0;dio_1yhs,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq,2,0.002012072434607646,0.5,0.5714285714285714,dio_0lr0,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,2,0.002012072434607646,0.5,1.0,dio_0h6t,0,0.0,1,1,0.714626,0.168508,0.0,0.0,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,3,0.0030181086519114686,1.0,0.0,dio_0jsd,0,0.0,2,0,0.0,0.0,-0.046673,-0.309764,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1sub;dio_14l0,dio_1t9l,2,0.002012072434607646,0.5,0.7499999999999999,dio_1sub,0,0.0,2,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_06,8,1,0.125,dio_0s8r,dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,1,0.001006036217303823,1.0,0.0,dio_0s8r,0,0.0,0,1,0.701901,0.190227,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_08,2,1,0.5,dio_1w94,dio_0h6t,2,0.002012072434607646,1.0,0.0,dio_1w94,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,2,0.002012072434607646,1.0,0.0,dio_0jsd,0,0.0,2,0,0.0,0.0,-0.0492715,-0.3150315,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1sub;dio_1t9l,dio_14l0,5,0.005030181086519115,0.8,0.2999999999999999,dio_1sub,1,0.3333333333333333,2,1,0.689002,0.217822,0.22089550000000002,0.39148299999999997,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_06,8,2,0.25,dio_0s8r;dio_1ejq,dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_0lr0;dio_1yhs,2,0.002012072434607646,0.5,0.5714285714285714,dio_0s8r,0,0.0,2,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,4,0.004024144869215292,0.5,1.0,dio_0h6t,0,0.0,0,3,0.7365353333333333,0.14046033333333333,0.05241866666666667,0.4120473333333334,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_10,2,2,1.0,dio_0jsd;dio_0ioc,,2,0.002012072434607646,0.5,1.0,dio_0jsd,0,0.0,0,1,0.681162,0.216042,0.0,0.0,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_13,3,0,0.0,,dio_1sub;dio_1t9l;dio_14l0,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_06,8,2,0.25,dio_1ejq;dio_0lr0,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1yhs,2,0.002012072434607646,0.5,0.5714285714285714,dio_1ejq,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_08,2,1,0.5,dio_0h6t,dio_1w94,2,0.002012072434607646,1.0,0.0,dio_0h6t,0,0.0,0,2,0.7346465,0.1415025,0.040412,0.308797,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,2,0.002012072434607646,1.0,0.0,dio_0jsd,0,0.0,0,2,0.6911395,0.2059765,0.049343,0.315241,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_13,3,1,0.3333333333333333,dio_1sub,dio_1t9l;dio_14l0,1,0.001006036217303823,1.0,0.0,dio_1sub,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_17,2,1,0.5,dio_1cmd,dio_1udx,1,0.001006036217303823,1.0,0.0,dio_1cmd,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
