role_family,target_members,real_world_presence_ratio,shuffle_world_presence_ratio,random_sign_world_presence_ratio,real_minus_control_mean_world_presence_ratio,real_whole_family_ratio,shuffle_whole_family_ratio,random_sign_whole_family_ratio,real_minus_control_mean_whole_family_ratio,real_mean_member_coverage,shuffle_mean_member_coverage,random_sign_mean_member_coverage,real_minus_control_mean_mean_member_coverage,real_mean_family_event_share,shuffle_mean_family_event_share,random_sign_mean_family_event_share,real_minus_control_mean_mean_family_event_share,real_mean_phase_complete_ratio,shuffle_mean_phase_complete_ratio,random_sign_mean_phase_complete_ratio,real_minus_control_mean_mean_phase_complete_ratio,real_member_distribution_drift,shuffle_member_distribution_drift,random_sign_member_distribution_drift,real_minus_control_mean_member_distribution_drift,real_mean_afterimage_delta,shuffle_mean_afterimage_delta,random_sign_mean_afterimage_delta,real_minus_control_mean_mean_afterimage_delta,real_mean_temporal_delta,shuffle_mean_temporal_delta,random_sign_mean_temporal_delta,real_minus_control_mean_mean_temporal_delta,real_family_continuity_score,shuffle_family_continuity_score,random_sign_family_continuity_score,real_minus_control_mean_family_continuity_score,real_minus_strongest_control_continuity,paired_shuffle_member_coverage_real_wins,paired_shuffle_member_coverage_ties,paired_shuffle_member_coverage_control_wins,paired_shuffle_family_event_share_real_wins,paired_shuffle_family_event_share_ties,paired_shuffle_family_event_share_control_wins,paired_shuffle_joint_real_advantage,paired_random_sign_member_coverage_real_wins,paired_random_sign_member_coverage_ties,paired_random_sign_member_coverage_control_wins,paired_random_sign_family_event_share_real_wins,paired_random_sign_family_event_share_ties,paired_random_sign_family_event_share_control_wins,paired_random_sign_joint_real_advantage
rf_05,8,1.0,1.0,1.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.8,0.7833333333333333,0.7583333333333333,0.029166666666666785,0.0227364185110664,0.018376928236083164,0.020254862508383636,0.003420523138832999,0.225,0.18333333333333332,0.20833333333333334,0.029166666666666674,0.1189096990707411,0.14038990343769128,0.08739262930760582,0.005018432698092559,0.18806753272283272,0.1676123778811929,0.17983247210678213,0.014345107728845202,0.34142773042254043,0.3898390141847042,0.35802266244829245,-0.03250310789395788,0.7399367888748418,0.7250912408759124,0.7131397824030273,0.02082127723537197,0.014845547998929454,6,2,7,8,3,4,5,7,3,5,10,1,4,6
rf_06,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3416666666666667,0.425,0.2833333333333333,-0.012499999999999956,0.003420523138832998,0.004896042924211938,0.0030851777330650567,-0.000570087189805499,0.0,0.025,0.0,-0.0125,0.30370098039215687,0.3727054794520548,0.24168478260869564,-0.0034941506382183407,0.010078244444444445,0.0445895,0.024705755555555556,-0.024569383333333326,0.06260128888888888,0.17878974444444445,0.1563612611111111,-0.10497421388888889,0.5569782913165265,0.5848556751467711,0.5311542443064181,-0.0010266684100680434,-0.027877383830244518,4,4,7,3,4,8,2,7,2,6,7,2,6,7
rf_07,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.025888665325285044,0.01965124077800134,0.019718309859154928,0.006203890006706909,0.9,0.9,0.8333333333333334,0.033333333333333326,0.003061906257881525,0.07603401893891926,0.030237543352097496,-0.05007387488762685,0.41138881311207315,0.40993298714285714,0.3655732200865801,0.02363570949735455,0.3206804122101972,0.3609503261640211,0.3537772861279461,-0.0366833939357864,0.9782383419689118,0.9928327645051194,0.983673469387755,-0.010014774977525454,-0.014594422536207574,0,15,0,11,0,4,0,0,15,0,12,0,3,0
rf_08,2,1.0,0.8666666666666667,0.9333333333333333,0.09999999999999998,0.6,0.4666666666666667,0.6,0.06666666666666665,0.8,0.6666666666666666,0.7666666666666667,0.08333333333333337,0.0031522468142186457,0.0022132796780684107,0.0032193158953722333,0.00043594902749832364,0.03333333333333333,0.03333333333333333,0.1,-0.03333333333333333,0.15468847459976434,0.13147764287829433,0.10905266015200868,0.034423323084612836,0.046114305555555554,0.03918196153846154,0.09170889285714286,-0.019331121642246638,0.17108366666666666,0.17374782692307691,0.3120327261904762,-0.07180660989010987,0.8180851063829786,0.7027272727272728,0.7941666666666667,0.06963813668600882,0.023918439716311912,6,5,4,8,3,4,5,4,8,3,8,2,5,4
rf_10,2,0.8,0.8666666666666667,0.8,-0.033333333333333326,0.13333333333333333,0.3333333333333333,0.06666666666666667,-0.06666666666666665,0.4666666666666667,0.6,0.43333333333333335,-0.04999999999999993,0.0014755197853789403,0.0022132796780684107,0.0012743125419181758,-0.000268276324614353,0.03333333333333333,0.06666666666666667,0.0,0.0,0.12549634273772203,0.049738766980146315,0.28578342407743496,-0.042264752791068616,0.012007875000000001,0.06256183333333333,0.01652358333333333,-0.027534833333333328,0.029363458333333328,0.2819334358974359,0.10477550000000001,-0.16399100961538465,0.5336363636363636,0.6587878787878787,0.476578947368421,-0.03404704944178627,-0.12515151515151512,2,9,4,2,5,8,1,4,8,3,8,2,5,4
rf_13,3,0.9333333333333333,0.9333333333333333,1.0,-0.033333333333333326,0.06666666666666667,0.2,0.13333333333333333,-0.10000000000000002,0.5333333333333333,0.5777777777777777,0.5555555555555555,-0.033333333333333326,0.0025486250838363516,0.0030851777330650567,0.0026827632461435278,-0.00033534540576794086,0.04444444444444444,0.08888888888888888,0.02222222222222222,-0.011111111111111113,0.05481445549357265,0.2558605489881788,0.2286866359447005,-0.18745913697286698,0.04051020238095238,0.07810564285714286,0.04390588888888889,-0.02049556349206349,0.12272065476190476,0.359248,0.20540965555555557,-0.15960817301587304,0.5898245614035087,0.6569323671497584,0.661111111111111,-0.06919717772692602,-0.07128654970760229,4,7,4,4,3,8,2,5,5,5,7,1,7,5
rf_17,2,0.4666666666666667,1.0,0.4666666666666667,-0.2666666666666667,0.06666666666666667,0.6,0.13333333333333333,-0.3,0.26666666666666666,0.8,0.3,-0.2833333333333334,0.0008048289738430584,0.00335345405767941,0.0006706908115358819,-0.0012072434607645877,0.0,0.0,0.0,0.0,0.04261672095548316,0.0592833876221498,0.04071661237785018,-0.007383279044516827,0.006668607142857144,0.07614570000000001,0.014226285714285716,-0.03851738571428572,0.04424682142857143,0.33027494444444444,0.08831214285714285,-0.16504672222222222,0.3533333333333333,0.8299999999999998,0.395,-0.25916666666666666,-0.47666666666666657,0,3,12,0,0,15,0,2,11,2,4,9,2,2
rf_21,2,1.0,1.0,1.0,0.0,0.8,0.8666666666666667,0.7333333333333333,0.0,0.9,0.9333333333333333,0.8666666666666667,0.0,0.007176391683433937,0.007981220657276996,0.006639839034205231,-0.00013413816230717704,0.26666666666666666,0.5,0.23333333333333334,-0.10000000000000003,0.41531908842957044,0.3026198031079652,0.5123643069701161,0.007827033390529758,0.19154924333333334,0.2126452288888889,0.2511488888888889,-0.040347815555555555,0.3656566744444445,0.38732025444444446,0.5378764666666667,-0.09694168611111109,0.8848130841121497,0.9323529411764706,0.8404040404040405,-0.0015654066781058962,-0.047539857064320956,2,10,3,5,0,10,2,3,10,2,8,1,6,2
