dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,strict_episode_count,unique_canonical_forms,recurrent_form_classes,recurrence_observations,maximum_form_occurrences,recurrence_episode_share,recurrence_profile_is_zero,form_strength_removed_by_exact_gcd,recurrence_requires_second_observation,fixed_distance_threshold_used,field_received_contact_boundary,segmenter_received_contact_boundary,profile_selection_uses_posthoc_boundary,field_learning_used,memory_read,memory_written,influences_action
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,181,174,6,7,3,0.03867403314917127,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,173,170,3,3,2,0.017341040462427744,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,193,183,8,10,3,0.05181347150259067,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,204,186,10,18,5,0.08823529411764706,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,179,171,6,8,3,0.0446927374301676,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,186,183,1,3,4,0.016129032258064516,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,183,178,3,5,3,0.0273224043715847,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,188,180,6,8,4,0.0425531914893617,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,197,186,8,11,3,0.05583756345177665,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,181,176,4,5,3,0.027624309392265192,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|13000,b,178,176,2,2,2,0.011235955056179775,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|0,b,201,190,10,11,3,0.05472636815920398,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|8000,b,182,176,6,6,2,0.03296703296703297,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|1000,b,183,177,6,6,2,0.03278688524590164,0,1,1,0,0,0,1,0,0,0,0
