dataset,control,phase,metric,observed,null_mean,null_sd,null_min,null_max,observed_minus_null_mean,lower_empirical_p,upper_empirical_p,two_sided_empirical_p,permutations,seed
2091_basis,world_activity_event_age_and_support_trajectory_preserving,all,indirect_depth_change_share,0.8171926870721286,0.8167042584621249,0.05925012668399266,0.6341153485712471,0.9409120510824849,0.0004884286100036439,0.48514851485148514,0.5247524752475248,0.9702970297029703,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,all,indirect_mean_absolute_depth_change,1.661562653874867,1.7774112489476945,0.2179484863224224,1.3361341868259289,2.3553060025096495,-0.11584859507282763,0.32673267326732675,0.6831683168316832,0.6534653465346535,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,all,indirect_minus_direct_depth_change_share,0.059471707306420374,0.06804344909045296,0.06102212295935543,-0.11202416154589878,0.20523292365668444,-0.008571741784032583,0.45544554455445546,0.5544554455445545,0.9108910891089109,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,all,mean_world_indirect_depth_change_share,0.8500930332850916,0.8243710770836061,0.04479726284290686,0.7072394124417902,0.9237252970938818,0.02572195620148543,0.7128712871287128,0.297029702970297,0.594059405940594,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,first_half,indirect_depth_change_share,0.8190644987285197,0.8081998921168221,0.07714584310318613,0.534946443708099,0.9637820759805811,0.010864606611697636,0.5346534653465347,0.4752475247524752,0.9504950495049505,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,first_half,indirect_mean_absolute_depth_change,1.703475379517608,1.7244463281189797,0.2406274595126012,1.2376512290976343,2.420898512753333,-0.02097094860137161,0.5445544554455446,0.46534653465346537,0.9306930693069307,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,first_half,indirect_minus_direct_depth_change_share,0.04273725764932046,0.0480562889836628,0.08412988834807679,-0.26618497491679227,0.2126941734566472,-0.00531903133434234,0.42574257425742573,0.5841584158415841,0.8514851485148515,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,first_half,mean_world_indirect_depth_change_share,0.865008292181928,0.8330981476198316,0.058237204371476975,0.6460781285511247,0.9645808064085953,0.0319101445620964,0.6831683168316832,0.32673267326732675,0.6534653465346535,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,second_half,indirect_depth_change_share,0.8167066826730692,0.8189123649459784,0.07206851825172339,0.6153261304521809,0.9688475390156063,-0.002205682272909182,0.4752475247524752,0.5346534653465347,0.9504950495049505,100,2103
2091_basis,world_activity_event_age_and_support_trajectory_preserving,second_half,indirect_mean_absolute_depth_change,1.6506802721088436,1.7911632653061225,0.2748386012505317,1.2595438175270108,2.492436974789916,-0.14048299319727886,0.32673267326732675,0.6831683168316832,0.6534653465346535,100,2103
