preview_symbol,count,world_count,phase_quality_state,origin_quality,dominant_world_binding,dominant_field_function,dominant_field_variant,phase_quality_depth,positive_phase_affinity,avg_phase_drift,max_phase_drift,real_count,null_count,synthetic_count,unknown_count,mixed_binding_count,real_share,null_share,synthetic_share,unknown_share,mixed_binding_share,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,worlds,world_bindings
dio_mcm_episode_0icnf2v,26202,10,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,compact_carried_recoupling,0.870452,0.771578,0.042256,0.223504,12360,13842,0,0,3652,0.47171971605220975,0.5282802839477903,0.0,0.0,0.13937867338371115,0.57145,0.15879,0.720897,0.857848,0.166068,0.076284,FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:4113;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:4034;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:3652;FPSIG_SOL_EXPANSION_6000:3613;FPSIG_SOL_QUIET_6000:3450;FPSIG_DOGE_REAL_6000:3241;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:2043;FPSIG_BTC_STRESS_4000:2029,realworld_bound:22550;mixed_binding:3652
dio_mcm_episode_1qlxgj7,3444,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.860043,0.761861,0.047015,0.215479,2401,1043,0,0,0,0.6971544715447154,0.30284552845528456,0.0,0.0,0.0,0.543394,0.156444,0.708476,0.850347,0.187303,0.075112,FPSIG_DOGE_REAL_6000:1029;FPSIG_SOL_EXPANSION_6000:534;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:425;FPSIG_DOGE_5M_1000:380;FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:284;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:235;FPSIG_BTC_1H_1000:137;FPSIG_BTC_STRESS_4000:118,realworld_bound:3444
dio_mcm_episode_12tgchq,2762,8,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,milieu_island,quiet_deep_recoupling,0.859984,0.768102,0.042842,0.20818,2037,725,0,0,0,0.7375090514120203,0.2624909485879797,0.0,0.0,0.0,0.570614,0.161878,0.718234,0.851957,0.178311,0.079352,FPSIG_DOGE_REAL_6000:824;FPSIG_SOL_EXPANSION_6000:693;FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:286;FPSIG_SOL_QUIET_6000:272;FPSIG_BTC_STRESS_4000:248;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:200;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:161;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:78,realworld_bound:2762
dio_mcm_episode_1rj8742,5763,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.859945,0.763491,0.045663,0.198103,3453,2310,0,0,0,0.599167100468506,0.40083289953149404,0.0,0.0,0.0,0.541701,0.154644,0.709774,0.855804,0.169991,0.079138,FPSIG_BTC_STRESS_4000:892;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:833;FPSIG_PAXG_1H_1000:619;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:595;FPSIG_SOL_REAL_1000:541;FPSIG_SOL_EXPANSION_6000:499;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:486;FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:396,realworld_bound:5763
dio_mcm_episode_0wo0tz1,3276,11,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.851621,0.764696,0.043319,0.210051,1504,1772,0,0,324,0.4590964590964591,0.5409035409035409,0.0,0.0,0.0989010989010989,0.53245,0.149097,0.708297,0.85986,0.166502,0.072723,FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:631;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:617;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:521;FPSIG_BTC_STRESS_4000:420;FPSIG_BTC_1H_1000:249;FPSIG_DOGE_5M_1000:186;FPSIG_PAXG_1H_1000:184;FPSIG_DOGE_REAL_6000:180,realworld_bound:2952;mixed_binding:324
dio_mcm_episode_0bsaqu1,89,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.842171,0.764866,0.04424,0.127772,50,39,0,0,0,0.5617977528089888,0.43820224719101125,0.0,0.0,0.0,0.543366,0.155819,0.709264,0.856848,0.170954,0.075093,FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:20;FPSIG_DOGE_REAL_6000:13;FPSIG_PAXG_1H_1000:9;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:7;FPSIG_SOL_EXPANSION_6000:7;FPSIG_BTC_STRESS_4000:6;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:6;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:6,realworld_bound:89
dio_mcm_episode_1eav7xq,100,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.841739,0.760932,0.049883,0.186347,54,46,0,0,2,0.54,0.46,0.0,0.0,0.02,0.540568,0.158025,0.70797,0.851534,0.182791,0.077085,FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:25;FPSIG_DOGE_REAL_6000:15;FPSIG_SOL_EXPANSION_6000:15;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:11;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:6;FPSIG_PAXG_1H_1000:6;FPSIG_SOL_QUIET_6000:5;FPSIG_BTC_STRESS_4000:4,realworld_bound:98;mixed_binding:2
dio_mcm_episode_0tfzgic,1399,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.837329,0.752934,0.048464,0.188476,831,568,0,0,0,0.5939957112223017,0.40600428877769834,0.0,0.0,0.0,0.500649,0.151479,0.693435,0.854849,0.171838,0.080615,FPSIG_SOL_QUIET_6000:519;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:311;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:194;FPSIG_BTC_1H_1000:122;FPSIG_SOL_REAL_1000:62;FPSIG_SOL_EXPANSION_6000:46;FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:41;FPSIG_BTC_STRESS_4000:32,realworld_bound:1399
dio_mcm_episode_1yxc2ug,348,8,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.836176,0.758053,0.046766,0.132431,233,115,0,0,0,0.6695402298850575,0.33045977011494254,0.0,0.0,0.0,0.538789,0.157023,0.705051,0.842401,0.216007,0.065288,FPSIG_DOGE_REAL_6000:103;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:89;FPSIG_DOGE_5M_1000:85;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:25;FPSIG_SOL_EXPANSION_6000:24;FPSIG_BTC_1H_1000:14;FPSIG_BTC_STRESS_4000:7;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:1,realworld_bound:348
dio_mcm_episode_0vcr3lw,88,12,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.835031,0.754403,0.050893,0.145361,57,31,0,0,0,0.6477272727272727,0.3522727272727273,0.0,0.0,0.0,0.533275,0.160711,0.701669,0.844655,0.188591,0.087311,FPSIG_DOGE_REAL_6000:17;FPSIG_SOL_EXPANSION_6000:13;FPSIG_NULL_RANDSIGN_DOGE_REAL_6000:10;FPSIG_NULL_RANDSIGN_SOL_EXPANSION_6000:10;FPSIG_BTC_STRESS_4000:6;FPSIG_DOGE_5M_1000:6;FPSIG_NULL_RANDSIGN_BTC_STRESS_4000:6;FPSIG_NULL_RANDSIGN_SOL_QUIET_6000:5,realworld_bound:88
