dataset,prediction_origin,predictions,conditional_history_known,conditional_history_known_share,conditional_mean_percentile_score,global_mean_percentile_score,relation_mean_percentile_score,conditional_minus_global_mean,conditional_minus_relation_mean,conditional_better_than_global,conditional_equal_to_global,conditional_worse_than_global,conditional_global_nontie_win_share,conditional_better_than_relation,conditional_equal_to_relation,conditional_worse_than_relation
2091_basis,47,114,114,1.0,0.8798732943469786,0.9078947368421053,0.7440302144249513,-0.028021442495126704,0.1358430799220273,13,79,22,0.37142857142857144,57,27,30
2091_basis,48,154,151,0.9805194805194806,0.8168655668655669,0.8818883818883819,0.7188487188487188,-0.06502281502281501,0.09801684801684801,13,85,56,0.18840579710144928,76,38,40
2091_basis,49,118,116,0.9830508474576272,0.9104594112399643,0.9386708296164139,0.8309545049063336,-0.028211418376449596,0.07950490633363069,8,89,21,0.27586206896551724,46,48,24
2091_basis,50,133,130,0.9774436090225563,0.9281858492384808,0.9517061885482938,0.8374783111625217,-0.02352033930981299,0.09070753807595912,12,101,20,0.375,56,59,18
2091_basis,51,161,160,0.9937888198757764,0.9253065774804905,0.9401178531613315,0.7914476827520306,-0.014811275680840896,0.13385889472845994,14,123,24,0.3684210526315789,85,49,27
2091_basis,52,152,152,1.0,0.9268724696356275,0.9344635627530364,0.7773279352226721,-0.007591093117408899,0.14954453441295545,31,102,19,0.62,74,51,27
2091_basis,53,140,139,0.9928571428571429,0.9308608058608059,0.9419413919413919,0.8030219780219781,-0.011080586080586081,0.12783882783882783,12,114,14,0.46153846153846156,61,52,27
2091_basis,54,118,118,1.0,0.9382877009995654,0.9530638852672751,0.8158409387222947,-0.014776184267709689,0.12244676227727075,14,86,18,0.4375,53,49,16
2091_basis,55,172,171,0.9941860465116279,0.9513808139534884,0.9585755813953488,0.8534883720930233,-0.007194767441860465,0.0978924418604651,11,141,20,0.3548387096774194,79,68,25
2091_basis,56,95,95,1.0,0.956766917293233,0.969172932330827,0.8764411027568922,-0.012406015037593988,0.08032581453634084,5,79,11,0.3125,38,45,12
2091_basis,57,143,142,0.993006993006993,0.9565434565434565,0.9693639693639694,0.8736263736263736,-0.01282051282051282,0.08291708291708291,8,120,15,0.34782608695652173,68,52,23
2091_basis,58,150,150,1.0,0.9710606060606061,0.9807575757575757,0.8898484848484849,-0.009696969696969697,0.08121212121212121,4,129,17,0.19047619047619047,64,67,19
2091_basis,59,140,140,1.0,0.962936507936508,0.97,0.854047619047619,-0.007063492063492063,0.10888888888888888,4,122,14,0.2222222222222222,54,62,24
2091_basis,60,114,113,0.9912280701754386,0.9740740740740741,0.9822612085769981,0.9083820662768031,-0.008187134502923979,0.06569200779727095,7,102,5,0.5833333333333334,40,57,17
2091_basis,61,140,140,1.0,0.9632539682539683,0.9833333333333333,0.8355555555555556,-0.020079365079365082,0.1276984126984127,3,115,22,0.12,77,44,19
2091_basis,62,58,58,1.0,0.9921455938697318,0.9923371647509578,0.9252873563218391,-0.00019157088122605297,0.06685823754789272,0,57,1,0.0,15,41,2
2091_basis,63,56,55,0.9821428571428571,0.9734002976190477,1.0,0.8969494047619048,-0.02659970238095238,0.07645089285714286,0,47,9,0.0,17,36,3
2092_holdout,3,9,0,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,8,1,0,1.0,8,1,0
2092_holdout,4,10,6,0.6,0.45,0.5,0.275,-0.05,0.175,3,4,3,0.5,4,6,0
2092_holdout,5,16,15,0.9375,0.5,0.4375,0.5677083333333334,0.0625,-0.06770833333333333,4,10,2,0.6666666666666666,5,6,5
2092_holdout,6,19,18,0.9473684210526315,0.6885964912280702,0.6578947368421053,0.6008771929824561,0.030701754385964914,0.08771929824561403,2,16,1,0.6666666666666666,8,8,3
2092_holdout,7,32,25,0.78125,0.6770833333333334,0.71875,0.5872395833333334,-0.04166666666666667,0.08984374999999999,5,18,9,0.35714285714285715,13,14,5
2092_holdout,8,42,40,0.9523809523809523,0.5757936507936507,0.5404761904761904,0.5904761904761905,0.03531746031746031,-0.014682539682539705,16,19,7,0.6956521739130435,12,13,17
2092_holdout,9,32,29,0.90625,0.6283482142857143,0.6666666666666667,0.5877976190476191,-0.0383184523809524,0.040550595238095254,5,19,8,0.38461538461538464,12,11,9
2092_holdout,10,31,31,1.0,0.7645929339477726,0.7795698924731183,0.6728110599078341,-0.01497695852534563,0.09178187403993857,5,21,5,0.5,15,10,6
2092_holdout,11,59,55,0.9322033898305084,0.6558716707021792,0.5968523002421308,0.6467917675544794,0.059019370460048425,0.009079903147699762,22,27,10,0.6875,22,14,23
2092_holdout,12,31,29,0.9354838709677419,0.8434139784946236,0.8588709677419355,0.7403673835125448,-0.015456989247311826,0.10304659498207885,5,21,5,0.5,14,10,7
2092_holdout,13,49,45,0.9183673469387755,0.6906179138321995,0.7142857142857143,0.6483843537414966,-0.02366780045351474,0.04223356009070295,10,28,11,0.47619047619047616,19,12,18
2092_holdout,14,69,67,0.9710144927536232,0.686231884057971,0.711755233494364,0.6256038647342995,-0.025523349436392933,0.06062801932367151,22,23,24,0.4782608695652174,27,18,24
2092_holdout,15,73,72,0.9863013698630136,0.6376089663760897,0.6068493150684932,0.5448941469489414,0.030759651307596517,0.0927148194271482,22,34,17,0.5641025641025641,33,17,23
2092_holdout,16,14,14,1.0,0.7886363636363637,0.7857142857142857,0.650974025974026,0.002922077922077929,0.13766233766233768,3,10,1,0.75,10,3,1
2092_holdout,17,86,80,0.9302325581395349,0.6980843768634466,0.7107558139534884,0.6427400119260585,-0.01267143709004173,0.055344364937388195,24,27,35,0.4067796610169492,35,21,30
2092_holdout,18,55,54,0.9818181818181818,0.7836663336663336,0.7881118881118881,0.7512987012987014,-0.004445554445554442,0.03236763236763236,9,35,11,0.45,23,15,17
2092_holdout,19,77,75,0.974025974025974,0.6978735550164121,0.6988011988011988,0.6504210075638647,-0.0009276437847866386,0.047452547452547456,20,38,19,0.5128205128205128,29,20,28
2092_holdout,20,68,64,0.9411764705882353,0.7286764705882353,0.7455882352941177,0.700030637254902,-0.016911764705882352,0.02864583333333334,15,37,16,0.4838709677419355,25,18,25
2092_holdout,21,62,61,0.9838709677419355,0.7697916666666667,0.7510752688172043,0.6734543010752688,0.018716397849462368,0.09633736559139786,14,39,9,0.6086956521739131,31,17,14
2092_holdout,22,23,23,1.0,0.855072463768116,0.855072463768116,0.7739130434782608,-4.827056628805028e-18,0.08115942028985508,2,18,3,0.4,10,8,5
2092_holdout,23,109,100,0.9174311926605505,0.7195763626551538,0.7138761467889908,0.6303460604425256,0.005700215866162977,0.08923030221262816,27,47,35,0.43548387096774194,51,22,36
2092_holdout,24,22,21,0.9545454545454546,0.8605169340463458,0.8903743315508021,0.6631758764111705,-0.029857397504456328,0.1973410576351753,5,12,5,0.5,15,5,2
2092_holdout,25,110,107,0.9727272727272728,0.7263528138528138,0.7243181818181819,0.6676298701298701,0.0020346320346320374,0.05872294372294373,28,55,27,0.509090909090909,49,22,39
2092_holdout,26,64,63,0.984375,0.8640811011904762,0.8828125,0.6969308035714286,-0.018731398809523812,0.16715029761904762,7,42,15,0.3181818181818182,32,18,14
2092_holdout,27,67,66,0.9850746268656716,0.8759417199715707,0.8865671641791044,0.7220326936744847,-0.01062544420753376,0.153909026297086,7,52,8,0.4666666666666667,46,14,7
2092_holdout,28,103,103,1.0,0.8738673139158576,0.9133495145631068,0.7495261211280628,-0.03948220064724919,0.12434119278779474,10,67,26,0.2777777777777778,55,31,17
2092_holdout,29,138,135,0.9782608695652174,0.8269664986347406,0.8456206679269062,0.6685767170762444,-0.018654169292165512,0.15838978155849612,20,91,27,0.425531914893617,84,25,29
2092_holdout,30,82,81,0.9878048780487805,0.8248272357723577,0.8460365853658537,0.761229674796748,-0.02120934959349594,0.06359756097560976,12,52,18,0.4,38,20,24
2092_holdout,31,93,92,0.989247311827957,0.8629032258064516,0.9081541218637993,0.7114695340501792,-0.045250896057347674,0.15143369175627241,9,61,23,0.28125,51,27,15
2092_holdout,32,122,119,0.9754098360655737,0.857269627761431,0.875,0.7061965811965812,-0.017730372238568957,0.15107304656484985,17,79,26,0.3953488372093023,69,36,17
2092_holdout,33,136,134,0.9852941176470589,0.8051470588235294,0.8334276018099548,0.6913178733031674,-0.028280542986425343,0.113829185520362,26,59,51,0.33766233766233766,64,34,38
2092_holdout,34,98,96,0.9795918367346939,0.8583202511773941,0.8789246467817896,0.7804160125588697,-0.020604395604395614,0.07790423861852433,13,58,27,0.325,38,37,23
2092_holdout,35,150,150,1.0,0.8158024691358025,0.8377777777777777,0.6964197530864198,-0.021975308641975316,0.11938271604938272,21,91,38,0.3559322033898305,79,46,25
2092_holdout,36,126,125,0.9920634920634921,0.8406819517930629,0.8639035861258083,0.7198706643151087,-0.023221634332745454,0.12081128747795415,20,59,47,0.29850746268656714,70,31,25
2092_holdout,37,150,148,0.9866666666666667,0.8035632183908046,0.8686206896551725,0.7341379310344828,-0.06505747126436782,0.06942528735632184,15,83,52,0.22388059701492538,63,42,45
2092_holdout,38,123,119,0.967479674796748,0.8081020465377068,0.8366975049060835,0.687412391365293,-0.028595458368376788,0.12068965517241378,17,72,34,0.3333333333333333,62,33,28
2092_holdout,39,114,114,1.0,0.8477011494252874,0.8777979431336963,0.7150635208711433,-0.030096793708408943,0.132637628554144,13,71,30,0.3023255813953488,62,33,19
2092_holdout,40,75,75,1.0,0.8855172413793103,0.8928735632183908,0.7786206896551724,-0.007356321839080467,0.10689655172413794,15,46,14,0.5172413793103449,34,27,14
2092_holdout,41,34,34,1.0,0.8280933062880325,0.8884381338742393,0.7043610547667343,-0.06034482758620689,0.12373225152129819,5,17,12,0.29411764705882354,19,6,9
2092_holdout,42,159,158,0.9937106918238994,0.8508385744234801,0.8879454926624738,0.7381551362683438,-0.03710691823899372,0.11268343815513628,23,75,61,0.27380952380952384,75,34,50
2092_holdout,43,36,36,1.0,0.9361111111111111,0.9398148148148148,0.8606481481481482,-0.003703703703703703,0.07546296296296298,4,29,3,0.5714285714285714,17,14,5
2092_holdout,44,201,196,0.9751243781094527,0.8256374378109452,0.8948227611940298,0.7257462686567164,-0.06918532338308457,0.09989116915422885,9,102,90,0.09090909090909091,100,47,54
2092_holdout,45,75,75,1.0,0.9366666666666666,0.9366666666666666,0.775,0.0,0.16166666666666665,10,56,9,0.5263157894736842,34,27,14
2092_holdout,46,152,152,1.0,0.9036800986842105,0.9181743421052632,0.7533922697368421,-0.014494243421052632,0.15028782894736842,23,98,31,0.42592592592592593,79,42,31
2092_holdout,47,158,158,1.0,0.9234921816827997,0.9294489947877885,0.7747580044676098,-0.005956813104988832,0.14873417721518986,19,111,28,0.40425531914893614,92,48,18
2092_holdout,48,165,164,0.9939393939393939,0.905050505050505,0.9249158249158249,0.7512626262626263,-0.01986531986531987,0.15378787878787878,18,112,35,0.33962264150943394,91,48,26
2092_holdout,49,132,129,0.9772727272727273,0.8983415233415234,0.9367321867321867,0.7493857493857494,-0.038390663390663396,0.14895577395577395,12,87,33,0.26666666666666666,73,37,22
2092_holdout,50,122,121,0.9918032786885246,0.8965703192407247,0.9352890422778257,0.7960526315789473,-0.03871872303710095,0.10051768766177739,8,84,30,0.21052631578947367,54,43,25
2092_holdout,51,127,127,1.0,0.9083091587235806,0.9409448818897638,0.7743472855366763,-0.03263572316618317,0.13396187318690428,14,85,28,0.3333333333333333,60,40,27
2092_holdout,52,75,75,1.0,0.9785964912280702,0.976842105263158,0.8785964912280702,0.0017543859649122803,0.1,3,71,1,0.75,38,29,8
2092_holdout,53,64,64,1.0,0.9603207236842105,0.96875,0.8550575657894737,-0.008429276315789476,0.10526315789473685,1,57,6,0.14285714285714285,22,33,9
2092_holdout,54,151,149,0.9867549668874173,0.9383278145695364,0.9521523178807947,0.7630794701986755,-0.013824503311258276,0.17524834437086093,19,107,25,0.4318181818181818,84,43,24
2092_holdout,55,78,78,1.0,0.9455128205128205,0.9711538461538461,0.8229166666666666,-0.025641025641025637,0.12259615384615384,3,67,8,0.2727272727272727,33,38,7
2092_holdout,56,129,128,0.9922480620155039,0.9646317829457365,0.9786821705426356,0.849031007751938,-0.01405038759689922,0.11560077519379845,6,101,22,0.21428571428571427,59,55,15
2092_holdout,57,94,94,1.0,0.9804964539007092,0.9810030395136778,0.9002026342451874,-0.0005065856129685923,0.08029381965552176,2,87,5,0.2857142857142857,38,44,12
2092_holdout,58,95,95,1.0,0.9911027568922306,0.9922305764411028,0.9,-0.0011278195488721799,0.09110275689223057,0,92,3,0.0,32,51,12
2092_holdout,59,42,42,1.0,1.0,1.0,0.9532312925170068,0.0,0.0467687074829932,0,42,0,0.0,9,33,0
