dataset,prediction_origin,predictions,conditional_history_known,conditional_history_known_share,conditional_mean_percentile_score,global_mean_percentile_score,relation_mean_percentile_score,conditional_minus_global_mean,conditional_minus_relation_mean,conditional_better_than_global,conditional_equal_to_global,conditional_worse_than_global,conditional_global_nontie_win_share,conditional_better_than_relation,conditional_equal_to_relation,conditional_worse_than_relation
2091_basis,3,4,0,0.0,0.625,0.25,0.25,0.375,0.375,3,1,0,1.0,3,1,0
2091_basis,4,9,6,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.6388888888888888,0.2222222222222222,-0.08333333333333333,5,4,0,1.0,1,6,2
2091_basis,5,19,9,0.47368421052631576,0.5964912280701754,0.6052631578947368,0.5701754385964912,-0.008771929824561408,0.0263157894736842,6,8,5,0.5454545454545454,8,6,5
2091_basis,6,28,26,0.9285714285714286,0.7782738095238095,0.7738095238095238,0.6398809523809524,0.004464285714285706,0.13839285714285712,4,21,3,0.5714285714285714,13,10,5
2091_basis,7,33,33,1.0,0.523989898989899,0.46464646464646464,0.6313131313131314,0.059343434343434344,-0.10732323232323232,10,23,0,1.0,4,14,15
2091_basis,8,28,25,0.8928571428571429,0.7136904761904762,0.7,0.5702380952380952,0.013690476190476182,0.14345238095238091,8,17,3,0.7272727272727273,15,8,5
2091_basis,9,39,38,0.9743589743589743,0.8333333333333334,0.8512820512820513,0.7333333333333334,-0.017948717948717947,0.09999999999999999,1,34,4,0.2,14,19,6
2091_basis,10,57,55,0.9649122807017544,0.7107351712614871,0.7543859649122807,0.6048454469507101,-0.04365079365079366,0.10588972431077696,9,36,12,0.42857142857142855,30,13,14
2091_basis,11,44,42,0.9545454545454546,0.6734307359307359,0.6780303030303031,0.6691017316017316,-0.004599567099567114,0.004329004329004334,11,25,8,0.5789473684210527,14,13,17
2091_basis,12,59,58,0.9830508474576272,0.7714891041162227,0.7869249394673123,0.739406779661017,-0.015435835351089592,0.03208232445520581,5,46,8,0.38461538461538464,23,20,16
2091_basis,13,82,80,0.975609756097561,0.7138888888888889,0.7005420054200542,0.6579268292682927,0.01334688346883469,0.05596205962059623,18,52,12,0.6,27,22,33
2091_basis,14,68,65,0.9558823529411765,0.7983288770053476,0.8058823529411765,0.6943181818181818,-0.007553475935828879,0.10401069518716578,8,49,11,0.42105263157894735,36,21,11
2091_basis,15,80,79,0.9875,0.685625,0.670625,0.6429545454545454,0.014999999999999996,0.04267045454545455,15,56,9,0.625,30,21,29
2091_basis,16,70,68,0.9714285714285714,0.8450091575091575,0.8422619047619048,0.7055402930402931,0.00274725274725275,0.13946886446886447,8,49,13,0.38095238095238093,32,25,13
2091_basis,17,67,67,1.0,0.7628683505549178,0.7593283582089552,0.6774779946421737,0.003539992345962509,0.08539035591274398,10,44,13,0.43478260869565216,29,20,18
2091_basis,18,86,84,0.9767441860465116,0.7005175057500639,0.6887298747763864,0.6621518016866854,0.011787630973677488,0.03836570406337848,23,51,12,0.6571428571428571,33,23,30
2091_basis,19,70,70,1.0,0.8667974882260596,0.8703296703296703,0.7600078492935636,-0.003532182103610677,0.10678963893249607,9,52,9,0.5,29,27,14
2091_basis,20,90,88,0.9777777777777777,0.8432804232804233,0.8734126984126984,0.7198677248677249,-0.030132275132275132,0.1234126984126984,10,61,19,0.3448275862068966,41,37,12
2091_basis,21,83,81,0.9759036144578314,0.8020021261516654,0.8151355421686747,0.6698928065201984,-0.013133416017009214,0.13210931963146705,10,58,15,0.4,35,31,17
2091_basis,22,96,93,0.96875,0.767088779956427,0.7974877450980392,0.650531045751634,-0.030398965141612194,0.11655773420479303,14,53,29,0.32558139534883723,50,19,27
2091_basis,23,81,79,0.9753086419753086,0.8090050835148874,0.8155410312273057,0.6744331477446945,-0.006535947712418308,0.13457193577019286,16,49,16,0.5,43,21,17
2091_basis,24,96,93,0.96875,0.8439542483660131,0.8685661764705882,0.7426981209150326,-0.024611928104575163,0.1012561274509804,16,64,16,0.5,39,33,24
2091_basis,25,102,101,0.9901960784313726,0.7956369682375874,0.8251633986928104,0.6977267515193212,-0.02952643045522303,0.09791021671826626,15,59,28,0.3488372093023256,46,32,24
2091_basis,26,118,115,0.9745762711864406,0.8281296461492714,0.8298022598870056,0.7199301219149569,-0.0016726137377341664,0.10819952423431461,25,72,21,0.5434782608695652,56,34,28
2091_basis,27,118,116,0.9830508474576272,0.8201159678858162,0.8358608385370205,0.7467551293487957,-0.015744870651204283,0.07336083853702052,18,72,28,0.391304347826087,56,31,31
2091_basis,28,124,119,0.9596774193548387,0.8312596006144393,0.8405241935483871,0.7260176651305683,-0.009264592933947775,0.10524193548387097,18,84,22,0.45,61,36,27
2091_basis,29,124,124,1.0,0.8496639784946236,0.8431451612903226,0.7571428571428571,0.006518817204301073,0.0925211213517665,18,87,19,0.4864864864864865,52,39,33
2091_basis,30,124,122,0.9838709677419355,0.7564411395056556,0.7613287250384024,0.689350300237397,-0.004887585532746832,0.06709083926825862,27,69,28,0.4909090909090909,53,34,37
2091_basis,31,115,111,0.9652173913043478,0.8760072463768116,0.8722826086956522,0.7291811594202898,0.003724637681159428,0.14682608695652175,23,73,19,0.5476190476190477,67,30,18
2091_basis,32,121,119,0.9834710743801653,0.8464246191518919,0.8731722822631913,0.748281180099362,-0.026747663111299474,0.09814343905252997,14,70,37,0.27450980392156865,59,33,29
2091_basis,33,146,144,0.9863013698630136,0.8518177028451,0.8753951527924131,0.7631717597471022,-0.023577449947312958,0.08864594309799789,14,90,42,0.25,73,35,38
2091_basis,34,150,149,0.9933333333333333,0.8281528964862298,0.8403846153846154,0.705417853751187,-0.012231718898385565,0.12273504273504274,23,82,45,0.3382352941176471,78,37,35
2091_basis,35,142,138,0.971830985915493,0.8425976084426788,0.8533315276273022,0.7657297058705509,-0.010733919184623412,0.07686790257212792,17,99,26,0.3953488372093023,62,46,34
2091_basis,36,107,106,0.9906542056074766,0.8534094842506057,0.8819660782277605,0.7395292488750432,-0.028556593977154737,0.1138802353755625,15,68,24,0.38461538461538464,50,35,22
2091_basis,37,119,117,0.9831932773109243,0.8823529411764706,0.9055399937752879,0.7549019607843137,-0.023187052598817308,0.12745098039215688,15,84,20,0.42857142857142855,58,39,22
2091_basis,38,110,109,0.990909090909091,0.9200336700336701,0.9447811447811448,0.823063973063973,-0.024747474747474747,0.09696969696969697,8,81,21,0.27586206896551724,52,44,14
2091_basis,39,127,125,0.984251968503937,0.9047827354913969,0.9111986001749781,0.8267716535433071,-0.006415864683581216,0.07801108194808982,15,94,18,0.45454545454545453,50,53,24
2091_basis,40,167,167,1.0,0.8117099135063207,0.8249057440674207,0.6488134841428255,-0.013195830561100024,0.16289642936349524,29,112,26,0.5272727272727272,95,39,33
2091_basis,41,119,117,0.9831932773109243,0.907563025210084,0.9098972922502334,0.8157485216308745,-0.0023342670401493874,0.09181450357920948,15,88,16,0.4838709677419355,58,42,19
2091_basis,42,131,126,0.9618320610687023,0.8844056706652127,0.8987186477644493,0.7425027262813523,-0.01431297709923664,0.14190294438386042,15,93,23,0.39473684210526316,74,38,19
2091_basis,43,167,163,0.9760479041916168,0.8456212574850299,0.8725673652694611,0.71875,-0.02694610778443114,0.12687125748502995,23,109,35,0.39655172413793105,83,46,38
2091_basis,44,122,120,0.9836065573770492,0.8664190573770492,0.8952356557377049,0.7397540983606558,-0.028816598360655737,0.12666495901639344,8,90,24,0.25,64,38,20
2091_basis,45,167,165,0.9880239520958084,0.8469727212242182,0.9016966067864272,0.7480039920159681,-0.05472388556220892,0.09896872920825016,17,102,48,0.26153846153846155,80,42,45
2091_basis,46,141,141,1.0,0.8775610717100079,0.9048463356973995,0.7371946414499606,-0.027285263987391645,0.14036643026004728,12,99,30,0.2857142857142857,68,41,32
