dataset,pair_index,direction,asset,year,source_file,source_start,target_start,gap_ticks,target_ticks,exact_field_convergence_tick,field_affected_ticks,first_signature_difference,maximum_signature_difference,mean_signature_difference,syntax_different_ticks,syntax_first_difference_tick,syntax_last_difference_tick,syntax_path_exact,syntax_left_episode_count,syntax_right_episode_count,syntax_episode_count_difference,syntax_boundary_difference_count,syntax_node_set_difference_count,syntax_node_observation_difference,syntax_edge_set_difference_count,syntax_edge_observation_difference,order_different_ticks,order_first_difference_tick,order_last_difference_tick,order_path_exact,mean_rank_pair_disagreements,mean_rank_pair_disagreements_when_changed,mean_rank_pair_disagreement_share,maximum_rank_pair_disagreements,order_left_episode_count,order_right_episode_count,order_episode_count_difference,order_boundary_difference_count,order_node_set_difference_count,order_node_observation_difference,order_edge_set_difference_count,order_edge_observation_difference,uses_existing_dio_syntax,activation_order_threshold,field_learning_used,memory_read,memory_written,influences_action
2091_basis,59,forward,SOL,2024,1-12_2024_30m_SOLUSDT.csv,14000,15000,32,994,280,279,4.787126697860904e-05,4.787126697860904e-05,4.07088017038757e-07,0,0,0,1,969,969,0,0,0,0,0,0,2,7,10,0,0.002012072434607646,1.0,3.0485945978903728e-05,1,942,942,0,0,1,4,8,8,1,0,0,0,0,0
2091_basis,59,forward,SOL,2024,1-12_2024_30m_SOLUSDT.csv,14000,15000,64,994,241,240,8.360836336596122e-07,8.360836336596122e-07,7.175470652607401e-09,0,0,0,1,969,969,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,942,942,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,0,994,306,305,0.0033256436938730906,0.0033256436938730906,2.8274434819895243e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,1,14,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,935,935,0,2,1,10,7,18,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,1,994,306,305,0.0029137846461502123,0.0029137846461502123,2.4790565304226808e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,1,14,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,935,935,0,2,1,10,7,18,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,2,994,306,305,0.0025538396198706605,0.0025538396198706605,2.1741880558648483e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,1,14,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,935,935,0,2,1,10,7,18,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,4,994,306,305,0.0019636411279082295,0.0019636411279082295,1.6735110469932313e-05,0,0,0,1,962,962,0,0,0,0,0,0,6,1,14,0,0.008048289738430584,1.3333333333333333,0.00012194378391561491,2,935,936,1,1,1,11,7,17,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,8,994,306,305,0.001164234770113565,0.001164234770113565,9.93798637427799e-06,0,0,0,1,962,962,0,0,0,0,0,0,4,1,8,0,0.006036217303822937,1.5,9.145783793671118e-05,2,935,936,1,1,1,7,7,11,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,16,994,277,276,0.00041246090411319394,0.00041246090411319394,3.528173766878526e-06,0,0,0,1,962,962,0,0,0,0,0,0,3,2,8,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,935,936,1,1,1,5,8,11,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,32,994,271,270,5.2835548259203e-05,5.2835548259203e-05,4.5319104662226855e-07,0,0,0,1,962,962,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,935,935,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,60,reverse,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,14000,64,994,233,232,9.237756458287116e-07,9.237756458287116e-07,7.952997886455478e-09,0,0,0,1,962,962,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,935,935,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,0,994,305,304,0.0028937924271730435,0.0028937924271730435,2.444268948760106e-05,0,0,0,1,970,970,0,0,0,0,0,0,8,1,13,0,0.012072434607645875,1.5,0.00018291567587342235,3,924,924,0,0,1,14,9,20,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,1,994,305,304,0.0025364979180073155,0.0025364979180073155,2.1441666041964477e-05,0,0,0,1,970,970,0,0,0,0,0,0,8,1,13,0,0.012072434607645875,1.5,0.00018291567587342235,3,924,924,0,0,1,14,9,20,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,2,994,305,304,0.002224025320937145,0.002224025320937145,1.8813621609315505e-05,0,0,0,1,970,970,0,0,0,0,0,0,6,1,13,0,0.01006036217303823,1.6666666666666667,0.00015242972989451862,3,924,924,0,0,1,10,8,16,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,4,994,305,304,0.0017112180993045937,0.0017112180993045937,1.4493579771942684e-05,0,0,0,1,970,970,0,0,0,0,0,0,7,1,13,0,0.01006036217303823,1.4285714285714286,0.00015242972989451862,2,924,923,1,1,1,11,11,19,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,8,994,305,304,0.0010156798309068253,0.0010156798309068253,8.619600798501723e-06,0,0,0,1,970,970,0,0,0,0,0,0,7,1,13,0,0.01006036217303823,1.4285714285714286,0.00015242972989451862,2,924,923,1,1,1,11,11,19,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,16,994,280,279,0.00036038349994920935,0.00036038349994920935,3.0675513308032383e-06,0,0,0,1,970,970,0,0,0,0,0,0,3,4,9,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,924,924,0,0,1,6,10,12,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,32,994,280,279,4.625655976785419e-05,4.625655976785419e-05,3.956004248024017e-07,0,0,0,1,970,970,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,924,924,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,61,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,1000,64,994,230,229,8.10635044526907e-07,8.10635044526907e-07,6.986125474414341e-09,0,0,0,1,970,970,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,924,924,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,0,994,302,301,0.003182849878358934,0.003182849878358934,2.664095468329711e-05,0,0,0,1,967,967,0,0,0,0,0,0,9,1,14,0,0.015090543259557344,1.6666666666666667,0.00022864459484177793,3,927,926,1,1,2,15,13,23,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,1,994,302,301,0.00278958936314184,0.00278958936314184,2.337211175597292e-05,0,0,0,1,967,967,0,0,0,0,0,0,8,1,11,0,0.013078470824949699,1.625,0.00019815864886287422,3,927,926,1,1,2,15,14,19,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,2,994,302,301,0.0024457812474593787,0.0024457812474593787,2.0509685813847223e-05,0,0,0,1,967,967,0,0,0,0,0,0,8,1,11,0,0.013078470824949699,1.625,0.00019815864886287422,3,927,926,1,1,2,15,14,19,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,4,994,302,301,0.0018817650513265182,0.0018817650513265182,1.5804390188395398e-05,0,0,0,1,967,967,0,0,0,0,0,0,7,1,11,0,0.011066398390342052,1.5714285714285714,0.00016767270288397049,3,927,926,1,1,2,13,12,19,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,8,994,282,281,0.001117106773114003,0.001117106773114003,9.405525813671879e-06,0,0,0,1,967,967,0,0,0,0,0,0,6,1,11,0,0.008048289738430584,1.3333333333333333,0.00012194378391561491,2,927,926,1,1,3,11,11,17,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,16,994,274,273,0.00039676366800010625,0.00039676366800010625,3.352997387790335e-06,0,0,0,1,967,967,0,0,0,0,0,0,1,8,8,0,0.001006036217303823,1.0,1.5242972989451864e-05,1,927,927,0,0,0,2,1,4,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,32,994,259,258,5.108501242147116e-05,5.108501242147116e-05,4.342316827321253e-07,0,0,0,1,967,967,0,0,0,0,0,0,1,8,8,0,0.001006036217303823,1.0,1.5242972989451864e-05,1,927,927,0,0,0,2,1,4,1,0,0,0,0,0
2091_basis,62,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,0,64,994,235,234,9.01984167423972e-07,9.01984167423972e-07,7.73991681982429e-09,0,0,0,1,967,967,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,927,927,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,0,994,291,290,0.003217263356444712,0.003217263356444712,2.7411202906508038e-05,0,0,0,1,954,954,0,0,0,0,0,0,10,1,27,0,0.011066398390342052,1.1,0.00016767270288397049,2,910,911,1,1,0,13,9,21,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,1,994,291,290,0.002818599444530291,0.002818599444530291,2.403490661944776e-05,0,0,0,1,954,954,0,0,0,0,0,0,8,1,27,0,0.009054325955734407,1.125,0.00013718675690506678,2,910,910,0,2,0,12,8,20,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,2,994,291,290,0.002470300662288526,0.002470300662288526,2.1080634359636402e-05,0,0,0,1,954,954,0,0,0,0,0,0,8,1,27,0,0.009054325955734407,1.125,0.00013718675690506678,2,910,910,0,2,0,12,8,20,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,4,994,291,290,0.0018993953886733157,0.0018993953886733157,1.6229221022290056e-05,0,0,0,1,954,954,0,0,0,0,0,0,8,1,27,0,0.009054325955734407,1.125,0.00013718675690506678,2,910,910,0,2,0,12,8,20,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,8,994,291,290,0.0011263881398948395,0.0011263881398948395,9.642586455405153e-06,0,0,0,1,954,954,0,0,0,0,0,0,5,1,27,0,0.006036217303822937,1.2,9.145783793671118e-05,2,910,911,1,3,0,7,5,15,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,16,994,272,271,0.0003994083747498548,0.0003994083747498548,3.4278755075209354e-06,0,0,0,1,954,954,0,0,0,0,0,0,3,1,9,0,0.004024144869215292,1.3333333333333333,6.0971891957807455e-05,2,910,910,0,2,0,4,2,8,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,32,994,260,259,5.1281571524361066e-05,5.1281571524361066e-05,4.4163599528052493e-07,0,0,0,1,954,954,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,910,910,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,63,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,1000,2000,64,994,241,240,9.008468533217018e-07,9.008468533217018e-07,7.795047749323087e-09,0,0,0,1,954,954,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,910,910,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,0,994,305,304,0.003095558104567418,0.003095558104567418,2.6156845189589453e-05,0,0,0,1,970,970,0,0,0,0,0,0,8,1,31,0,0.01006036217303823,1.25,0.00015242972989451862,2,924,923,1,1,2,15,15,25,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,1,994,305,304,0.0027128079895516856,0.0027128079895516856,2.294311568556946e-05,0,0,0,1,970,970,0,0,0,0,0,0,7,1,13,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,924,923,1,1,1,13,11,21,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,2,994,305,304,0.002378244388434322,0.002378244388434322,2.0129696737484374e-05,0,0,0,1,970,970,0,0,0,0,0,0,7,1,13,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,924,923,1,1,1,13,11,21,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,4,994,305,304,0.001829502051534167,0.001829502051534167,1.5506568922527436e-05,0,0,0,1,970,970,0,0,0,0,0,0,7,1,13,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,2,924,923,1,1,1,13,11,21,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,8,994,305,304,0.001085770398539355,0.001085770398539355,9.223085801161543e-06,0,0,0,1,970,970,0,0,0,0,0,0,4,3,9,0,0.005030181086519115,1.25,7.621486494725931e-05,2,924,924,0,0,2,8,11,14,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,16,994,280,279,0.0003854427753008675,0.0003854427753008675,3.2848899727954674e-06,0,0,0,1,970,970,0,0,0,0,0,0,3,3,9,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,924,924,0,0,1,6,9,12,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,32,994,280,279,4.9591080409902566e-05,4.9591080409902566e-05,4.247821294718351e-07,0,0,0,1,970,970,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,924,924,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,64,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,1000,64,994,237,236,8.753728497163868e-07,8.753728497163868e-07,7.55680948285197e-09,0,0,0,1,970,970,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,924,924,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,0,994,288,287,0.003098349626584572,0.003098349626584572,2.571454978032744e-05,0,0,0,1,973,973,0,0,0,0,0,0,13,1,31,0,0.02012072434607646,1.5384615384615385,0.00030485945978903724,4,936,936,0,0,8,26,28,34,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,1,994,288,287,0.0027154020537971417,0.0027154020537971417,2.256306477418715e-05,0,0,0,1,973,973,0,0,0,0,0,0,13,1,31,0,0.019114688128772636,1.4615384615384615,0.00028961648679958537,4,936,936,0,0,9,26,28,34,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,2,994,288,287,0.0023806423568262245,0.0023806423568262245,1.9802802798664335e-05,0,0,0,1,973,973,0,0,0,0,0,0,13,1,31,0,0.019114688128772636,1.4615384615384615,0.00028961648679958537,4,936,936,0,0,9,26,28,34,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,4,994,288,287,0.0018315292895043052,0.0018315292895043052,1.526412373955918e-05,0,0,0,1,973,973,0,0,0,0,0,0,11,1,31,0,0.014084507042253521,1.2727272727272727,0.0002134016218523261,2,936,936,0,0,7,22,27,32,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,8,994,285,284,0.0010871844434555454,0.0010871844434555454,9.088813234126296e-06,0,0,0,1,973,973,0,0,0,0,0,0,9,1,31,0,0.01006036217303823,1.1111111111111112,0.00015242972989451862,2,936,936,0,0,6,18,19,24,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,16,994,279,278,0.0003861004473934013,0.0003861004473934013,3.2432879845116028e-06,0,0,0,1,973,973,0,0,0,0,0,0,3,1,14,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,936,936,0,0,5,6,8,8,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,32,994,261,260,4.97186266163515e-05,4.97186266163515e-05,4.2090421483954476e-07,0,0,0,1,973,973,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,936,936,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,65,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,2000,3000,64,994,236,235,8.789623833979632e-07,8.789623833979632e-07,7.537221066496212e-09,0,0,0,1,973,973,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,936,936,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,0,994,291,290,0.0036554598198264756,0.0036554598198264756,3.111596472041144e-05,0,0,0,1,954,954,0,0,0,0,0,0,7,1,27,0,0.008048289738430584,1.1428571428571428,0.00012194378391561491,2,910,911,1,3,0,11,5,19,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,1,994,291,290,0.0032012340047452553,0.0032012340047452553,2.7275432360863748e-05,0,0,0,1,954,954,0,0,0,0,0,0,6,1,27,0,0.007042253521126761,1.1666666666666667,0.00010670081092616304,2,910,911,1,3,0,9,6,17,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,2,994,291,290,0.0028046857196110265,0.0028046857196110265,2.3916710732309624e-05,0,0,0,1,954,954,0,0,0,0,0,0,6,1,27,0,0.007042253521126761,1.1666666666666667,0.00010670081092616304,2,910,911,1,3,0,9,6,17,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,4,994,291,290,0.0021552739743155233,0.0021552739743155233,1.8404688051845288e-05,0,0,0,1,954,954,0,0,0,0,0,0,5,1,27,0,0.006036217303822937,1.2,9.145783793671118e-05,2,910,910,0,2,0,8,6,14,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,8,994,291,290,0.0012771008268321962,0.0012771008268321962,1.0928330225138317e-05,0,0,0,1,954,954,0,0,0,0,0,0,5,1,27,0,0.006036217303822937,1.2,9.145783793671118e-05,2,910,910,0,2,0,8,6,14,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,16,994,272,271,0.00045243375360715966,0.00045243375360715966,3.882140117634277e-06,0,0,0,1,954,954,0,0,0,0,0,0,3,1,9,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,910,910,0,2,0,4,2,8,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,32,994,260,259,5.8039989754482546e-05,5.8039989754482546e-05,4.9983171452742e-07,0,0,0,1,954,954,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,910,910,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,66,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,2000,64,994,241,240,1.0190888850049318e-06,1.0190888850049318e-06,8.819643597965365e-09,0,0,0,1,954,954,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,910,910,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,0,994,303,302,0.003592535971099882,0.003592535971099882,3.0469885089819553e-05,0,0,0,1,965,965,0,0,0,0,0,0,7,2,13,0,0.007042253521126761,1.0,0.00010670081092616304,1,920,920,0,0,1,12,10,22,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,1,994,303,302,0.0031474846518084135,0.0031474846518084135,2.672067071181334e-05,0,0,0,1,965,965,0,0,0,0,0,0,7,2,13,0,0.007042253521126761,1.0,0.00010670081092616304,1,920,920,0,0,1,12,10,22,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,2,994,290,289,0.0027586880556004587,0.0027586880556004587,2.3439790541651618e-05,0,0,0,1,965,965,0,0,0,0,0,0,7,2,13,0,0.007042253521126761,1.0,0.00010670081092616304,1,920,920,0,0,1,12,10,22,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,4,994,290,289,0.002121423482049755,0.002121423482049755,1.8051156024438145e-05,0,0,0,1,965,965,0,0,0,0,0,0,5,3,13,0,0.005030181086519115,1.0,7.621486494725931e-05,1,920,920,0,0,0,10,8,16,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,8,994,290,289,0.001258494314112327,0.001258494314112327,1.073239184111655e-05,0,0,0,1,965,965,0,0,0,0,0,0,2,9,13,0,0.002012072434607646,1.0,3.0485945978903728e-05,1,920,920,0,0,0,4,5,8,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,16,994,290,289,0.00044663025118842764,0.00044663025118842764,3.821042665250024e-06,0,0,0,1,965,965,0,0,0,0,0,0,1,13,13,0,0.001006036217303823,1.0,1.5242972989451864e-05,1,920,920,0,0,0,2,3,4,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,32,994,269,268,5.746619174744425e-05,5.746619174744425e-05,4.939875132601084e-07,0,0,0,1,965,965,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,920,920,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,67,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,4000,64,994,254,253,1.014746733580922e-06,1.014746733580922e-06,8.784233972761849e-09,0,0,0,1,965,965,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,920,920,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,0,994,288,287,0.0035273899997551273,0.0035273899997551273,2.9202254365230135e-05,0,0,0,1,973,973,0,0,0,0,0,0,14,1,31,0,0.023138832997987926,1.6428571428571428,0.00035058837875739284,4,936,935,1,1,9,27,28,33,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,1,994,288,287,0.0030899774153300722,0.0030899774153300722,2.5612830466550445e-05,0,0,0,1,973,973,0,0,0,0,0,0,14,1,31,0,0.022132796780684104,1.5714285714285714,0.00033534540576794097,4,936,935,1,1,9,27,28,33,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,2,994,288,287,0.0027078482840999204,0.0027078482840999204,2.2470595492981918e-05,0,0,0,1,973,973,0,0,0,0,0,0,12,1,31,0,0.019114688128772636,1.5833333333333333,0.00028961648679958537,3,936,935,1,1,8,23,26,31,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,4,994,288,287,0.0020815552003842054,0.0020815552003842054,1.730741401755523e-05,0,0,0,1,973,973,0,0,0,0,0,0,12,1,31,0,0.01710261569416499,1.4166666666666667,0.0002591305408206817,3,936,935,1,1,9,23,26,31,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,8,994,288,287,0.0012337701347222398,0.0012337701347222398,1.0290938492532632e-05,0,0,0,1,973,973,0,0,0,0,0,0,8,1,31,0,0.009054325955734407,1.125,0.00013718675690506678,2,936,936,0,0,7,16,21,26,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,16,994,279,278,0.000436988784578274,0.000436988784578274,3.6625973729594085e-06,0,0,0,1,973,973,0,0,0,0,0,0,3,2,14,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,936,936,0,0,3,6,11,12,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,32,994,261,260,5.5984303135745914e-05,5.5984303135745914e-05,4.729093422745529e-07,0,0,0,1,973,973,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,936,936,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,68,reverse,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,3000,64,994,236,235,9.80076078675729e-07,9.80076078675729e-07,8.388423161861089e-09,0,0,0,1,973,973,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,936,936,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,0,994,308,307,0.0035141293036983767,0.0035141293036983767,2.9912062972781094e-05,0,0,0,1,962,962,0,0,0,0,0,0,10,1,24,0,0.011066398390342052,1.1,0.00016767270288397049,2,928,928,0,0,5,18,23,32,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,1,994,308,307,0.003078720713574087,0.003078720713574087,2.6225038312064086e-05,0,0,0,1,962,962,0,0,0,0,0,0,9,1,24,0,0.01006036217303823,1.1111111111111112,0.00015242972989451862,2,928,928,0,0,3,16,19,28,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,2,994,308,307,0.002698267929640027,0.002698267929640027,2.2999075394908745e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,6,24,0,0.008048289738430584,1.1428571428571428,0.00012194378391561491,2,928,928,0,0,2,12,18,22,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,4,994,308,307,0.002074569458585026,0.002074569458585026,1.770208757624544e-05,0,0,0,1,962,962,0,0,0,0,0,0,6,6,24,0,0.006036217303822937,1.0,9.145783793671118e-05,1,928,928,0,0,2,10,14,18,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,8,994,290,289,0.0012299811208025951,0.0012299811208025951,1.051247531656239e-05,0,0,0,1,962,962,0,0,0,0,0,0,6,6,24,0,0.006036217303822937,1.0,9.145783793671118e-05,1,928,928,0,0,2,10,14,18,1,0,0,0,0,0
2091_basis,69,forward,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,5000,16,994,290,289,0.00043582644720998806,0.00043582644720998806,3.7332537835886583e-06,0,0,0,1,962,962,0,0,0,0,0,0,2,23,24,0,0.002012072434607646,1.0,3.0485945978903728e-05,1,928,928,0,0,1,4,4,6,1,0,0,0,0,0
