dataset,pair_index,direction,asset,year,source_file,source_start,target_start,gap_ticks,target_ticks,exact_field_convergence_tick,field_affected_ticks,first_signature_difference,maximum_signature_difference,mean_signature_difference,syntax_different_ticks,syntax_first_difference_tick,syntax_last_difference_tick,syntax_path_exact,syntax_left_episode_count,syntax_right_episode_count,syntax_episode_count_difference,syntax_boundary_difference_count,syntax_node_set_difference_count,syntax_node_observation_difference,syntax_edge_set_difference_count,syntax_edge_observation_difference,order_different_ticks,order_first_difference_tick,order_last_difference_tick,order_path_exact,mean_rank_pair_disagreements,mean_rank_pair_disagreements_when_changed,mean_rank_pair_disagreement_share,maximum_rank_pair_disagreements,order_left_episode_count,order_right_episode_count,order_episode_count_difference,order_boundary_difference_count,order_node_set_difference_count,order_node_observation_difference,order_edge_set_difference_count,order_edge_observation_difference,uses_existing_dio_syntax,activation_order_threshold,field_learning_used,memory_read,memory_written,influences_action
2091_basis,2,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,0,32,994,267,266,5.036880296913765e-05,5.036880296913765e-05,4.344484318309654e-07,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,914,914,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,2,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,0,64,994,236,235,8.845845861282439e-07,8.845845861282439e-07,7.659243763058257e-09,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,914,914,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,0,994,303,302,0.003132465832029402,0.003132465832029402,2.660485103668197e-05,0,0,0,1,969,969,0,0,0,0,0,0,8,1,26,0,0.01006036217303823,1.25,0.00015242972989451862,3,912,912,0,0,3,14,19,22,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,1,994,296,295,0.0027455486608289397,0.0027455486608289397,2.3336535950580145e-05,0,0,0,1,969,969,0,0,0,0,0,0,7,2,26,0,0.009054325955734407,1.2857142857142858,0.00013718675690506678,3,912,912,0,0,3,14,19,22,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,2,994,296,295,0.002407227097250531,0.002407227097250531,2.04748821736398e-05,0,0,0,1,969,969,0,0,0,0,0,0,7,2,26,0,0.008048289738430584,1.1428571428571428,0.00012194378391561491,2,912,912,0,0,3,14,18,22,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,4,994,296,295,0.0018520945417799068,0.0018520945417799068,1.577173805199296e-05,0,0,0,1,969,969,0,0,0,0,0,0,7,2,26,0,0.007042253521126761,1.0,0.00010670081092616304,1,912,912,0,0,3,12,19,22,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,8,994,296,295,0.0010992905166987811,0.0010992905166987811,9.378617396937332e-06,0,0,0,1,969,969,0,0,0,0,0,0,7,2,26,0,0.007042253521126761,1.0,0.00010670081092616304,1,912,912,0,0,3,12,19,22,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,16,994,283,282,0.00039012278038924077,0.00039012278038924077,3.3376666312308e-06,0,0,0,1,969,969,0,0,0,0,0,0,3,5,10,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,912,912,0,0,1,6,9,10,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,32,994,268,267,5.0123713519513446e-05,5.0123713519513446e-05,4.3071150811288227e-07,0,0,0,1,969,969,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,912,912,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,3,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,1000,2000,64,994,229,228,8.817544900150548e-07,8.817544900150548e-07,7.627272705436504e-09,0,0,0,1,969,969,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,912,912,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,0,994,293,292,0.0033027857423929326,0.0033027857423929326,2.7939580368887742e-05,0,0,0,1,961,961,0,0,0,0,0,0,10,1,30,0,0.012072434607645875,1.2,0.00018291567587342235,2,945,943,2,2,0,16,18,28,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,1,994,293,292,0.002894595508108071,0.002894595508108071,2.450776166375683e-05,0,0,0,1,961,961,0,0,0,0,0,0,6,1,30,0,0.008048289738430584,1.3333333333333333,0.00012194378391561491,2,945,944,1,1,0,9,9,15,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,2,994,283,282,0.0025377736616086412,0.0025377736616086412,2.150327492641027e-05,0,0,0,1,961,961,0,0,0,0,0,0,5,1,30,0,0.007042253521126761,1.4,0.00010670081092616304,2,945,944,1,1,0,9,9,15,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,4,994,283,282,0.001952469800723942,0.001952469800723942,1.6565844215319594e-05,0,0,0,1,961,961,0,0,0,0,0,0,4,1,30,0,0.005030181086519115,1.25,7.621486494725931e-05,2,945,945,0,0,0,8,10,14,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,8,994,283,282,0.0011590335000418988,0.0011590335000418988,9.854357792432112e-06,0,0,0,1,961,961,0,0,0,0,0,0,4,1,30,0,0.004024144869215292,1.0,6.0971891957807455e-05,1,945,945,0,0,0,8,9,14,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,16,994,283,282,0.00041163145515075994,0.00041163145515075994,3.5103901700808214e-06,0,0,0,1,961,961,0,0,0,0,0,0,1,10,10,0,0.001006036217303823,1.0,1.5242972989451864e-05,1,945,945,0,0,0,2,4,4,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,32,994,262,261,5.2994829849650586e-05,5.2994829849650586e-05,4.5401158374589303e-07,0,0,0,1,961,961,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,945,945,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,4,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,1000,64,994,245,244,9.358609754823999e-07,9.358609754823999e-07,8.073296167641913e-09,0,0,0,1,961,961,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,945,945,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,0,994,303,302,0.003387098901618847,0.003387098901618847,2.828060052129377e-05,0,0,0,1,958,958,0,0,0,0,0,0,6,1,11,0,0.009054325955734407,1.5,0.00013718675690506678,3,930,929,1,1,1,9,5,17,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,1,994,292,291,0.002966553885394926,0.002966553885394926,2.4799869523357533e-05,0,0,0,1,958,958,0,0,0,0,0,0,6,1,11,0,0.008048289738430584,1.3333333333333333,0.00012194378391561491,2,930,929,1,1,1,11,6,17,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,2,994,287,286,0.0025993028926809235,0.0025993028926809235,2.175388989381081e-05,0,0,0,1,958,958,0,0,0,0,0,0,6,1,11,0,0.006036217303822937,1.0,9.145783793671118e-05,1,930,929,1,1,1,11,6,17,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,4,994,287,286,0.0019976741230299296,0.0019976741230299296,1.6751087468755745e-05,0,0,0,1,958,958,0,0,0,0,0,0,5,1,11,0,0.005030181086519115,1.0,7.621486494725931e-05,1,930,928,2,2,1,10,6,14,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,8,994,287,286,0.0011837879962747454,0.0011837879962747454,9.95683560956924e-06,0,0,0,1,958,958,0,0,0,0,0,0,3,1,6,0,0.0030181086519114686,1.0,4.572891896835559e-05,1,930,928,2,2,1,6,3,6,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,16,994,279,278,0.00041927600325762475,0.00041927600325762475,3.5425631822274663e-06,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,32,994,260,259,5.372635735748435e-05,5.372635735748435e-05,4.572041583102141e-07,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,5,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,3000,64,994,240,239,9.403294262272377e-07,9.403294262272377e-07,8.09763071135491e-09,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,0,994,303,302,0.0034026567177567147,0.0034026567177567147,2.8927367728495538e-05,0,0,0,1,969,969,0,0,0,0,0,0,10,2,26,0,0.012072434607645875,1.2,0.00018291567587342235,3,912,912,0,0,3,20,23,34,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,1,994,296,295,0.0029824060716238778,0.0029824060716238778,2.5375157143315826e-05,0,0,0,1,969,969,0,0,0,0,0,0,9,2,26,0,0.011066398390342052,1.2222222222222223,0.00016767270288397049,3,912,912,0,0,3,18,23,30,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,2,994,296,295,0.002615002357718505,0.002615002357718505,2.2265172448058672e-05,0,0,0,1,969,969,0,0,0,0,0,0,6,2,26,0,0.008048289738430584,1.3333333333333333,0.00012194378391561491,3,912,912,0,0,3,12,19,20,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,4,994,296,295,0.0020122419348195418,0.0020122419348195418,1.715411564925475e-05,0,0,0,1,969,969,0,0,0,0,0,0,6,2,26,0,0.007042253521126761,1.1666666666666667,0.00010670081092616304,2,912,912,0,0,3,12,18,20,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,8,994,296,295,0.0011948884676229177,0.0011948884676229177,1.0205893815064949e-05,0,0,0,1,969,969,0,0,0,0,0,0,6,2,26,0,0.006036217303822937,1.0,9.145783793671118e-05,1,912,912,0,0,3,10,19,20,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,16,994,283,282,0.00042458167607121056,0.00042458167607121056,3.6368021679994476e-06,0,0,0,1,969,969,0,0,0,0,0,0,4,2,10,0,0.004024144869215292,1.0,6.0971891957807455e-05,1,912,912,0,0,1,6,13,14,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,32,994,268,267,5.4713294116129525e-05,5.4713294116129525e-05,4.707036201633316e-07,0,0,0,1,969,969,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,912,912,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,64,994,229,228,9.682515950265591e-07,9.682515950265591e-07,8.383537657916244e-09,0,0,0,1,969,969,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,912,912,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,0,994,291,290,0.0034229889217165495,0.0034229889217165495,2.8980319016337805e-05,0,0,0,1,968,968,0,0,0,0,0,0,7,1,22,0,0.011066398390342052,1.5714285714285714,0.00016767270288397049,4,929,928,1,1,1,11,13,19,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,1,994,291,290,0.003000138807878476,0.003000138807878476,2.5421629846212728e-05,0,0,0,1,968,968,0,0,0,0,0,0,6,2,22,0,0.009054325955734407,1.5,0.00013718675690506678,4,929,928,1,1,1,9,13,19,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,2,994,286,285,0.0026304779912272166,0.0026304779912272166,2.2306004285754463e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.008048289738430584,1.6,0.00012194378391561491,4,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,4,994,286,285,0.0020240570004554084,0.0020240570004554084,1.718572726480667e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.007042253521126761,1.4,0.00010670081092616304,3,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,8,994,286,285,0.0012018467808476664,0.0012018467808476664,1.0225010809062686e-05,0,0,0,1,968,968,0,0,0,0,0,0,4,2,22,0,0.005030181086519115,1.25,7.621486494725931e-05,2,929,928,1,1,1,7,10,13,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,16,994,286,285,0.00042707693943370463,0.00042707693943370463,3.6439449345822205e-06,0,0,0,1,968,968,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,929,929,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,32,994,286,285,5.5053617748331875e-05,5.5053617748331875e-05,4.7172978593439727e-07,0,0,0,1,968,968,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,929,929,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,64,994,238,237,9.74764425305981e-07,9.74764425305981e-07,8.404587583105035e-09,0,0,0,1,968,968,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,929,929,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,0,994,292,291,0.002717933708390352,0.002717933708390352,2.2754524133520476e-05,0,0,0,1,958,958,0,0,0,0,0,0,5,1,11,0,0.006036217303822937,1.2,9.145783793671118e-05,2,930,928,2,2,1,10,6,14,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,1,994,287,286,0.002381955086980421,0.002381955086980421,1.996313841491168e-05,0,0,0,1,958,958,0,0,0,0,0,0,5,1,11,0,0.006036217303822937,1.2,9.145783793671118e-05,2,930,928,2,2,1,10,6,14,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,2,994,287,286,0.0020882418251401535,0.0020882418251401535,1.7518634850492272e-05,0,0,0,1,958,958,0,0,0,0,0,0,5,1,11,0,0.005030181086519115,1.0,7.621486494725931e-05,1,930,928,2,2,1,10,6,14,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,4,994,287,286,0.0016064487131047436,0.0016064487131047436,1.3500006220572144e-05,0,0,0,1,958,958,0,0,0,0,0,0,5,1,11,0,0.005030181086519115,1.0,7.621486494725931e-05,1,930,928,2,2,1,10,6,14,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,8,994,279,278,0.0009533855344764156,0.0009533855344764156,8.034404938427199e-06,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,16,994,279,278,0.0003384042745030874,0.0003384042745030874,2.8641805316268694e-06,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,32,994,260,259,4.3512314906245936e-05,4.3512314906245936e-05,3.7087762978667023e-07,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,64,994,240,239,7.663516009611543e-07,7.663516009611543e-07,6.6084794552246904e-09,0,0,0,1,958,958,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,930,930,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,0,994,289,288,0.0026684566627233368,0.0026684566627233368,2.2525453871103196e-05,0,0,0,1,962,962,0,0,0,0,0,0,8,1,24,0,0.014084507042253521,1.75,0.0002134016218523261,3,919,918,1,1,2,15,11,23,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,1,994,289,288,0.0023394444109025884,0.0023394444109025884,1.976658616478339e-05,0,0,0,1,962,962,0,0,0,0,0,0,8,1,24,0,0.014084507042253521,1.75,0.0002134016218523261,3,919,918,1,1,2,15,11,23,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,2,994,289,288,0.002051664462912707,0.002051664462912707,1.7349789060567593e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,1,24,0,0.011066398390342052,1.5714285714285714,0.00016767270288397049,3,919,918,1,1,2,13,8,21,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,4,994,289,288,0.001579268952100559,0.001579268952100559,1.3375044920273977e-05,0,0,0,1,962,962,0,0,0,0,0,0,7,1,24,0,0.01006036217303823,1.4285714285714286,0.00015242972989451862,3,919,918,1,1,2,11,9,21,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,8,994,289,288,0.0009382093367233833,0.0009382093367233833,7.965396092972316e-06,0,0,0,1,962,962,0,0,0,0,0,0,5,1,21,0,0.007042253521126761,1.4,0.00010670081092616304,2,919,918,1,1,2,9,8,15,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,16,994,276,275,0.00033355882703739285,0.00033355882703739285,2.842853240861499e-06,0,0,0,1,962,962,0,0,0,0,0,0,1,3,3,0,0.001006036217303823,1.0,1.5242972989451864e-05,1,919,919,0,0,1,2,4,4,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,32,994,263,262,4.301111104808731e-05,4.301111104808731e-05,3.688949385884607e-07,0,0,0,1,962,962,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,919,919,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,64,994,227,226,7.616663668776405e-07,7.616663668776405e-07,6.599004600010936e-09,0,0,0,1,962,962,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,919,919,0,0,0,0,0,0,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,0,994,291,290,0.003324912216537082,0.003324912216537082,2.8123539940345054e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.008048289738430584,1.6,0.00012194378391561491,4,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,1,994,291,290,0.002913885373707243,0.002913885373707243,2.4666579388173148e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.008048289738430584,1.6,0.00012194378391561491,4,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,2,994,286,285,0.0025545556419961047,0.0025545556419961047,2.1640237273087845e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.008048289738430584,1.6,0.00012194378391561491,4,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,4,994,286,285,0.0019651079680506377,0.0019651079680506377,1.6667399468685833e-05,0,0,0,1,968,968,0,0,0,0,0,0,5,2,22,0,0.008048289738430584,1.6,0.00012194378391561491,4,929,928,1,1,1,9,11,17,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,8,994,286,285,0.0011660960227727986,0.0011660960227727986,9.909586969080763e-06,0,0,0,1,968,968,0,0,0,0,0,0,3,2,21,0,0.004024144869215292,1.3333333333333333,6.0971891957807455e-05,2,929,929,0,0,1,6,9,12,1,0,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,16,994,286,285,0.00041375183317579004,0.00041375183317579004,3.5260335139103e-06,0,0,0,1,968,968,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,929,929,0,0,0,0,0,0,1,0,0,0,0,0
