dataset,universe_scope,source_key_posthoc,paths,coupled_synchrony_excess,no_neighbor_synchrony_excess,coupled_minus_no_neighbor_excess,direction
2091_basis,a,2091_basis|BTC|2024|0,8,82.79758308,0.297079556,82.500503524,positive
2091_basis,a,2091_basis|BTC|2024|10000,8,82.79758308,0.297079556,82.500503524,positive
2091_basis,a,2091_basis|BTC|2024|11000,8,83.55287009,1.805639476,81.747230614,positive
2091_basis,a,2091_basis|BTC|2024|12000,8,83.126888216,-0.094662638,83.221550854,positive
2091_basis,a,2091_basis|BTC|2024|13000,8,83.048338368,-0.262839879,83.311178247,positive
2091_basis,a,2091_basis|BTC|2024|14000,8,84.548841894,0.590130915,83.958710979,positive
2091_basis,a,2091_basis|BTC|2024|15000,8,83.461228599,0.590130915,82.871097684,positive
2091_basis,a,2091_basis|BTC|2024|2000,8,83.474320241,0.616314198,82.858006043,positive
2091_basis,a,2091_basis|BTC|2024|3000,8,83.048338368,-0.289023162,83.33736153,positive
2091_basis,a,2091_basis|BTC|2024|5000,8,83.932527692,0.606243705,83.326283987,positive
2091_basis,a,2091_basis|BTC|2024|6000,8,82.886203423,-0.025176233,82.911379656,positive
2091_basis,a,2091_basis|BTC|2024|7000,8,83.470292043,0.359516615,83.110775428,positive
2091_basis,a,2091_basis|BTC|2024|8000,8,82.79758308,0.00100705,82.79657603,positive
2091_basis,a,2091_basis|BTC|2024|9000,8,82.79758308,0.328298086,82.469284994,positive
2091_basis,a,2091_basis|BTC|2025|0,8,80.427995973,0.86002014,79.567975833,positive
2091_basis,a,2091_basis|BTC|2025|10000,8,82.886203423,0.328298086,82.557905337,positive
2091_basis,a,2091_basis|BTC|2025|11000,8,82.047331318,-0.67774421,82.725075528,positive
2091_basis,a,2091_basis|BTC|2025|14000,8,83.048338368,-0.025176233,83.073514601,positive
2091_basis,a,2091_basis|BTC|2025|15000,8,83.474320241,0.359516615,83.114803626,positive
2091_basis,a,2091_basis|BTC|2025|3000,8,83.464249748,4.476334341,78.987915407,positive
2091_basis,a,2091_basis|BTC|2025|4000,8,82.047331318,-0.703927493,82.751258811,positive
2091_basis,a,2091_basis|BTC|2025|5000,8,83.545820744,0.359516615,83.186304129,positive
2091_basis,a,2091_basis|BTC|2025|6000,8,85.947633433,0.477341389,85.470292044,positive
2091_basis,a,2091_basis|BTC|2025|9000,8,82.970795569,0.590130915,82.380664654,positive
2091_basis,a,2091_basis|SOL|2024|0,8,82.047331318,-0.025176233,82.072507551,positive
2091_basis,a,2091_basis|SOL|2024|1000,8,83.470292043,0.354481369,83.115810674,positive
2091_basis,a,2091_basis|SOL|2024|11000,8,83.235649547,3.273917422,79.961732125,positive
2091_basis,a,2091_basis|SOL|2024|12000,8,85.723061429,0.632426988,85.090634441,positive
2091_basis,a,2091_basis|SOL|2024|14000,8,80.356495468,0.8449144,79.511581068,positive
2091_basis,a,2091_basis|SOL|2024|15000,8,82.876132929,-0.078549849,82.954682778,positive
2091_basis,a,2091_basis|SOL|2024|3000,8,82.886203423,0.297079556,82.589123867,positive
2091_basis,a,2091_basis|SOL|2024|4000,8,86.199395769,0.215508559,85.98388721,positive
2091_basis,a,2091_basis|SOL|2024|5000,8,83.545820744,0.359516615,83.186304129,positive
2091_basis,a,2091_basis|SOL|2024|6000,8,83.147029204,0.914400804,82.2326284,positive
2091_basis,a,2091_basis|SOL|2024|7000,8,82.79758308,0.328298086,82.469284994,positive
2091_basis,a,2091_basis|SOL|2024|8000,8,79.715005036,0.279959717,79.435045319,positive
2091_basis,a,2091_basis|SOL|2024|9000,8,87.49144008,-0.094662638,87.586102718,positive
2091_basis,a,2091_basis|SOL|2025|10000,8,83.159113796,-0.234642497,83.393756293,positive
2091_basis,a,2091_basis|SOL|2025|11000,8,81.896273916,-0.056394764,81.95266868,positive
2091_basis,a,2091_basis|SOL|2025|12000,8,81.043303121,0.50654582,80.536757301,positive
2091_basis,a,2091_basis|SOL|2025|13000,8,84.492447129,0.64551863,83.846928499,positive
2091_basis,a,2091_basis|SOL|2025|14000,8,83.362537763,-0.094662638,83.457200401,positive
2091_basis,a,2091_basis|SOL|2025|2000,8,82.886203423,1.475327291,81.410876132,positive
2091_basis,a,2091_basis|SOL|2025|3000,8,83.464249748,3.482376637,79.981873111,positive
2091_basis,a,2091_basis|SOL|2025|4000,8,83.474320241,0.359516615,83.114803626,positive
2091_basis,a,2091_basis|SOL|2025|5000,8,82.13695871,0.123867069,82.013091641,positive
2091_basis,a,2091_basis|SOL|2025|6000,8,82.135951661,-0.344410876,82.480362537,positive
2091_basis,a,2091_basis|SOL|2025|9000,8,80.195367572,0.279959717,79.915407855,positive
2091_basis,b,2091_basis|BTC|2024|0,8,106.278952669,-1.01409869,107.293051359,positive
2091_basis,b,2091_basis|BTC|2024|10000,8,106.278952669,-1.01409869,107.293051359,positive
2091_basis,b,2091_basis|BTC|2024|11000,8,107.582074521,0.12185297,107.460221551,positive
2091_basis,b,2091_basis|BTC|2024|12000,8,104.064451157,-0.728096676,104.792547833,positive
2091_basis,b,2091_basis|BTC|2024|13000,8,107.209466263,-0.197381671,107.406847934,positive
2091_basis,b,2091_basis|BTC|2024|14000,8,106.314199396,-0.796576032,107.110775428,positive
2091_basis,b,2091_basis|BTC|2024|15000,8,105.901309165,-0.796576032,106.697885197,positive
2091_basis,b,2091_basis|BTC|2024|2000,8,105.901309165,-0.757301107,106.658610272,positive
2091_basis,b,2091_basis|BTC|2024|3000,8,107.04531722,-0.237663644,107.282980864,positive
2091_basis,b,2091_basis|BTC|2024|5000,8,106.673716013,-0.75226586,107.425981873,positive
2091_basis,b,2091_basis|BTC|2024|6000,8,106.278952669,-0.237663644,106.516616313,positive
2091_basis,b,2091_basis|BTC|2024|7000,8,106.191339376,-0.796576032,106.987915408,positive
2091_basis,b,2091_basis|BTC|2024|8000,8,106.278952669,-0.197381671,106.47633434,positive
2091_basis,b,2091_basis|BTC|2024|9000,8,106.278952669,-1.01409869,107.293051359,positive
2091_basis,b,2091_basis|BTC|2025|0,8,104.095669688,-0.530715005,104.626384693,positive
2091_basis,b,2091_basis|BTC|2025|10000,8,106.278952669,-1.01409869,107.293051359,positive
2091_basis,b,2091_basis|BTC|2025|11000,8,107.04531722,-0.974823765,108.020140985,positive
2091_basis,b,2091_basis|BTC|2025|14000,8,107.04531722,-0.237663644,107.282980864,positive
2091_basis,b,2091_basis|BTC|2025|15000,8,106.962739175,-0.796576032,107.759315207,positive
2091_basis,b,2091_basis|BTC|2025|3000,8,107.419939576,0.984894258,106.435045318,positive
2091_basis,b,2091_basis|BTC|2025|4000,8,107.04531722,-1.01409869,108.05941591,positive
2091_basis,b,2091_basis|BTC|2025|5000,8,106.355488419,-0.796576032,107.152064451,positive
2091_basis,b,2091_basis|BTC|2025|6000,8,106.410876133,-0.933534743,107.344410876,positive
2091_basis,b,2091_basis|BTC|2025|9000,8,105.901309165,-0.796576032,106.697885197,positive
2091_basis,b,2091_basis|SOL|2024|0,8,107.04531722,-0.237663644,107.282980864,positive
2091_basis,b,2091_basis|SOL|2024|1000,8,106.191339376,-0.778449143,106.969788519,positive
2091_basis,b,2091_basis|SOL|2024|11000,8,106.422960724,0.719033232,105.703927492,positive
2091_basis,b,2091_basis|SOL|2024|12000,8,106.650553877,-0.712990935,107.363544812,positive
2091_basis,b,2091_basis|SOL|2024|14000,8,105.735146021,-0.536757301,106.271903322,positive
2091_basis,b,2091_basis|SOL|2024|15000,8,105.231621348,-0.728096676,105.959718024,positive
2091_basis,b,2091_basis|SOL|2024|3000,8,106.044310171,-1.01409869,107.058408861,positive
2091_basis,b,2091_basis|SOL|2024|4000,8,105.879154078,-0.933534743,106.812688821,positive
2091_basis,b,2091_basis|SOL|2024|5000,8,106.355488419,-0.796576032,107.152064451,positive
2091_basis,b,2091_basis|SOL|2024|6000,8,107.499496475,-0.6143001,108.113796575,positive
2091_basis,b,2091_basis|SOL|2024|7000,8,106.278952669,-0.817724068,107.096676737,positive
2091_basis,b,2091_basis|SOL|2024|8000,8,106.135951662,-0.576032225,106.711983887,positive
2091_basis,b,2091_basis|SOL|2024|9000,8,105.73716012,-0.728096676,106.465256796,positive
2091_basis,b,2091_basis|SOL|2025|10000,8,107.209466263,-0.197381671,107.406847934,positive
2091_basis,b,2091_basis|SOL|2025|11000,8,105.27391742,-0.652567975,105.926485395,positive
2091_basis,b,2091_basis|SOL|2025|12000,8,105.242698891,-0.576032225,105.818731116,positive
