asset,timeframe,window_start,control_kind,real_member_coverage,control_member_coverage,real_minus_control_member_coverage,real_family_event_share,control_family_event_share,real_minus_control_family_event_share,real_phase_complete_ratio,control_phase_complete_ratio,real_minus_control_phase_complete_ratio,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_joint_coverage_event_advantage
BTC,15m,12000,wick_shuffle,0.75,0.625,0.125,0.022132796780684104,0.019114688128772636,0.0030181086519114678,0.25,0.25,0.0,0.19866495000000003,0.2536819333333334,-0.05501698333333335,0.37735882499999995,0.46347286666666665,-0.0861140416666667,1
BTC,15m,12000,volume_shuffle,0.75,0.875,-0.125,0.022132796780684104,0.030181086519114688,-0.008048289738430584,0.25,0.625,-0.375,0.19866495000000003,0.2534182222222222,-0.05475327222222218,0.37735882499999995,0.3382471666666667,0.039111658333333243,0
BTC,15m,24000,shuffle,0.875,0.875,0.0,0.02012072434607646,0.02414486921529175,-0.00402414486921529,0.375,0.25,0.125,0.20776861904761906,0.20729575,0.00047286904761906223,0.4250554285714286,0.24848367500000001,0.17657175357142857,0
BTC,15m,24000,random_sign,0.875,0.875,0.0,0.02012072434607646,0.030181086519114688,-0.01006036217303823,0.375,0.5,-0.125,0.20776861904761906,0.3215144666666667,-0.11374584761904766,0.4250554285714286,0.3735894333333334,0.0514659952380952,0
BTC,15m,24000,sign_shuffle,0.875,0.625,0.25,0.02012072434607646,0.01609657947686117,0.00402414486921529,0.375,0.25,0.125,0.20776861904761906,0.23259750000000004,-0.024828880952380977,0.4250554285714286,0.5426382500000001,-0.11758282142857152,1
BTC,15m,24000,magnitude_shuffle,0.875,0.875,0.0,0.02012072434607646,0.02012072434607646,0.0,0.375,0.25,0.125,0.20776861904761906,0.2142795,-0.0065108809523809485,0.4250554285714286,0.68084825,-0.25579282142857146,0
BTC,15m,24000,wick_shuffle,0.875,0.875,0.0,0.02012072434607646,0.026156941649899398,-0.006036217303822939,0.375,0.0,0.375,0.20776861904761906,0.23350365277777782,-0.025735033730158757,0.4250554285714286,0.4271795972222222,-0.002124168650793623,0
BTC,15m,24000,volume_shuffle,0.875,0.875,0.0,0.02012072434607646,0.025150905432595575,-0.005030181086519116,0.375,0.25,0.125,0.20776861904761906,0.2259032222222222,-0.018134603174603137,0.4250554285714286,0.6195992222222222,-0.1945437936507936,0
BTC,1h,0,shuffle,0.625,0.875,-0.25,0.013078470824949699,0.014084507042253521,-0.0010060362173038226,0.0,0.0,0.0,0.131469,-0.02792757142857143,0.15939657142857144,0.20752574999999995,-0.178556,0.38608174999999995,0
BTC,1h,0,random_sign,0.625,0.625,0.0,0.013078470824949699,0.013078470824949699,0.0,0.0,0.0,0.0,0.131469,0.21125547619047616,-0.07978647619047616,0.20752574999999995,0.3450855238095239,-0.13755977380952394,0
BTC,1h,0,sign_shuffle,0.625,0.75,-0.125,0.013078470824949699,0.019114688128772636,-0.006036217303822937,0.0,0.25,-0.25,0.131469,0.401848,-0.270379,0.20752574999999995,0.4629074166666667,-0.25538166666666673,0
BTC,1h,0,magnitude_shuffle,0.625,0.75,-0.125,0.013078470824949699,0.014084507042253521,-0.0010060362173038226,0.0,0.125,-0.125,0.131469,0.13194,-0.0004709999999999992,0.20752574999999995,0.495525,-0.28799925000000004,0
BTC,1h,0,wick_shuffle,0.625,0.75,-0.125,0.013078470824949699,0.02112676056338028,-0.008048289738430582,0.0,0.25,-0.25,0.131469,0.1307829,0.000686099999999995,0.20752574999999995,0.2648161,-0.057290350000000045,0
BTC,1h,0,volume_shuffle,0.625,1.0,-0.375,0.013078470824949699,0.03118712273641851,-0.018108651911468814,0.0,0.375,-0.375,0.131469,0.20342764285714288,-0.07195864285714287,0.20752574999999995,0.20139980952380954,0.006125940476190417,0
BTC,1h,3000,shuffle,0.75,0.625,0.125,0.022132796780684104,0.02012072434607646,0.002012072434607645,0.25,0.375,-0.125,0.18577212499999998,0.24370583928571432,-0.05793371428571434,0.37395899999999993,0.4722630714285714,-0.09830407142857145,1
BTC,1h,3000,random_sign,0.75,0.75,0.0,0.022132796780684104,0.01710261569416499,0.005030181086519113,0.25,0.125,0.125,0.18577212499999998,0.07001624999999999,0.115755875,0.37395899999999993,0.17760199999999998,0.19635699999999995,0
BTC,1h,3000,sign_shuffle,0.75,0.875,-0.125,0.022132796780684104,0.014084507042253521,0.008048289738430582,0.25,0.125,0.125,0.18577212499999998,0.137082,0.04869012499999997,0.37395899999999993,0.355124,0.018834999999999935,0
BTC,1h,3000,magnitude_shuffle,0.75,0.75,0.0,0.022132796780684104,0.02012072434607646,0.002012072434607645,0.25,0.125,0.125,0.18577212499999998,0.17513736363636365,0.010634761363636336,0.37395899999999993,0.6628478181818183,-0.28888881818181833,0
BTC,1h,3000,wick_shuffle,0.75,0.75,0.0,0.022132796780684104,0.02716297786720322,-0.005030181086519116,0.25,0.5,-0.25,0.18577212499999998,0.31594362727272723,-0.13017150227272725,0.37395899999999993,0.45137062727272736,-0.07741162727272743,0
BTC,1h,3000,volume_shuffle,0.75,0.875,-0.125,0.022132796780684104,0.03319919517102616,-0.011066398390342055,0.25,0.625,-0.375,0.18577212499999998,0.295531,-0.109758875,0.37395899999999993,0.540133,-0.16617400000000004,0
BTC,1h,6000,shuffle,0.875,0.75,0.125,0.022132796780684104,0.014084507042253521,0.008048289738430582,0.375,0.125,0.25,0.20771697727272728,0.14263183333333332,0.06508514393939396,0.35784299999999997,0.4035761666666667,-0.045733166666666714,1
BTC,1h,6000,random_sign,0.875,1.0,-0.125,0.022132796780684104,0.02414486921529175,-0.002012072434607645,0.375,0.125,0.25,0.20771697727272728,0.1939062637362637,0.01381071353646357,0.35784299999999997,0.2677201868131868,0.09012281318681314,0
BTC,1h,6000,sign_shuffle,0.875,0.75,0.125,0.022132796780684104,0.015090543259557344,0.00704225352112676,0.375,0.25,0.125,0.20771697727272728,0.2202522,-0.012535222727272727,0.35784299999999997,0.6864534,-0.3286104,1
BTC,1h,6000,magnitude_shuffle,0.875,0.875,0.0,0.022132796780684104,0.03319919517102616,-0.011066398390342055,0.375,0.375,0.0,0.20771697727272728,0.29681599999999997,-0.08909902272727269,0.35784299999999997,0.526034611111111,-0.16819161111111108,0
BTC,1h,6000,wick_shuffle,0.875,0.75,0.125,0.022132796780684104,0.030181086519114688,-0.008048289738430584,0.375,0.25,0.125,0.20771697727272728,0.34203460256410256,-0.13431762529137528,0.35784299999999997,0.36237134615384614,-0.0045283461538461744,0
BTC,1h,6000,volume_shuffle,0.875,0.75,0.125,0.022132796780684104,0.02716297786720322,-0.005030181086519116,0.375,0.375,0.0,0.20771697727272728,0.2568371547619047,-0.049120177489177436,0.35784299999999997,0.355235119047619,0.0026078809523809587,0
SOL,15m,0,shuffle,1.0,0.75,0.25,0.02414486921529175,0.013078470824949699,0.01106639839034205,0.125,0.0,0.125,0.23638206666666667,0.0584706,0.17791146666666668,0.4240095833333333,0.3775156,0.046493983333333266,1
SOL,15m,0,random_sign,1.0,0.875,0.125,0.02414486921529175,0.023138832997987926,0.0010060362173038226,0.125,0.25,-0.125,0.23638206666666667,0.13480970833333333,0.10157235833333333,0.4240095833333333,0.36033502777777787,0.0636745555555554,1
SOL,15m,0,sign_shuffle,1.0,0.75,0.25,0.02414486921529175,0.02012072434607646,0.00402414486921529,0.125,0.25,-0.125,0.23638206666666667,0.18233796969696972,0.05404409696969695,0.4240095833333333,0.36274796969696965,0.06126161363636362,1
SOL,15m,0,magnitude_shuffle,1.0,0.875,0.125,0.02414486921529175,0.022132796780684104,0.002012072434607645,0.125,0.125,0.0,0.23638206666666667,0.18231680769230765,0.054065258974359015,0.4240095833333333,0.38761130769230767,0.0363982756410256,1
SOL,15m,0,wick_shuffle,1.0,0.875,0.125,0.02414486921529175,0.02716297786720322,-0.0030181086519114712,0.125,0.25,-0.125,0.23638206666666667,0.16586783333333333,0.07051423333333334,0.4240095833333333,0.3630272083333333,0.06098237499999998,0
SOL,15m,0,volume_shuffle,1.0,0.875,0.125,0.02414486921529175,0.03118712273641851,-0.007042253521126762,0.125,0.125,0.0,0.23638206666666667,0.20976129166666668,0.026620774999999985,0.4240095833333333,0.38172204166666657,0.042287541666666706,0
SOL,15m,12000,shuffle,0.875,0.625,0.25,0.028169014084507043,0.015090543259557344,0.013078470824949699,0.25,0.125,0.125,0.2908445666666666,0.3054834761904761,-0.014638909523809529,0.4738984999999999,0.5500517619047619,-0.07615326190476202,1
SOL,15m,12000,random_sign,0.875,1.0,-0.125,0.028169014084507043,0.022132796780684104,0.006036217303822939,0.25,0.25,0.0,0.2908445666666666,0.20389695833333332,0.08694760833333326,0.4738984999999999,0.5748034166666667,-0.10090491666666679,0
SOL,15m,12000,sign_shuffle,0.875,0.75,0.125,0.028169014084507043,0.01609657947686117,0.012072434607645875,0.25,0.125,0.125,0.2908445666666666,0.11427891666666665,0.17656564999999994,0.4738984999999999,0.1982418333333334,0.2756566666666665,1
SOL,15m,12000,magnitude_shuffle,0.875,1.0,-0.125,0.028169014084507043,0.028169014084507043,0.0,0.25,0.5,-0.25,0.2908445666666666,0.20680103896103896,0.08404352770562762,0.4738984999999999,0.4038194675324675,0.07007903246753239,0
SOL,15m,12000,wick_shuffle,0.875,1.0,-0.125,0.028169014084507043,0.02414486921529175,0.004024144869215294,0.25,0.125,0.125,0.2908445666666666,0.14145488095238096,0.14938968571428562,0.4738984999999999,0.40076330952380956,0.07313519047619033,0
SOL,15m,12000,volume_shuffle,0.875,0.875,0.0,0.028169014084507043,0.026156941649899398,0.002012072434607645,0.25,0.375,-0.125,0.2908445666666666,0.23569713333333334,0.055147433333333246,0.4738984999999999,0.39142323333333334,0.08247526666666655,0
SOL,15m,24000,shuffle,0.875,0.75,0.125,0.030181086519114688,0.023138832997987926,0.007042253521126762,0.5,0.125,0.375,0.23192658095238092,0.29911025454545453,-0.06718367359307362,0.332140780952381,0.4835146545454545,-0.15137387359307353,1
SOL,15m,24000,random_sign,0.875,1.0,-0.125,0.030181086519114688,0.03118712273641851,-0.0010060362173038226,0.5,0.5,0.0,0.23192658095238092,0.22368267692307697,0.008243904029303945,0.332140780952381,0.4121265230769231,-0.07998574212454213,0
SOL,15m,24000,sign_shuffle,0.875,0.875,0.0,0.030181086519114688,0.029175050301810865,0.0010060362173038226,0.5,0.375,0.125,0.23192658095238092,0.21361189610389608,0.018314684848484836,0.332140780952381,0.4140286363636364,-0.08188785541125543,0
SOL,15m,24000,magnitude_shuffle,0.875,1.0,-0.125,0.030181086519114688,0.022132796780684104,0.008048289738430584,0.5,0.25,0.25,0.23192658095238092,0.08489274444444445,0.14703383650793647,0.332140780952381,0.1995528444444445,0.1325879365079365,0
SOL,15m,24000,wick_shuffle,0.875,0.875,0.0,0.030181086519114688,0.029175050301810865,0.0010060362173038226,0.5,0.125,0.375,0.23192658095238092,0.15365591666666661,0.0782706642857143,0.332140780952381,0.17975037878787875,0.15239040216450223,0
SOL,15m,24000,volume_shuffle,0.875,0.875,0.0,0.030181086519114688,0.03219315895372234,-0.0020120724346076486,0.5,0.375,0.125,0.23192658095238092,0.24857886666666668,-0.01665228571428576,0.332140780952381,0.3450364222222222,-0.012895641269841218,0
SOL,1h,0,shuffle,0.875,0.875,0.0,0.023138832997987926,0.029175050301810865,-0.006036217303822939,0.125,0.375,-0.25,0.03838159999999999,0.2564443636363636,-0.2180627636363636,0.2912243333333335,0.37860727272727274,-0.08738293939393926,0
SOL,1h,0,random_sign,0.875,0.875,0.0,0.023138832997987926,0.03118712273641851,-0.008048289738430584,0.125,0.5,-0.375,0.03838159999999999,0.30073681818181813,-0.2623552181818182,0.2912243333333335,0.4847378636363636,-0.19351353030303015,0
SOL,1h,0,sign_shuffle,0.875,0.75,0.125,0.023138832997987926,0.023138832997987926,0.0,0.125,0.0,0.125,0.03838159999999999,0.19555341666666667,-0.15717181666666669,0.2912243333333335,0.34761537499999995,-0.056391041666666475,0
SOL,1h,0,magnitude_shuffle,0.875,1.0,-0.125,0.023138832997987926,0.029175050301810865,-0.006036217303822939,0.125,0.5,-0.375,0.03838159999999999,0.18371011904761908,-0.1453285190476191,0.2912243333333335,0.4216590595238095,-0.13043472619047602,0
SOL,1h,0,wick_shuffle,0.875,0.75,0.125,0.023138832997987926,0.02716297786720322,-0.004024144869215294,0.125,0.375,-0.25,0.03838159999999999,0.2799067261904762,-0.2415251261904762,0.2912243333333335,0.4174210833333333,-0.1261967499999998,0
SOL,1h,0,volume_shuffle,0.875,1.0,-0.125,0.023138832997987926,0.025150905432595575,-0.0020120724346076486,0.125,0.375,-0.25,0.03838159999999999,0.21415329670329672,-0.17577169670329673,0.2912243333333335,0.40810049450549446,-0.11687616117216099,0
SOL,1h,3000,shuffle,1.0,0.75,0.25,0.019114688128772636,0.015090543259557344,0.004024144869215292,0.0,0.125,-0.125,0.2312957142857143,0.15228432142857146,0.07901139285714284,0.523706761904762,0.48475824999999995,0.038948511904762007,1
SOL,1h,3000,random_sign,1.0,0.75,0.25,0.019114688128772636,0.01609657947686117,0.0030181086519114678,0.0,0.125,-0.125,0.2312957142857143,0.1477088,0.0835869142857143,0.523706761904762,0.4157264,0.10798036190476196,1
SOL,1h,3000,sign_shuffle,1.0,1.0,0.0,0.019114688128772636,0.02112676056338028,-0.002012072434607645,0.0,0.25,-0.25,0.2312957142857143,0.1512755,0.08002021428571429,0.523706761904762,0.35648366666666664,0.1672230952380953,0
SOL,1h,3000,magnitude_shuffle,1.0,1.0,0.0,0.019114688128772636,0.02112676056338028,-0.002012072434607645,0.0,0.375,-0.375,0.2312957142857143,0.12817525714285716,0.10312045714285714,0.523706761904762,0.35535948571428566,0.1683472761904763,0
SOL,1h,3000,wick_shuffle,1.0,0.875,0.125,0.019114688128772636,0.03219315895372234,-0.0130784708249497,0.0,0.375,-0.375,0.2312957142857143,0.30096483333333335,-0.06966911904761905,0.523706761904762,0.47871240000000004,0.044994361904761915,0
SOL,1h,3000,volume_shuffle,1.0,0.875,0.125,0.019114688128772636,0.02716297786720322,-0.008048289738430584,0.0,0.5,-0.5,0.2312957142857143,0.27087025,-0.03957453571428568,0.523706761904762,0.40972341666666673,0.11398334523809522,0
SOL,1h,6000,shuffle,0.875,0.875,0.0,0.02414486921529175,0.023138832997987926,0.0010060362173038226,0.25,0.125,0.125,0.35722880952380953,0.09087376388888889,0.26635504563492063,0.5749013095238095,0.2655240277777778,0.3093772817460317,0
SOL,1h,6000,random_sign,0.875,0.875,0.0,0.02414486921529175,0.026156941649899398,-0.0020120724346076486,0.25,0.25,0.0,0.35722880952380953,0.18659935714285714,0.1706294523809524,0.5749013095238095,0.37376021428571427,0.2011410952380952,0
SOL,1h,6000,sign_shuffle,0.875,0.75,0.125,0.02414486921529175,0.02112676056338028,0.0030181086519114678,0.25,0.25,0.0,0.35722880952380953,0.30252880000000004,0.05470000952380949,0.5749013095238095,0.3651496,0.20975170952380945,1
SOL,1h,6000,magnitude_shuffle,0.875,1.0,-0.125,0.02414486921529175,0.023138832997987926,0.0010060362173038226,0.25,0.25,0.0,0.35722880952380953,0.2404778,0.11675100952380954,0.5749013095238095,0.5335039666666667,0.041397342857142805,0
SOL,1h,6000,wick_shuffle,0.875,0.875,0.0,0.02414486921529175,0.025150905432595575,-0.001006036217303826,0.25,0.25,0.0,0.35722880952380953,0.2083205833333333,0.14890822619047622,0.5749013095238095,0.3441281333333333,0.23077317619047616,0
SOL,1h,6000,volume_shuffle,0.875,0.875,0.0,0.02414486921529175,0.02716297786720322,-0.0030181086519114712,0.25,0.375,-0.125,0.35722880952380953,0.33733312499999996,0.019895684523809576,0.5749013095238095,0.658230875,-0.08332956547619053,0
