dataset,worlds,relations,predictions,conditional_history_known,conditional_history_known_share,conditional_mean_percentile_score,global_mean_percentile_score,relation_mean_percentile_score,conditional_minus_global_mean,conditional_minus_relation_mean,conditional_better_than_global,conditional_equal_to_global,conditional_worse_than_global,conditional_global_nontie_win_share,conditional_better_than_relation,conditional_equal_to_relation,conditional_worse_than_relation,future_training_reads,read_by_mini_dio,influences_field,influences_action,gap_null_conditional_vs_global_p,activity_null_conditional_vs_global_p
2091_basis,64,2580,6308,6197,0.9824032974001268,0.8621452204796262,0.8770320705983544,0.7588393010960354,-0.01488685011872832,0.10330591938359072,762,4421,1125,0.40381558028616854,2904,2099,1305,0,0,0,0,0.9253731343283582,0.6274509803921569
2092_holdout,60,1932,4828,4726,0.9788732394366197,0.8414963891002467,0.8601617056456123,0.731511284437026,-0.01866531654536555,0.10998510466322076,677,3022,1129,0.3748615725359911,2326,1457,1045,0,0,0,0,0.9303482587064676,0.8823529411764706
