group,role_family,pseudo_index,pseudo_id,component,members,match_distance,source_event_ratio,real_family_continuity_score,control_family_continuity_score,control_minus_real_family_continuity_score,real_mean_family_event_share,control_mean_family_event_share,control_minus_real_mean_family_event_share,real_mean_member_coverage,control_mean_member_coverage,control_minus_real_mean_member_coverage,relation
overall,rf_05,1,rf_05_pseudo_001,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6362607338017173,0.6053209119669373,-0.030939821834780057,0.0204560697518444,0.018192488262910797,-0.0022635814889336026,0.6666666666666666,0.5659722222222222,-0.10069444444444442,abgeschwaecht
overall,rf_05,1,rf_05_pseudo_001,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6362607338017173,0.5986171602787457,-0.03764357352297165,0.0204560697518444,0.018332215515314106,-0.0021238542365302933,0.6666666666666666,0.5625,-0.10416666666666663,abgeschwaecht
overall,rf_05,1,rf_05_pseudo_001,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6362607338017173,0.6105821041287802,-0.025678629672937103,0.0204560697518444,0.019757433489827857,-0.0006986362620165429,0.6666666666666666,0.5833333333333334,-0.08333333333333326,abgeschwaecht
overall,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6362607338017173,0.5969224550056242,-0.039338278796093085,0.0204560697518444,0.02129443326626425,0.0008383635144198522,0.6666666666666666,0.5520833333333334,-0.11458333333333326,gemischt
timeframe:1h,rf_05,1,rf_05_pseudo_001,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6201785714285714,0.6048032734174038,-0.015375298011167549,0.02012072434607646,0.014140397943214845,-0.005980326402861613,0.625,0.5486111111111112,-0.07638888888888884,abgeschwaecht
timeframe:1h,rf_05,1,rf_05_pseudo_001,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6201785714285714,0.6147572073587974,-0.005421364069774004,0.02012072434607646,0.01581712497205455,-0.004303599374021909,0.625,0.5972222222222222,-0.02777777777777779,abgeschwaecht
timeframe:1h,rf_05,1,rf_05_pseudo_001,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6201785714285714,0.5960586393191815,-0.024119932109389897,0.02012072434607646,0.018555779119159403,-0.0015649452269170562,0.625,0.5486111111111112,-0.07638888888888884,abgeschwaecht
timeframe:1h,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6201785714285714,0.5910853620474407,-0.02909320938113069,0.02012072434607646,0.019897160742231166,-0.00022356360384529275,0.625,0.5347222222222222,-0.09027777777777779,abgeschwaecht
timeframe:15m,rf_05,1,rf_05_pseudo_001,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6522945468509984,0.6078637233787988,-0.04443082347219962,0.02079141515761234,0.022244578582606752,0.0014531634249944116,0.7083333333333334,0.5833333333333334,-0.125,gemischt
timeframe:15m,rf_05,1,rf_05_pseudo_001,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6522945468509984,0.5834391889016554,-0.06885535794934305,0.02079141515761234,0.020847306058573666,5.589090096132579e-05,0.7083333333333334,0.5277777777777778,-0.18055555555555558,gemischt
