dataset,analysis_kind,universe_scope,source_key_posthoc,paths,renewal_moments,multi_pair_moments,maximum_configuration_width,pair_memberships,unique_configurations,recurring_configurations,observed_configuration_collision_pairs,null_configuration_collision_mean,configuration_collision_delta,configuration_empirical_upper_p,unique_co_pair_edges,recurring_co_pair_edges,observed_co_pair_collision_pairs,null_co_pair_collision_mean,co_pair_collision_delta,co_pair_empirical_upper_p,resample_mutable_paths,accepted_swaps_mean,attempted_swaps_per_permutation,permutations,paths_a,paths_b,observed_cross_configuration_matches,null_cross_configuration_mean,cross_configuration_delta,cross_configuration_empirical_upper_p,observed_cross_co_pair_matches,null_cross_co_pair_mean,cross_co_pair_delta,cross_co_pair_empirical_upper_p
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|0,16,31,7,4,40,7,0,0,0.28,-0.28,1.0,11,1,1,0.91,0.08999999999999997,0.7227722772277227,9,138.69,200,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|10000,16,31,6,4,40,6,0,0,0,0,1.0,12,1,1,0.75,0.25,0.6732673267326733,10,148.47,200,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|11000,16,27,1,2,28,1,0,0,0,0,1.0,1,0,0,0,0,1.0,6,75.21,140,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|12000,16,34,6,4,42,6,0,0,0.34,-0.34,1.0,10,1,1,0.86,0.14,0.6534653465346535,9,149.2,210,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|13000,16,32,5,4,40,5,0,0,0.03,-0.03,1.0,11,1,1,0.88,0.12,0.7722772277227723,9,137.98,200,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|14000,16,37,6,4,45,6,0,0,0.11,-0.11,1.0,10,1,1,0.29,0.71,0.297029702970297,11,174.95,225,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|15000,16,33,9,4,44,9,0,0,0.5,-0.5,1.0,13,1,1,1.09,-0.09000000000000008,0.801980198019802,11,182.7,220,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|2000,16,34,5,4,42,5,0,0,0,0,1.0,11,1,1,0.75,0.25,0.693069306930693,11,163.67,210,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|3000,16,35,5,4,43,5,0,0,0,0,1.0,11,1,1,0.65,0.35,0.6039603960396039,10,158.92,215,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|5000,16,34,6,4,43,6,0,0,0,0,1.0,12,1,1,0.91,0.08999999999999997,0.6831683168316832,9,154.83,215,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|6000,16,36,8,4,46,6,1,3,0.5,2.5,0.009900990099009901,10,2,4,1.12,2.88,0.009900990099009901,9,158.7,230,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|7000,16,30,6,4,39,6,0,0,0.01,-0.01,1.0,12,1,1,0.8,0.19999999999999996,0.7128712871287128,9,149.49,195,100,,,,,,,,,,
2091_basis,within_collective_topology,all,2091_basis|BTC|2024|8000,16,35,8,4,46,8,0,0,0.07,-0.07,1.0,14,1,1,0.79,0.20999999999999996,0.6435643564356436,10,163.58,230,100,,,,,,,,,,
