dataset,analysis_kind,universe_scope,source_key_posthoc,paths,renewal_moments,collective_moments,unique_preceding_contexts,repeated_preceding_context_classes,collective_context_classes,repeated_collective_context_classes,collective_moments_in_repeated_contexts,shuffle_mutable_paths,observed_same_context_configuration_collisions,null_same_context_configuration_mean,same_context_configuration_delta,same_context_configuration_empirical_upper_p,observed_same_context_co_pair_collisions,null_same_context_co_pair_mean,same_context_co_pair_delta,same_context_co_pair_empirical_upper_p,permutations,paths_a,paths_b,collective_context_instance_matches_a_b,collective_context_classes_shared_a_b,observed_cross_context_configuration_matches,null_cross_context_configuration_mean,cross_context_configuration_delta,cross_context_configuration_empirical_upper_p,observed_cross_context_co_pair_matches,null_cross_context_co_pair_mean,cross_context_co_pair_delta,cross_context_co_pair_empirical_upper_p
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|0,16,31,7,30,1,7,0,0,6,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|10000,16,31,6,29,1,6,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|11000,16,27,1,25,1,1,0,0,6,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|12000,16,34,6,33,1,6,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|13000,16,32,5,30,1,5,0,0,7,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|14000,16,37,6,35,1,6,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|15000,16,33,9,33,0,9,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|2000,16,34,5,32,1,5,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|3000,16,35,5,33,1,5,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|5000,16,34,6,32,1,6,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|6000,16,36,8,34,1,8,0,0,7,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|7000,16,30,6,28,1,6,0,0,7,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|8000,16,35,8,33,1,8,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2024|9000,16,30,5,28,1,5,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|0,16,38,9,36,1,9,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|10000,16,33,7,32,1,7,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|11000,16,33,5,31,1,5,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|14000,16,33,6,31,1,6,0,0,9,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|15000,16,35,6,33,1,6,0,0,7,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|3000,16,25,3,23,1,3,0,0,6,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|4000,16,32,8,31,1,8,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
2091_basis,within_context_coupling,all,2091_basis|BTC|2025|5000,16,33,6,31,1,6,0,0,8,0,0,0,1.0,0,0,0,1.0,200,,,,,,,,,,,,
