metric,shared_relations,pearson,spearman
world_pair_count,1935,0.9985253837495258,0.9749276525583537
world_count,1935,0.9918415389940373,0.9743098408271503
growth_seen_count,1935,0.9156629393871857,0.8042640529259417
scope_count,1935,0.9540320621384738,0.954529692986592
scope_balance,1935,0.9086766092181864,0.9151709305722484
pair_density,1935,0.9621304229496651,0.9655216692176581
confirmation_ratio,1935,0.4934531032080061,0.3408042648700633
recency_score,1935,0.3699853282540391,0.3050282794770815
