holdout_label,symbol_family,field_contact_class,events,distinct_symbols,runs,top_symbols,avg_carry,avg_strain,avg_rekopplung
doge_stress,dio_104t,tragende_rekopplung,1420,1,dio_mini_lauf_1:710;dio_mini_lauf_2:710,dio_104t4us:1420,0.5763434507042253,0.14902529225352112,0.7234291429577465
doge_stress,dio_155c,tragende_rekopplung,952,1,dio_mini_lauf_1:476;dio_mini_lauf_2:476,dio_155c3g6:952,0.565640362394958,0.15589762605042018,0.7166912037815126
doge_stress,dio_0l7p,tragende_rekopplung,788,1,dio_mini_lauf_1:394;dio_mini_lauf_2:394,dio_0l7pvdk:788,0.5782300723350254,0.13616758756345176,0.7289580469543148
doge_stress,dio_0m9z,tragende_rekopplung,762,1,dio_mini_lauf_1:381;dio_mini_lauf_2:381,dio_0m9zys3:762,0.5586852979002624,0.16391952362204723,0.7096148254593175
doge_stress,dio_0h9h,tragende_rekopplung,508,1,dio_mini_lauf_1:254;dio_mini_lauf_2:254,dio_0h9h06p:508,0.570371346456693,0.13774968307086613,0.7251560964566929
doge_stress,dio_14wj,tragende_rekopplung,486,1,dio_mini_lauf_1:243;dio_mini_lauf_2:243,dio_14wjmk5:486,0.5785677283950618,0.12543438271604937,0.7328925205761316
doge_stress,dio_00ly,tragende_rekopplung,336,1,dio_mini_lauf_1:168;dio_mini_lauf_2:168,dio_00lyjkf:336,0.5669864970238095,0.13454156547619048,0.7248346904761904
doge_stress,dio_0oc3,tragende_rekopplung,328,1,dio_mini_lauf_1:164;dio_mini_lauf_2:164,dio_0oc3c1g:328,0.5383358719512195,0.1690172713414634,0.7000828384146341
doge_stress,dio_17ct,tragende_rekopplung,316,1,dio_mini_lauf_1:158;dio_mini_lauf_2:158,dio_17ctp0f:316,0.5631665949367088,0.14644765189873418,0.7191526107594937
doge_stress,dio_1lsu,tragende_rekopplung,292,1,dio_mini_lauf_1:146;dio_mini_lauf_2:146,dio_1lsuk2g:292,0.5553823082191781,0.1514753390410959,0.7131716952054794
doge_stress,dio_1q85,tragende_rekopplung,284,1,dio_mini_lauf_1:142;dio_mini_lauf_2:142,dio_1q85toi:284,0.554658735915493,0.15681345070422537,0.7109200950704225
doge_stress,dio_0pz6,tragende_rekopplung,268,1,dio_mini_lauf_1:134;dio_mini_lauf_2:134,dio_0pz659c:268,0.5722221044776119,0.13033812313432835,0.7298434701492538
doge_stress,dio_1ewh,tragende_rekopplung,268,1,dio_mini_lauf_1:134;dio_mini_lauf_2:134,dio_1ewh8ej:268,0.5543000298507462,0.14573466417910447,0.7135032537313433
doge_stress,dio_06s7,tragende_rekopplung,248,1,dio_mini_lauf_1:124;dio_mini_lauf_2:124,dio_06s7dt1:248,0.5717068911290323,0.12263237903225807,0.7317064516129033
doge_stress,dio_00ja,tragende_rekopplung,234,1,dio_mini_lauf_1:117;dio_mini_lauf_2:117,dio_00jaski:234,0.548067782051282,0.16175700427350428,0.7020739145299145
doge_stress,dio_0obq,tragende_rekopplung,230,1,dio_mini_lauf_1:115;dio_mini_lauf_2:115,dio_0obqjqx:230,0.5446072260869566,0.15590678695652174,0.7076638304347826
doge_stress,dio_1kpz,tragende_rekopplung,220,1,dio_mini_lauf_1:110;dio_mini_lauf_2:110,dio_1kpzc2b:220,0.5693572863636364,0.122037,0.7305724909090909
doge_stress,dio_06er,tragende_rekopplung,218,1,dio_mini_lauf_1:109;dio_mini_lauf_2:109,dio_06er2zu:218,0.5746523394495413,0.12137153211009175,0.7348248486238532
doge_stress,dio_0dd2,tragende_rekopplung,210,1,dio_mini_lauf_1:105;dio_mini_lauf_2:105,dio_0dd2ogm:210,0.566222761904762,0.13459792380952382,0.7259761333333333
doge_stress,dio_0g2r,tragende_rekopplung,210,1,dio_mini_lauf_1:105;dio_mini_lauf_2:105,dio_0g2rowx:210,0.551565380952381,0.14661576190476192,0.7109766095238095
doge_stress,dio_0tay,tragende_rekopplung,200,1,dio_mini_lauf_1:100;dio_mini_lauf_2:100,dio_0tay831:200,0.56084696,0.141142415,0.719931705
doge_stress,dio_169a,tragende_rekopplung,198,1,dio_mini_lauf_1:99;dio_mini_lauf_2:99,dio_169a3rv:198,0.5382693282828283,0.16667630303030304,0.7006430353535353
doge_stress,dio_09bn,tragende_rekopplung,172,1,dio_mini_lauf_1:86;dio_mini_lauf_2:86,dio_09bnon2:172,0.5653478895348837,0.12934628488372094,0.7281821744186047
doge_stress,dio_04uf,tragende_rekopplung,170,1,dio_mini_lauf_1:85;dio_mini_lauf_2:85,dio_04ufc5f:170,0.5415006176470588,0.16782019411764706,0.6976821
doge_stress,dio_0z9t,tragende_rekopplung,156,1,dio_mini_lauf_1:78;dio_mini_lauf_2:78,dio_0z9ti81:156,0.5502053461538462,0.14655803846153845,0.7146862628205128
doge_stress,dio_1jc2,tragende_rekopplung,156,1,dio_mini_lauf_1:78;dio_mini_lauf_2:78,dio_1jc244o:156,0.5707888205128205,0.11361423717948718,0.7347411217948718
doge_stress,dio_1pij,tragende_rekopplung,156,1,dio_mini_lauf_1:78;dio_mini_lauf_2:78,dio_1pij39c:156,0.5216972179487179,0.17635620512820513,0.6901687756410256
