dataset,worlds,relations,event_rows,phase,direct_relation_comparisons,direct_depth_changes,direct_depth_change_share,indirect_relation_comparisons,indirect_depth_changes,indirect_depth_change_share,indirect_absolute_depth_change_sum,indirect_mean_absolute_depth_change,indirect_minus_direct_depth_change_share,indirect_share_of_all_depth_changes,mean_world_indirect_depth_change_share,worlds_with_indirect_depth_change,indirect_change_null_mean,indirect_change_observed_minus_null,indirect_change_two_sided_p,indirect_absolute_null_mean,indirect_absolute_observed_minus_null,indirect_absolute_two_sided_p,indirect_direct_difference_null_mean,indirect_direct_difference_observed_minus_null,indirect_direct_difference_two_sided_p,mean_world_indirect_null_mean,mean_world_indirect_observed_minus_null,mean_world_indirect_two_sided_p,future_event_reads,additional_memory_required,read_by_mini_dio,influences_field,influences_action
2091_basis,64,2580,10092,all,7512,5692,0.7577209797657082,62957,51448,0.8171926870721286,104607,1.661562653874867,0.059471707306420374,0.9003850192509626,0.8500930332850916,62,0.8167042584621249,0.0004884286100036439,0.9702970297029703,1.7774112489476945,-0.11584859507282763,0.6534653465346535,0.06804344909045296,-0.008571741784032583,0.9108910891089109,0.8243710770836061,0.02572195620148543,0.594059405940594,0,0,0,0,0
2092_holdout,60,1932,7807,all,5875,4570,0.7778723404255319,47316,36780,0.7773269084453461,72251,1.5269887564460225,-0.000545431980185751,0.8894800483675938,0.8378952337729996,58,0.7906839124186322,-0.013357003973286097,0.7524752475247525,1.5561387268577225,-0.029149970411699977,0.9108910891089109,0.028803061354802387,-0.029348493334988138,0.5544554455445545,0.8055346351437105,0.032360598629289083,0.43564356435643564,0,0,0,0,0
