dataset,prefix_ticks,edge_index,left_anonymous_node,right_anonymous_node,distance,same_source_posthoc,left_source_posthoc,right_source_posthoc,graph_used_source_label,graph_used_asset_or_year,graph_used_reset_field,memory_written,influences_action
2091_basis,1,1,a_002,b_002,0.39999999999999997,1,2091_basis|BTC|2024|10000,2091_basis|BTC|2024|10000,0,0,0,0,0
2091_basis,1,2,a_003,b_003,0.48484848484848486,1,2091_basis|BTC|2024|11000,2091_basis|BTC|2024|11000,0,0,0,0,0
2091_basis,1,3,a_004,b_004,0.36507936507936506,1,2091_basis|BTC|2024|12000,2091_basis|BTC|2024|12000,0,0,0,0,0
2091_basis,1,4,a_005,b_045,0.36914963744232043,0,2091_basis|BTC|2024|13000,2091_basis|SOL|2025|4000,0,0,0,0,0
2091_basis,1,5,a_011,b_041,0.4545454545454546,0,2091_basis|BTC|2024|6000,2091_basis|SOL|2025|13000,0,0,0,0,0
2091_basis,1,6,a_013,b_013,0.48693834900731453,1,2091_basis|BTC|2024|8000,2091_basis|BTC|2024|8000,0,0,0,0,0
2091_basis,1,7,a_014,b_008,0.4444444444444444,0,2091_basis|BTC|2024|9000,2091_basis|BTC|2024|2000,0,0,0,0,0
2091_basis,1,8,a_015,b_015,0.24137931034482762,1,2091_basis|BTC|2025|0,2091_basis|BTC|2025|0,0,0,0,0,0
2091_basis,1,9,a_016,b_016,0.3009523809523809,1,2091_basis|BTC|2025|10000,2091_basis|BTC|2025|10000,0,0,0,0,0
2091_basis,1,10,a_017,b_023,0.34502923976608185,0,2091_basis|BTC|2025|11000,2091_basis|BTC|2025|6000,0,0,0,0,0
2091_basis,1,11,a_018,b_008,0.4444444444444444,0,2091_basis|BTC|2025|14000,2091_basis|BTC|2024|2000,0,0,0,0,0
2091_basis,1,12,a_019,b_019,0.4415584415584416,1,2091_basis|BTC|2025|15000,2091_basis|BTC|2025|15000,0,0,0,0,0
2091_basis,1,13,a_020,b_020,0.68,1,2091_basis|BTC|2025|3000,2091_basis|BTC|2025|3000,0,0,0,0,0
2091_basis,1,14,a_021,b_021,0.6066666666666667,1,2091_basis|BTC|2025|4000,2091_basis|BTC|2025|4000,0,0,0,0,0
2091_basis,1,15,a_021,b_035,0.6066666666666667,0,2091_basis|BTC|2025|4000,2091_basis|SOL|2024|7000,0,0,0,0,0
2091_basis,1,16,a_022,b_030,0.3397435897435897,0,2091_basis|BTC|2025|5000,2091_basis|SOL|2024|15000,0,0,0,0,0
2091_basis,1,17,a_025,b_025,0.37433155080213903,1,2091_basis|SOL|2024|0,2091_basis|SOL|2024|0,0,0,0,0,0
2091_basis,1,18,a_026,b_023,0.34502923976608185,0,2091_basis|SOL|2024|1000,2091_basis|BTC|2025|6000,0,0,0,0,0
2091_basis,1,19,a_027,b_027,0.3273809523809524,1,2091_basis|SOL|2024|11000,2091_basis|SOL|2024|11000,0,0,0,0,0
2091_basis,1,20,a_028,b_028,0.22272849102117395,1,2091_basis|SOL|2024|12000,2091_basis|SOL|2024|12000,0,0,0,0,0
2091_basis,1,21,a_029,b_029,0.23541666666666664,1,2091_basis|SOL|2024|14000,2091_basis|SOL|2024|14000,0,0,0,0,0
2091_basis,1,22,a_030,b_030,0.3397435897435897,1,2091_basis|SOL|2024|15000,2091_basis|SOL|2024|15000,0,0,0,0,0
2091_basis,1,23,a_031,b_031,0.3727272727272728,1,2091_basis|SOL|2024|3000,2091_basis|SOL|2024|3000,0,0,0,0,0
2091_basis,1,24,a_031,b_043,0.3727272727272728,0,2091_basis|SOL|2024|3000,2091_basis|SOL|2025|2000,0,0,0,0,0
2091_basis,1,25,a_034,b_034,0.5828571428571429,1,2091_basis|SOL|2024|6000,2091_basis|SOL|2024|6000,0,0,0,0,0
2091_basis,1,26,a_035,b_021,0.6066666666666667,0,2091_basis|SOL|2024|7000,2091_basis|BTC|2025|4000,0,0,0,0,0
2091_basis,1,27,a_035,b_035,0.6066666666666667,1,2091_basis|SOL|2024|7000,2091_basis|SOL|2024|7000,0,0,0,0,0
2091_basis,1,28,a_038,b_038,0.3287234042553192,1,2091_basis|SOL|2025|10000,2091_basis|SOL|2025|10000,0,0,0,0,0
2091_basis,1,29,a_039,b_039,0.42245989304812837,1,2091_basis|SOL|2025|11000,2091_basis|SOL|2025|11000,0,0,0,0,0
2091_basis,1,30,a_040,b_010,0.3870967741935484,0,2091_basis|SOL|2025|12000,2091_basis|BTC|2024|5000,0,0,0,0,0
2091_basis,1,31,a_042,b_008,0.4444444444444444,0,2091_basis|SOL|2025|14000,2091_basis|BTC|2024|2000,0,0,0,0,0
2091_basis,1,32,a_046,b_046,0.3288084464555053,1,2091_basis|SOL|2025|5000,2091_basis|SOL|2025|5000,0,0,0,0,0
2091_basis,2,1,a_002,b_002,0.36785938480853736,1,2091_basis|BTC|2024|10000,2091_basis|BTC|2024|10000,0,0,0,0,0
2091_basis,2,2,a_003,b_003,0.4194741966893866,1,2091_basis|BTC|2024|11000,2091_basis|BTC|2024|11000,0,0,0,0,0
2091_basis,2,3,a_004,b_004,0.35487528344671204,1,2091_basis|BTC|2024|12000,2091_basis|BTC|2024|12000,0,0,0,0,0
2091_basis,2,4,a_005,b_045,0.36109656015365815,0,2091_basis|BTC|2024|13000,2091_basis|SOL|2025|4000,0,0,0,0,0
2091_basis,2,5,a_011,b_011,0.41451040081177065,1,2091_basis|BTC|2024|6000,2091_basis|BTC|2024|6000,0,0,0,0,0
2091_basis,2,6,a_011,b_041,0.41451040081177065,0,2091_basis|BTC|2024|6000,2091_basis|SOL|2025|13000,0,0,0,0,0
2091_basis,2,7,a_013,b_013,0.46819672131147544,1,2091_basis|BTC|2024|8000,2091_basis|BTC|2024|8000,0,0,0,0,0
2091_basis,2,8,a_014,b_008,0.4392041267501842,0,2091_basis|BTC|2024|9000,2091_basis|BTC|2024|2000,0,0,0,0,0
2091_basis,2,9,a_015,b_015,0.2164357381748687,1,2091_basis|BTC|2025|0,2091_basis|BTC|2025|0,0,0,0,0,0
2091_basis,2,10,a_016,b_016,0.2571014492753623,1,2091_basis|BTC|2025|10000,2091_basis|BTC|2025|10000,0,0,0,0,0
2091_basis,2,11,a_017,b_023,0.35314310233855395,0,2091_basis|BTC|2025|11000,2091_basis|BTC|2025|6000,0,0,0,0,0
2091_basis,2,12,a_019,b_019,0.42717948717948717,1,2091_basis|BTC|2025|15000,2091_basis|BTC|2025|15000,0,0,0,0,0
2091_basis,2,13,a_020,b_020,0.5644546147978642,1,2091_basis|BTC|2025|3000,2091_basis|BTC|2025|3000,0,0,0,0,0
2091_basis,2,14,a_021,b_021,0.611111111111111,1,2091_basis|BTC|2025|4000,2091_basis|BTC|2025|4000,0,0,0,0,0
2091_basis,2,15,a_021,b_035,0.611111111111111,0,2091_basis|BTC|2025|4000,2091_basis|SOL|2024|7000,0,0,0,0,0
2091_basis,2,16,a_022,b_030,0.35793650793650794,0,2091_basis|BTC|2025|5000,2091_basis|SOL|2024|15000,0,0,0,0,0
2091_basis,2,17,a_025,b_025,0.347985347985348,1,2091_basis|SOL|2024|0,2091_basis|SOL|2024|0,0,0,0,0,0
2091_basis,2,18,a_026,b_023,0.35314310233855395,0,2091_basis|SOL|2024|1000,2091_basis|BTC|2025|6000,0,0,0,0,0
2091_basis,2,19,a_027,b_027,0.28804448563484714,1,2091_basis|SOL|2024|11000,2091_basis|SOL|2024|11000,0,0,0,0,0
2091_basis,2,20,a_028,b_028,0.24718045112781953,1,2091_basis|SOL|2024|12000,2091_basis|SOL|2024|12000,0,0,0,0,0
2091_basis,2,21,a_029,b_029,0.20158142328095285,1,2091_basis|SOL|2024|14000,2091_basis|SOL|2024|14000,0,0,0,0,0
2091_basis,2,22,a_030,b_030,0.35793650793650794,1,2091_basis|SOL|2024|15000,2091_basis|SOL|2024|15000,0,0,0,0,0
2091_basis,2,23,a_034,b_034,0.43395252837977294,1,2091_basis|SOL|2024|6000,2091_basis|SOL|2024|6000,0,0,0,0,0
2091_basis,2,24,a_035,b_021,0.611111111111111,0,2091_basis|SOL|2024|7000,2091_basis|BTC|2025|4000,0,0,0,0,0
2091_basis,2,25,a_035,b_035,0.611111111111111,1,2091_basis|SOL|2024|7000,2091_basis|SOL|2024|7000,0,0,0,0,0
2091_basis,2,26,a_038,b_038,0.23484848484848486,1,2091_basis|SOL|2025|10000,2091_basis|SOL|2025|10000,0,0,0,0,0
2091_basis,2,27,a_040,b_040,0.4193548387096774,1,2091_basis|SOL|2025|12000,2091_basis|SOL|2025|12000,0,0,0,0,0
2091_basis,2,28,a_043,b_001,0.34909090909090906,0,2091_basis|SOL|2025|2000,2091_basis|BTC|2024|0,0,0,0,0,0
2091_basis,2,29,a_044,b_039,0.39473684210526316,0,2091_basis|SOL|2025|3000,2091_basis|SOL|2025|11000,0,0,0,0,0
2091_basis,2,30,a_046,b_046,0.32755450485946935,1,2091_basis|SOL|2025|5000,2091_basis|SOL|2025|5000,0,0,0,0,0
2091_basis,2,31,a_047,b_032,0.32444748234221915,0,2091_basis|SOL|2025|6000,2091_basis|SOL|2024|4000,0,0,0,0,0
2091_basis,4,1,a_005,b_005,0.3970615243342516,1,2091_basis|BTC|2024|13000,2091_basis|BTC|2024|13000,0,0,0,0,0
2091_basis,4,2,a_006,b_003,0.4661826005109587,0,2091_basis|BTC|2024|14000,2091_basis|BTC|2024|11000,0,0,0,0,0
2091_basis,4,3,a_013,b_013,0.4006807351940095,1,2091_basis|BTC|2024|8000,2091_basis|BTC|2024|8000,0,0,0,0,0
2091_basis,4,4,a_014,b_008,0.44076246334310853,0,2091_basis|BTC|2024|9000,2091_basis|BTC|2024|2000,0,0,0,0,0
2091_basis,4,5,a_015,b_015,0.31265306122448977,1,2091_basis|BTC|2025|0,2091_basis|BTC|2025|0,0,0,0,0,0
2091_basis,4,6,a_016,b_016,0.3003875968992248,1,2091_basis|BTC|2025|10000,2091_basis|BTC|2025|10000,0,0,0,0,0
2091_basis,4,7,a_017,b_032,0.3313818924438393,0,2091_basis|BTC|2025|11000,2091_basis|SOL|2024|4000,0,0,0,0,0
2091_basis,4,8,a_019,b_019,0.4201061320754717,1,2091_basis|BTC|2025|15000,2091_basis|BTC|2025|15000,0,0,0,0,0
2091_basis,4,9,a_022,b_030,0.3948852459016393,0,2091_basis|BTC|2025|5000,2091_basis|SOL|2024|15000,0,0,0,0,0
2091_basis,4,10,a_027,b_027,0.3803921568627451,1,2091_basis|SOL|2024|11000,2091_basis|SOL|2024|11000,0,0,0,0,0
2091_basis,4,11,a_028,b_028,0.2803587559685121,1,2091_basis|SOL|2024|12000,2091_basis|SOL|2024|12000,0,0,0,0,0
2091_basis,4,12,a_029,b_029,0.2977022977022977,1,2091_basis|SOL|2024|14000,2091_basis|SOL|2024|14000,0,0,0,0,0
2091_basis,4,13,a_031,b_043,0.3782498885752488,0,2091_basis|SOL|2024|3000,2091_basis|SOL|2025|2000,0,0,0,0,0
2091_basis,4,14,a_038,b_038,0.31405426839630657,1,2091_basis|SOL|2025|10000,2091_basis|SOL|2025|10000,0,0,0,0,0
2091_basis,4,15,a_039,b_039,0.4090909090909091,1,2091_basis|SOL|2025|11000,2091_basis|SOL|2025|11000,0,0,0,0,0
2091_basis,4,16,a_040,b_040,0.4167772372106738,1,2091_basis|SOL|2025|12000,2091_basis|SOL|2025|12000,0,0,0,0,0
2091_basis,4,17,a_046,b_046,0.37415661418932733,1,2091_basis|SOL|2025|5000,2091_basis|SOL|2025|5000,0,0,0,0,0
2091_basis,8,1,a_004,b_016,0.3941474721135738,0,2091_basis|BTC|2024|12000,2091_basis|BTC|2025|10000,0,0,0,0,0
2091_basis,8,2,a_015,b_045,0.3411815068493151,0,2091_basis|BTC|2025|0,2091_basis|SOL|2025|4000,0,0,0,0,0
2091_basis,8,3,a_022,b_003,0.3705755524944601,0,2091_basis|BTC|2025|5000,2091_basis|BTC|2024|11000,0,0,0,0,0
2091_basis,8,4,a_028,b_028,0.41973212601395965,1,2091_basis|SOL|2024|12000,2091_basis|SOL|2024|12000,0,0,0,0,0
2091_basis,16,1,a_004,b_016,0.2843280418295728,0,2091_basis|BTC|2024|12000,2091_basis|BTC|2025|10000,0,0,0,0,0
2091_basis,16,2,a_029,b_045,0.23222222222222222,0,2091_basis|SOL|2024|14000,2091_basis|SOL|2025|4000,0,0,0,0,0
2091_basis,32,1,a_029,b_003,0.2090530925013684,0,2091_basis|SOL|2024|14000,2091_basis|BTC|2024|11000,0,0,0,0,0
2091_basis,64,1,a_029,b_027,0.20050245219869436,0,2091_basis|SOL|2024|14000,2091_basis|SOL|2024|11000,0,0,0,0,0
2092_holdout,1,1,a_001,b_015,0.45238095238095244,0,2092_holdout|DOGE|2024|0,2092_holdout|DOGE|2025|8000,0,0,0,0,0
2092_holdout,1,2,a_002,b_002,0.1270175438596492,1,2092_holdout|DOGE|2024|1000,2092_holdout|DOGE|2024|1000,0,0,0,0,0
2092_holdout,1,3,a_004,b_016,0.6032608695652174,0,2092_holdout|DOGE|2024|3000,2092_holdout|DOGE|2025|9000,0,0,0,0,0
