role_family,asset,timeframe,window_start,component,lag,control_kind,real_member_coverage,control_member_coverage,real_minus_control_member_coverage,real_family_event_share,control_family_event_share,real_minus_control_family_event_share,real_phase_complete_ratio,control_phase_complete_ratio,real_minus_control_phase_complete_ratio,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_joint_coverage_event_advantage
rf_07,SOL,15m,24000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.030181086519114688,0.02414486921529175,0.006036217303822939,1.0,1.0,0.0,0.44442661538461536,0.4910499428571428,-0.046623327472527454,0.2662159401709402,0.3691049714285715,-0.10288903125763132,0
rf_07,SOL,15m,24000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.030181086519114688,0.02112676056338028,0.009054325955734407,1.0,0.5,0.5,0.44442661538461536,0.451966425,-0.0075398096153846406,0.2662159401709402,0.3315256749999999,-0.06530973482905972,0
rf_07,SOL,15m,24000,wick,17,wick_phase_017,1.0,1.0,0.0,0.030181086519114688,0.029175050301810865,0.0010060362173038226,1.0,1.0,0.0,0.44442661538461536,0.48025280000000004,-0.03582618461538467,0.2662159401709402,0.29254714999999987,-0.026331209829059676,0
rf_07,SOL,15m,24000,wick,83,wick_phase_083,1.0,1.0,0.0,0.030181086519114688,0.03420523138832998,-0.004024144869215294,1.0,1.0,0.0,0.44442661538461536,0.42939581212121214,0.015030803263403225,0.2662159401709402,0.247145612121212,0.01907032804972819,0
rf_07,SOL,15m,24000,wick,251,wick_phase_251,1.0,1.0,0.0,0.030181086519114688,0.023138832997987926,0.007042253521126762,1.0,1.0,0.0,0.44442661538461536,0.41932076388888884,0.025105851495726528,0.2662159401709402,0.2962860833333332,-0.03007014316239298,0
rf_07,SOL,15m,24000,volume,17,volume_phase_017,1.0,1.0,0.0,0.030181086519114688,0.03219315895372234,-0.0020120724346076486,1.0,1.0,0.0,0.44442661538461536,0.43971844545454536,0.004708169930070005,0.2662159401709402,0.28114096363636365,-0.01492502346542346,0
rf_07,SOL,15m,24000,volume,83,volume_phase_083,1.0,1.0,0.0,0.030181086519114688,0.023138832997987926,0.007042253521126762,1.0,1.0,0.0,0.44442661538461536,0.4746957083333333,-0.030269092948717935,0.2662159401709402,0.3470279166666666,-0.08081197649572641,0
rf_07,SOL,15m,24000,volume,251,volume_phase_251,1.0,1.0,0.0,0.030181086519114688,0.03118712273641851,-0.0010060362173038226,1.0,0.5,0.5,0.44442661538461536,0.5082357291666667,-0.06380911378205134,0.2662159401709402,0.2675474999999998,-0.0013315598290596364,0
rf_07,SOL,1h,0,sign,17,sign_phase_017,1.0,1.0,0.0,0.019114688128772636,0.02012072434607646,-0.0010060362173038226,1.0,1.0,0.0,0.38172033333333333,0.38281450000000006,-0.0010941666666667293,0.28411183333333334,0.35471083333333314,-0.0705989999999998,0
rf_07,SOL,1h,0,sign,83,sign_phase_083,1.0,1.0,0.0,0.019114688128772636,0.028169014084507043,-0.009054325955734407,1.0,1.0,0.0,0.38172033333333333,0.4444699134615385,-0.0627495801282052,0.28411183333333334,0.26327605769230766,0.020835775641025678,0
rf_07,SOL,1h,0,sign,251,sign_phase_251,1.0,1.0,0.0,0.019114688128772636,0.022132796780684104,-0.0030181086519114678,1.0,1.0,0.0,0.38172033333333333,0.41787051428571437,-0.03615018095238104,0.28411183333333334,0.34672044285714293,-0.06260860952380959,0
rf_07,SOL,1h,0,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.019114688128772636,0.022132796780684104,-0.0030181086519114678,1.0,1.0,0.0,0.38172033333333333,0.4397882857142857,-0.05806795238095236,0.28411183333333334,0.3761802857142856,-0.09206845238095224,0
rf_07,SOL,1h,0,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.019114688128772636,0.025150905432595575,-0.006036217303822939,1.0,1.0,0.0,0.38172033333333333,0.45726157777777776,-0.07554124444444443,0.28411183333333334,0.3139105333333332,-0.029798699999999845,0
rf_07,SOL,1h,0,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.019114688128772636,0.01710261569416499,0.002012072434607645,1.0,0.5,0.5,0.38172033333333333,0.3723822,0.009338133333333332,0.28411183333333334,0.45431080000000007,-0.17019896666666673,0
rf_07,SOL,1h,0,wick,17,wick_phase_017,1.0,1.0,0.0,0.019114688128772636,0.023138832997987926,-0.00402414486921529,1.0,1.0,0.0,0.38172033333333333,0.4620198888888889,-0.08029955555555557,0.28411183333333334,0.3175665999999999,-0.03345476666666658,0
rf_07,SOL,1h,0,wick,83,wick_phase_083,1.0,1.0,0.0,0.019114688128772636,0.023138832997987926,-0.00402414486921529,1.0,1.0,0.0,0.38172033333333333,0.47628485,-0.09456451666666665,0.28411183333333334,0.49372235000000003,-0.2096105166666667,0
rf_07,SOL,1h,0,wick,251,wick_phase_251,1.0,1.0,0.0,0.019114688128772636,0.02112676056338028,-0.002012072434607645,1.0,1.0,0.0,0.38172033333333333,0.34059541666666665,0.04112491666666668,0.28411183333333334,0.27270027777777783,0.011411555555555508,0
rf_07,SOL,1h,0,volume,17,volume_phase_017,1.0,1.0,0.0,0.019114688128772636,0.03420523138832998,-0.015090543259557346,1.0,1.0,0.0,0.38172033333333333,0.47563566666666657,-0.09391533333333324,0.28411183333333334,0.2714767698412699,0.012635063492063447,0
rf_07,SOL,1h,0,volume,83,volume_phase_083,1.0,1.0,0.0,0.019114688128772636,0.022132796780684104,-0.0030181086519114678,1.0,1.0,0.0,0.38172033333333333,0.37764717460317454,0.004073158730158788,0.28411183333333334,0.2879274285714286,-0.0038155952380952707,0
rf_07,SOL,1h,0,volume,251,volume_phase_251,1.0,1.0,0.0,0.019114688128772636,0.028169014084507043,-0.009054325955734407,1.0,1.0,0.0,0.38172033333333333,0.49925548611111115,-0.11753515277777782,0.28411183333333334,0.3324120833333334,-0.048300250000000045,0
rf_07,SOL,1h,3000,sign,17,sign_phase_017,1.0,1.0,0.0,0.015090543259557344,0.025150905432595575,-0.010060362173038231,0.5,1.0,-0.5,0.16970569999999996,0.49205280555555553,-0.32234710555555557,0.18423420000000001,0.3312963888888889,-0.1470621888888889,0
rf_07,SOL,1h,3000,sign,83,sign_phase_083,1.0,1.0,0.0,0.015090543259557344,0.023138832997987926,-0.008048289738430582,0.5,1.0,-0.5,0.16970569999999996,0.4013296111111111,-0.23162391111111114,0.18423420000000001,0.36124955555555555,-0.17701535555555553,0
rf_07,SOL,1h,3000,sign,251,sign_phase_251,1.0,1.0,0.0,0.015090543259557344,0.03722334004024145,-0.022132796780684104,0.5,1.0,-0.5,0.16970569999999996,0.4619446904761904,-0.29223899047619045,0.18423420000000001,0.26556108730158723,-0.08132688730158721,0
rf_07,SOL,1h,3000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.015090543259557344,0.022132796780684104,-0.00704225352112676,0.5,0.5,0.0,0.16970569999999996,0.30834625000000004,-0.13864055000000008,0.18423420000000001,0.21967591666666664,-0.03544171666666662,0
rf_07,SOL,1h,3000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.015090543259557344,0.02112676056338028,-0.006036217303822937,0.5,1.0,-0.5,0.16970569999999996,0.38932418181818185,-0.2196184818181819,0.18423420000000001,0.25768447727272725,-0.07345027727272724,0
rf_07,SOL,1h,3000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.015090543259557344,0.01710261569416499,-0.002012072434607647,0.5,0.5,0.0,0.16970569999999996,0.39281400000000005,-0.2231083000000001,0.18423420000000001,0.758498142857143,-0.574263942857143,0
rf_07,SOL,1h,3000,wick,17,wick_phase_017,1.0,1.0,0.0,0.015090543259557344,0.028169014084507043,-0.013078470824949699,0.5,0.5,0.0,0.16970569999999996,0.36116307058823527,-0.1914573705882353,0.18423420000000001,0.20987910588235292,-0.02564490588235291,0
rf_07,SOL,1h,3000,wick,83,wick_phase_083,1.0,1.0,0.0,0.015090543259557344,0.023138832997987926,-0.008048289738430582,0.5,0.5,0.0,0.16970569999999996,0.45909296666666666,-0.2893872666666667,0.18423420000000001,0.29570396666666665,-0.11146976666666664,0
rf_07,SOL,1h,3000,wick,251,wick_phase_251,1.0,1.0,0.0,0.015090543259557344,0.02716297786720322,-0.012072434607645876,0.5,1.0,-0.5,0.16970569999999996,0.47900725,-0.30930155000000004,0.18423420000000001,0.3271777222222223,-0.14294352222222229,0
rf_07,SOL,1h,3000,volume,17,volume_phase_017,1.0,1.0,0.0,0.015090543259557344,0.02112676056338028,-0.006036217303822937,0.5,1.0,-0.5,0.16970569999999996,0.38155375,-0.21184805000000007,0.18423420000000001,0.3003935000000001,-0.11615930000000008,0
rf_07,SOL,1h,3000,volume,83,volume_phase_083,1.0,1.0,0.0,0.015090543259557344,0.022132796780684104,-0.00704225352112676,0.5,1.0,-0.5,0.16970569999999996,0.4280279841269842,-0.2583222841269842,0.18423420000000001,0.30613379365079363,-0.12189959365079361,0
rf_07,SOL,1h,3000,volume,251,volume_phase_251,1.0,1.0,0.0,0.015090543259557344,0.02112676056338028,-0.006036217303822937,0.5,1.0,-0.5,0.16970569999999996,0.16812591666666665,0.0015797833333333067,0.18423420000000001,0.15813449999999996,0.02609970000000006,0
rf_07,SOL,1h,6000,sign,17,sign_phase_017,1.0,1.0,0.0,0.035211267605633804,0.022132796780684104,0.0130784708249497,1.0,1.0,0.0,0.4827801307189542,0.4559279761904762,0.026852154528478,0.3265206078431373,0.3574969047619048,-0.03097629691876752,0
rf_07,SOL,1h,6000,sign,83,sign_phase_083,1.0,1.0,0.0,0.035211267605633804,0.01609657947686117,0.019114688128772636,1.0,1.0,0.0,0.4827801307189542,0.31990379999999996,0.16287633071895424,0.3265206078431373,0.27875744999999996,0.04776315784313734,0
rf_07,SOL,1h,6000,sign,251,sign_phase_251,1.0,1.0,0.0,0.035211267605633804,0.03319919517102616,0.002012072434607645,1.0,1.0,0.0,0.4827801307189542,0.4547470941176471,0.028033036601307126,0.3265206078431373,0.24757321176470604,0.07894739607843126,0
rf_07,SOL,1h,6000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.035211267605633804,0.022132796780684104,0.0130784708249497,1.0,1.0,0.0,0.4827801307189542,0.49321040000000005,-0.010430269281045845,0.3265206078431373,0.4423459333333332,-0.11582532549019592,0
rf_07,SOL,1h,6000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.035211267605633804,0.025150905432595575,0.01006036217303823,1.0,1.0,0.0,0.4827801307189542,0.40569503571428567,0.07708509500466854,0.3265206078431373,0.31252730357142855,0.01399330427170875,0
rf_07,SOL,1h,6000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.035211267605633804,0.02414486921529175,0.011066398390342055,1.0,1.0,0.0,0.4827801307189542,0.3902190000000001,0.09256113071895411,0.3265206078431373,0.2754161999999999,0.05110440784313741,0
rf_07,SOL,1h,6000,wick,17,wick_phase_017,1.0,1.0,0.0,0.035211267605633804,0.03420523138832998,0.0010060362173038226,1.0,1.0,0.0,0.4827801307189542,0.48966629166666675,-0.00688616094771255,0.3265206078431373,0.3407228333333333,-0.014202225490196008,0
rf_07,SOL,1h,6000,wick,83,wick_phase_083,1.0,1.0,0.0,0.035211267605633804,0.030181086519114688,0.005030181086519116,1.0,1.0,0.0,0.4827801307189542,0.41441233846153847,0.06836779225741574,0.3265206078431373,0.2528474692307692,0.07367313861236813,0
rf_07,SOL,1h,6000,wick,251,wick_phase_251,1.0,1.0,0.0,0.035211267605633804,0.02414486921529175,0.011066398390342055,1.0,1.0,0.0,0.4827801307189542,0.4434248285714285,0.039355302147525695,0.3265206078431373,0.29478881428571435,0.03173179355742295,0
rf_07,SOL,1h,6000,volume,17,volume_phase_017,1.0,1.0,0.0,0.035211267605633804,0.04024144869215292,-0.005030181086519113,1.0,1.0,0.0,0.4827801307189542,0.492346294117647,-0.009566163398692817,0.3265206078431373,0.329283862745098,-0.002763254901960721,0
rf_07,SOL,1h,6000,volume,83,volume_phase_083,1.0,1.0,0.0,0.035211267605633804,0.035211267605633804,0.0,1.0,1.0,0.0,0.4827801307189542,0.5103710428571431,-0.027590912138188872,0.3265206078431373,0.32307408571428564,0.003446522128851659,0
rf_07,SOL,1h,6000,volume,251,volume_phase_251,1.0,1.0,0.0,0.035211267605633804,0.039235412474849095,-0.00402414486921529,1.0,1.0,0.0,0.4827801307189542,0.535863,-0.053082869281045775,0.3265206078431373,0.36464162499999997,-0.03812101715686267,0
rf_08,BTC,15m,0,sign,17,sign_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.100336,-0.100336,0.0,0.621647,-0.621647,0
rf_08,BTC,15m,0,sign,83,sign_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.049844,-0.049844,0.0,0.3136185,-0.3136185,0
rf_08,BTC,15m,0,sign,251,sign_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0501275,-0.0501275,0.0,0.313104,-0.313104,0
rf_08,BTC,15m,0,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,0,magnitude,83,magnitude_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.005030181086519115,-0.004024144869215292,0.0,0.0,0.0,0.0,0.1438355,-0.1438355,0.0,0.6458285,-0.6458285,0
rf_08,BTC,15m,0,magnitude,251,magnitude_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,0,wick,17,wick_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,0,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.06390633333333333,-0.06390633333333333,0.0,0.4235153333333333,-0.4235153333333333,0
rf_08,BTC,15m,0,volume,17,volume_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0501115,-0.0501115,0.0,0.311983,-0.311983,0
rf_08,BTC,15m,0,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,0,volume,251,volume_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0501115,-0.0501115,0.0,0.3140525,-0.3140525,0
rf_08,BTC,15m,12000,sign,17,sign_phase_017,1.0,1.0,0.0,0.006036217303822937,0.004024144869215292,0.002012072434607645,0.0,0.0,0.0,-0.045242,0.07747033333333334,-0.12271233333333334,-0.310817,0.42623466666666665,-0.7370516666666667,0
rf_08,BTC,15m,12000,sign,83,sign_phase_083,1.0,1.0,0.0,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.5,-0.5,-0.045242,0.230107,-0.275349,-0.310817,0.6818765,-0.9926935,0
rf_08,BTC,15m,12000,sign,251,sign_phase_251,1.0,0.5,0.5,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,-0.045242,0.21133399999999997,-0.25657599999999997,-0.310817,0.3847909999999999,-0.6956079999999999,1
rf_08,BTC,15m,12000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.0,0.0,-0.045242,0.13651875,-0.18176075,-0.310817,0.3536667499999999,-0.6644837499999999,0
rf_08,BTC,15m,12000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.5,-0.5,-0.045242,0.3089213333333334,-0.3541633333333334,-0.310817,0.5202383333333334,-0.8310553333333334,0
rf_08,BTC,15m,12000,magnitude,251,magnitude_phase_251,1.0,0.5,0.5,0.006036217303822937,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,-0.045242,0.186719,-0.231961,-0.310817,0.665046,-0.975863,1
rf_08,BTC,15m,12000,wick,17,wick_phase_017,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.0,0.0,-0.045242,0.14299499999999998,-0.188237,-0.310817,0.646158,-0.956975,0
rf_08,BTC,15m,12000,wick,83,wick_phase_083,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.5,-0.5,-0.045242,0.24541333333333337,-0.2906553333333334,-0.310817,0.3039263333333333,-0.6147433333333333,0
rf_08,BTC,15m,12000,wick,251,wick_phase_251,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.0,0.0,-0.045242,0.2937645,-0.3390065,-0.310817,0.7162195,-1.0270365,0
rf_08,BTC,15m,12000,volume,17,volume_phase_017,1.0,0.5,0.5,0.006036217303822937,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,-0.045242,-0.0486255,0.0033835000000000046,-0.310817,-0.3104115,-0.0004055000000000031,1
rf_08,BTC,15m,12000,volume,83,volume_phase_083,1.0,0.5,0.5,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.5,-0.5,-0.045242,0.293774,-0.339016,-0.310817,0.424642,-0.7354590000000001,1
rf_08,BTC,15m,12000,volume,251,volume_phase_251,1.0,1.0,0.0,0.006036217303822937,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,-0.045242,-0.0486255,0.0033835000000000046,-0.310817,-0.3079645,-0.0028525000000000356,0
rf_08,BTC,15m,24000,sign,17,sign_phase_017,1.0,1.0,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,24000,sign,83,sign_phase_083,1.0,1.0,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,24000,sign,251,sign_phase_251,1.0,1.0,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,15m,24000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.0,0.049614,-0.049614,0.0,0.311449,-0.311449,0
rf_08,BTC,15m,24000,magnitude,83,magnitude_phase_083,1.0,0.5,0.5,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.5,-0.5,0.0,0.190492,-0.190492,0.0,0.666774,-0.666774,0
rf_08,BTC,15m,24000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.0,0.15167433333333333,-0.15167433333333333,0.0,0.45928033333333335,-0.45928033333333335,0
rf_08,BTC,15m,24000,wick,17,wick_phase_017,1.0,1.0,0.0,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.2965255,-0.2965255,0.0,0.707578,-0.707578,0
rf_08,BTC,15m,24000,wick,83,wick_phase_083,1.0,1.0,0.0,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.0,0.180627,-0.180627,0.0,0.665054,-0.665054,0
rf_08,BTC,15m,24000,wick,251,wick_phase_251,1.0,0.5,0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.100032,-0.100032,0.0,0.61675,-0.61675,1
rf_08,BTC,15m,24000,volume,17,volume_phase_017,1.0,0.5,0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0462905,-0.0462905,0.0,0.3103095,-0.3103095,1
rf_08,BTC,15m,24000,volume,83,volume_phase_083,1.0,1.0,0.0,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.0462905,-0.0462905,0.0,0.310826,-0.310826,0
rf_08,BTC,15m,24000,volume,251,volume_phase_251,1.0,0.5,0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0462905,-0.0462905,0.0,0.310865,-0.310865,1
rf_08,BTC,1h,0,sign,17,sign_phase_017,0.0,0.5,-0.5,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.100206,-0.100206,0.0,0.625869,-0.625869,0
rf_08,BTC,1h,0,sign,83,sign_phase_083,0.0,1.0,-1.0,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,sign,251,sign_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,magnitude,17,magnitude_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,magnitude,83,magnitude_phase_083,0.0,0.5,-0.5,0.0,0.005030181086519115,-0.005030181086519115,0.0,0.0,0.0,0.0,-0.083208,0.083208,0.0,-0.4244806666666667,0.4244806666666667,0
rf_08,BTC,1h,0,magnitude,251,magnitude_phase_251,0.0,1.0,-1.0,0.0,0.005030181086519115,-0.005030181086519115,0.0,0.0,0.0,0.0,0.098789,-0.098789,0.0,0.623675,-0.623675,0
rf_08,BTC,1h,0,wick,17,wick_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,wick,83,wick_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,wick,251,wick_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,volume,17,volume_phase_017,0.0,1.0,-1.0,0.0,0.0030181086519114686,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,0,volume,83,volume_phase_083,0.0,1.0,-1.0,0.0,0.0030181086519114686,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.0462905,-0.0462905,0.0,0.3100125,-0.3100125,0
rf_08,BTC,1h,0,volume,251,volume_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_08,BTC,1h,3000,sign,17,sign_phase_017,1.0,0.5,0.5,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.5,-0.5,0.15727733333333335,0.190181,-0.03290366666666664,0.46564400000000006,0.669005,-0.2033609999999999,1
rf_08,BTC,1h,3000,sign,83,sign_phase_083,1.0,0.5,0.5,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,0.15727733333333335,-0.031288,0.18856533333333336,0.46564400000000006,-0.30813,0.7737740000000001,1
