dataset,direction,comparison_scope,source_key,source_asset,source_year,source_file,source_start,universe_a_transition_observations,universe_b_transition_observations,candidate_pool_size,same_source_distance,nearest_other_distance,identity_rank,identity_distance_tie_size,identity_in_nearest_tie,identity_unique_nearest,nearest_tie_size,identity_auc,profile_mode,source_label_read_by_field,field_learning_used,memory_read,memory_written,influences_action
2091_basis,a_to_b,global,2091_basis|BTC|2024|0,BTC,2024,1-12_2024_30m_BTCUSDT.csv,0,81,73,48,0.80432944359885,0.6953086419753086,22,1,0,0,1,0.5531914893617021,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|10000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,10000,84,72,48,0.8412698412698413,0.6876190476190476,30,2,0,0,1,0.3723404255319149,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|11000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,11000,71,83,48,0.605124724249109,0.5936032863849765,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|12000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,12000,87,66,48,0.6886102403343783,0.5259770114942529,10,1,0,0,1,0.8085106382978723,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|13000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,13000,81,74,48,0.8044711378044711,0.6858301087156808,25,1,0,0,1,0.48936170212765956,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|14000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,14000,77,66,48,0.683982683982684,0.6161995898838004,8,1,0,0,1,0.851063829787234,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|15000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,15000,78,65,48,0.7487179487179487,0.5887179487179487,13,1,0,0,1,0.7446808510638298,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|2000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,2000,82,76,48,0.6521181001283697,0.6514762516046213,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|3000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,75,75,48,0.6666666666666666,0.6750877192982456,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|5000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,79,67,48,0.7149064802569431,0.5978059071729958,6,1,0,0,1,0.8936170212765957,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|6000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,6000,75,73,48,0.6845662100456621,0.6217543859649123,11,1,0,0,1,0.7872340425531915,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|7000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,7000,79,66,48,0.7710011507479863,0.6484388185654009,13,2,0,0,1,0.7340425531914894,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|8000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,8000,78,63,48,0.811965811965812,0.6656410256410257,22,1,0,0,1,0.5531914893617021,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2024|9000,BTC,2024,1-12_2024_30m_BTCUSDT.csv,9000,79,68,48,0.7870439314966493,0.6737552742616034,13,1,0,0,1,0.7446808510638298,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|0,BTC,2025,1-12_2025_30m_BTCUSDT.csv,0,101,92,48,0.5219543693499785,0.463677828457003,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|10000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,10000,80,85,48,0.6441176470588235,0.6083333333333334,5,1,0,0,2,0.9148936170212766,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|11000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,11000,79,67,48,0.7013036085395806,0.6838386811892847,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|14000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,14000,83,66,48,0.7185104052573932,0.6259456430372654,5,1,0,0,1,0.9148936170212766,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|15000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,15000,81,75,48,0.6617283950617284,0.640675763482781,3,2,0,0,1,0.9468085106382979,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|3000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,3000,77,85,48,0.559511077158136,0.5618085618085618,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|4000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,4000,86,76,48,0.6505507955936353,0.5116279069767442,3,1,0,0,1,0.9574468085106383,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|5000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,5000,76,62,48,0.7818336162988115,0.6193390452876376,14,1,0,0,1,0.723404255319149,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|6000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,6000,81,75,48,0.6864197530864198,0.6442495126705653,5,2,0,0,1,0.9042553191489362,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|BTC|2025|9000,BTC,2025,1-12_2025_30m_BTCUSDT.csv,9000,73,65,48,0.7165437302423604,0.6571689497716895,12,1,0,0,1,0.7659574468085106,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|0,SOL,2024,1-12_2024_30m_SOLUSDT.csv,0,77,76,48,0.6958304853041695,0.6902164502164502,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|1000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,1000,77,65,48,0.7968031968031969,0.6573160173160173,19,1,0,0,1,0.6170212765957447,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|11000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,11000,88,96,48,0.6060606060606061,0.7267250821467689,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|12000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,12000,76,67,48,0.6802827965435978,0.6052631578947368,9,1,0,0,1,0.8297872340425532,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|14000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,14000,100,89,48,0.4759550561797753,0.5221052631578947,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|15000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,15000,87,75,48,0.5866666666666667,0.4747393744987971,4,1,0,0,1,0.9361702127659575,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|3000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,3000,81,81,48,0.6172839506172839,0.5929174788823911,4,1,0,0,1,0.9361702127659575,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|4000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,4000,75,76,48,0.5715789473684211,0.56,3,1,0,0,2,0.9574468085106383,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|5000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,5000,78,65,48,0.7692307692307693,0.631484794275492,11,1,0,0,1,0.7872340425531915,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|6000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,6000,73,77,48,0.6397438178260095,0.5909014036867918,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|7000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,7000,83,70,48,0.653012048192771,0.5281591482207901,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|8000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,8000,86,81,48,0.5354579385587137,0.4883720930232558,2,1,0,0,1,0.9787234042553191,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2024|9000,SOL,2024,1-12_2024_30m_SOLUSDT.csv,9000,82,69,48,0.6595970307529163,0.5482926829268293,7,1,0,0,1,0.8723404255319149,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|10000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,10000,77,90,48,0.5875901875901876,0.561038961038961,3,1,0,0,1,0.9574468085106383,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|11000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,11000,89,76,48,0.5819041986989947,0.5393258426966292,5,1,0,0,1,0.9148936170212766,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|12000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,12000,94,86,48,0.454725383473528,0.571578670869451,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|13000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,13000,83,75,48,0.7007228915662651,0.634432466708941,9,1,0,0,1,0.8297872340425532,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|14000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,14000,84,70,48,0.6619047619047619,0.5419047619047619,8,1,0,0,1,0.851063829787234,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|2000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,2000,75,74,48,0.6616216216216216,0.6221052631578947,11,1,0,0,1,0.7872340425531915,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|3000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,3000,72,81,48,0.5555555555555556,0.6084967320261437,1,1,1,1,1,1.0,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|4000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,4000,75,68,48,0.676078431372549,0.6505263157894736,7,1,0,0,1,0.8723404255319149,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|5000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,5000,88,72,48,0.5883838383838383,0.5263157894736842,6,1,0,0,1,0.8936170212765957,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|6000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,6000,78,75,48,0.6717948717948717,0.6309041835357625,6,1,0,0,1,0.8936170212765957,shape,0,0,0,0,0
2091_basis,a_to_b,global,2091_basis|SOL|2025|9000,SOL,2025,1-12_2025_30m_SOLUSDT.csv,9000,84,76,48,0.5726817042606516,0.5238095238095238,3,1,0,0,1,0.9574468085106383,shape,0,0,0,0,0
