dataset,partition_index,direction,cohort_a_targets,cohort_b_targets,source_identities,asset_year_groups,minimum_candidate_pool,maximum_candidate_pool,median_identity_rank,mean_identity_rank,mean_identity_auc,identity_unique_nearest,identity_in_nearest_tie,profile_mode,comparison_scope,source_label_read_by_field,field_learning_used,memory_read,memory_written,influences_action
2092_holdout,1,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000,2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.8461538461538463,0.884539072039072,27,30,shape,within_asset_year,0,0,0,0,0
2092_holdout,1,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000,2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.75,0.9019001831501832,32,33,shape,within_asset_year,0,0,0,0,0
2092_holdout,2,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000,2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,2.0384615384615383,0.8588980463980463,28,30,shape,within_asset_year,0,0,0,0,0
2092_holdout,2,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000,2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.5384615384615385,0.9231150793650793,30,34,shape,within_asset_year,0,0,0,0,0
2092_holdout,3,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.923076923076923,0.7438949938949939,18,18,shape,within_asset_year,0,0,0,0,0
2092_holdout,3,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,3.0,3.1346153846153846,0.7137896825396826,14,18,shape,within_asset_year,0,0,0,0,0
2092_holdout,4,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.3461538461538463,0.8194062881562881,22,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,4,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.9230769230769231,0.8756105006105006,27,31,shape,within_asset_year,0,0,0,0,0
2092_holdout,5,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,2.3653846153846154,0.8137210012210012,26,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,5,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,2.076923076923077,0.8601953601953601,26,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,6,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.9230769230769231,0.8785866910866911,29,29,shape,within_asset_year,0,0,0,0,0
2092_holdout,6,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.4423076923076925,0.8100579975579976,20,21,shape,within_asset_year,0,0,0,0,0
2092_holdout,7,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.9038461538461537,0.8806662087912088,29,29,shape,within_asset_year,0,0,0,0,0
2092_holdout,7,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.6346153846153846,0.7896443833943834,22,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,8,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.3653846153846154,0.8148275335775336,21,21,shape,within_asset_year,0,0,0,0,0
2092_holdout,8,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.5,2.769230769230769,0.7692689255189256,14,14,shape,within_asset_year,0,0,0,0,0
2092_holdout,9,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.0,1.9230769230769231,0.8722527472527473,27,30,shape,within_asset_year,0,0,0,0,0
2092_holdout,9,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.25,0.8316544566544567,21,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,10,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.269230769230769,0.8303952991452992,23,23,shape,within_asset_year,0,0,0,0,0
2092_holdout,10,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.5,2.326923076923077,0.8269230769230769,24,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,11,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.4423076923076925,0.8017208485958486,20,23,shape,within_asset_year,0,0,0,0,0
2092_holdout,11,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.1153846153846154,0.8501602564102564,22,24,shape,within_asset_year,0,0,0,0,0
2092_holdout,12,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.0,2.1153846153846154,0.8495879120879121,27,27,shape,within_asset_year,0,0,0,0,0
2092_holdout,12,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.0,1.9807692307692308,0.8727869352869353,27,27,shape,within_asset_year,0,0,0,0,0
2092_holdout,13,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.269230769230769,0.8297466422466422,23,23,shape,within_asset_year,0,0,0,0,0
2092_holdout,13,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.326923076923077,0.8290979853479853,19,19,shape,within_asset_year,0,0,0,0,0
2092_holdout,14,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.3076923076923075,0.8168879731379731,22,25,shape,within_asset_year,0,0,0,0,0
2092_holdout,14,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.730769230769231,0.7756028693528694,18,18,shape,within_asset_year,0,0,0,0,0
2092_holdout,15,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,1.0,1.6346153846153846,0.9049145299145299,28,36,shape,within_asset_year,0,0,0,0,0
2092_holdout,15,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,2.0,1.9423076923076923,0.8751717032967032,24,24,shape,within_asset_year,0,0,0,0,0
2092_holdout,16,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.6538461538461537,0.9116300366300366,28,30,shape,within_asset_year,0,0,0,0,0
2092_holdout,16,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.75,0.8886599511599511,27,29,shape,within_asset_year,0,0,0,0,0
2092_holdout,17,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.7115384615384615,0.9060210622710623,29,31,shape,within_asset_year,0,0,0,0,0
2092_holdout,17,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.75,0.9021291208791209,30,30,shape,within_asset_year,0,0,0,0,0
2092_holdout,18,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.5,2,0.8639346764346765,25,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,18,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.5,1.9807692307692308,0.8685515873015873,23,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,19,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.0,1.7692307692307692,0.8911401098901098,29,33,shape,within_asset_year,0,0,0,0,0
2092_holdout,19,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,2.480769230769231,0.8052312271062271,25,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,20,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,3.0,3.1346153846153846,0.7127594627594628,13,15,shape,within_asset_year,0,0,0,0,0
2092_holdout,20,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.3653846153846154,0.8120802808302808,20,20,shape,within_asset_year,0,0,0,0,0
2092_holdout,21,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.5,1.8846153846153846,0.881486568986569,24,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,21,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.0,1.8846153846153846,0.8785103785103785,26,28,shape,within_asset_year,0,0,0,0,0
2092_holdout,22,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.326923076923077,0.8220009157509157,22,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,22,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,1.8846153846153846,0.8848252442002442,26,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,23,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,4.0,3.826923076923077,0.6253434065934066,10,10,shape,within_asset_year,0,0,0,0,0
2092_holdout,23,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,3.0,3.4423076923076925,0.6781517094017094,11,11,shape,within_asset_year,0,0,0,0,0
2092_holdout,24,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,3.3653846153846154,0.6785332722832723,13,14,shape,within_asset_year,0,0,0,0,0
2092_holdout,24,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,3.0,3.5961538461538463,0.6600274725274725,16,16,shape,within_asset_year,0,0,0,0,0
2092_holdout,25,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,2.0,2.75,0.7540445665445665,14,14,shape,within_asset_year,0,0,0,0,0
2092_holdout,25,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,2.0,2.1346153846153846,0.8508852258852259,22,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,26,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2,0.8626755189255189,22,23,shape,within_asset_year,0,0,0,0,0
2092_holdout,26,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.519230769230769,0.802159645909646,20,20,shape,within_asset_year,0,0,0,0,0
2092_holdout,27,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,1.5,2.1923076923076925,0.8393620268620269,25,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,27,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.5576923076923075,0.7957112332112332,19,20,shape,within_asset_year,0,0,0,0,0
2092_holdout,28,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,2.1538461538461537,0.8454288766788767,24,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,28,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.4038461538461537,0.8152281746031746,24,25,shape,within_asset_year,0,0,0,0,0
2092_holdout,29,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.3846153846153846,0.8154189560439561,23,23,shape,within_asset_year,0,0,0,0,0
2092_holdout,29,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,2.7884615384615383,0.7679334554334554,18,18,shape,within_asset_year,0,0,0,0,0
2092_holdout,30,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,1.5,1.8653846153846154,0.8699442918192918,24,26,shape,within_asset_year,0,0,0,0,0
2092_holdout,30,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.5576923076923075,0.7925442612942613,21,22,shape,within_asset_year,0,0,0,0,0
2092_holdout,31,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,1.0,2.1346153846153846,0.8350503663003663,20,28,shape,within_asset_year,0,0,0,0,0
2092_holdout,31,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000,52,6,7,10,3.0,3.0961538461538463,0.7210775335775336,15,15,shape,within_asset_year,0,0,0,0,0
2092_holdout,32,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,52,6,7,10,3.0,2.7884615384615383,0.759539072039072,11,12,shape,within_asset_year,0,0,0,0,0
2092_holdout,32,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2025|3000,52,6,7,10,2.0,3.230769230769231,0.7081425518925519,15,15,shape,within_asset_year,0,0,0,0,0
2092_holdout,33,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.519230769230769,0.7812309218559218,15,18,shape,within_asset_year,0,0,0,0,0
2092_holdout,33,b_to_a,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|PAXG|2024|1000,52,6,7,10,2.0,2.5576923076923075,0.7965506715506715,20,20,shape,within_asset_year,0,0,0,0,0
2092_holdout,34,a_to_b,2092_holdout|XRP|2024|4000;2092_holdout|PAXG|2025|9000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000;2092_holdout|XRP|2024|6000,52,6,7,10,2.0,1.8461538461538463,0.8743513431013431,22,25,shape,within_asset_year,0,0,0,0,0
