dataset,relation_age,common_relations,synchrony_pairs,movement_selected_pairs,movement_selected_retained,movement_selected_retention_rate,not_selected_pairs,not_selected_retained,not_selected_retention_rate,retention_rate_difference,retention_rate_ratio,future_synchrony_pairs,retained_current_pairs,label_null_expected_selected_retained,label_null_sd,informative
2091_basis,13,181,1395,61,35,0.5737704918032787,1334,741,0.5554722638680659,0.01829822793521274,1.032941749076348,1609,776,33.9326164874552,3.795888289520256,1
2091_basis,14,159,1187,58,39,0.6724137931034483,1129,598,0.5296722763507529,0.14274151675269542,1.2694902548725637,1160,637,31.12552653748947,3.7052623644546636,1
2091_basis,15,150,1029,61,36,0.5901639344262295,968,560,0.5785123966942148,0.01165153773201466,1.0201405152224825,1075,596,35.331389698736636,3.741603318754724,1
2091_basis,16,130,684,49,24,0.4897959183673469,635,366,0.5763779527559055,-0.0865820343885586,0.8497825359652057,772,390,27.93859649122807,3.3413688365226215,1
2091_basis,17,116,569,40,19,0.475,529,284,0.5368620037807184,-0.06186200378071838,0.8847711267605634,555,303,21.300527240773288,3.045324174200139,1
2091_basis,18,102,375,42,29,0.6904761904761905,333,163,0.4894894894894895,0.20098670098670096,1.4106047326906221,303,192,21.504,3.056721364031436,1
2091_basis,19,96,275,39,31,0.7948717948717948,236,151,0.6398305084745762,0.1550412863972186,1.2423161827135336,353,182,25.810909090909092,2.741937164203243,1
2091_basis,20,88,305,36,22,0.6111111111111112,269,129,0.4795539033457249,0.13155720776538626,1.2743324720068907,233,151,17.82295081967213,2.8218868341488537,1
2091_basis,21,83,215,37,24,0.6486486486486487,178,109,0.6123595505617978,0.03628909808685088,1.0592610959583437,188,133,22.888372093023257,2.694624556629427,1
2091_basis,22,78,174,31,18,0.5806451612903226,143,96,0.6713286713286714,-0.09068351003834874,0.8649193548387097,206,114,20.310344827586206,2.4060498255637044,1
2091_basis,23,73,189,30,23,0.7666666666666667,159,94,0.5911949685534591,0.17547169811320762,1.296808510638298,215,117,18.571428571428573,2.446119331286166,1
2091_basis,24,72,215,34,18,0.5294117647058824,181,92,0.5082872928176796,0.021124471888202767,1.0415601023017902,217,110,17.3953488372093,2.6805529564594424,1
2091_basis,25,63,123,21,12,0.5714285714285714,102,56,0.5490196078431373,0.022408963585434094,1.040816326530612,90,68,11.609756097560975,2.083341703952003,1
2091_basis,26,58,74,20,15,0.75,54,42,0.7777777777777778,-0.02777777777777779,0.9642857142857143,95,57,15.405405405405405,1.6180078207672792,1
2091_basis,27,52,64,17,12,0.7058823529411765,47,28,0.5957446808510638,0.11013767209011271,1.1848739495798322,66,40,10.625,1.7240853337625832,1
2091_basis,28,50,65,16,12,0.75,49,36,0.7346938775510204,0.015306122448979553,1.0208333333333333,94,48,11.815384615384616,1.53815381537846,1
2091_basis,29,44,61,20,9,0.45,41,25,0.6097560975609756,-0.15975609756097559,0.738,51,34,11.147540983606557,1.8362119379601116,1
2091_basis,30,40,42,17,12,0.7058823529411765,25,15,0.6,0.10588235294117654,1.1764705882352942,54,27,10.928571428571429,1.5426974365657256,1
2091_basis,31,37,51,17,11,0.6470588235294118,34,29,0.8529411764705882,-0.2058823529411764,0.7586206896551725,70,40,13.333333333333334,1.398411797560202,1
2091_basis,32,34,47,9,7,0.7777777777777778,38,19,0.5,0.2777777777777778,1.5555555555555556,31,26,4.9787234042553195,1.3556032476126274,1
2091_basis,33,32,26,9,7,0.7777777777777778,17,11,0.6470588235294118,0.130718954248366,1.202020202020202,22,18,6.230769230769231,1.1417830963248905,1
2091_basis,34,28,16,7,6,0.8571428571428571,9,9,1.0,-0.1428571428571429,0.8571428571428571,31,15,6.5625,0.49607837082461076,1
2091_basis,35,25,15,4,3,0.75,11,7,0.6363636363636364,0.11363636363636365,1.1785714285714286,12,10,2.6666666666666665,0.8357108940373449,1
2091_basis,36,23,9,5,5,1.0,4,4,1.0,0.0,1.0,11,9,5.0,0.0,1
2091_basis,37,21,10,6,2,0.3333333333333333,4,3,0.75,-0.4166666666666667,0.4444444444444444,11,5,3.0,0.816496580927726,1
2091_basis,38,20,11,4,4,1.0,7,5,0.7142857142857143,0.2857142857142857,1.4,10,9,3.272727272727273,0.6453905217926854,1
2091_basis,39,17,7,3,2,0.6666666666666666,4,3,0.75,-0.08333333333333337,0.8888888888888888,8,5,2.142857142857143,0.6388765649999399,1
2091_basis,40,15,7,5,4,0.8,2,2,1.0,-0.19999999999999996,0.8,6,6,4.285714285714286,0.45175395145262565,1
2091_basis,41,15,6,4,2,0.5,2,1,0.5,0.0,1.0,8,3,2.0,0.6324555320336759,1
2091_basis,42,14,8,6,3,0.5,2,2,1.0,-0.5,0.5,5,5,3.75,0.6338656910463875,1
2091_basis,43,14,5,3,2,0.6666666666666666,2,2,1.0,-0.33333333333333337,0.6666666666666666,4,4,2.4,0.4898979485566356,1
2091_basis,44,13,4,2,2,1.0,2,2,1.0,0.0,1.0,4,4,2.0,0.0,1
2091_basis,45,12,4,2,2,1.0,2,2,1.0,0.0,1.0,5,4,2.0,0.0,1
2091_basis,46,12,5,3,2,0.6666666666666666,2,1,0.5,0.16666666666666663,1.3333333333333333,3,3,1.8,0.6,1
2092_holdout,2,726,66373,40956,23833,0.581917179412052,25417,13458,0.5294881378604871,0.052429041551564914,1.099018349614811,69370,37291,23010.715140192548,62.13712589425298,1
2092_holdout,3,547,32020,9906,5638,0.569150010094892,22114,11448,0.5176811069910464,0.051468903103845554,1.0994220233436793,30344,17086,5285.881199250469,41.26348260625012,1
2092_holdout,4,440,17694,2356,1383,0.5870118845500849,15338,7639,0.4980440735428348,0.0889678110072501,1.1786344135658073,15986,9022,1201.30168418673,22.592083996339216,1
2092_holdout,5,355,8721,629,413,0.6565977742448331,8092,4558,0.5632723677706377,0.0933254064741954,1.16568433286292,10328,4971,358.53216374269005,11.96096573510657,1
2092_holdout,6,298,6567,260,121,0.4653846153846154,6307,3227,0.51165371809101,-0.046269102706394616,0.909569497747372,6099,3348,132.55367747830059,7.90012289018759,1
2092_holdout,7,253,3937,145,76,0.5241379310344828,3792,2025,0.5340189873417721,-0.009881056307289304,0.9814968071519797,3970,2101,77.37998475996952,5.89623209467442,1
2092_holdout,8,233,3402,103,50,0.4854368932038835,3299,1743,0.5283419217944831,-0.042905028590599636,0.9187930640732139,3269,1793,54.2854203409759,4.990456929296124,1
2092_holdout,9,200,2271,84,39,0.4642857142857143,2187,1189,0.5436671239140375,-0.07938140962832319,0.8539889462934038,2450,1228,45.42140026420079,4.483067824256639,1
2092_holdout,10,178,1957,63,30,0.47619047619047616,1894,871,0.45987328405491024,0.016317192135565928,1.035481931004319,1475,901,29.005109862033724,3.892954840232814,1
2092_holdout,11,158,1043,54,35,0.6481481481481481,989,621,0.627906976744186,0.020241171403962088,1.032235939643347,1312,656,33.963566634707576,3.458471968502465,1
2092_holdout,12,143,969,54,23,0.42592592592592593,915,520,0.5683060109289617,-0.14238008500303578,0.749465811965812,946,543,30.260061919504643,3.546097607973706,1
2092_holdout,13,130,821,44,25,0.5681818181818182,777,424,0.5456885456885456,0.022493272493272598,1.0412199828473416,794,449,24.063337393422657,3.2142629681969623,1
2092_holdout,14,122,705,44,31,0.7045454545454546,661,378,0.5718608169440242,0.13268463760143034,1.232022607022607,811,409,25.526241134751775,3.172189556150752,1
2092_holdout,15,106,575,37,20,0.5405405405405406,538,286,0.5315985130111525,0.008942027529388108,1.0168210168210168,516,306,19.690434782608694,2.9383603985675424,1
2092_holdout,16,98,448,38,27,0.7105263157894737,410,275,0.6707317073170732,0.03979460847240046,1.0593301435406697,588,302,25.616071428571427,2.7671445760056783,1
2092_holdout,17,88,384,25,12,0.48,359,204,0.5682451253481894,-0.0882451253481894,0.8447058823529412,359,216,14.0625,2.401420057607777,1
2092_holdout,18,78,277,28,18,0.6428571428571429,249,152,0.6104417670682731,0.03241537578886977,1.0531015037593985,278,170,17.184115523465703,2.4471507779438775,1
2092_holdout,19,65,170,24,12,0.5,146,84,0.5753424657534246,-0.07534246575342463,0.8690476190476191,192,96,13.552941176470588,2.257570136068567,1
2092_holdout,20,60,141,22,14,0.6363636363636364,119,73,0.6134453781512605,0.02291825821237581,1.037359900373599,135,87,13.574468085106384,2.1021233525668688,1
2092_holdout,21,55,112,20,9,0.45,92,57,0.6195652173913043,-0.1695652173913043,0.7263157894736842,126,66,11.785714285714286,2.002996927248796,1
2092_holdout,22,49,73,18,9,0.5,55,36,0.6545454545454545,-0.15454545454545454,0.7638888888888888,77,45,11.095890410958905,1.803074874121669,1
2092_holdout,23,44,65,17,9,0.5294117647058824,48,29,0.6041666666666666,-0.07475490196078427,0.8762677484787019,72,38,9.938461538461539,1.7596059268346078,1
2092_holdout,24,39,52,13,6,0.46153846153846156,39,22,0.5641025641025641,-0.10256410256410253,0.8181818181818182,44,28,7.0,1.5718104959867516,1
2092_holdout,25,34,33,11,8,0.7272727272727273,22,14,0.6363636363636364,0.09090909090909094,1.142857142857143,32,22,7.333333333333333,1.296362432175337,1
2092_holdout,26,34,32,12,8,0.6666666666666666,20,11,0.55,0.11666666666666659,1.212121212121212,40,19,7.125,1.3665429068013313,1
2092_holdout,27,31,34,8,2,0.25,26,17,0.6538461538461539,-0.40384615384615385,0.38235294117647056,23,19,4.470588235294118,1.2465744190867567,1
2092_holdout,28,28,20,5,5,1.0,15,12,0.8,0.19999999999999996,1.25,25,17,4.25,0.7094289771951879,1
2092_holdout,29,26,23,7,5,0.7142857142857143,16,9,0.5625,0.1517857142857143,1.2698412698412698,20,14,4.260869565217392,1.1011718671535715,1
2092_holdout,30,25,20,12,6,0.5,8,5,0.625,-0.125,0.8,15,11,6.6,1.118269339555312,1
2092_holdout,31,22,12,7,6,0.8571428571428571,5,5,1.0,-0.1428571428571429,0.8571428571428571,15,11,6.416666666666667,0.4930066485916347,1
2092_holdout,32,20,13,6,6,1.0,7,3,0.42857142857142855,0.5714285714285714,2.3333333333333335,12,9,4.153846153846154,0.8634593969478327,1
2092_holdout,33,19,12,8,4,0.5,4,3,0.75,-0.25,0.6666666666666666,7,7,4.666666666666667,0.8408749651825217,1
2092_holdout,36,14,7,5,3,0.6,2,2,1.0,-0.4,0.6,5,5,3.5714285714285716,0.5832118435198043,1
2092_holdout,37,12,4,2,2,1.0,2,2,1.0,0.0,1.0,5,4,2.0,0.0,1
2092_holdout,38,11,5,3,2,0.6666666666666666,2,2,1.0,-0.33333333333333337,0.6666666666666666,4,4,2.4,0.4898979485566356,1
2092_holdout,39,10,4,2,2,1.0,2,2,1.0,0.0,1.0,4,4,2.0,0.0,1
2092_holdout,40,9,4,2,1,0.5,2,2,1.0,-0.5,0.5,3,3,1.5,0.5,1
2092_holdout,41,8,3,1,1,1.0,2,2,1.0,0.0,1.0,3,3,1.0,0.0,1
