transfer,control,scope,direction,observed_cumulative_minus_frozen,null_mean,null_sd,null_min,null_max,empirical_p_ge_observed,permutations,seed
2091_basis_plus_2092_holdout,target_gap_label_arrival_identity,all,higher,0.00012619222303741762,0.00019758620689655192,6.413426968505877e-05,-5.86940572267095e-06,0.00038884812912692645,0.8955223880597015,200,2100
2091_basis_plus_2092_holdout,target_gap_label_arrival_identity,first_half,higher,-9.751911374629445e-05,0.00020163051958183758,0.0001376054559750321,-0.00024574816664066167,0.0005227024496801371,0.9950248756218906,200,2100
2091_basis_plus_2092_holdout,target_gap_label_arrival_identity,second_half,higher,0.0002610904643176369,0.00019514748082984486,8.388017048623921e-05,-0.00011055181822458477,0.000397516112339466,0.22885572139303484,200,2100
2092_holdout_plus_2091_basis,target_gap_label_arrival_identity,all,higher,0.00014492940327733792,0.000626760623862037,0.000110706119278924,0.00028341749974234836,0.0009243275275687944,1.0,200,2101
2092_holdout_plus_2091_basis,target_gap_label_arrival_identity,first_half,higher,3.9674562786318314e-05,0.0004771395169225241,0.00017888430793630493,-6.083432960568747e-05,0.0009548344777240562,0.9950248756218906,200,2101
2092_holdout_plus_2091_basis,target_gap_label_arrival_identity,second_half,higher,0.00021683664250142905,0.0007289776875094883,0.0001168638025220823,0.00028008066323101155,0.0009450463669020562,1.0,200,2101
