dataset,universe_scope,source_key_posthoc,matched_steps,all_unequal_age_pairs,older_wins,ties,older_losses,older_age_auc,both_already_carried_pairs,carried_older_age_auc,predictor_reads_next_episode,memory_read,memory_written,influences_action
2091_basis,all,2091_basis|BTC|2024|0,498,635,40,532,63,0.4818897637795276,373,0.5040214477211796,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|10000,469,603,39,508,56,0.4859038142620232,346,0.5115606936416185,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|11000,456,561,32,482,47,0.48663101604278075,321,0.5062305295950156,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|12000,507,636,44,526,66,0.4827044025157233,368,0.5027173913043478,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|13000,452,580,38,486,56,0.4844827586206897,331,0.5120845921450151,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|14000,475,630,40,521,69,0.476984126984127,361,0.5013850415512465,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|15000,540,685,43,575,67,0.4824817518248175,401,0.5,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|2000,487,624,39,523,62,0.48157051282051283,364,0.5068681318681318,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|3000,477,622,40,518,64,0.4807073954983923,359,0.5055710306406686,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|5000,510,643,42,535,66,0.4813374805598756,374,0.5013368983957219,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|6000,473,620,38,513,69,0.475,355,0.5,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|7000,482,620,40,521,59,0.4846774193548387,364,0.5054945054945055,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|8000,467,615,41,508,66,0.4796747967479675,354,0.5127118644067796,0,0,0,0
2091_basis,all,2091_basis|BTC|2024|9000,491,633,41,533,59,0.48578199052132703,372,0.5040322580645161,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|0,521,653,41,542,70,0.4777947932618683,369,0.5040650406504065,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|10000,493,627,40,520,67,0.4784688995215311,365,0.5054794520547945,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|11000,471,617,40,517,60,0.4837925445705024,356,0.5056179775280899,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|14000,497,616,38,515,63,0.4797077922077922,359,0.4986072423398329,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|15000,480,624,40,516,68,0.4775641025641026,361,0.4986149584487535,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|3000,501,607,35,528,44,0.4925864909390445,356,0.5056179775280899,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|4000,544,688,45,580,63,0.48691860465116277,406,0.5086206896551724,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|5000,514,651,41,545,65,0.4815668202764977,379,0.5,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|6000,509,665,43,554,68,0.48120300751879697,397,0.5062972292191436,0,0,0,0
2091_basis,all,2091_basis|BTC|2025|9000,494,639,40,538,61,0.4835680751173709,375,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|0,483,616,34,523,59,0.4797077922077922,360,0.5069444444444444,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|1000,469,605,41,505,59,0.48512396694214877,347,0.5100864553314121,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|11000,421,519,31,447,41,0.4903660886319846,291,0.5154639175257731,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|12000,497,648,41,540,67,0.4799382716049383,379,0.503957783641161,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|14000,492,628,42,516,70,0.47770700636942676,354,0.501412429378531,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|15000,477,615,42,498,75,0.47317073170731705,347,0.49855907780979825,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|3000,483,624,42,518,64,0.4823717948717949,355,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|4000,471,596,38,498,60,0.4815436241610738,342,0.5029239766081871,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|5000,507,644,40,543,61,0.483695652173913,380,0.5039473684210526,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|6000,489,633,37,531,65,0.47788309636650866,369,0.5013550135501355,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|7000,539,681,43,574,64,0.4845814977973568,400,0.505,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|8000,526,670,42,555,73,0.47686567164179106,389,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2024|9000,511,633,42,521,70,0.47788309636650866,367,0.5040871934604905,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|10000,468,582,39,482,61,0.48109965635738833,334,0.5014970059880239,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|11000,512,642,46,532,64,0.48598130841121495,379,0.5079155672823219,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|12000,512,647,45,537,65,0.4845440494590417,378,0.5066137566137566,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|13000,481,620,38,522,60,0.482258064516129,357,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|14000,501,629,40,522,67,0.4785373608903021,364,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|2000,488,619,40,515,64,0.4806138933764136,354,0.5,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|3000,497,619,32,532,55,0.481421647819063,365,0.5013698630136987,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|4000,494,636,42,528,66,0.4811320754716981,369,0.5013550135501355,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|5000,510,643,44,532,67,0.4821150855365474,376,0.5066489361702128,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|6000,477,613,36,521,56,0.4836867862969005,358,0.5083798882681564,0,0,0,0
2091_basis,all,2091_basis|SOL|2025|9000,511,649,45,538,66,0.48382126348228044,377,0.5053050397877984,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|0,277,338,19,287,32,0.4807692307692308,199,0.49246231155778897,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|10000,245,312,19,264,29,0.483974358974359,171,0.5087719298245614,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|11000,247,307,18,261,28,0.4837133550488599,173,0.4913294797687861,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|12000,274,336,21,285,30,0.48660714285714285,198,0.5025252525252525,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|13000,224,284,18,241,25,0.4876760563380282,154,0.5064935064935064,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|14000,253,331,18,276,37,0.47129909365558914,186,0.489247311827957,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|15000,287,357,21,308,28,0.49019607843137253,218,0.5045871559633027,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|2000,247,318,19,267,32,0.47955974842767296,176,0.4971590909090909,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|3000,251,327,19,275,33,0.4785932721712538,185,0.4945945945945946,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|5000,277,350,21,297,32,0.48428571428571426,206,0.5,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|6000,253,325,18,270,37,0.4707692307692308,184,0.4891304347826087,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|7000,262,330,20,279,31,0.48333333333333334,191,0.4973821989528796,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|8000,246,325,22,268,35,0.48,181,0.505524861878453,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2024|9000,262,330,20,279,31,0.48333333333333334,191,0.4973821989528796,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2025|0,257,320,19,271,30,0.4828125,183,0.5,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2025|10000,280,355,22,300,33,0.48450704225352115,212,0.5023584905660378,0,0,0,0
2091_basis,universe_a,2091_basis|BTC|2025|11000,237,306,19,258,29,0.48366013071895425,169,0.5029585798816568,0,0,0,0
