world,role,start_tick,end_tick,duration,avg_raw_field_intake,avg_auditory_loudness,avg_visual_sharpness,avg_rekopplung,avg_strain
SOL_QUIET_CURRENT,offene_variante,1,6,6,0.10030016666666668,0.174948,0.6839266666666667,0.6641646666666666,0.16535733333333333
SOL_QUIET_CURRENT,rekopplungsnaehe,7,7,1,0.062855,0.101144,0.713115,0.708009,0.115901
SOL_QUIET_CURRENT,offene_variante,8,17,10,0.101427,0.1742195,0.7156983,0.6658481,0.16290549999999998
SOL_QUIET_CURRENT,rekopplungsnaehe,18,18,1,0.049489,0.065348,0.804122,0.714609,0.114316
SOL_QUIET_CURRENT,offene_variante,19,36,18,0.11881844444444445,0.18923744444444446,0.5704753333333333,0.6550846666666666,0.17716955555555555
SOL_QUIET_CURRENT,rekopplungsnaehe,37,37,1,0.055766,0.068845,0.633619,0.702264,0.119613
SOL_QUIET_CURRENT,offene_variante,38,42,5,0.16704159999999998,0.2832986,0.5650366,0.6397888,0.1994448
SOL_QUIET_CURRENT,rekopplungsnaehe,43,43,1,0.106729,0.182357,0.647229,0.707194,0.122535
SOL_QUIET_CURRENT,offene_variante,44,64,21,0.1451967142857143,0.24184,0.6012748571428571,0.6567138095238095,0.1781375238095238
SOL_QUIET_CURRENT,spannungsrand_kippnaehe,65,65,1,0.373731,0.670153,0.643354,0.584524,0.279319
SOL_QUIET_CURRENT,offene_variante,66,67,2,0.15895399999999998,0.266254,0.626391,0.6502215,0.18847950000000002
SOL_QUIET_CURRENT,spannungsrand_kippnaehe,68,68,1,0.211725,0.361314,0.357886,0.595596,0.255501
SOL_QUIET_CURRENT,offene_variante,69,90,22,0.14963172727272728,0.2525564090909091,0.6228848636363636,0.6621885454545455,0.17384013636363635
SOL_QUIET_CURRENT,spannungsrand_kippnaehe,91,91,1,0.237805,0.41843,0.439196,0.588785,0.267145
SOL_QUIET_CURRENT,offene_variante,92,106,15,0.11797553333333334,0.18510980000000002,0.5828217333333333,0.6693786,0.1647332
SOL_QUIET_CURRENT,rekopplungsnaehe,107,107,1,0.049222,0.071822,0.783427,0.715259,0.103769
SOL_QUIET_CURRENT,offene_variante,108,108,1,0.031643,0.028136,0.760969,0.682336,0.138314
SOL_QUIET_CURRENT,rekopplungsnaehe,109,109,1,0.019096,0.01606,0.835415,0.725797,0.091251
SOL_QUIET_CURRENT,offene_variante,110,118,9,0.10557377777777778,0.16983111111111113,0.6014975555555555,0.6808033333333333,0.15224977777777776
SOL_QUIET_CURRENT,rekopplungsnaehe,119,119,1,0.048307,0.069374,0.731493,0.714906,0.118909
SOL_QUIET_CURRENT,offene_variante,120,136,17,0.14974070588235294,0.252651705882353,0.6065117058823529,0.6766382352941177,0.16488135294117648
SOL_QUIET_CURRENT,rekopplungsnaehe,137,137,1,0.086974,0.135274,0.616605,0.70291,0.140587
SOL_QUIET_CURRENT,offene_variante,138,141,4,0.15115475,0.251229,0.58065475,0.661661,0.1735585
SOL_QUIET_CURRENT,zentrum_stabil,142,142,1,0.049298,0.067032,0.689964,0.716703,0.12056
SOL_QUIET_CURRENT,offene_variante,143,145,3,0.11405766666666667,0.18969566666666668,0.6312746666666667,0.6908810000000001,0.148639
SOL_QUIET_CURRENT,rekopplungsnaehe,146,146,1,0.071198,0.116737,0.715785,0.717477,0.113226
SOL_QUIET_CURRENT,offene_variante,147,147,1,0.093827,0.147027,0.573239,0.678406,0.153243
SOL_QUIET_CURRENT,rekopplungsnaehe,148,148,1,0.074263,0.115018,0.640133,0.704298,0.12941
SOL_QUIET_CURRENT,offene_variante,149,166,18,0.1362325,0.2293633888888889,0.669597,0.6722865555555555,0.16744722222222222
SOL_QUIET_CURRENT,spannungsrand_kippnaehe,167,167,1,0.342144,0.588813,0.400749,0.592155,0.266472
SOL_QUIET_CURRENT,offene_variante,168,170,3,0.14081633333333335,0.23539933333333332,0.6247606666666666,0.6793056666666667,0.15836399999999998
SOL_QUIET_CURRENT,rekopplungsnaehe,171,171,1,0.082295,0.138029,0.700346,0.714482,0.124564
SOL_QUIET_CURRENT,offene_variante,172,173,2,0.0839185,0.1308885,0.5938055,0.6779625,0.16180250000000002
SOL_QUIET_CURRENT,rekopplungsnaehe,174,174,1,0.03497,0.043107,0.69366,0.712946,0.103556
SOL_QUIET_CURRENT,offene_variante,175,177,3,0.08157933333333334,0.13261666666666666,0.70334,0.6858246666666666,0.143203
SOL_QUIET_CURRENT,rekopplungsnaehe,178,178,1,0.086529,0.119216,0.611752,0.711317,0.129253
SOL_QUIET_CURRENT,offene_variante,179,183,5,0.1756164,0.3042194,0.5609472,0.6468066,0.1952602
SOL_QUIET_CURRENT,rekopplungsnaehe,184,184,1,0.089884,0.1398,0.661393,0.705921,0.11573
SOL_QUIET_CURRENT,offene_variante,185,191,7,0.14878442857142857,0.24594985714285714,0.5767602857142856,0.6551478571428572,0.186412
SOL_QUIET_CURRENT,rekopplungsnaehe,192,193,2,0.0659195,0.0982885,0.7008205000000001,0.7137945,0.1208155
SOL_QUIET_CURRENT,offene_variante,194,195,2,0.063343,0.081823,0.5911165,0.6809865,0.1439705
SOL_QUIET_CURRENT,zentrum_stabil,196,197,2,0.08832899999999999,0.1347535,0.6370925000000001,0.712378,0.13241999999999998
SOL_QUIET_CURRENT,rekopplungsnaehe,198,198,1,0.118219,0.190882,0.643783,0.702327,0.140804
SOL_QUIET_CURRENT,offene_variante,199,202,4,0.12184099999999999,0.20871425,0.6831595,0.67691725,0.1549595
SOL_QUIET_CURRENT,zentrum_stabil,203,203,1,0.088454,0.154211,0.651396,0.710997,0.137781
SOL_QUIET_CURRENT,rekopplungsnaehe,204,204,1,0.061417,0.087809,0.687979,0.706262,0.113595
SOL_QUIET_CURRENT,offene_variante,205,205,1,0.05331,0.069521,0.616007,0.659189,0.166267
SOL_QUIET_CURRENT,rekopplungsnaehe,206,206,1,0.128227,0.236057,0.65751,0.698373,0.165385
SOL_QUIET_CURRENT,offene_variante,207,207,1,0.321041,0.572397,0.679297,0.617908,0.238146
SOL_QUIET_CURRENT,rekopplungsnaehe,208,208,1,0.116449,0.205708,0.689014,0.701056,0.161461
SOL_QUIET_CURRENT,offene_variante,209,211,3,0.10158366666666667,0.17655566666666667,0.7109293333333334,0.6774316666666667,0.1562336666666667
SOL_QUIET_CURRENT,rekopplungsnaehe,212,212,1,0.067414,0.113336,0.79047,0.717753,0.108494
SOL_QUIET_CURRENT,offene_variante,213,213,1,0.135309,0.214629,0.490651,0.675682,0.155621
SOL_QUIET_CURRENT,zentrum_stabil,214,214,1,0.094501,0.153352,0.658067,0.717444,0.128284
SOL_QUIET_CURRENT,offene_variante,215,215,1,0.068046,0.081058,0.608235,0.666359,0.158366
SOL_QUIET_CURRENT,zentrum_stabil,216,216,1,0.081178,0.137102,0.666907,0.705751,0.146491
SOL_QUIET_CURRENT,offene_variante,217,218,2,0.1719905,0.29277549999999997,0.5410655,0.6647270000000001,0.184873
SOL_QUIET_CURRENT,rekopplungsnaehe,219,220,2,0.1007905,0.153923,0.581839,0.701611,0.156891
SOL_QUIET_CURRENT,offene_variante,221,223,3,0.09726566666666665,0.16096566666666665,0.629896,0.6967613333333333,0.14282399999999998
SOL_QUIET_CURRENT,rekopplungsnaehe,224,224,1,0.031163,0.027338,0.652096,0.70602,0.120065
SOL_QUIET_CURRENT,zentrum_stabil,225,225,1,0.092182,0.153252,0.652895,0.717921,0.130282
SOL_QUIET_CURRENT,rekopplungsnaehe,226,227,2,0.129236,0.2310885,0.761043,0.7014955,0.14901399999999998
SOL_QUIET_CURRENT,offene_variante,228,229,2,0.06940299999999999,0.0854665,0.552843,0.6856695,0.1450745
SOL_QUIET_CURRENT,zentrum_stabil,230,230,1,0.084637,0.108024,0.545204,0.706175,0.149537
SOL_QUIET_CURRENT,offene_variante,231,232,2,0.0617545,0.0727575,0.598217,0.6891145000000001,0.14384799999999998
SOL_QUIET_CURRENT,rekopplungsnaehe,233,233,1,0.113317,0.191161,0.619851,0.705056,0.142151
SOL_QUIET_CURRENT,offene_variante,234,235,2,0.1079515,0.177628,0.6223095000000001,0.6907775,0.1390095
SOL_QUIET_CURRENT,rekopplungsnaehe,236,236,1,0.165468,0.284829,0.651666,0.705909,0.145568
