holdout_label,symbol_family,field_contact_class,events,distinct_symbols,runs,top_symbols,avg_carry,avg_strain,avg_rekopplung
doge_real,dio_104t,tragende_rekopplung,1744,1,dio_mini_lauf_1:872;dio_mini_lauf_2:872,dio_104t4us:1744,0.5779403560779817,0.15058093577981652,0.7244026186926605
xrp_real,dio_104t,tragende_rekopplung,1638,1,dio_mini_lauf_1:819;dio_mini_lauf_2:819,dio_104t4us:1638,0.5766316923076923,0.150213394993895,0.7240225506715506
paxg_real,dio_104t,tragende_rekopplung,1464,1,dio_mini_lauf_1:732;dio_mini_lauf_2:732,dio_104t4us:1464,0.5724796646174863,0.14924591325136613,0.7300109316939891
xrp_adapted,dio_104t,tragende_rekopplung,1352,1,dio_mini_lauf_1:676;dio_mini_lauf_2:676,dio_104t4us:1352,0.5751101723372781,0.1487681923076923,0.7231293572485207
paxg_real,dio_14wj,tragende_rekopplung,1060,1,dio_mini_lauf_1:530;dio_mini_lauf_2:530,dio_14wjmk5:1060,0.5824243962264151,0.13078501603773585,0.7439801188679245
doge_real,dio_155c,tragende_rekopplung,932,1,dio_mini_lauf_1:466;dio_mini_lauf_2:466,dio_155c3g6:932,0.5631742832618025,0.15999944527896995,0.7153997381974249
doge_ff,dio_104t,tragende_rekopplung,931,1,dio_mini_lauf_46:931,dio_104t4us:931,0.5890467196562835,0.1615807701396348,0.7253876015037594
xrp_adapted,dio_155c,tragende_rekopplung,894,1,dio_mini_lauf_1:447;dio_mini_lauf_2:447,dio_155c3g6:894,0.5649521454138703,0.15603342058165548,0.71687224049217
xrp_real,dio_155c,tragende_rekopplung,882,1,dio_mini_lauf_1:441;dio_mini_lauf_2:441,dio_155c3g6:882,0.5622229807256236,0.16000377777777777,0.715496373015873
xrp_adapted,dio_0m9z,tragende_rekopplung,878,1,dio_mini_lauf_1:439;dio_mini_lauf_2:439,dio_0m9zys3:878,0.5606169476082005,0.16385152391799546,0.710860937357631
xrp_real,dio_0m9z,tragende_rekopplung,860,1,dio_mini_lauf_1:430;dio_mini_lauf_2:430,dio_0m9zys3:860,0.5580751732558139,0.16749880813953488,0.7096298976744186
btc_ff,dio_104t,tragende_rekopplung,837,1,dio_mini_lauf_45:837,dio_104t4us:837,0.5889759964157706,0.16127044086021505,0.7253951063321386
