index;timestamp_ms;symbol;timeframe;close;direction;energy;relative_energy;pitch_hz;amplitude;roughness;note;octave;tone_role;phrase_symbol;speech_token
0;1675531200000;SOLUSDT;5m;24.57;0.0004070004070004706;0.0012128612128612058;1.0;935.0;0.6060606060606061;1.0;E;5;trageton;dio_mel_a2896d01;dio_snd_c27ba9
1;1675531500000;SOLUSDT;5m;24.61;0.001625355546525768;0.022414086014203593;10.875818830315856;1760.0;1.0;1.0;A;7;bruchton;dio_mel_1b38908c;dio_snd_7caa8e
2;1675531800000;SOLUSDT;5m;24.61;0.0;0.01324279414802033;5.279830306528929;1760.0;1.0;1.0;A;7;bruchton;dio_mel_ae12332b;dio_snd_7caa8e
3;1675532100000;SOLUSDT;5m;24.56;-0.0020358306188925372;0.007906149691403307;2.902293495593462;1730.5658881257552;1.0;1.0;A;7;bruchton;dio_mel_b360e578;dio_snd_7caa8e
4;1675532400000;SOLUSDT;5m;24.61;0.001625355546525768;0.010547411417987;3.472928856111369;1760.0;1.0;0.8696839161077987;A;7;bruchton;dio_mel_eee3163a;dio_snd_7caa8e
5;1675532700000;SOLUSDT;5m;24.69;0.002835155933576358;0.01708142586367247;4.7464068356756535;1760.0;1.0;1.0;A;7;bruchton;dio_mel_eee3163a;dio_snd_7caa8e
6;1675533000000;SOLUSDT;5m;24.69;-0.0004050222762251118;0.004188565139060872;1.1562949106743736;1024.5574667222345;0.6517039643739094;1.0;E;5;trageton;dio_mel_3370bd75;dio_snd_c27ba9
7;1675533300000;SOLUSDT;5m;24.72;0.000809061488673122;0.0031543502896843874;0.8753136367104515;858.3838168633198;0.5670193803314169;0.2869885326015139;E;4;aufhellungston;dio_mel_c6417f5c;dio_snd_41484d
8;1675533600000;SOLUSDT;5m;24.76;0.001615508885298978;0.010819460522440726;2.7797007423796187;1692.574411268753;1.0;1.0;A;7;bruchton;dio_mel_5849d7c8;dio_snd_7caa8e
9;1675533900000;SOLUSDT;5m;24.7;-0.0028340080971660034;0.012174756095006152;2.8825480572979774;1724.5281202115607;1.0;0.32088565793654583;A;7;spannungston;dio_mel_44f1aa63;dio_snd_9c980e
