row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_summary,syn_b_focus_2400_3900,DOGE,34,fehlt_im_folgefenster:31; lokale_qualitaet_wird_offen:2; lokale_qualitaet_driftet:1,fehlt:31; phase_offen_gemischt:2; phase_ohne_nullfamilie:1,,,,,,,
worldstate_core_summary,syn_b_focus_3000_4500,DOGE,34,fehlt_im_folgefenster:33; lokale_qualitaet_wird_offen:1,fehlt:33; phase_offen_gemischt:1,,,,,,,
worldstate_core_summary,syn_b_focus_3200_5200,DOGE,34,fehlt_im_folgefenster:32; lokale_qualitaet_wird_nachhallnah:1; lokale_qualitaet_reproduziert:1,fehlt:32; phase_nachhallnah_ohne_kern:1; phase_nullnah:1,,,,,,,
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_00ly,frueh,phase_nullnah,lokale_qualitaet_driftet,phase_ohne_nullfamilie,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_06er,spaet,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_06s7,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_06s7,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_06s7,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0dd2,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0dd2,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0h9h,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0h9h,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0jkk,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0l7p,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0nlj,mitte,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,syn_b_focus_2400_3900,DOGE,,,,dio_0nlj,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
