scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,-,1,eng_getragen,gemischt,1.000000,eng_getragen,,,
welt,dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,-,1,gemischt,gemischt,1.000000,breit_driftend,0.000000,0.000000,0.000000
