scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,1,druckuebergang,druckuebergang,0.028571,fragmentiert,0.205411,0.870200,0.649376
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,1,gemischt,gemischt,0.028571,breit_driftend,0.205411,0.870200,0.649376
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,13,rekoppelnd_stabil,rekoppelnd_stabil,0.866667,eng_getragen,0.204209,0.867949,0.649212
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,1,rekoppelnd_offen,rekoppelnd_offen,0.066667,breit_driftend,0.204209,0.867949,0.649212
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,1,druckuebergang,druckuebergang,0.066667,fragmentiert,0.204209,0.867949,0.649212
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,15,rekoppelnd_stabil,rekoppelnd_stabil,0.416667,eng_getragen,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,10,rekoppelnd_offen,rekoppelnd_offen,0.277778,breit_driftend,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,6,bruchuebergang,bruchuebergang,0.166667,fragmentiert,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,3,offen_rekoppelnd,offen_rekoppelnd,0.083333,breit_driftend,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,1,gemischt,gemischt,0.027778,breit_driftend,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,1,druckbruch,druckbruch,0.027778,fragmentiert,0.212434,0.865502,0.646669
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,9,rekoppelnd_stabil,rekoppelnd_stabil,0.529412,eng_getragen,0.208850,0.867766,0.647917
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,4,bruchuebergang,bruchuebergang,0.235294,fragmentiert,0.208850,0.867766,0.647917
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,3,rekoppelnd_offen,rekoppelnd_offen,0.176471,breit_driftend,0.208850,0.867766,0.647917
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,1,druckuebergang,druckuebergang,0.058824,fragmentiert,0.208850,0.867766,0.647917
