world,family,count,share,dominant_effect,dominant_effect_share,avg_passive_inner_effect_rekopplung,avg_passive_inner_effect_carry,avg_passive_inner_effect_strain,avg_passive_inner_effect_sensory_coupling,avg_mcm_hearing_field_gap,avg_perception_felt_pressure,avg_rezeptor_contact_pressure,avg_mcm_feldwirkung_mcm_tension,avg_mini_afterimage,avg_mini_temporal_trust_support,avg_perception_visual_sharpness,avg_perception_auditory_loudness,ruhe_rekopplung_score
PAXG_2025_5M_10K,dio_0jqc,76,0.007605,stabil,1.0,0.729089,0.553875,0.13811,0.900539,0.103179,0.105053,0.132868,0.132868,0.163491,0.747017,0.798915,0.236047,0.780386
PAXG_2025_5M_10K,dio_1772,86,0.008605,stabil,0.604651,0.702012,0.530244,0.170981,0.820896,0.096038,0.127354,0.143989,0.143989,0.150568,0.746372,0.592021,0.240027,0.745086
PAXG_2025_5M_10K,dio_0dd2,137,0.013708,stabil,1.0,0.734001,0.56784,0.134763,0.888003,0.066223,0.070465,0.08118,0.08118,0.233694,0.780239,0.808404,0.147403,0.789439
PAXG_2025_5M_10K,dio_1r55,19,0.001901,stabil,1.0,0.7061,0.513498,0.15196,0.875789,0.124629,0.1395,0.165367,0.165367,0.045082,0.654781,0.789524,0.289996,0.754483
PAXG_2025_5M_10K,dio_1350,15,0.001501,stabil,1.0,0.719197,0.528957,0.126537,0.881142,0.031357,0.066096,0.054663,0.054663,0.017255,0.630292,0.784209,0.08602,0.782845
PAXG_2025_5M_10K,dio_0nmc,14,0.001401,stabil,1.0,0.677986,0.480749,0.181021,0.833737,0.159798,0.201993,0.247565,0.247565,0.029626,0.627147,0.618655,0.407363,0.716485
PAXG_2025_5M_10K,dio_161t,20,0.002001,stabil,1.0,0.713623,0.516283,0.147915,0.881997,0.113786,0.129555,0.150078,0.150078,0.05987,0.661785,0.794802,0.263865,0.761283
PAXG_2025_5M_10K,dio_1ygx,41,0.004102,stabil,1.0,0.746903,0.56607,0.100721,0.922926,0.009696,0.039783,0.024866,0.024866,0.075771,0.707597,0.831503,0.031728,0.814885
PAXG_2025_5M_10K,dio_0une,15,0.001501,stabil,1.0,0.727478,0.536232,0.119897,0.915443,0.06541,0.06168,0.079638,0.079638,0.051784,0.638769,0.808339,0.145048,0.790541
PAXG_2025_5M_10K,dio_18po,25,0.002502,stabil,0.92,0.687802,0.491029,0.183039,0.83224,0.16009,0.202743,0.243021,0.243021,0.066426,0.676889,0.611838,0.403111,0.720869
PAXG_2025_5M_10K,dio_1xrt,82,0.008205,stabil,1.0,0.718897,0.547747,0.140114,0.854575,0.040769,0.09773,0.09206,0.09206,0.117798,0.738016,0.596284,0.132829,0.773822
PAXG_2025_5M_10K,dio_0xz6,40,0.004002,stabil,1.0,0.737444,0.551246,0.125146,0.905565,0.059456,0.055219,0.070909,0.070909,0.094868,0.712187,0.811478,0.130365,0.794251
PAXG_2025_5M_10K,dio_0lqz,11,0.001101,stabil,0.909091,0.66523,0.464109,0.201756,0.81945,0.202528,0.231904,0.283879,0.283879,0.023973,0.602623,0.770101,0.486407,0.697262
PAXG_2025_5M_10K,dio_1er2,17,0.001701,stabil,1.0,0.687917,0.49497,0.176198,0.853175,0.167122,0.176544,0.227342,0.227342,0.016585,0.63962,0.779339,0.394464,0.728457
PAXG_2025_5M_10K,dio_1ewh,200,0.020012,stabil,0.975,0.718415,0.557096,0.149912,0.840389,0.036949,0.094315,0.08873,0.08873,0.25735,0.790653,0.600478,0.125679,0.771243
PAXG_2025_5M_10K,dio_1lsu,158,0.015809,stabil,1.0,0.7174,0.550761,0.153874,0.857379,0.097933,0.111851,0.134456,0.134456,0.201729,0.772021,0.635536,0.232389,0.764691
PAXG_2025_5M_10K,dio_0g3b,40,0.004002,stabil,1.0,0.746843,0.567311,0.100074,0.923128,0.008212,0.038482,0.022644,0.022644,0.094666,0.711085,0.831911,0.027135,0.815551
PAXG_2025_5M_10K,dio_0fl2,35,0.003502,stabil,1.0,0.734444,0.551538,0.119704,0.912218,0.064515,0.066625,0.079512,0.079512,0.061613,0.694719,0.808434,0.144027,0.794634
PAXG_2025_5M_10K,dio_0f4r,26,0.002602,stabil,1.0,0.719736,0.538535,0.139208,0.902363,0.11272,0.09993,0.136494,0.136494,0.077374,0.680101,0.784642,0.249214,0.774296
PAXG_2025_5M_10K,dio_1492,36,0.003602,stabil,1.0,0.735897,0.558589,0.117175,0.903392,0.027988,0.063741,0.05249,0.05249,0.150067,0.717475,0.795488,0.080478,0.799667
PAXG_2025_5M_10K,dio_05ap,38,0.003802,stabil,1.0,0.741436,0.55987,0.113416,0.915393,0.035792,0.051867,0.052147,0.052147,0.124868,0.716391,0.813667,0.08794,0.804256
PAXG_2025_5M_10K,dio_1cic,11,0.001101,stabil,1.0,0.707987,0.513723,0.13154,0.857077,0.013213,0.074618,0.058214,0.058214,0.022833,0.605658,0.638933,0.071428,0.771603
PAXG_2025_5M_10K,dio_06s7,80,0.008005,stabil,1.0,0.732373,0.562489,0.121558,0.881869,0.026554,0.066834,0.05469,0.05469,0.129868,0.743636,0.698607,0.081243,0.793812
PAXG_2025_5M_10K,dio_1jc2,104,0.010406,stabil,1.0,0.737753,0.56933,0.11584,0.883595,0.008084,0.058021,0.034056,0.034056,0.159828,0.757874,0.6939,0.037576,0.801016
PAXG_2025_5M_10K,dio_0kx9,101,0.010106,stabil,1.0,0.738308,0.56892,0.115685,0.883975,0.007782,0.058388,0.033101,0.033101,0.158675,0.756682,0.698238,0.035461,0.80132
PAXG_2025_5M_10K,dio_17dc,35,0.003502,stabil,1.0,0.709929,0.531697,0.147685,0.869272,0.115797,0.119025,0.146891,0.146891,0.067086,0.693077,0.632036,0.262688,0.760459
PAXG_2025_5M_10K,dio_0zbu,13,0.001301,stabil,1.0,0.685261,0.490355,0.173913,0.842653,0.154275,0.158288,0.203666,0.203666,0.021729,0.616558,0.65026,0.357941,0.728071
PAXG_2025_5M_10K,dio_169a,12,0.001201,stabil,1.0,0.684671,0.48982,0.17155,0.833246,0.142003,0.149129,0.178104,0.178104,0.006372,0.608298,0.639702,0.320107,0.729411
PAXG_2025_5M_10K,dio_12fw,56,0.005603,stabil,0.625,0.694037,0.525557,0.171804,0.810685,0.09681,0.138299,0.143419,0.143419,0.126581,0.725936,0.539768,0.240229,0.739642
PAXG_2025_5M_10K,dio_00ja,125,0.012508,tragend_unruhig,0.664,0.7042,0.546163,0.162416,0.808199,0.033011,0.103973,0.087532,0.087532,0.209163,0.769975,0.536449,0.120542,0.756569
PAXG_2025_5M_10K,dio_0jkk,41,0.004102,tragend_unruhig,1.0,0.683972,0.512612,0.186153,0.785634,0.096759,0.139974,0.146165,0.146165,0.132141,0.714343,0.536676,0.242923,0.726415
PAXG_2025_5M_10K,dio_0fe7,75,0.007505,stabil,1.0,0.718048,0.548186,0.137958,0.855252,0.036261,0.095543,0.088992,0.088992,0.105698,0.735203,0.593031,0.125253,0.774734
PAXG_2025_5M_10K,dio_00m4,25,0.002502,tragend_unruhig,1.0,0.661845,0.481871,0.213028,0.762807,0.171925,0.183058,0.220151,0.220151,0.04448,0.666877,0.541913,0.392076,0.693456
PAXG_2025_5M_10K,dio_1u5i,257,0.025715,stabil,1.0,0.732635,0.571626,0.134503,0.856975,0.013051,0.065243,0.045054,0.045054,0.337658,0.817516,0.609269,0.032368,0.789756
PAXG_2025_5M_10K,dio_0n0i,37,0.003702,stabil,1.0,0.738935,0.562955,0.107918,0.905905,0.006789,0.053395,0.028451,0.028451,0.116863,0.71073,0.806647,0.030599,0.807013
PAXG_2025_5M_10K,dio_1q85,71,0.007104,stabil,0.830986,0.708929,0.540243,0.161164,0.845161,0.104548,0.109827,0.126708,0.126708,0.13048,0.737986,0.768555,0.231256,0.756949
PAXG_2025_5M_10K,dio_0pz6,91,0.009105,stabil,1.0,0.732631,0.565307,0.132634,0.890495,0.062231,0.079878,0.085177,0.085177,0.221358,0.765158,0.76861,0.147408,0.789328
PAXG_2025_5M_10K,dio_0g2r,75,0.007505,stabil,0.92,0.711166,0.547463,0.147402,0.834706,0.032551,0.106502,0.088114,0.088114,0.184929,0.751283,0.547883,0.120551,0.766956
PAXG_2025_5M_10K,dio_0dzc,13,0.001301,stabil,1.0,0.720179,0.529865,0.125547,0.90523,0.068398,0.070031,0.086837,0.086837,0.028163,0.621256,0.799933,0.155235,0.783301
PAXG_2025_5M_10K,dio_1wdi,51,0.005103,stabil,1.0,0.727789,0.554262,0.123827,0.863859,0.012779,0.067823,0.038668,0.038668,0.159894,0.736295,0.616561,0.026844,0.789151
PAXG_2025_5M_10K,dio_17ct,64,0.006404,stabil,1.0,0.718517,0.546253,0.148642,0.873856,0.108324,0.104586,0.131508,0.131508,0.14129,0.735567,0.735078,0.239832,0.768326
PAXG_2025_5M_10K,dio_1udx,24,0.002401,stabil,0.833333,0.680873,0.48226,0.194373,0.823336,0.186626,0.22684,0.27528,0.27528,0.075108,0.67771,0.617376,0.461905,0.70876
PAXG_2025_5M_10K,dio_17qz,34,0.003402,stabil,1.0,0.695755,0.508374,0.173891,0.846709,0.163296,0.177017,0.221588,0.221588,0.065518,0.691796,0.587902,0.384883,0.732816
PAXG_2025_5M_10K,dio_1cmd,29,0.002902,stabil,1.0,0.681784,0.484569,0.197116,0.825048,0.198764,0.239304,0.289861,0.289861,0.105005,0.692067,0.60424,0.488625,0.707182
PAXG_2025_5M_10K,dio_1gp2,78,0.007805,stabil,0.846154,0.709464,0.543424,0.150553,0.828932,0.036433,0.108254,0.090261,0.090261,0.138948,0.741338,0.540986,0.126541,0.763531
PAXG_2025_5M_10K,dio_18kx,22,0.002201,stabil,1.0,0.719583,0.53639,0.127961,0.8818,0.049293,0.097375,0.085786,0.085786,0.066966,0.666691,0.707746,0.135079,0.78002
PAXG_2025_5M_10K,dio_1ba6,49,0.004903,stabil,1.0,0.726429,0.551675,0.124463,0.86216,0.013994,0.068313,0.040263,0.040263,0.129676,0.727608,0.61021,0.027986,0.787597
PAXG_2025_5M_10K,dio_1uof,47,0.004703,stabil,0.723404,0.711317,0.541472,0.143015,0.823408,0.011403,0.079739,0.043848,0.043848,0.135591,0.723896,0.559002,0.033797,0.769832
PAXG_2025_5M_10K,dio_0nlj,37,0.003702,stabil,1.0,0.733393,0.558116,0.114438,0.903508,0.03111,0.06473,0.053998,0.053998,0.086878,0.702338,0.812112,0.085108,0.799006
PAXG_2025_5M_10K,dio_0pq6,30,0.003002,stabil,0.766667,0.705738,0.531849,0.150756,0.837584,0.049814,0.104072,0.089189,0.089189,0.110367,0.693211,0.659964,0.139003,0.761579
PAXG_2025_5M_10K,dio_07uk,38,0.003802,stabil,1.0,0.719588,0.543505,0.13881,0.893341,0.110236,0.102627,0.134699,0.134699,0.090873,0.701169,0.743154,0.244935,0.773557
PAXG_2025_5M_10K,dio_0ly7,26,0.002602,stabil,1.0,0.739217,0.552587,0.109797,0.919251,0.034574,0.049801,0.05004,0.05004,0.066441,0.682574,0.816699,0.084613,0.804036
PAXG_2025_5M_10K,dio_0gaw,14,0.001401,stabil,1.0,0.679128,0.47406,0.191666,0.836439,0.206767,0.217203,0.276743,0.276743,0.014697,0.621146,0.60402,0.48351,0.708756
PAXG_2025_5M_10K,dio_0pxr,26,0.002602,stabil,0.692308,0.695887,0.516932,0.165326,0.835283,0.106488,0.125614,0.141899,0.141899,0.037634,0.657968,0.647093,0.248387,0.744627
PAXG_2025_5M_10K,dio_1oc2,22,0.002201,stabil,1.0,0.702335,0.517839,0.155052,0.855319,0.10814,0.12663,0.146499,0.146499,0.035462,0.656261,0.62096,0.254639,0.752088
PAXG_2025_5M_10K,dio_09bn,74,0.007404,stabil,1.0,0.728722,0.561693,0.128561,0.888001,0.057873,0.077323,0.080621,0.080621,0.131826,0.738791,0.771912,0.138494,0.788403
PAXG_2025_5M_10K,dio_0trm,22,0.002201,stabil,0.590909,0.67561,0.47366,0.203634,0.809709,0.196762,0.230489,0.280814,0.280814,0.043783,0.662093,0.607372,0.477576,0.700097
PAXG_2025_5M_10K,dio_04i1,14,0.001401,tragend_unruhig,1.0,0.642865,0.445083,0.23474,0.766478,0.25198,0.281223,0.346723,0.346723,0.01544,0.622232,0.60051,0.598703,0.661393
PAXG_2025_5M_10K,dio_1i76,27,0.002702,stabil,1.0,0.696102,0.512204,0.165939,0.858744,0.163704,0.161941,0.210123,0.210123,0.042764,0.672931,0.641437,0.373827,0.738644
PAXG_2025_5M_10K,dio_0jho,13,0.001301,tragend_unruhig,1.0,0.668075,0.487172,0.187418,0.776846,0.091705,0.151671,0.149222,0.149222,0.045365,0.620554,0.465938,0.240928,0.715247
PAXG_2025_5M_10K,dio_14d9,30,0.003002,stabil,1.0,0.7113,0.528751,0.147796,0.868171,0.103116,0.119906,0.14023,0.14023,0.068245,0.684654,0.595562,0.243346,0.761479
PAXG_2025_5M_10K,dio_0dzv,23,0.002301,stabil,1.0,0.733702,0.544604,0.118465,0.919509,0.068778,0.063503,0.082913,0.082913,0.041077,0.667471,0.813091,0.15169,0.794385
PAXG_2025_5M_10K,dio_0jmo,17,0.001701,tragend_unruhig,0.588235,0.66329,0.473126,0.207654,0.79508,0.198818,0.218841,0.270767,0.270767,0.054665,0.645765,0.617521,0.469585,0.693571
PAXG_2025_5M_10K,dio_0ucz,10,0.001001,tragend_unruhig,1.0,0.640035,0.441756,0.236461,0.779549,0.263273,0.272819,0.356175,0.356175,0.004701,0.588028,0.671823,0.619448,0.660979
PAXG_2025_5M_10K,dio_1sub,49,0.004903,tragend_unruhig,0.918367,0.677905,0.50266,0.19886,0.79108,0.164417,0.176231,0.213627,0.213627,0.089496,0.713448,0.624317,0.378044,0.711284
PAXG_2025_5M_10K,dio_1yt8,10,0.001001,stabil,1.0,0.70419,0.51147,0.134955,0.840698,0.011979,0.072314,0.035036,0.035036,0.010617,0.592977,0.639168,0.031085,0.768376
PAXG_2025_5M_10K,dio_1b3m,14,0.001401,tragend_unruhig,0.857143,0.681517,0.501793,0.16678,0.793327,0.035824,0.123534,0.096261,0.096261,0.046616,0.62646,0.485891,0.131161,0.737219
PAXG_2025_5M_10K,dio_19pg,57,0.005703,stabil,0.526316,0.703436,0.537454,0.159143,0.819512,0.052714,0.099977,0.091304,0.091304,0.139701,0.731149,0.604953,0.144018,0.75624
PAXG_2025_5M_10K,dio_1yoi,25,0.002502,tragend_unruhig,1.0,0.657118,0.474067,0.221281,0.771468,0.210525,0.22716,0.276307,0.276307,0.041843,0.667398,0.707105,0.486832,0.683381
PAXG_2025_5M_10K,dio_0ein,17,0.001701,stabil,1.0,0.711383,0.525001,0.129147,0.84855,0.010737,0.082975,0.046524,0.046524,0.030794,0.641104,0.570537,0.038408,0.774408
PAXG_2025_5M_10K,dio_06qi,23,0.002301,stabil,1.0,0.710649,0.531591,0.143131,0.874737,0.098328,0.100839,0.119495,0.119495,0.087059,0.675349,0.757137,0.217823,0.76636
PAXG_2025_5M_10K,dio_1mwv,36,0.003602,stabil,1.0,0.715609,0.54097,0.14244,0.887918,0.115718,0.109072,0.141836,0.141836,0.080989,0.696972,0.739556,0.257554,0.76917
PAXG_2025_5M_10K,dio_0ahb,16,0.001601,tragend_unruhig,0.6875,0.685802,0.50466,0.164134,0.798015,0.029604,0.12362,0.096654,0.096654,0.041244,0.63768,0.459366,0.126258,0.740724
PAXG_2025_5M_10K,dio_02xf,12,0.001201,stabil,0.666667,0.70321,0.504417,0.148108,0.827217,0.015832,0.088766,0.057245,0.057245,0.018189,0.613299,0.588867,0.073077,0.75931
PAXG_2025_5M_10K,dio_05mh,23,0.002301,stabil,1.0,0.712424,0.525821,0.143627,0.876411,0.10438,0.1091,0.13564,0.13564,0.062387,0.669743,0.651281,0.240019,0.76413
PAXG_2025_5M_10K,dio_1rqi,25,0.002502,stabil,1.0,0.724245,0.547041,0.121845,0.903016,0.064105,0.082936,0.089417,0.089417,0.076031,0.678712,0.770707,0.153522,0.787636
PAXG_2025_5M_10K,dio_13o0,31,0.003102,stabil,1.0,0.741524,0.562435,0.105107,0.914259,0.008642,0.051493,0.02748,0.02748,0.143681,0.708234,0.820027,0.029772,0.809918
PAXG_2025_5M_10K,dio_1ejq,14,0.001401,stabil,1.0,0.690875,0.497964,0.170857,0.862505,0.161057,0.156469,0.210253,0.210253,0.016873,0.623566,0.765451,0.371309,0.734804
PAXG_2025_5M_10K,dio_06jk,16,0.001601,stabil,1.0,0.704053,0.502526,0.160198,0.862016,0.121193,0.13576,0.158124,0.158124,0.028275,0.634683,0.799129,0.279316,0.748517
PAXG_2025_5M_10K,dio_1yme,28,0.002802,stabil,1.0,0.72016,0.539093,0.139528,0.895837,0.105158,0.092394,0.125874,0.125874,0.073797,0.6866,0.770008,0.231032,0.774544
PAXG_2025_5M_10K,dio_1o4z,42,0.004203,stabil,0.952381,0.707214,0.53771,0.148974,0.838973,0.052849,0.099961,0.090372,0.090372,0.089073,0.705784,0.633736,0.143221,0.763338
PAXG_2025_5M_10K,dio_0z3k,16,0.001601,stabil,1.0,0.716629,0.529954,0.135721,0.905689,0.108124,0.094963,0.130353,0.130353,0.05652,0.643662,0.788852,0.238478,0.774061
PAXG_2025_5M_10K,dio_0r5b,10,0.001001,tragend_unruhig,1.0,0.65291,0.439425,0.231952,0.793684,0.24425,0.267819,0.343533,0.343533,0.009634,0.592761,0.753459,0.587784,0.670401
PAXG_2025_5M_10K,dio_0gh3,14,0.001401,stabil,1.0,0.693343,0.49346,0.169803,0.859598,0.165029,0.165158,0.211645,0.211645,0.016093,0.619648,0.674884,0.376675,0.733836
PAXG_2025_5M_10K,dio_0d46,10,0.001001,stabil,1.0,0.703517,0.496415,0.158211,0.88508,0.14305,0.140281,0.182231,0.182231,0.013701,0.593412,0.776648,0.32528,0.748937
PAXG_2025_5M_10K,dio_17db,17,0.001701,tragend_unruhig,0.529412,0.680509,0.494361,0.181559,0.814896,0.14317,0.151361,0.179032,0.179032,0.025476,0.641568,0.705112,0.322202,0.723262
PAXG_2025_5M_10K,dio_04uf,55,0.005503,stabil,0.672727,0.699352,0.531595,0.17049,0.824053,0.103651,0.124282,0.140388,0.140388,0.171496,0.736841,0.584826,0.244039,0.745261
PAXG_2025_5M_10K,dio_087m,33,0.003302,stabil,1.0,0.730202,0.554387,0.118047,0.909136,0.057569,0.082521,0.084703,0.084703,0.084101,0.694357,0.783855,0.142273,0.793444
PAXG_2025_5M_10K,dio_0s8r,19,0.001901,stabil,1.0,0.691872,0.494276,0.174221,0.847996,0.164324,0.183512,0.225778,0.225778,0.051529,0.65346,0.619664,0.390101,0.72894
PAXG_2025_5M_10K,dio_0u24,10,0.001001,stabil,1.0,0.712137,0.52101,0.118561,0.868062,0.011097,0.085609,0.04263,0.04263,0.042673,0.597947,0.645832,0.036753,0.780255
PAXG_2025_5M_10K,dio_1waj,11,0.001101,stabil,1.0,0.684905,0.491359,0.177786,0.857013,0.173207,0.157376,0.218933,0.218933,0.018604,0.601354,0.75521,0.39214,0.728029
PAXG_2025_5M_10K,dio_0klp,23,0.002301,tragend_unruhig,1.0,0.665101,0.494495,0.200009,0.752929,0.09209,0.155425,0.149621,0.149621,0.082118,0.669493,0.486363,0.241711,0.708393
PAXG_2025_5M_10K,dio_1gsb,11,0.001101,stabil,1.0,0.719331,0.5161,0.127792,0.89198,0.059201,0.087672,0.089478,0.089478,0.018446,0.603094,0.690353,0.14868,0.7776
PAXG_2025_5M_10K,dio_0jsd,27,0.002702,tragend_unruhig,0.814815,0.677591,0.497538,0.195113,0.803093,0.16521,0.175472,0.209806,0.209806,0.090034,0.683599,0.728931,0.375016,0.713852
PAXG_2025_5M_10K,dio_0lsd,21,0.002101,stabil,0.571429,0.686963,0.505733,0.170422,0.811094,0.097868,0.140618,0.142554,0.142554,0.054356,0.656882,0.569592,0.240422,0.734427
PAXG_2025_5M_10K,dio_1l7p,20,0.002001,tragend_unruhig,0.75,0.671615,0.484925,0.197111,0.791006,0.171096,0.18783,0.214165,0.214165,0.034679,0.64995,0.552522,0.385261,0.70614
PAXG_2025_5M_10K,dio_0ssi,15,0.001501,stabil,1.0,0.692356,0.508419,0.163403,0.839858,0.108755,0.113523,0.1393,0.1393,0.029477,0.63492,0.617952,0.248056,0.743544
PAXG_2025_5M_10K,dio_01kh,12,0.001201,tragend_unruhig,1.0,0.675624,0.490489,0.18065,0.797139,0.094079,0.137921,0.142523,0.142523,0.010707,0.605707,0.509386,0.236601,0.724032
PAXG_2025_5M_10K,dio_1sa0,16,0.001601,stabil,1.0,0.699976,0.520694,0.153915,0.863331,0.106596,0.121416,0.140094,0.140094,0.096273,0.65146,0.708605,0.24669,0.754619
PAXG_2025_5M_10K,dio_1v2w,29,0.002902,tragend_unruhig,1.0,0.68161,0.51139,0.17635,0.772666,0.034266,0.122205,0.094606,0.094606,0.05419,0.679367,0.474992,0.128872,0.733155
PAXG_2025_5M_10K,dio_0om4,23,0.002301,stabil,1.0,0.716291,0.536998,0.129758,0.876405,0.05078,0.097804,0.08846,0.08846,0.073051,0.669244,0.663551,0.13924,0.777376
PAXG_2025_5M_10K,dio_0v65,20,0.002001,stabil,0.9,0.712764,0.53093,0.130068,0.844623,0.016883,0.080306,0.04033,0.04033,0.088195,0.666471,0.583368,0.024864,0.775102
PAXG_2025_5M_10K,dio_0oc3,22,0.002201,stabil,0.954545,0.69681,0.500979,0.169861,0.83981,0.140091,0.154709,0.182472,0.182472,0.039321,0.662951,0.633987,0.322563,0.736211
PAXG_2025_5M_10K,dio_0h6t,14,0.001401,stabil,1.0,0.707185,0.519656,0.135937,0.858771,0.039686,0.109263,0.089218,0.089218,0.074002,0.633813,0.610383,0.127801,0.767427
PAXG_2025_5M_10K,dio_05yg,49,0.004903,tragend_unruhig,0.979592,0.687088,0.521654,0.17831,0.799126,0.100684,0.127996,0.139087,0.139087,0.084602,0.711335,0.588783,0.239771,0.733611
PAXG_2025_5M_10K,dio_1un4,12,0.001201,tragend_unruhig,1.0,0.643482,0.446998,0.238492,0.74307,0.218302,0.228051,0.278113,0.278113,0.027667,0.606977,0.552617,0.496416,0.665042
PAXG_2025_5M_10K,dio_0fc4,12,0.001201,stabil,1.0,0.672114,0.467045,0.194528,0.8267,0.201588,0.230085,0.283486,0.283486,0.021322,0.608305,0.595943,0.485075,0.702566
PAXG_2025_5M_10K,dio_1w94,16,0.001601,stabil,1.0,0.709369,0.525489,0.131064,0.862244,0.03421,0.103614,0.081926,0.081926,0.065123,0.645264,0.628579,0.116136,0.77169
PAXG_2025_5M_10K,dio_09rg,13,0.001301,stabil,1.0,0.68568,0.497857,0.169914,0.854061,0.176143,0.161401,0.213409,0.213409,0.015901,0.61617,0.550278,0.389552,0.730402
PAXG_2025_5M_10K,dio_02x1,10,0.001001,stabil,1.0,0.684092,0.492428,0.165593,0.833199,0.10293,0.147615,0.162667,0.162667,0.057388,0.598863,0.481049,0.265597,0.734549
PAXG_2025_5M_10K,dio_1l99,10,0.001001,stabil,1.0,0.692784,0.500492,0.151247,0.825894,0.029348,0.13254,0.098979,0.098979,0.082089,0.606375,0.510676,0.128327,0.749906
