world,family,count,share,dominant_effect,dominant_effect_share,avg_passive_inner_effect_rekopplung,avg_passive_inner_effect_carry,avg_passive_inner_effect_strain,avg_passive_inner_effect_sensory_coupling,avg_mcm_hearing_field_gap,avg_perception_felt_pressure,avg_rezeptor_contact_pressure,avg_mcm_feldwirkung_mcm_tension,avg_mini_afterimage,avg_mini_temporal_trust_support,avg_perception_visual_sharpness,avg_perception_auditory_loudness,ruhe_rekopplung_score
PAXG_2024_5M_10K,dio_1xkg,13,0.001301,stabil,0.923077,0.673011,0.467506,0.203201,0.816495,0.204489,0.229417,0.272914,0.272914,0.059951,0.626389,0.702976,0.477402,0.70015
PAXG_2024_5M_10K,dio_1350,39,0.003902,stabil,1.0,0.732178,0.550243,0.124338,0.887326,0.030045,0.062205,0.051725,0.051725,0.069775,0.703316,0.790413,0.08177,0.792396
PAXG_2024_5M_10K,dio_0fl2,71,0.007104,stabil,1.0,0.740102,0.564544,0.120635,0.913761,0.066376,0.067173,0.08097,0.08097,0.128799,0.740406,0.804577,0.147346,0.798493
PAXG_2024_5M_10K,dio_1yoi,12,0.001201,tragend_unruhig,0.833333,0.652138,0.45894,0.219265,0.773711,0.205548,0.220152,0.26821,0.26821,0.020796,0.609515,0.688675,0.473758,0.681188
PAXG_2024_5M_10K,dio_0f4r,21,0.002101,stabil,1.0,0.71896,0.532819,0.139051,0.900546,0.108209,0.096344,0.130539,0.130539,0.050723,0.659103,0.781853,0.238748,0.773542
PAXG_2024_5M_10K,dio_1l7p,18,0.001801,tragend_unruhig,0.555556,0.672033,0.481218,0.196813,0.798055,0.170226,0.187378,0.225241,0.225241,0.016475,0.640221,0.540054,0.395467,0.706133
PAXG_2024_5M_10K,dio_0kx9,99,0.009906,stabil,1.0,0.738179,0.570666,0.116806,0.882369,0.007784,0.058425,0.031221,0.031221,0.209848,0.769312,0.696633,0.030686,0.801253
PAXG_2024_5M_10K,dio_0nlj,41,0.004102,stabil,1.0,0.735741,0.559182,0.114119,0.905575,0.030059,0.063487,0.053747,0.053747,0.072963,0.705034,0.804501,0.083806,0.800449
PAXG_2024_5M_10K,dio_0n0i,34,0.003402,stabil,1.0,0.739895,0.560767,0.105298,0.910656,0.008811,0.053209,0.030661,0.030661,0.075156,0.696574,0.809506,0.035789,0.808011
PAXG_2024_5M_10K,dio_1jc2,124,0.012407,stabil,1.0,0.738582,0.572741,0.115376,0.882528,0.008454,0.057973,0.029969,0.029969,0.188597,0.768785,0.697236,0.028147,0.802088
PAXG_2024_5M_10K,dio_06s7,79,0.007905,stabil,1.0,0.732362,0.561939,0.123442,0.878522,0.023679,0.070326,0.054642,0.054642,0.16007,0.751026,0.688752,0.07832,0.79285
PAXG_2024_5M_10K,dio_0lsd,31,0.003102,stabil,0.806452,0.693448,0.516901,0.165616,0.820909,0.092961,0.133,0.141171,0.141171,0.065616,0.68545,0.554195,0.234132,0.741614
PAXG_2024_5M_10K,dio_1u5i,254,0.025415,stabil,1.0,0.732016,0.570488,0.134452,0.854276,0.014938,0.066616,0.043195,0.043195,0.317205,0.81195,0.597151,0.028654,0.788865
PAXG_2024_5M_10K,dio_1492,57,0.005703,stabil,1.0,0.738041,0.566899,0.118563,0.90284,0.031302,0.06309,0.053976,0.053976,0.187755,0.746593,0.801503,0.085278,0.801072
PAXG_2024_5M_10K,dio_0dzv,19,0.001901,stabil,1.0,0.733086,0.53891,0.118683,0.921031,0.070745,0.0655,0.08549,0.08549,0.018436,0.649156,0.810442,0.156235,0.793112
PAXG_2024_5M_10K,dio_06qi,24,0.002401,stabil,1.0,0.709475,0.530261,0.144877,0.873587,0.101547,0.103043,0.124757,0.124757,0.057332,0.666843,0.764604,0.226304,0.76454
PAXG_2024_5M_10K,dio_0ioc,36,0.003602,stabil,0.916667,0.695103,0.506712,0.181365,0.835295,0.161605,0.171516,0.210172,0.210172,0.080656,0.697016,0.682798,0.371778,0.72987
PAXG_2024_5M_10K,dio_1q85,86,0.008605,stabil,0.906977,0.711386,0.542356,0.162178,0.84862,0.107283,0.110851,0.131086,0.131086,0.15215,0.746505,0.77053,0.238369,0.758015
PAXG_2024_5M_10K,dio_0ein,58,0.005803,stabil,0.982759,0.721702,0.551728,0.128461,0.849528,0.016006,0.077822,0.043012,0.043012,0.118913,0.729352,0.567222,0.027857,0.782468
PAXG_2024_5M_10K,dio_0jkk,88,0.008805,tragend_unruhig,0.977273,0.690477,0.524208,0.185255,0.790501,0.094412,0.137795,0.14732,0.14732,0.158429,0.747623,0.522156,0.241731,0.731564
PAXG_2024_5M_10K,dio_12fw,48,0.004803,stabil,0.5625,0.694848,0.519011,0.172949,0.812039,0.097844,0.140116,0.148634,0.148634,0.081476,0.709624,0.526784,0.246478,0.738222
PAXG_2024_5M_10K,dio_1wdi,23,0.002301,stabil,1.0,0.721963,0.537152,0.121141,0.867542,0.00886,0.067505,0.04112,0.04112,0.063549,0.6731,0.641224,0.033531,0.78567
PAXG_2024_5M_10K,dio_1rcm,11,0.001101,stabil,1.0,0.68459,0.493125,0.169833,0.841614,0.142942,0.140853,0.180129,0.180129,0.039651,0.607151,0.650547,0.323072,0.73184
PAXG_2024_5M_10K,dio_1r55,21,0.002101,stabil,1.0,0.711378,0.514885,0.151392,0.877277,0.119682,0.134134,0.157436,0.157436,0.047435,0.662425,0.789813,0.277118,0.757719
PAXG_2024_5M_10K,dio_0fc4,37,0.003702,stabil,0.945946,0.68405,0.488378,0.197399,0.825647,0.19342,0.238918,0.291996,0.291996,0.1062,0.705678,0.58737,0.485416,0.708696
PAXG_2024_5M_10K,dio_0v65,69,0.006904,stabil,1.0,0.723044,0.555323,0.129675,0.850292,0.013761,0.078527,0.0443,0.0443,0.161763,0.744535,0.569365,0.031369,0.783471
PAXG_2024_5M_10K,dio_19pg,60,0.006004,stabil,0.616667,0.704621,0.538439,0.156561,0.821984,0.049477,0.09839,0.090231,0.090231,0.123474,0.729662,0.594409,0.139708,0.758008
PAXG_2024_5M_10K,dio_1mwv,23,0.002301,stabil,1.0,0.713353,0.53049,0.140958,0.889335,0.115973,0.10656,0.140402,0.140402,0.03588,0.662583,0.730437,0.256375,0.767329
PAXG_2024_5M_10K,dio_1sub,22,0.002201,tragend_unruhig,0.545455,0.674485,0.489256,0.192315,0.799079,0.160455,0.174401,0.209356,0.209356,0.032091,0.65728,0.650908,0.369812,0.711386
PAXG_2024_5M_10K,dio_0u24,15,0.001501,stabil,1.0,0.71699,0.530294,0.118222,0.867694,0.009707,0.086415,0.042797,0.042797,0.051364,0.636278,0.625026,0.034259,0.783325
PAXG_2024_5M_10K,dio_14d9,29,0.002902,stabil,1.0,0.70888,0.529121,0.145669,0.865732,0.097347,0.116028,0.135226,0.135226,0.040402,0.674558,0.586112,0.232573,0.761519
PAXG_2024_5M_10K,dio_0seu,10,0.001001,stabil,1.0,0.723785,0.527647,0.117444,0.923554,0.070254,0.073494,0.090435,0.090435,0.011,0.59324,0.812668,0.160688,0.788768
PAXG_2024_5M_10K,dio_0pz6,73,0.007304,stabil,1.0,0.73026,0.560825,0.130673,0.888286,0.058362,0.080616,0.082001,0.082001,0.151861,0.74221,0.780711,0.140363,0.788235
PAXG_2024_5M_10K,dio_0l2q,10,0.001001,tragend_unruhig,1.0,0.653803,0.460086,0.215793,0.75647,0.15827,0.185522,0.211777,0.211777,0.01598,0.58994,0.425996,0.370048,0.687103
PAXG_2024_5M_10K,dio_13o0,39,0.003902,stabil,1.0,0.737652,0.565017,0.108488,0.906232,0.009999,0.053935,0.032377,0.032377,0.129432,0.715713,0.805706,0.03945,0.806421
PAXG_2024_5M_10K,dio_1o4z,73,0.007304,stabil,0.958904,0.716052,0.548769,0.147088,0.847207,0.050876,0.097346,0.08941,0.08941,0.167844,0.744613,0.621397,0.140286,0.770131
PAXG_2024_5M_10K,dio_1oc2,19,0.001901,stabil,0.947368,0.706113,0.515565,0.150438,0.86211,0.098469,0.122813,0.138732,0.138732,0.024264,0.644477,0.637691,0.237201,0.756326
PAXG_2024_5M_10K,dio_17dc,30,0.003002,stabil,1.0,0.714409,0.525822,0.146203,0.877091,0.11865,0.119393,0.148227,0.148227,0.031563,0.676222,0.659636,0.266877,0.762308
PAXG_2024_5M_10K,dio_087m,30,0.003002,stabil,1.0,0.733847,0.551286,0.116993,0.917334,0.061934,0.07923,0.086394,0.086394,0.055316,0.682079,0.794361,0.148328,0.795448
PAXG_2024_5M_10K,dio_0z3k,23,0.002301,stabil,1.0,0.721898,0.53709,0.135026,0.906715,0.107006,0.094193,0.129244,0.129244,0.058798,0.669128,0.800182,0.236251,0.777336
PAXG_2024_5M_10K,dio_0jho,18,0.001801,tragend_unruhig,1.0,0.674559,0.491297,0.189659,0.780056,0.09595,0.151814,0.155438,0.155438,0.046458,0.647841,0.450529,0.251389,0.717276
PAXG_2024_5M_10K,dio_0lr0,11,0.001101,stabil,0.636364,0.680156,0.490446,0.173074,0.812184,0.100983,0.157578,0.155869,0.155869,0.056209,0.608041,0.527995,0.256853,0.728067
PAXG_2024_5M_10K,dio_1er2,16,0.001601,stabil,1.0,0.695526,0.490291,0.177849,0.858881,0.166368,0.174224,0.224685,0.224685,0.026528,0.636328,0.775483,0.391053,0.731047
PAXG_2024_5M_10K,dio_1i76,23,0.002301,stabil,1.0,0.69823,0.50537,0.168236,0.861815,0.166683,0.162958,0.214488,0.214488,0.031378,0.659018,0.65449,0.381172,0.737703
PAXG_2024_5M_10K,dio_1kpz,75,0.007505,stabil,1.0,0.731449,0.562837,0.122273,0.88051,0.025948,0.06959,0.055476,0.055476,0.156943,0.748411,0.697582,0.081424,0.79316
PAXG_2024_5M_10K,dio_17db,13,0.001301,stabil,0.615385,0.682543,0.488352,0.18051,0.822474,0.142811,0.148477,0.179577,0.179577,0.032955,0.620823,0.718268,0.322388,0.724552
PAXG_2024_5M_10K,dio_01q0,14,0.001401,stabil,1.0,0.721802,0.525246,0.123518,0.892928,0.051157,0.084067,0.080437,0.080437,0.016664,0.62473,0.702864,0.131593,0.782217
PAXG_2024_5M_10K,dio_1gsb,16,0.001601,stabil,1.0,0.720735,0.527455,0.126271,0.888934,0.056613,0.087092,0.086674,0.086674,0.038086,0.639993,0.695193,0.143287,0.780046
PAXG_2024_5M_10K,dio_0pxr,15,0.001501,stabil,0.866667,0.687619,0.502724,0.168534,0.82669,0.104927,0.126134,0.145838,0.145838,0.037694,0.631166,0.586491,0.250766,0.737051
PAXG_2024_5M_10K,dio_18kx,19,0.001901,stabil,1.0,0.714595,0.529158,0.13114,0.874179,0.051692,0.101472,0.091021,0.091021,0.034655,0.64945,0.670357,0.142713,0.774468
PAXG_2024_5M_10K,dio_04uf,62,0.006204,stabil,0.66129,0.70064,0.531086,0.16888,0.825679,0.101997,0.123886,0.14032,0.14032,0.1267,0.727745,0.588654,0.242318,0.746251
PAXG_2024_5M_10K,dio_1tyd,11,0.001101,stabil,1.0,0.691186,0.505332,0.149323,0.829626,0.036094,0.124797,0.098581,0.098581,0.021656,0.599153,0.507917,0.134675,0.751094
PAXG_2024_5M_10K,dio_02vn,10,0.001001,tragend_unruhig,1.0,0.667984,0.484697,0.179092,0.760606,0.020266,0.128071,0.089352,0.089352,0.028556,0.593293,0.434866,0.107058,0.722808
PAXG_2024_5M_10K,dio_1rqi,34,0.003402,stabil,1.0,0.733735,0.553875,0.117519,0.913507,0.058233,0.080344,0.083319,0.083319,0.072446,0.693235,0.80451,0.141553,0.795486
PAXG_2024_5M_10K,dio_0ahb,23,0.002301,tragend_unruhig,0.608696,0.693486,0.515953,0.160822,0.806551,0.027804,0.12052,0.091501,0.091501,0.066636,0.667358,0.489918,0.119305,0.747939
PAXG_2024_5M_10K,dio_0ixk,13,0.001301,tragend_unruhig,0.692308,0.656941,0.4471,0.223889,0.796842,0.24929,0.277587,0.348303,0.348303,0.019597,0.613404,0.575708,0.597592,0.674117
PAXG_2024_5M_10K,dio_05mh,14,0.001401,stabil,1.0,0.705682,0.513869,0.142667,0.877398,0.109962,0.113685,0.139591,0.139591,0.013571,0.620289,0.662461,0.249552,0.759731
PAXG_2024_5M_10K,dio_1w94,37,0.003702,stabil,1.0,0.714702,0.542677,0.135949,0.858417,0.036204,0.105971,0.088239,0.088239,0.143601,0.712046,0.59214,0.124443,0.773902
PAXG_2024_5M_10K,dio_17ct,52,0.005203,stabil,1.0,0.714509,0.54351,0.147327,0.873631,0.107504,0.105405,0.13173,0.13173,0.085853,0.711029,0.763427,0.239234,0.766898
PAXG_2024_5M_10K,dio_1t9l,14,0.001401,tragend_unruhig,0.714286,0.66902,0.479248,0.198929,0.79694,0.176185,0.174268,0.215337,0.215337,0.012066,0.62073,0.597214,0.391522,0.704984
PAXG_2024_5M_10K,dio_1b3m,14,0.001401,tragend_unruhig,0.571429,0.684992,0.500284,0.168089,0.797311,0.034945,0.126859,0.102145,0.102145,0.068138,0.633602,0.450852,0.13709,0.738052
PAXG_2024_5M_10K,dio_19zk,10,0.001001,stabil,1.0,0.696104,0.506651,0.142337,0.84165,0.026742,0.11952,0.09232,0.09232,0.038273,0.594797,0.496795,0.118341,0.757659
PAXG_2024_5M_10K,dio_169a,19,0.001901,stabil,1.0,0.694611,0.501516,0.169216,0.843867,0.141719,0.142825,0.180579,0.180579,0.018671,0.648489,0.636783,0.322297,0.736779
PAXG_2024_5M_10K,dio_00m4,32,0.003202,tragend_unruhig,1.0,0.66584,0.489254,0.21029,0.766209,0.161164,0.177711,0.215102,0.215102,0.062985,0.686802,0.50715,0.376266,0.69824
PAXG_2024_5M_10K,dio_0jsd,20,0.002001,tragend_unruhig,0.7,0.675605,0.490789,0.192929,0.807204,0.164961,0.173352,0.210455,0.210455,0.035729,0.652413,0.743667,0.375417,0.713285
PAXG_2024_5M_10K,dio_0gaw,17,0.001701,stabil,1.0,0.678878,0.479813,0.190897,0.83434,0.202926,0.21472,0.274117,0.274117,0.022674,0.638468,0.625832,0.477043,0.709876
PAXG_2024_5M_10K,dio_0s8r,31,0.003102,stabil,1.0,0.693283,0.503887,0.175413,0.842689,0.160679,0.185012,0.227003,0.227003,0.060267,0.687678,0.588511,0.387682,0.729803
PAXG_2024_5M_10K,dio_0gh3,29,0.002902,stabil,1.0,0.703134,0.510149,0.167084,0.862532,0.159406,0.161221,0.206715,0.206715,0.043019,0.678889,0.669729,0.366121,0.741492
PAXG_2024_5M_10K,dio_1p3p,15,0.001501,tragend_unruhig,1.0,0.656,0.444988,0.227729,0.793664,0.246104,0.296706,0.368521,0.368521,0.040693,0.63181,0.571869,0.614625,0.670329
PAXG_2024_5M_10K,dio_1sa0,15,0.001501,stabil,1.0,0.701166,0.520753,0.150508,0.868617,0.103107,0.120195,0.136925,0.136925,0.076358,0.63765,0.726836,0.240033,0.757198
PAXG_2024_5M_10K,dio_13it,10,0.001001,tragend_unruhig,1.0,0.6611,0.477029,0.192477,0.737634,0.025487,0.144784,0.095946,0.095946,0.046556,0.596509,0.40792,0.120175,0.711333
PAXG_2024_5M_10K,dio_08l0,11,0.001101,stabil,0.636364,0.698271,0.508012,0.144617,0.830009,0.017531,0.083143,0.056573,0.056573,0.006998,0.602256,0.604678,0.074104,0.759712
PAXG_2024_5M_10K,dio_1yme,14,0.001401,stabil,1.0,0.712195,0.524228,0.138378,0.894058,0.099091,0.087546,0.119278,0.119278,0.028361,0.626318,0.774621,0.218369,0.770455
PAXG_2024_5M_10K,dio_0h6t,18,0.001801,stabil,1.0,0.70619,0.52399,0.134831,0.854784,0.03312,0.105858,0.088609,0.088609,0.017916,0.642213,0.568423,0.12173,0.767683
PAXG_2024_5M_10K,dio_0om4,34,0.003402,stabil,1.0,0.719586,0.545755,0.127664,0.877623,0.047394,0.097629,0.086991,0.086991,0.08271,0.694592,0.658974,0.134386,0.780828
PAXG_2024_5M_10K,dio_1vsy,10,0.001001,stabil,1.0,0.710476,0.518444,0.121085,0.866258,0.009387,0.087154,0.049251,0.049251,0.023547,0.591901,0.617509,0.046632,0.777968
PAXG_2024_5M_10K,dio_00v0,14,0.001401,stabil,1.0,0.71341,0.515546,0.143051,0.896811,0.115133,0.112474,0.146609,0.146609,0.030205,0.625796,0.797941,0.261743,0.765394
PAXG_2024_5M_10K,dio_00ta,15,0.001501,stabil,1.0,0.686331,0.487683,0.180466,0.839126,0.158301,0.171689,0.211939,0.211939,0.009597,0.624975,0.78004,0.37024,0.724997
PAXG_2024_5M_10K,dio_1ejq,15,0.001501,stabil,1.0,0.691295,0.499416,0.171635,0.864919,0.165109,0.158022,0.215781,0.215781,0.012037,0.624437,0.772592,0.380889,0.734793
PAXG_2024_5M_10K,dio_161t,17,0.001701,stabil,1.0,0.71146,0.510253,0.149663,0.880176,0.11833,0.133706,0.155413,0.155413,0.033943,0.646507,0.790227,0.273743,0.758106
PAXG_2024_5M_10K,dio_0c76,11,0.001101,stabil,0.909091,0.670789,0.472695,0.197099,0.831756,0.208905,0.202658,0.272492,0.272492,0.00582,0.598535,0.688331,0.481397,0.704573
PAXG_2024_5M_10K,dio_1rx4,19,0.001901,stabil,1.0,0.723357,0.536063,0.129086,0.902727,0.076234,0.073375,0.094381,0.094381,0.039804,0.655855,0.781619,0.170615,0.782965
PAXG_2024_5M_10K,dio_0if9,15,0.001501,stabil,1.0,0.69538,0.505642,0.158845,0.840884,0.088771,0.137536,0.145716,0.145716,0.064187,0.638771,0.543223,0.234486,0.745403
PAXG_2024_5M_10K,dio_0zbu,11,0.001101,stabil,1.0,0.678379,0.484287,0.183488,0.826634,0.159727,0.164605,0.204053,0.204053,0.067963,0.612299,0.653955,0.36378,0.71963
PAXG_2024_5M_10K,dio_0p44,17,0.001701,stabil,0.941176,0.678807,0.471903,0.200011,0.830107,0.207325,0.234128,0.286945,0.286945,0.027355,0.638682,0.762136,0.49427,0.704496
PAXG_2024_5M_10K,dio_09bn,47,0.004703,stabil,1.0,0.729523,0.552929,0.128355,0.892483,0.058747,0.076533,0.080839,0.080839,0.086903,0.710612,0.78379,0.139586,0.787994
PAXG_2024_5M_10K,dio_1e0y,11,0.001101,stabil,1.0,0.692739,0.4953,0.163968,0.85676,0.144427,0.138284,0.180948,0.180948,0.016349,0.603362,0.561777,0.325376,0.738613
PAXG_2024_5M_10K,dio_04i1,15,0.001501,tragend_unruhig,1.0,0.652981,0.440427,0.237719,0.7734,0.254385,0.284852,0.350505,0.350505,0.021568,0.628494,0.609989,0.604889,0.663911
PAXG_2024_5M_10K,dio_1cmd,28,0.002802,stabil,1.0,0.683975,0.484395,0.192678,0.82913,0.189113,0.236204,0.284025,0.284025,0.075314,0.685891,0.603227,0.473139,0.710535
PAXG_2024_5M_10K,dio_15rn,13,0.001301,stabil,1.0,0.682849,0.469726,0.191548,0.839989,0.196128,0.229085,0.270452,0.270452,0.019973,0.619076,0.763772,0.46658,0.711085
PAXG_2024_5M_10K,dio_0jmo,17,0.001701,tragend_unruhig,0.529412,0.666454,0.474305,0.202712,0.802834,0.195881,0.21466,0.266827,0.266827,0.023555,0.638013,0.62496,0.462708,0.697736
PAXG_2024_5M_10K,dio_1ba6,17,0.001701,stabil,1.0,0.72371,0.530362,0.118467,0.872423,0.012709,0.063169,0.03532,0.03532,0.046144,0.64796,0.655628,0.02389,0.786788
PAXG_2024_5M_10K,dio_02xf,10,0.001001,stabil,0.7,0.69926,0.501664,0.146023,0.828036,0.01394,0.089075,0.057282,0.057282,0.005844,0.59249,0.592608,0.071223,0.758332
PAXG_2024_5M_10K,dio_07uk,32,0.003202,stabil,1.0,0.715796,0.538947,0.141236,0.889646,0.115877,0.107723,0.14154,0.14154,0.084655,0.690329,0.727414,0.257416,0.769451
PAXG_2024_5M_10K,dio_0ndm,11,0.001101,tragend_unruhig,1.0,0.651605,0.437155,0.225087,0.785877,0.234314,0.298381,0.352834,0.352834,0.013243,0.602561,0.577492,0.587148,0.668674
PAXG_2024_5M_10K,dio_0trm,42,0.004203,stabil,0.642857,0.677906,0.489976,0.202404,0.810025,0.195698,0.230637,0.283392,0.283392,0.097982,0.709496,0.605274,0.47909,0.703749
PAXG_2024_5M_10K,dio_0lqz,14,0.001401,stabil,0.928571,0.675901,0.465953,0.202867,0.824171,0.20368,0.23131,0.283283,0.283283,0.027529,0.62586,0.764123,0.486963,0.701434
PAXG_2024_5M_10K,dio_1udx,23,0.002301,stabil,0.652174,0.676986,0.479024,0.197292,0.814201,0.188094,0.229415,0.27373,0.27373,0.051938,0.667941,0.594578,0.461824,0.704679
PAXG_2024_5M_10K,dio_02x1,12,0.001201,stabil,1.0,0.692707,0.497533,0.160629,0.839856,0.087495,0.138407,0.149502,0.149502,0.034356,0.612066,0.474282,0.236997,0.742382
PAXG_2024_5M_10K,dio_0ssi,11,0.001101,stabil,0.818182,0.696097,0.496437,0.164387,0.849605,0.117299,0.12135,0.146643,0.146643,0.005183,0.597783,0.6735,0.263941,0.743175
PAXG_2024_5M_10K,dio_084i,11,0.001101,stabil,0.909091,0.670743,0.466572,0.202269,0.827504,0.20217,0.213898,0.278397,0.278397,0.023409,0.603614,0.766177,0.480567,0.701509
PAXG_2024_5M_10K,dio_1r1r,14,0.001401,stabil,1.0,0.686165,0.494801,0.172335,0.845312,0.163015,0.159094,0.207691,0.207691,0.015052,0.621886,0.547443,0.370706,0.729035
PAXG_2024_5M_10K,dio_1yhs,12,0.001201,stabil,1.0,0.698177,0.496504,0.166523,0.876597,0.159199,0.150552,0.204035,0.204035,0.015111,0.607108,0.753946,0.363234,0.741112
PAXG_2024_5M_10K,dio_00sp,10,0.001001,stabil,1.0,0.672856,0.469228,0.188777,0.832427,0.197103,0.214704,0.265296,0.265296,0.014141,0.592539,0.617914,0.462398,0.707435
PAXG_2024_5M_10K,dio_1izp,11,0.001101,stabil,0.818182,0.678529,0.483297,0.179361,0.830931,0.158146,0.175073,0.214194,0.214194,0.020865,0.599839,0.495954,0.37234,0.72018
PAXG_2024_5M_10K,dio_0hg1,13,0.001301,stabil,1.0,0.68837,0.488223,0.175723,0.854293,0.163191,0.176873,0.220923,0.220923,0.025036,0.616077,0.777386,0.384114,0.728569
PAXG_2024_5M_10K,dio_0tzb,11,0.001101,stabil,1.0,0.692158,0.49401,0.167288,0.868936,0.15318,0.152152,0.203846,0.203846,0.026454,0.604461,0.784946,0.357026,0.73755
PAXG_2024_5M_10K,dio_0klp,17,0.001701,tragend_unruhig,1.0,0.667854,0.491847,0.193054,0.761677,0.082403,0.145711,0.135141,0.135141,0.068074,0.649638,0.518174,0.217544,0.713754
PAXG_2024_5M_10K,dio_13hi,11,0.001101,stabil,0.727273,0.678686,0.476538,0.187331,0.825237,0.167437,0.18507,0.227513,0.227513,0.034412,0.605512,0.475133,0.394949,0.714591
PAXG_2024_5M_10K,dio_05gr,10,0.001001,stabil,0.8,0.68104,0.476349,0.183893,0.816538,0.143932,0.153964,0.182381,0.182381,0.045573,0.599593,0.650388,0.326313,0.719775
PAXG_2025_5M_10K,dio_1fll,364,0.036422,stabil,1.0,0.75686,0.59653,0.114847,0.915226,0.010037,0.035843,0.023858,0.023858,0.451974,0.849175,0.820223,0.031688,0.819282
PAXG_2025_5M_10K,dio_14wj,708,0.070843,stabil,1.0,0.743199,0.586935,0.131257,0.873902,0.009458,0.054435,0.037322,0.037322,0.522133,0.870774,0.675764,0.032667,0.800702
PAXG_2025_5M_10K,dio_0c76,12,0.001201,stabil,0.833333,0.661451,0.469095,0.210359,0.813702,0.215148,0.217959,0.289569,0.289569,0.043752,0.614439,0.752895,0.504716,0.693135
PAXG_2025_5M_10K,dio_0m9z,330,0.03302,stabil,0.839394,0.711765,0.552581,0.168333,0.832523,0.102451,0.114068,0.13213,0.13213,0.31452,0.810479,0.663165,0.234582,0.75562
PAXG_2025_5M_10K,dio_00ly,229,0.022914,stabil,1.0,0.730346,0.567673,0.137341,0.87196,0.053566,0.083755,0.085599,0.085599,0.2662,0.794693,0.667291,0.139165,0.784761
PAXG_2025_5M_10K,dio_155c,345,0.034521,stabil,1.0,0.720227,0.558418,0.157133,0.856358,0.098058,0.11135,0.134395,0.134395,0.307525,0.809323,0.638199,0.232453,0.766113
PAXG_2025_5M_10K,dio_10dv,121,0.012107,stabil,1.0,0.729275,0.559049,0.139162,0.895909,0.100924,0.10341,0.129662,0.129662,0.173674,0.762992,0.79891,0.230587,0.780638
PAXG_2025_5M_10K,dio_1pij,129,0.012908,stabil,0.945736,0.69816,0.527017,0.180167,0.829979,0.150289,0.175926,0.211019,0.211019,0.189642,0.765451,0.616075,0.361308,0.733997
PAXG_2025_5M_10K,dio_0tay,55,0.005503,stabil,1.0,0.723991,0.547039,0.141728,0.868893,0.062184,0.08234,0.08337,0.08337,0.116786,0.72672,0.776564,0.145553,0.777596
PAXG_2025_5M_10K,dio_104t,860,0.086052,stabil,0.997674,0.730299,0.575202,0.148628,0.857558,0.043262,0.080146,0.082728,0.082728,0.470745,0.85561,0.651368,0.12599,0.782034
PAXG_2025_5M_10K,dio_1kpz,57,0.005703,stabil,1.0,0.73044,0.558021,0.122043,0.880926,0.025044,0.068747,0.054913,0.054913,0.134028,0.732395,0.698496,0.079957,0.79225
PAXG_2025_5M_10K,dio_0l7p,223,0.022313,stabil,1.0,0.732484,0.570337,0.133366,0.866098,0.020421,0.065746,0.055805,0.055805,0.278697,0.801,0.670185,0.076226,0.790153
PAXG_2025_5M_10K,dio_06er,220,0.022013,stabil,1.0,0.74731,0.582588,0.123125,0.905236,0.036606,0.047987,0.050123,0.050123,0.316229,0.811123,0.816473,0.086729,0.806356
PAXG_2025_5M_10K,dio_07o8,103,0.010306,stabil,0.990291,0.713831,0.53819,0.157479,0.852965,0.097477,0.130393,0.151866,0.151866,0.152665,0.751364,0.608978,0.249343,0.758167
PAXG_2025_5M_10K,dio_0z9t,122,0.012207,stabil,1.0,0.724778,0.550526,0.150201,0.873131,0.099488,0.105683,0.125409,0.125409,0.169265,0.762902,0.797423,0.224897,0.771579
PAXG_2025_5M_10K,dio_0f8s,35,0.003502,stabil,1.0,0.704209,0.510953,0.171186,0.862136,0.15736,0.17618,0.214347,0.214347,0.089221,0.698959,0.780355,0.371707,0.740554
PAXG_2025_5M_10K,dio_0ioc,19,0.001901,stabil,0.736842,0.68058,0.494407,0.18385,0.822783,0.163009,0.170174,0.206898,0.206898,0.025191,0.643919,0.69842,0.369907,0.720682
PAXG_2025_5M_10K,dio_0byp,12,0.001201,stabil,0.75,0.678614,0.486742,0.182743,0.832427,0.178326,0.167171,0.215462,0.215462,0.005955,0.604923,0.583212,0.393788,0.719275
PAXG_2025_5M_10K,dio_0h9h,320,0.032019,stabil,1.0,0.729805,0.570795,0.138705,0.869979,0.052881,0.083627,0.086529,0.086529,0.301498,0.807231,0.664917,0.13941,0.784465
PAXG_2025_5M_10K,dio_18v0,100,0.010006,stabil,0.92,0.695957,0.521742,0.18107,0.829858,0.150944,0.17646,0.217331,0.217331,0.147167,0.749007,0.612517,0.368275,0.731589
PAXG_2025_5M_10K,dio_1xme,39,0.003902,stabil,1.0,0.69907,0.514279,0.172036,0.857178,0.159268,0.175193,0.217257,0.217257,0.079027,0.701345,0.781247,0.376525,0.738081
PAXG_2025_5M_10K,dio_0obq,149,0.014909,stabil,1.0,0.713233,0.544131,0.158643,0.850696,0.100329,0.129957,0.152288,0.152288,0.200731,0.772206,0.620659,0.252617,0.758171
PAXG_2025_5M_10K,dio_1tiu,71,0.007104,stabil,1.0,0.738805,0.56355,0.123049,0.90931,0.064826,0.067611,0.080376,0.080376,0.144926,0.743015,0.807755,0.145202,0.796738
PAXG_2025_5M_10K,dio_084i,11,0.001101,stabil,0.909091,0.672774,0.46781,0.199445,0.830529,0.19698,0.209719,0.271731,0.271731,0.018439,0.601238,0.774681,0.46871,0.704396
