movement_key,seen_count,total_events,total_worlds_observed,dominant_tragart,field_memory_quality,maturity_note,dominant_field_position,dominant_drift_label,avg_top_share,avg_top_signature_share,tragart_profile,field_position_profile,drift_profile,timeframes,assets,years,sources,caution_note
dio_mcm_episode_02xikfk->dio_mcm_episode_1t5bcxp,1,1,1,breit_driftend,young,young_trace,-,-,1.0,0.0,breit_driftend:1,-,-,-,-,-,396_MCM_FELDBEWEGUNG_LATE_SHIFT_2023_PASSIVE_FELDWIRKUNG_reproduktion.csv:1,passive_not_actionable
