asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
PAXG,start0_null_random_1000,36,36,0,0,0.5555555555555556,0.20408163265306123,0.4199601318511289,0.3348662797877926,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start0_null_shuffle_1000,36,33,2,1,0.5555555555555556,0.12,0.39082092290118153,0.3592439001930898,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start0_real_1000,36,33,2,1,0.5849056603773585,0.24444444444444444,0.3929529920998796,0.3153614210955555,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.3929529920998796,0.3153614210955555,,,real,,kind_summary,1,33.0,0.5849056603773585,0.24444444444444444,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.4199601318511289,0.3348662797877926,,,null_random,,kind_summary,1,36.0,0.5555555555555556,0.20408163265306123,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.39082092290118153,0.3592439001930898,,,null_shuffle,,kind_summary,1,33.0,0.5555555555555556,0.12,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,,,,,,,,,,,,,0,window_summary,,,,,,0.02935010482180289,0.04036281179138321,-0.0270071397512493,-0.043882479097534344,0.01486734868425562,graduell_kernnaehe_ohne_feldzeitvorsprung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_104t,61,3,field_stabil,23,0.06927710843373494,0.7465285217391304,0.15136778260869566,0.47933965217391306,0.7669877826086957,18,0.054380664652567974,0.7539893333333334,0.16337105555555553,0.7610513333333333,0.9074166666666668,20,0.06042296072507553,0.7612914500000001,0.161885,0.7943599,0.9244870000000001,-0.008854147708659409,0.31502024782608695,0.15749921739130435,0.010517217391304345,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_155c,51,3,field_stabil,15,0.045180722891566265,0.7411672666666667,0.15881466666666666,0.3806578666666667,0.7148439333333333,17,0.0513595166163142,0.7507149411764706,0.16790141176470588,0.7274168235294117,0.8890434705882353,19,0.05740181268882175,0.7495657368421053,0.17126073684210527,0.7946443684210527,0.9199102631578947,0.012221089797255488,0.413986501754386,0.2050663298245614,0.012446070175438612,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_14wj,43,3,field_stabil,16,0.04819277108433735,0.760196,0.1293265,0.40427875,0.7301400625,10,0.030211480362537766,0.7721236,0.14187,0.7356586,0.8904274000000001,17,0.0513595166163142,0.7739405882352941,0.13909923529411763,0.7970392941176471,0.9198272352941176,0.00316674553197685,0.39276054411764705,0.18968717279411762,0.009772735294117624,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0m9z,40,3,field_stabil,12,0.03614457831325301,0.728862,0.17289908333333334,0.32392916666666666,0.6822393333333333,14,0.04229607250755287,0.7399227857142857,0.17851685714285712,0.7021089285714286,0.8773930714285714,14,0.04229607250755287,0.7460399285714285,0.18427835714285715,0.7834890714285715,0.9114757857142858,0.006151494194299861,0.45955990476190484,0.22923645238095247,0.011379273809523804,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0l7p,39,3,field_stabil,20,0.060240963855421686,0.7570913,0.1405313,0.44880319999999996,0.7559161,5,0.015105740181268883,0.764375,0.1533504,0.7484752,0.8979068,14,0.04229607250755287,0.7692485,0.14811907142857142,0.7882142142857143,0.9155813571428572,-0.017944891347868815,0.3394110142857143,0.15966525714285718,0.0075877714285714215,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0h9h,22,3,field_stabil,9,0.02710843373493976,0.7480182222222223,0.142302,0.27597655555555556,0.6423564444444445,6,0.01812688821752266,0.753914,0.15417766666666666,0.6175346666666667,0.8458945,7,0.021148036253776436,0.7577635714285714,0.15449628571428572,0.72928,0.8857268571428571,-0.005960397481163324,0.4533034444444445,0.24337041269841264,0.012194285714285713,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1u5i,20,3,field_stabil,8,0.024096385542168676,0.74772975,0.132532,0.241870625,0.624820125,1,0.0030211480362537764,0.76167,0.138068,0.499064,0.807932,11,0.03323262839879154,0.7662743636363636,0.1479050909090909,0.6641401818181818,0.8639943636363636,0.009136242856622866,0.4222695568181818,0.23917423863636367,0.015373090909090892,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1lsu,20,3,field_stabil,9,0.02710843373493976,0.739861,0.159793,0.26394755555555555,0.6390922222222222,2,0.006042296072507553,0.7482314999999999,0.1592545,0.540963,0.8155159999999999,9,0.027190332326283987,0.7513693333333333,0.16612766666666667,0.677757,0.8662202222222222,8.189859134422744e-05,0.4138094444444445,0.227128,0.006334666666666683,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1ewh,19,3,field_stabil,4,0.012048192771084338,0.7063955,0.15488425,0.12343775,0.49680825,9,0.027190332326283987,0.7447504444444444,0.16111,0.4845325555555556,0.7917837777777778,6,0.01812688821752266,0.7494828333333333,0.1668791666666667,0.6849943333333334,0.8689403333333333,0.006078695446438322,0.5615565833333334,0.3721320833333333,0.011994916666666688,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1fll,19,2,field_stabil,12,0.03614457831325301,0.7770500833333333,0.11171191666666667,0.32850233333333334,0.6876289999999999,0,0.0,0.0,0.0,0.0,0.0,7,0.021148036253776436,0.7873858571428572,0.12451828571428572,0.6705181428571428,0.8670924285714285,-0.014996542059476575,0.3420158095238095,0.1794634285714286,0.012806369047619046,phasenbruecke_lokal
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0oc3,15,3,field_stabil,5,0.015060240963855422,0.7160756,0.17716579999999998,0.1697846,0.5428766,4,0.012084592145015106,0.7371815,0.18142925,0.46428125,0.78234375,6,0.01812688821752266,0.730339,0.18743566666666667,0.6402191666666667,0.8490873333333333,0.0030666472536672387,0.47043456666666666,0.30621073333333326,0.010269866666666683,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_06er,15,3,field_stabil,6,0.018072289156626505,0.7566275,0.122261,0.1940345,0.5795481666666666,2,0.006042296072507553,0.772871,0.127737,0.4608945,0.7831925,7,0.021148036253776436,0.7815542857142858,0.13338771428571428,0.6242567142857143,0.846868,0.0030757470971499307,0.4302222142857143,0.2673198333333333,0.011126714285714281,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_00ja,14,3,field_stabil,3,0.009036144578313253,0.6978093333333333,0.17095233333333335,0.08844433333333335,0.4307673333333333,8,0.02416918429003021,0.728587,0.172233375,0.437037375,0.772782,3,0.00906344410876133,0.7316996666666666,0.17876233333333333,0.6479246666666666,0.8509193333333332,2.729953044807755e-05,0.5594803333333332,0.42015199999999997,0.007809999999999984,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_00ly,14,3,field_stabil,5,0.015060240963855422,0.7239898,0.142435,0.15276099999999998,0.5365468,3,0.00906344410876133,0.7543616666666667,0.14553166666666667,0.42898533333333333,0.7698276666666667,6,0.01812688821752266,0.7587039999999999,0.14720183333333334,0.5967718333333334,0.8330763333333334,0.0030666472536672387,0.4440108333333334,0.29652953333333343,0.004766833333333331,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0obq,13,3,field_stabil,3,0.009036144578313253,0.7160003333333332,0.16588899999999998,0.09296966666666667,0.427489,5,0.015105740181268883,0.7445522,0.1634808,0.37787899999999996,0.7456628000000001,5,0.015105740181268883,0.7489204,0.1625302,0.5921506,0.8341364,0.00606959560295563,0.4991809333333333,0.4066474,-0.0033587999999999674,kernfamilie_mit_feldzeitverdichtung
PAXG,start0_real_1000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0fe7,12,3,field_stabil,4,0.012048192771084338,0.74146225,0.142339,0.1213005,0.49682925,4,0.012084592145015106,0.7468827499999999,0.15050175,0.39464375,0.76213725,4,0.012084592145015106,0.7588170000000001,0.1558485,0.5870485,0.83348875,3.639937393076775e-05,0.46574799999999994,0.3366595,0.013509500000000008,kernfamilie_mit_feldzeitverdichtung
