asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
DOGE,start0_null_random_3600,36,26,3,5,0.1506849315068493,0.020833333333333332,0.37846559513363975,0.2662576269786182,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_null_shuffle_3600,36,34,1,1,0.5849056603773585,0.2391304347826087,0.4124929366373139,0.20644907099991266,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_real_3600,36,10,9,15,0.10526315789473684,0.06451612903225806,0.22423562225810414,0.22848451306986256,anschlussfaehige_oberflaeche,reifungsrolle_reproduziert,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.22423562225810414,0.22848451306986256,,,real,,kind_summary,1,10.0,0.10526315789473684,0.06451612903225806,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.37846559513363975,0.2662576269786182,,,null_random,,kind_summary,1,26.0,0.1506849315068493,0.020833333333333332,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.4124929366373139,0.20644907099991266,,,null_shuffle,,kind_summary,1,34.0,0.5849056603773585,0.2391304347826087,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,,,,,,,,,,,,,0,window_summary,,,,,,-0.47964250248262164,-0.17461430575035064,-0.18825731437920976,-0.03777311390875565,-0.23239162745150801,nullwelt_staerker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start0_real_3600,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_1fll,908,3,field_stabil,316,0.2637729549248748,0.7541102594936709,0.1251632056962025,0.8352356044303798,0.9414968955696202,261,0.21786310517529214,0.7645424099616859,0.1278053256704981,0.8717867816091954,0.9624495210727969,331,0.27629382303839733,0.7913417854984893,0.12715038972809667,0.8789535377643505,0.9647269546827794,0.012520868113522543,0.04371793333397067,0.02323005911315912,0.001987184031894157,anschlussfaehige_oberflaeche
DOGE,start0_real_3600,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0n0i,650,3,field_stabil,287,0.2395659432387312,0.7536602613240418,0.12092893728222998,0.8421801916376307,0.9404542020905923,122,0.1018363939899833,0.7552121967213115,0.12468123770491804,0.8919608360655737,0.9643305573770492,241,0.2011686143572621,0.7897308921161825,0.12457341493775934,0.887717,0.9646627510373443,-0.0383973288814691,0.045536808362369285,0.024208548946752062,0.00364447765552936,anschlussfaehige_oberflaeche
DOGE,start0_real_3600,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_13o0,458,3,field_stabil,110,0.09181969949916527,0.7500198454545455,0.12221923636363635,0.7722750727272728,0.908458009090909,261,0.21786310517529214,0.767138049808429,0.12443252490421455,0.8846901455938698,0.9625783103448275,87,0.07262103505843072,0.7905108390804598,0.12457324137931033,0.8896967471264368,0.9663706206896551,-0.01919866444073455,0.11742167439916396,0.057912611598746055,0.0023540050156739822,anschlussfaehige_oberflaeche
DOGE,start0_real_3600,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0g3b,336,3,field_stabil,121,0.1010016694490818,0.7533211074380165,0.11803444628099174,0.766920305785124,0.9103477355371901,97,0.08096828046744574,0.7626618453608248,0.12182289690721651,0.8579450309278351,0.9571669175257732,118,0.09849749582637729,0.7933830254237288,0.12303216101694915,0.873116,0.961708093220339,-0.0025041736227045114,0.10619569421487596,0.05136035768314895,0.0049977147359574065,anschlussfaehige_oberflaeche
