rolle,rolle_lang,basis,funktionsklasse,unterform,world_count,rows,segments,longest_segment,field_carried_share,mcm_carry_quality,mcm_strain_quality,mcm_rekopplung_quality,mcm_visual_field_gap,mcm_hearing_field_gap,mini_afterimage,mini_recurrence_strength,raw_volume_ratio,raw_range_ratio,raw_volume,raw_range
0hiolzy,situative Milieuinsel,PEPE-A,Milieuinsel,ruhig_rekoppelnd_tief,1,769.0,10.0,668.0,,0.5922161573472041,0.1516910832249675,0.7326097230169051,0.19337409362808844,0.03397836801040312,0.8275954954486346,0.9405211586475942,,,22153923985.175552,0.011373781727373498
1yxc2ug,aktive Grundrollen-Rekopplung,PEPE-C plus Mehrwelt-Hinweise,Aktive Rekopplung,verteilt_aktiv_rauer,1,304.0,26.0,31.0,,0.5441008157894737,0.17357209539473684,0.7002227467105263,0.2322035,0.08942246381578947,0.6165945493421052,0.6661574210526315,,,300016078068.7039,0.010423201736447155
0hvxln3,aktive Rekopplungsrolle,9 Welten,Aktive Rekopplung,kompakt_stark_getragen,9,42.666666666666664,24.11111111111111,3.0,0.9052547829995279,0.530247338985498,0.16307103895366773,0.6996383567452574,0.18361934876537556,0.08980978100295532,0.4716327664696392,0.5346823059931193,2.1013640199031447,1.5331832116450754,,
14sn1ov,aktive Rekopplungsrolle,9 Welten,Aktive Rekopplung,visuell_offen_beanspruchend,9,44.0,22.11111111111111,3.0,0.7558605733895944,0.5256964772193317,0.171704079661396,0.6924361181715376,0.26055926236709837,0.08039201795070197,0.479038255603125,0.5406526387963271,2.1744675719431807,1.6309401665020278,,
