name,group,run,window,tick_start,tick_end,local_role,hearing_load,visual_load,field_pressure,relief,sensory_conflict,kipp_pressure,fit,rekopplung,field_strain,field_carry,afterimage
SOL_2024_5M,referenz,1,1,1,80,lokal_offen,0.20001142600000002,0.27372300825,0.20039528375000004,0.7029245762499999,0.07694286099999999,0.19814942413,0.963528066625,0.6248295374999999,0.1963939125,0.3500977875,0.0
SOL_2024_5M,referenz,1,2,41,120,lokal_rekoppelnd,0.2157141185,0.2682123745,0.199264947,0.70557301475,0.05324022537500002,0.1963961753,0.9573017005,0.6269653625,0.200070225,0.3594362125,0.0
SOL_2024_5M,referenz,1,3,81,160,lokal_rekoppelnd,0.22340712324999998,0.25962925675,0.19839915624999999,0.7045083740000001,0.041261122875,0.19395420710999997,0.95688096625,0.627314475,0.1948402875,0.3544553375,0.00032235
SOL_2024_5M,referenz,1,4,121,200,lokal_offen,0.20547576324999997,0.2765553835,0.1997352535,0.70417922475,0.07387180212500001,0.19941165481999995,0.958719680125,0.6260998125,0.1967389,0.3524600875,0.0003927
SOL_2024_5M,referenz,1,5,161,240,lokal_rekoppelnd,0.18504492124999997,0.2691820095,0.19699129775,0.7098676352500001,0.08827397887500002,0.19405516719,0.969877832375,0.6300437375000001,0.1989339625,0.3651787625,0.000136075
SOL_2024_5M,referenz,1,6,201,280,lokal_rekoppelnd,0.18480394875,0.2472337335,0.19502769625,0.70773186325,0.0645048735,0.18421979415,0.979008855125,0.6302647625,0.1889867625,0.3578213,0.0001751
SOL_2024_5M,referenz,1,7,241,320,lokal_offen,0.2111428155,0.279224105,0.20362354775,0.70143418125,0.07178883075,0.20247875103,0.9584400875,0.6225969625000001,0.20596018749999997,0.352898225,0.00010937500000000002
SOL_2024_5M,referenz,1,8,281,360,lokal_offen,0.19436799800000004,0.28810680375000003,0.20325887425,0.700157264,0.099839712625,0.20494150117,0.962021473375,0.62198895,0.2022539625,0.349150625,0.00046666249999999997
SOL_2024_5M,referenz,1,9,321,400,lokal_offen,0.18743372625000002,0.27031847325,0.19972616325000003,0.70032938075,0.083716277,0.19515655097,0.9708500635,0.6240308625,0.1906497875,0.3446367875,0.0005038
SOL_2024_5M,referenz,1,10,361,440,lokal_offen,0.20247602274999998,0.28453455925,0.203823042,0.69989534475,0.0864084415,0.20408418544,0.960317751,0.6214903125,0.204497925,0.3507428875,8.008749999999999e-05
SOL_2024_5M,referenz,1,11,401,480,lokale_multisensorische_kippnaehe,0.21609937600000004,0.32360212774999997,0.21296782825000002,0.69397655475,0.12306418924999993,0.22588704934999998,0.943117076375,0.6135110125,0.22524468749999998,0.3498636125,4.295e-05
SOL_2024_5M,referenz,1,12,441,520,lokale_multisensorische_kippnaehe,0.23036767825000004,0.338531858,0.21493788500000002,0.69261427125,0.12190893349999998,0.23341895666,0.930488116875,0.6119132125,0.22760065,0.34593582500000003,0.000262575
SOL_2024_5M,referenz,1,13,481,560,lokal_rekoppelnd,0.19873264100000002,0.2903339425,0.20137345075000004,0.70633160025,0.10131582712499998,0.20608095465,0.9568401590000001,0.6255081625,0.20767008750000002,0.3635621,0.0003061875
SOL_2024_5M,referenz,1,14,521,600,lokal_rekoppelnd,0.19443386024999998,0.27644662625,0.1972979585,0.7103796145,0.08942766037500001,0.19834700748,0.9618577152500001,0.629460525,0.204099675,0.373127025,4.3612499999999996e-05
SOL_2024_5M,referenz,1,15,561,640,lokal_rekoppelnd,0.19656171425,0.2756180145,0.19508119550000003,0.7099951785,0.07920851962500002,0.19622572842,0.958991331125,0.630774175,0.196706875,0.3700667,0.0003697
SOL_2024_5M,referenz,1,16,601,680,lokal_rekoppelnd,0.17982438400000003,0.26398490625,0.19374968075000004,0.70951970325,0.08664130912499995,0.19012672418999998,0.971845035625,0.6313069625,0.1909131375,0.36623557500000004,0.0004041
SOL_2024_5M,referenz,1,17,641,720,lokal_offen,0.20944889875,0.29483265825,0.20436613575,0.702885842,0.09032218949999998,0.20905093286999998,0.95222535725,0.622550625,0.2137086125,0.3624132125,5.887500000000001e-05
SOL_2024_5M,referenz,1,18,681,760,lokale_multisensorische_kippnaehe,0.24294667350000002,0.38897944850000005,0.22320395075,0.6903097770000001,0.171362804375,0.25943374025,0.90724088975,0.606883775,0.2540425125,0.3555919875,0.0020661625
SOL_2024_5M,referenz,1,19,721,800,lokale_multisensorische_kippnaehe,0.22914707774999996,0.40585757899999997,0.22618989875,0.6902325500000001,0.21446483937500002,0.26814385546999997,0.908687570375,0.60500885,0.2623692875,0.35706767500000003,0.002079625
