world,role,delta_count,delta_share,delta_avg_rekopplung,delta_avg_carry,delta_avg_strain,delta_avg_sensory,delta_avg_visual_gap,delta_avg_hearing_gap
KAS_2024_5M_2K,zentrum_stabil,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_5M_2K,offene_variante,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_5M_2K,spannungsrand_kippnaehe,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_15M_2K,zentrum_stabil,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_15M_2K,offene_variante,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_15M_2K,spannungsrand_kippnaehe,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_30M_2K,zentrum_stabil,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_30M_2K,offene_variante,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_30M_2K,spannungsrand_kippnaehe,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_1H_2K,zentrum_stabil,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_1H_2K,offene_variante,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
KAS_2024_1H_2K,spannungsrand_kippnaehe,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
