token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_0t27,3,1,SOL2024_30M,offene_variante,dio_0t27,0.918296,6,3,3,dio_151t,dio_13pn,0.625835,0.323023,0.151946,0.792839,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.666667,0.0,driftzone
dio_19xy,3,1,SOL2024_15M,offene_variante,dio_19xy,-0.0,6,3,3,dio_02om,dio_03wi,0.621338,0.399722,0.246405,0.796514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1p6f,3,1,SOL2025_15M,spannungsrand_kippnaehe,dio_1p6f,0.918296,6,3,3,dio_1s25,dio_0fp4,0.592547,0.354727,0.294983,0.777212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,driftzone
dio_01oq,2,1,SOL2025_30M,offene_variante,dio_01oq,-0.0,4,2,2,dio_1lsm,dio_1e5j,0.658126,0.493719,0.237425,0.869804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_03pm,2,1,SOL2024_30M,offene_variante,dio_03pm,-0.0,4,2,2,dio_07kz,dio_1odq,0.615833,0.345093,0.227666,0.822953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_06b8,2,1,SOL2024_15M,spannungsrand_kippnaehe,dio_06b8,1.0,4,2,2,dio_11nj,dio_0ipe,0.61847,0.384863,0.231788,0.808858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_06nd,2,1,SOL2025_15M,spannungsrand_kippnaehe,dio_06nd,1.0,4,2,2,dio_1bar,dio_0xe1,0.635965,0.435561,0.263085,0.865658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_09ie,2,1,SOL2024_30M,offene_variante,dio_09ie,-0.0,4,2,2,dio_0q4n,dio_084g,0.60357,0.305277,0.206813,0.789551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0ate,2,1,SOL2025_15M,offene_variante,dio_0ate,-0.0,4,2,2,dio_1vsg,dio_0erk,0.616065,0.307811,0.168411,0.788895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0azq,2,1,SOL2025_30M,offene_variante,dio_0azq,1.0,4,2,2,dio_0u84,dio_1nhy,0.603944,0.336537,0.235075,0.793998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_0cty,2,1,SOL2025_15M,offene_variante,dio_0cty,-0.0,4,2,2,dio_014l,dio_0esw,0.593126,0.299266,0.23157,0.773751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0eg5,2,1,SOL2024_30M,offene_variante,dio_0eg5,-0.0,4,2,2,dio_1irs,dio_00xv,0.599993,0.299359,0.204966,0.766437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0eqr,2,1,SOL2024_15M,offene_variante,dio_0eqr,-0.0,4,2,2,dio_0k0k,dio_mcm_episode_1qs9yv0,0.599565,0.301458,0.224305,0.784939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0gvs,2,1,SOL2024_15M,offene_variante,dio_0gvs,1.0,4,2,2,dio_1dur,dio_0g59,0.592661,0.333143,0.296861,0.808736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_0m39,2,1,SOL2024_15M,offene_variante,dio_0m39,-0.0,4,2,2,dio_0y8g,dio_1j66,0.608202,0.303339,0.182918,0.772429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0mp0,2,1,SOL2024_15M,offene_variante,dio_0mp0,-0.0,4,2,2,dio_0g4s,dio_0df4,0.625562,0.394822,0.238521,0.823824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0p24,2,1,SOL2024_15M,offene_variante,dio_0p24,-0.0,4,2,2,dio_0nlo,dio_1m5w,0.608564,0.29988,0.190971,0.786164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0t5k,2,1,SOL2024_15M,offene_variante,dio_0t5k,-0.0,4,2,2,dio_1xl9,dio_0giw,0.609155,0.307153,0.192157,0.792335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0v4h,2,1,SOL2025_15M,offene_variante,dio_0v4h,-0.0,4,2,2,dio_14w1,dio_0b9n,0.612334,0.303078,0.169351,0.77105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_0wzo,2,1,SOL2024_30M,offene_variante,dio_0wzo,1.0,4,2,2,dio_14lo,dio_mcm_episode_1emjrb8,0.598347,0.351504,0.276419,0.784463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_0yo4,2,1,SOL2025_30M,spannungsrand_kippnaehe,dio_0yo4,1.0,4,2,2,dio_14jy,dio_mcm_episode_1r29kjz,0.612139,0.391084,0.266857,0.810916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_0z6b,2,1,SOL2024_30M,spannungsrand_kippnaehe,dio_0z6b,1.0,4,2,2,dio_mcm_episode_1rc968y,dio_mcm_episode_1be7j1w,0.576305,0.282278,0.249262,0.714237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_13id,2,1,SOL2024_30M,offene_variante,dio_13id,-0.0,4,2,2,dio_0nz9,dio_1j0s,0.592537,0.288445,0.232345,0.769661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_16ja,2,1,SOL2024_30M,offene_variante,dio_16ja,-0.0,4,2,2,dio_1m8x,dio_0yob,0.632559,0.400467,0.241109,0.851784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_17ax,2,1,SOL2024_15M,offene_variante,dio_17ax,1.0,4,2,2,dio_10sg,dio_0z6o,0.570107,0.281685,0.297115,0.757945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_18iw,2,1,SOL2024_15M,offene_variante,dio_18iw,1.0,4,2,2,dio_1r6g,dio_0l18,0.609177,0.380573,0.259254,0.804337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_18yl,2,1,SOL2024_15M,offene_variante,dio_18yl,-0.0,4,2,2,dio_1cpg,dio_0w8g,0.621182,0.388224,0.228397,0.789426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1anx,2,1,SOL2025_30M,offene_variante,dio_1anx,1.0,4,2,2,dio_013s,dio_0ywk,0.589373,0.328063,0.261869,0.760749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_1bqf,2,1,SOL2024_30M,spannungsrand_kippnaehe,dio_1bqf,1.0,4,2,2,dio_mcm_episode_1hxgbjy,dio_mcm_episode_12inecr,0.595131,0.289454,0.221795,0.763458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_1dmv,2,1,SOL2024_15M,offene_variante,dio_1dmv,-0.0,4,2,2,dio_03wi,dio_1uzv,0.613959,0.308849,0.184551,0.796797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1fhs,2,1,SOL2024_15M,offene_variante,dio_1fhs,-0.0,4,2,2,dio_0ccv,dio_016d,0.595972,0.294137,0.206372,0.747262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1h6s,2,1,SOL2024_15M,offene_variante,dio_1h6s,-0.0,4,2,2,dio_01uz,dio_1a11,0.614969,0.343815,0.217004,0.807667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1l13,2,1,SOL2024_30M,offene_variante,dio_1l13,1.0,4,2,2,dio_03bn,dio_0szn,0.602267,0.337138,0.251007,0.799675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
dio_1nec,2,1,SOL2024_30M,offene_variante,dio_1nec,-0.0,4,2,2,dio_0idh,dio_1eut,0.602256,0.304141,0.205909,0.765028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1q9p,2,1,SOL2025_30M,offene_variante,dio_1q9p,-0.0,4,2,2,dio_mcm_episode_0z798i5,dio_mcm_episode_12xyyon,0.605411,0.300245,0.19705,0.771996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1rst,2,1,SOL2025_15M,offene_variante,dio_1rst,-0.0,4,2,2,dio_1lyr,dio_0akz,0.61322,0.306735,0.174726,0.783945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_1yxz,2,1,SOL2024_30M,offene_variante,dio_1yxz,-0.0,4,2,2,dio_0cdc,dio_17ex,0.62255,0.391558,0.254831,0.823829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_069zocn,2,1,SOL2024_15M,offene_variante,dio_0145,-0.0,4,2,2,dio_1hrd,dio_1z12,0.572887,0.268653,0.261534,0.752327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_1m0ndug,2,1,SOL2024_30M,offene_variante,dio_1nec,1.0,4,2,2,dio_mcm_episode_1hngpuz,dio_09nq,0.59807,0.33994,0.259365,0.774416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,driftzone
