world,transition,from_role,to_role,start_tick,previous_duration,current_duration,current_raw_field_intake,current_rekopplung,current_strain
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,7,6,1,0.062855,0.708009,0.115901
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,8,1,10,0.101427,0.6658481,0.16290549999999998
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,18,10,1,0.049489,0.714609,0.114316
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,19,1,18,0.11881844444444445,0.6550846666666666,0.17716955555555555
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,37,18,1,0.055766,0.702264,0.119613
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,38,1,5,0.16704159999999998,0.6397888,0.1994448
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,43,5,1,0.106729,0.707194,0.122535
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,44,1,21,0.1451967142857143,0.6567138095238095,0.1781375238095238
SOL_QUIET_CURRENT,offene_variante->spannungsrand_kippnaehe,offene_variante,spannungsrand_kippnaehe,65,21,1,0.373731,0.584524,0.279319
SOL_QUIET_CURRENT,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,66,1,2,0.15895399999999998,0.6502215,0.18847950000000002
SOL_QUIET_CURRENT,offene_variante->spannungsrand_kippnaehe,offene_variante,spannungsrand_kippnaehe,68,2,1,0.211725,0.595596,0.255501
SOL_QUIET_CURRENT,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,69,1,22,0.14963172727272728,0.6621885454545455,0.17384013636363635
SOL_QUIET_CURRENT,offene_variante->spannungsrand_kippnaehe,offene_variante,spannungsrand_kippnaehe,91,22,1,0.237805,0.588785,0.267145
SOL_QUIET_CURRENT,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,92,1,15,0.11797553333333334,0.6693786,0.1647332
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,107,15,1,0.049222,0.715259,0.103769
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,108,1,1,0.031643,0.682336,0.138314
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,109,1,1,0.019096,0.725797,0.091251
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,110,1,9,0.10557377777777778,0.6808033333333333,0.15224977777777776
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,119,9,1,0.048307,0.714906,0.118909
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,120,1,17,0.14974070588235294,0.6766382352941177,0.16488135294117648
SOL_QUIET_CURRENT,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,137,17,1,0.086974,0.70291,0.140587
SOL_QUIET_CURRENT,rekopplungsnaehe->offene_variante,rekopplungsnaehe,offene_variante,138,1,4,0.15115475,0.661661,0.1735585
SOL_QUIET_CURRENT,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,142,4,1,0.049298,0.716703,0.12056
