world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
BTC_2025_5M_STRESS,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.005,0.710135,0.151063,0.7,0.0,0.711126,0.149677
BTC_2025_5M_STRESS,3,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.0,0.712381,0.148124,0.75,0.0,0.713204,0.14699
BTC_2025_5M_STRESS,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.005,0.712085,0.148952,0.74,0.0,0.712839,0.147912
BTC_2025_5M_STRESS,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.005,0.711918,0.148876,0.765,0.0,0.71284,0.147618
BTC_2025_5M_STRESS,6,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.74,0.015,0.709696,0.152328,0.755,0.005,0.710962,0.150545
BTC_2025_5M_STRESS,7,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.595,0.03,0.702164,0.16017,0.6,0.005,0.704125,0.157554
BTC_2025_5M_STRESS,8,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.755,0.0,0.711109,0.149319,0.755,0.0,0.711932,0.148161
BTC_2025_5M_STRESS,9,normale_weltspannung->offen_suchend,offen_suchend,0.685,0.005,0.708719,0.15268,0.695,0.0,0.709957,0.150982
BTC_2025_5M_STRESS,10,offen_suchend->randlastige_sinneslage,normale_weltspannung,0.705,0.015,0.709001,0.152878,0.72,0.0,0.710128,0.151325
BTC_2025_5M_STRESS,11,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.01,0.710583,0.150605,0.74,0.0,0.711473,0.149426
BTC_2025_5M_STRESS,12,normale_weltspannung->offen_suchend,offen_suchend,0.66,0.0,0.70975,0.151631,0.66,0.0,0.710526,0.150643
BTC_2025_5M_STRESS,13,offen_suchend->normale_weltspannung,normale_weltspannung,0.735,0.01,0.710251,0.15177,0.74,0.005,0.711132,0.150553
BTC_2025_5M_STRESS,14,normale_weltspannung->offen_suchend,offen_suchend,0.68,0.01,0.709358,0.15211,0.685,0.005,0.710572,0.150414
BTC_2025_5M_STRESS,15,offen_suchend->randlastige_sinneslage,offen_suchend,0.65,0.02,0.706187,0.156219,0.66,0.01,0.707542,0.154381
BTC_2025_5M_STRESS,16,randlastige_sinneslage->normale_weltspannung,leise_scharf_duenn,0.7,0.0,0.71188,0.148842,0.7,0.0,0.712712,0.147746
BTC_2025_5M_STRESS,17,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.01,0.71232,0.148206,0.785,0.0,0.713007,0.147289
BTC_2025_5M_STRESS,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.81,0.0,0.713378,0.146934,0.81,0.0,0.714069,0.14597
BTC_2025_5M_STRESS,19,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.79,0.02,0.712179,0.148825,0.8,0.005,0.712986,0.14766
BTC_2025_BREAK,1,offen_suchend->normale_weltspannung,normale_weltspannung,0.765,0.005,0.71289,0.147673,0.78,0.0,0.713645,0.146652
BTC_2025_BREAK,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.0,0.713356,0.147225,0.75,0.0,0.71404,0.146265
BTC_2025_BREAK,3,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.77,0.005,0.711804,0.149104,0.8,0.0,0.712758,0.14778
BTC_2025_BREAK,4,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.665,0.03,0.705046,0.157362,0.67,0.01,0.706659,0.155154
BTC_2025_BREAK,5,randlastige_sinneslage->offen_suchend,leise_duenn,0.71,0.005,0.708922,0.151721,0.71,0.0,0.710039,0.150244
BTC_2025_BREAK,6,offen_suchend->normale_weltspannung,normale_weltspannung,0.785,0.0,0.712228,0.148129,0.79,0.0,0.713201,0.146759
BTC_2025_BREAK,7,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.64,0.015,0.707737,0.154612,0.665,0.0,0.70902,0.152863
BTC_2025_BREAK,8,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.73,0.015,0.709934,0.150956,0.735,0.0,0.710974,0.149552
BTC_2025_BREAK,9,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.775,0.0,0.71321,0.147747,0.775,0.0,0.713709,0.147088
