world,episodes,highload_episodes,highload_threshold,zentrum,offen,rand_kipp,rekopplungsnaehe,high_zentrum,high_offen,high_rand_kipp,high_rekopplungsnaehe,auditory_loudness,visual_sharpness,visual_blur,raw_field_intake,adapted_field_intake,intake_reduction,adaptation_ratio,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,high_auditory_loudness,high_visual_sharpness,high_visual_blur,high_raw_field_intake,high_adapted_field_intake,high_intake_reduction,high_adaptation_ratio,high_felt_pressure,high_felt_relaxation,high_mcm_tension,high_mcm_coherence,high_mcm_asymmetry
SIDEWAYS_2024_5M_10K,9994,1000,0.221198,0.596258,0.260056,0.013508,0.130178,0.003,0.847,0.128,0.022,0.212733,0.649703,0.350297,0.126882,0.108086,0.018796,0.851864,0.116924,0.792392,0.108086,0.608755,5.1e-05,0.512022,0.611039,0.388961,0.291664,0.236827,0.054837,0.811985,0.232502,0.717253,0.236827,0.516545,0.100671
NEGATIVE_STRESS_2024_5M_10K,9994,1000,0.221677,0.613968,0.254653,0.01611,0.115269,0.001,0.848,0.142,0.009,0.211356,0.657982,0.342018,0.126127,0.10753,0.018597,0.852554,0.115892,0.79438,0.10753,0.610366,-0.003434,0.518548,0.62842,0.37158,0.296869,0.24129,0.055579,0.812783,0.237158,0.713082,0.24129,0.502113,0.097794
POSITIVE_EXPANSION_2023_5M_10K,9994,1000,0.218928,0.603662,0.257154,0.017611,0.121573,0.001,0.816,0.165,0.018,0.21124,0.654609,0.345391,0.126079,0.107404,0.018675,0.85188,0.115914,0.794086,0.107404,0.611338,0.004247,0.520248,0.615438,0.384562,0.296876,0.240671,0.056205,0.810678,0.235548,0.716674,0.240671,0.516655,0.12001
