direction_a,direction_b,families_a_count,families_b_count,families_a_ge3,families_b_ge3,overlap_ge3,jaccard_ge3,cosine_all_counts,top_a_specific,top_b_specific
dio_00ly_to_dio_104t,dio_104t_to_dio_00ly,139,172,73,88,52,0.477064,0.876602,dio_14wj:54/48/p0.53 | dio_155c:52/62/p0.46 | dio_0m9z:38/68/p0.36 | dio_0l7p:38/60/p0.39 | dio_0h9h:34/42/p0.45 | dio_00ja:28/8/p0.78 | dio_06s7:26/20/p0.57 | dio_1uof:24/12/p0.67 | dio_0oc3:22/38/p0.37 | dio_1lsu:20/14/p0.59 | dio_0obq:18/16/p0.53 | dio_0pz6:18/24/p0.43,dio_0m9z:68/38/p0.64 | dio_155c:62/52/p0.54 | dio_0l7p:60/38/p0.61 | dio_14wj:48/54/p0.47 | dio_0h9h:42/34/p0.55 | dio_0oc3:38/22/p0.63 | dio_1r55:28/14/p0.67 | dio_0pz6:24/18/p0.57 | dio_17ct:22/12/p0.65 | dio_0tay:22/2/p0.92 | dio_06s7:20/26/p0.43 | dio_1kpz:20/8/p0.71
