preview_symbol,count,world_count,top_worlds,top_states,top_effects,top_families,avg_depth,avg_profile,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry,avg_visual_salience,avg_field_pressure,raw_phase_reading
dio_mcm_episode_1i3ov0z,3,1,BTC_SHIFT_2025_1H_4000_5000:3,multiworld_depth_seed:3,stabil:3,dio_10dv:1;dio_0dd2:1;dio_17ct:1,0.756056,0.630718,0.517814,0.140667,0.704497,0.875327,0.084143,0.122791,0.741006,0.116897,-0.106106,0.186128,0.116897,zentrumsnah_getragen
dio_mcm_episode_12fuh1y,2,1,BTC_STRESS_2025_5M:2,multiworld_depth_seed:2,stabil:2,dio_1mwv:1;dio_104t:1,0.725884,0.764701,0.564617,0.160659,0.715148,0.855234,0.157205,0.096533,0.672948,0.098835,-0.098635,0.25584,0.098835,ruhig_getragene_nahe
