token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_03hr8bf,28,1,SOL_BREAK,offene_variante,dio_0kf8,0.996317,2,2,2,dio_mcm_episode_0o36jeo,dio_mcm_episode_0o36jeo,0.656476,0.455292,0.183884,0.79171,0.117532,0.472723,0.141258,0.117532,0.217294,0.503054,0.464286,0.0,0.535714,0.0,driftzone
dio_mcm_episode_00dz86x,5,3,"BTC_FIELD,DOGE_FIELD,XRP_FIELD",offene_variante,dio_13it,-0.0,6,3,3,dio_mcm_episode_0ultars,dio_mcm_episode_0s3bynh,0.666085,0.478437,0.17472,0.769196,0.103901,0.43443,0.123281,0.103901,0.179324,0.542769,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_1t4qm9w,5,3,"BTC_FIELD,DOGE_FIELD,XRP_FIELD",offene_variante,dio_01j1,-0.0,4,3,3,dio_mcm_episode_1w84tpt,dio_mcm_episode_1ig1vs0,0.590705,0.382683,0.260712,0.659093,0.150804,0.320219,0.185841,0.150804,0.280007,0.661857,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_068ops8,4,2,"BTC_FIELD,XRP_FIELD",zentrum_stabil,dio_1cic,-0.0,4,2,2,dio_mcm_episode_1omwzzf,dio_mcm_episode_1x5cw2v,0.674698,0.45781,0.150238,0.849158,0.062388,0.561212,0.071112,0.062388,0.092644,0.383483,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0dsrwv5,4,3,"BTC_FIELD,KAS_FIELD,SOL_QUIET",zentrum_stabil,dio_0g2r,-0.0,4,3,3,dio_mcm_episode_0393v08,dio_mcm_episode_1k0rrn2,0.664195,0.441931,0.162523,0.844384,0.0733,0.559014,0.084216,0.0733,0.120273,0.39891,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0u69u6w,4,3,"DOGE_FIELD,SOL_BREAK,XRP_FIELD",zentrum_stabil,dio_0fl2,-0.0,4,3,3,dio_mcm_episode_06ccuqv,dio_mcm_episode_06ccuqv,0.68976,0.471097,0.134587,0.891592,0.0545,0.717726,0.060978,0.0545,0.102853,0.245998,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1aq0g5r,4,3,"DOGE_FIELD,PAXG_FIELD,SOL_BREAK",zentrum_stabil,dio_14wj,0.811278,3,3,3,dio_mcm_episode_0u69u6w,dio_mcm_episode_08fjvls,0.659752,0.43804,0.172243,0.851277,0.119711,0.640107,0.145832,0.119711,0.24844,0.345419,0.75,0.0,0.25,0.0,driftzone
dio_mcm_episode_1i1sl4l,4,1,BTC_FIELD,zentrum_stabil,dio_1x3j,1.5,2,3,3,dio_mcm_episode_1jx2k4i,dio_mcm_episode_0db07p4,0.648077,0.427989,0.196091,0.821134,0.194574,0.603013,0.23814,0.194574,0.411229,0.297982,0.5,0.0,0.25,0.25,driftzone
dio_mcm_episode_1ig1vs0,4,3,"BTC_FIELD,DOGE_FIELD,XRP_FIELD",zentrum_stabil,dio_19g0,-0.0,6,4,4,dio_mcm_episode_1t4qm9w,dio_mcm_episode_00oqshz,0.699085,0.515328,0.14538,0.856666,0.112403,0.698564,0.127489,0.112403,0.224487,0.247748,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1ovglru,4,2,"KAS_FIELD,SOL_QUIET",zentrum_stabil,dio_0oc3,0.811278,3,2,2,dio_mcm_episode_102i30n,dio_mcm_episode_0t1ymth,0.663937,0.442113,0.163496,0.848139,0.082045,0.597196,0.094595,0.082045,0.149968,0.337849,0.75,0.0,0.25,0.0,driftzone
dio_mcm_episode_00yl137,3,2,"BTC_FIELD,XRP_FIELD",zentrum_stabil,dio_1htm,-0.0,4,2,2,dio_mcm_episode_00er6t0,dio_mcm_episode_0ultars,0.704128,0.508658,0.124812,0.873801,0.084856,0.575267,0.096824,0.084856,0.153464,0.333799,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_03efwme,3,1,DOGE_FIELD,zentrum_stabil,dio_1fll,0.918296,2,1,1,dio_mcm_episode_1xm3b1l,dio_mcm_episode_077r0df,0.708308,0.545537,0.154749,0.843406,0.121784,0.628076,0.143913,0.121784,0.248392,0.270958,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_03fwcbs,3,1,PAXG_FIELD,zentrum_stabil,dio_0dck,0.918296,2,1,1,dio_mcm_episode_0j0u529,dio_mcm_episode_028a6an,0.676649,0.460644,0.176218,0.833921,0.169344,0.583527,0.205524,0.169344,0.360054,0.456254,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_03zcjn0,3,1,PAXG_FIELD,zentrum_stabil,dio_0l7p,0.918296,3,2,2,dio_mcm_episode_0ej0lhx,dio_mcm_episode_0c3787x,0.727454,0.553456,0.164299,0.831089,0.090478,0.584705,0.105053,0.090478,0.172351,0.39908,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_07llqq8,3,1,SOL_BREAK,zentrum_stabil,dio_1l99,0.918296,2,1,1,dio_mcm_episode_0ne8zu9,dio_mcm_episode_1rkfb77,0.641054,0.420034,0.196348,0.796379,0.134444,0.457003,0.162791,0.134444,0.247266,0.591082,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0cvptbz,3,1,DOGE_FIELD,offene_variante,dio_0sxm,0.918296,2,1,1,dio_mcm_episode_079228h,dio_mcm_episode_1f4jh6c,0.697526,0.528223,0.154234,0.829995,0.101601,0.649933,0.118179,0.101601,0.20359,0.311582,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0mb95f2,3,1,XRP_FIELD,zentrum_stabil,dio_1hew,0.918296,2,1,1,dio_mcm_episode_0ej0lhx,dio_mcm_episode_17wwyn1,0.674005,0.498512,0.188667,0.794325,0.203708,0.482456,0.254179,0.203708,0.435259,0.401493,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0n49e5a,3,1,SOL_BREAK,offene_variante,dio_1yoi,0.918296,2,1,1,dio_mcm_episode_0ybhu2p,dio_mcm_episode_1ers5bo,0.641668,0.429884,0.205029,0.79514,0.175554,0.653739,0.207975,0.175554,0.371133,0.309165,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0ro62tp,3,1,XRP_FIELD,offene_variante,dio_0ahb,0.918296,2,1,1,dio_mcm_episode_09w6mwq,dio_mcm_episode_0l74fn8,0.678985,0.500442,0.170701,0.794017,0.138284,0.467965,0.165468,0.138284,0.259001,0.512147,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0u51f69,3,1,SOL_BREAK,offene_variante,dio_0kd1,1.584963,2,1,1,dio_mcm_episode_00olfe8,dio_mcm_episode_0ya7fpm,0.603133,0.392747,0.244285,0.710891,0.193611,0.347519,0.24565,0.193611,0.393588,0.674411,0.333333,0.0,0.333333,0.333333,driftzone
dio_mcm_episode_16t4uv3,3,1,XRP_FIELD,zentrum_stabil,dio_04uf,0.918296,2,1,1,dio_mcm_episode_0l74fn8,dio_mcm_episode_01s42m6,0.7061,0.551131,0.159099,0.823108,0.107591,0.551961,0.126286,0.107591,0.195393,0.462747,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_17wwyn1,3,1,XRP_FIELD,zentrum_stabil,dio_1xrt,0.918296,2,1,1,dio_mcm_episode_0mb95f2,dio_mcm_episode_00nzcuc,0.691341,0.520745,0.16937,0.818576,0.172327,0.482349,0.209102,0.172327,0.347195,0.431241,0.666667,0.0,0.333333,0.0,driftzone
