passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_1,dio_1gp2,kippnaehe,249,1704141900000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,belastet_kippnah,0.090313375,0.094375,0.004061624999999999,0.68536625,0.653577,-0.03178924999999999,0.163195,0.180652,0.017457,0.57772,0.42228,0.181999,0.76273,0.110433,0.094375
1,0,0,0,0,0,0,feld_5m,adapted_field_btc_2024_5m_2k,dio_mini_lauf_2,dio_1gp2,kippnaehe,249,1704141900000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.090313375,0.094375,0.004061624999999999,0.684085375,0.650806,-0.033279375,0.162385375,0.178919,0.016533624999999996,0.57772,0.42228,0.181999,0.76273,0.110433,0.094375
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_1gp2,kippnaehe,2582,1704841800000,stabile_form,geordnetes_hinhoeren_mit_wechsel,offen,0.1144025,0.086771,-0.027631500000000003,0.661238,0.698483,0.03724499999999997,0.182800125,0.160119,-0.022681124999999996,0.479086,0.520914,0.143895,0.784722,0.102431,0.086771
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_1gp2,tragende_verarbeitung,6070,1705888200000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.1409205,0.067343,-0.0735775,0.6830056250000001,0.722956,0.03995037499999998,0.176431125,0.130707,-0.045724125000000004,0.590903,0.409097,0.114379,0.845958,0.077464,0.067343
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_1,dio_1gp2,tragende_verarbeitung,7149,1706211900000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.128691,0.068315,-0.060376,0.71269175,0.72204,0.009348250000000058,0.146631875,0.136508,-0.010123875000000004,0.543648,0.456352,0.09753,0.840351,0.07894,0.068315
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_1gp2,kippnaehe,2582,1704841800000,stabile_form,geordnetes_hinhoeren_mit_wechsel,offen,0.1144025,0.086771,-0.027631500000000003,0.660162375,0.698567,0.03840462500000008,0.182176125,0.160123,-0.022053125000000007,0.479086,0.520914,0.143895,0.784722,0.102431,0.086771
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_1gp2,tragende_verarbeitung,6070,1705888200000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.1409205,0.067343,-0.0735775,0.682559,0.723065,0.04050599999999993,0.176158125,0.130761,-0.04539712500000001,0.590903,0.409097,0.114379,0.845958,0.077464,0.067343
1,0,0,0,0,0,0,feld_5m,adapted_field_doge_2024_5m_10k,dio_mini_lauf_2,dio_1gp2,tragende_verarbeitung,7149,1706211900000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.128691,0.068315,-0.060376,0.712275375,0.722104,0.009828624999999924,0.146374,0.13654,-0.00983400000000001,0.543648,0.456352,0.09753,0.840351,0.07894,0.068315
1,0,0,0,0,0,0,feld_5m,adapted_field_kas_2024_5m_2k,dio_mini_lauf_1,dio_1gp2,tragende_verarbeitung,1133,1704407100000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.088944625,0.069588,-0.019356625000000002,0.703180625,0.718056,0.014875375000000024,0.14744875,0.131006,-0.016442749999999978,0.538773,0.461227,0.097909,0.833161,0.080584,0.069588
1,0,0,0,0,0,0,feld_5m,adapted_field_kas_2024_5m_2k,dio_mini_lauf_2,dio_1gp2,tragende_verarbeitung,845,1704320700000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.0842115,0.066424,-0.017787499999999998,0.702048375,0.711343,0.009294625,0.134633375,0.136407,0.001773625000000001,0.505732,0.494268,0.08499,0.841993,0.077115,0.066424
