visual_form,stability_class,recurrence_count,world_variety,typology_variety,field_quality_variety,worlds,typologies,field_qualities,avg_return_pct,avg_range_pct,avg_pressure_abs,avg_rekopplung_abs,stability_note,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
fallende_rueckbindung,robuste_bedeutungsform,11,9,2,2,LONG2024_5M_SOL_STRESS_4000:2 | LONG2025_15M_BTC_STRESS_4000:2 | LONG2025_15M_BTC_QUIET_4000:1 | LONG2025_15M_SOL_STRESS_4000:1 | LONG2025_5M_BTC_STRESS_4000:1 | LONG2025_SOL_STRESS_4000:1 | LONG2024_5M_BTC_STRESS_4000:1 | LONG2025_5M_SOL_QUIET_4000:1 | LONG2025_5M_SOL_STRESS_4000:1,abverkauf_mit_rekopplung:7 | weite_volatilitaetszone:4,ruhige_rekopplung:9 | starke_rekopplungsbindung:2,-13.043936,25.051939,0.048968,0.017708,breite Wiederkehr ueber mehrere Welten; als passive Bedeutungsgrundlage stark.,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,robuste_bedeutungsform,11,9,3,4,LONG2025_5M_BTC_QUIET_4000:2 | LONG2024_5M_SOL_QUIET_4000:2 | LONG2024_15M_SOL_QUIET_4000:1 | LONG2025_15M_BTC_QUIET_4000:1 | LONG2024_5M_BTC_QUIET_4000:1 | LONG2024_15M_BTC_QUIET_4000:1 | LONG2025_15M_SOL_QUIET_4000:1 | LONG2025_BTC_QUIET_4000:1 | LONG2025_SOL_QUIET_4000:1,weite_volatilitaetszone:6 | gerichtete_bewegung_mit_rekopplung:4 | konsolidierung_mit_rekopplung:1,ruhige_rekopplung:6 | starke_rekopplungsbindung:3 | schmale_offene_lage:1 | mittlere_feldspannung:1,5.70238,21.278006,0.053595,0.019734,breite Wiederkehr ueber mehrere Welten; als passive Bedeutungsgrundlage stark.,1,0,0,0,0,0,0
weite_aufwaerts_expansion,robuste_bedeutungsform,10,6,2,4,SOL_2024_1H:2 | LONG2024_15M_BTC_STRESS_4000:2 | LONG2024_15M_SOL_STRESS_4000:2 | LONG2025_BTC_STRESS_4000:2 | KAS_2024_30M:1 | LONG2025_SOL_QUIET_4000:1,getragene_expansion:8 | weite_volatilitaetszone:2,druckgetragene_weite:3 | mittlere_feldspannung:3 | starke_rekopplungsbindung:2 | ruhige_rekopplung:2,26.262308,43.390744,0.07046,0.020651,breite Wiederkehr ueber mehrere Welten; als passive Bedeutungsgrundlage stark.,1,0,0,0,0,0,0
schmale_offene_transition,robuste_bedeutungsform,9,7,4,2,BTC_2024_5M:2 | SOL_2024_5M:2 | BTC_2024_15M:1 | SOL_2024_15M:1 | KAS_2024_30M:1 | KAS2024_15M_ASSET_PROBE:1 | LONG2024_5M_BTC_QUIET_4000:1,konsolidierung_mit_bruchnaehe:5 | gerichtete_uebergangsbewegung:2 | konsolidierung_unter_druck:1 | gerichtete_bewegung_mit_bruch:1,schmale_offene_lage:8 | starke_rekopplungsbindung:1,0.080772,3.105151,0.055981,0.013877,breite Wiederkehr ueber mehrere Welten; als passive Bedeutungsgrundlage stark.,1,0,0,0,0,0,0
fallender_strukturbruch,familiengebundene_bedeutungsform,6,5,2,3,SOL_2024_30M:2 | LONG2025_15M_SOL_STRESS_4000:1 | LONG2025_5M_SOL_STRESS_4000:1 | LONG2024_5M_BTC_STRESS_4000:1 | LONG2025_5M_SOL_QUIET_4000:1,abverkauf_mit_bruch:4 | weite_volatilitaetszone:2,mittlere_feldspannung:3 | schmale_offene_lage:2 | starke_rekopplungsbindung:1,-12.431698,20.745375,0.059595,0.017116,"wiederkehrend, aber staerker an eine bestimmte Typfamilie gebunden.",1,0,0,0,0,0,0
erholung_nach_vorlast,familiengebundene_bedeutungsform,4,2,1,2,BTC_2024_1H:2 | KAS2024_1H_ASSET_PROBE:2,rekopplung_nach_abverkauf:4,hochlastige_weite_rekopplung:2 | mittlere_feldspannung:2,59.870493,91.03631,0.091296,0.02023,"wiederkehrend, aber staerker an eine bestimmte Typfamilie gebunden.",1,0,0,0,0,0,0
offenes_bullfenster_mit_bruch,situativer_hochspannungszustand,2,2,1,1,LONG2025_5M_BTC_STRESS_4000:1 | LONG2025_SOL_STRESS_4000:1,gerichtete_bewegung_mit_bruch:2,mittlere_feldspannung:2,-24.605691,35.293561,0.058201,0.016481,"wenige Belege, aber grosse Weltbewegung; derzeit situationsgebunden.",1,0,0,0,0,0,0
gemischte_achsenbewegung,situativer_hochspannungszustand,1,1,1,1,LONG2024_15M_SOL_QUIET_4000:1,gerichtete_bewegung_mit_bruch:1,mittlere_feldspannung:1,20.07336,31.890104,0.066661,0.021382,"wenige Belege, aber grosse Weltbewegung; derzeit situationsgebunden.",1,0,0,0,0,0,0
