movement_key,seen_count,total_events,total_worlds_observed,dominant_tragart,field_memory_quality,maturity_note,dominant_field_position,dominant_drift_label,dominant_movement_effect,avg_pressure_delta,avg_relaxation_delta,avg_rekopplung_delta,avg_strain_delta,avg_sharpness_delta,avg_loudness_delta,avg_top_share,avg_top_signature_share,tragart_profile,field_position_profile,drift_profile,movement_effect_profile,timeframes,assets,years,sources,caution_note
dio_mcm_episode_00er6t0->dio_mcm_episode_00yl137,1,2,2,-,world_specific,cross_world_condensed_trace,-,-,bewegung_offen,-0.011723,0.0,0.04219,0.0,-0.12824,0.093199,0.0,0.0,-,-,-,bewegung_offen:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_00i7zy5->dio_mcm_episode_05712v1,1,1,1,-,young,young_trace,-,-,rekoppelnd_entlastend,-0.02398,0.0,0.014027,0.0,0.1996,-0.055051,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_00yl137->dio_mcm_episode_0ultars,1,2,2,-,recurrently_opening_strain,cross_world_condensed_trace,-,-,oeffnend_belastend,0.036145,0.0,-0.044092,0.0,-0.032609,0.09386,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0393v08->dio_mcm_episode_10mbxau,1,1,1,-,young,young_trace,-,-,oeffnend_belastend,0.074316,0.0,-0.052134,0.0,-0.150595,0.17197,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_03hr8bf->dio_mcm_episode_09rbps0,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.019558,0.0,0.005385,0.0,0.007003,-0.088554,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_03hr8bf->dio_mcm_episode_1u741ze,1,2,1,-,world_specific,event_condensed_trace,-,-,bewegung_offen,-0.03353,0.0,0.04875,0.0,0.381191,0.03941,0.0,0.0,-,-,-,bewegung_offen:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_04s5k7g->dio_mcm_episode_05ce83b,1,2,1,-,world_specific,event_condensed_trace,-,-,spannungsnah,0.008327,0.0,0.018094,0.0,0.107759,0.121047,0.0,0.0,-,-,-,spannungsnah:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_05712v1->dio_mcm_episode_0393v08,1,1,1,-,young,young_trace,-,-,oeffnend_belastend,0.108452,0.0,-0.048666,0.0,-0.266652,0.373534,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_05ce83b->dio_mcm_episode_04s5k7g,1,2,1,-,recurrently_reconnecting,event_condensed_trace,-,-,rekoppelnd_entlastend,-0.024131,0.0,0.015597,0.0,0.023043,-0.093653,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_05ce83b->dio_mcm_episode_0db07p4,1,7,1,-,recurrently_reconnecting,event_condensed_trace,-,-,rekoppelnd_entlastend,-0.032582,0.0,0.02723,0.0,0.037612,-0.066692,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_062iou2->dio_mcm_episode_1iq1hgz,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.040349,0.0,0.055553,0.0,0.174963,-0.022602,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_068ops8->dio_mcm_episode_1i1sl4l,1,1,1,-,young,young_trace,-,-,oeffnend_belastend,0.01766,0.0,-0.00443,0.0,-0.08244,0.097499,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_06meqq1->dio_mcm_episode_1mesbjy,1,2,1,-,recurrently_reconnecting,event_condensed_trace,-,-,rekoppelnd_entlastend,-0.056088,0.0,0.059135,0.0,0.120023,-0.074879,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_07llqq8->dio_mcm_episode_00dz86x,1,2,2,-,recurrently_opening_strain,cross_world_condensed_trace,-,-,oeffnend_belastend,0.017736,0.0,-0.017537,0.0,-0.039241,0.003459,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_07yfihm->dio_mcm_episode_0re1g5d,1,2,2,-,world_specific,cross_world_condensed_trace,-,-,bewegung_offen,-0.005952,0.0,-0.005984,0.0,-0.026306,-0.008855,0.0,0.0,-,-,-,bewegung_offen:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_091wpjs->dio_mcm_episode_0aztxel,1,1,1,-,young,young_trace,-,-,oeffnend_belastend,0.04348,0.0,-0.018475,0.0,-0.052838,0.166626,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_09rbps0->dio_mcm_episode_0d40zcv,1,2,2,-,world_specific,cross_world_condensed_trace,-,-,spannungsnah,0.021215,0.0,0.002482,0.0,-0.19962,0.046563,0.0,0.0,-,-,-,spannungsnah:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_09w1tmn->dio_mcm_episode_1yy9dcm,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.075266,0.0,0.060476,0.0,0.118259,-0.155821,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0ac3vc1->dio_mcm_episode_1bcj8qx,1,2,2,-,recurrently_opening_strain,cross_world_condensed_trace,-,-,oeffnend_belastend,0.125511,0.0,-0.077742,0.0,-0.012429,0.380225,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,565_ANCHOR_2025_10K_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
