start_tick,end_tick,length,top_family,top_family_count,temporal_top,field_effect_top,adaptive_top,close_start,close_end,ret_sum,range_avg,volume_avg,carry_avg,strain_avg,rekopplung_avg,sensory_coupling_avg,hearing_gap_avg,visual_gap_avg,afterimage_avg,recurrence_avg,felt_pressure_avg,auditory_loudness_avg,visual_sharpness_avg
8125,8143,19,dio_14wj,6,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.06e-06,1.07e-06,0.05741071953380256,0.009963764993510123,10765314906.526316,0.5937329473684211,0.15419768421052632,0.7309057894736842,0.8525621052631579,0.04052015789473684,0.19508168421052632,0.8539577368421053,0.9687422105263158,0.08535863157894737,0.08861957894736842,0.6201758947368421
8150,8154,5,dio_0v65,2,temporal_far_return,field_carried,adaptive_jung,1.07e-06,1.07e-06,0.02830188679245256,0.009416328689825337,4985182647.6,0.5968604000000001,0.1522856,0.7301316,0.8472044,0.0057046,0.23020459999999998,0.8509498,0.9842576,0.0837128,0.048732,0.5778642
8858,8864,7,dio_0oc3,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,9.5e-07,9.5e-07,-0.010195035460992699,0.013502839545672643,47601698998.14286,0.5725020000000001,0.183102,0.7200314285714285,0.8366697142857142,0.11297042857142857,0.16436714285714285,0.8809934285714286,0.9593652857142857,0.13698857142857143,0.2406265714285714,0.6225837142857142
9041,9056,16,dio_14wj,3,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,9.2e-07,9.2e-07,-0.032367149758454145,0.012318011095185022,82894734312.5,0.5793416875,0.1630391875,0.7304010625,0.8586439375,0.0683829375,0.1717681875,0.8244911875000001,0.8902350625,0.1042368125,0.1467361875,0.6770584375
9059,9067,9,dio_13o0,3,temporal_far_return,field_carried,adaptive_jung,9.1e-07,9.1e-07,0.01135531135531137,0.012291412291412306,34974965260.333336,0.5807041111111111,0.15386422222222224,0.7318881111111111,0.868711,0.05288255555555556,0.15948422222222222,0.7787486666666666,0.8690336666666667,0.09030099999999999,0.10426355555555555,0.6683674444444444
9083,9107,25,dio_14wj,6,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,9.1e-07,9.2e-07,0.08731485905398959,0.012613987228292992,53572989595.88,0.57681404,0.15670664,0.72643192,0.85604324,0.05459716,0.18611284,0.750806,0.8538872,0.09361408,0.11437772,0.64334104
9292,9300,9,dio_14wj,3,temporal_near_return,field_carried,adaptive_rekopplung_nahe_statisch,9.3e-07,9.3e-07,0.00011687704534829417,0.01079164718715912,5681336118.555555,0.5996346666666666,0.142767,0.7400566666666667,0.8674795555555556,0.016740555555555557,0.18424177777777778,0.8391113333333333,0.9661657777777778,0.0683311111111111,0.03466288888888889,0.6417615555555556
9306,9315,10,dio_14wj,7,temporal_near_return,field_carried,adaptive_rekopplung_nahe_statisch,9.4e-07,9.3e-07,0.021505376344086044,0.011747883779455515,34152850575.4,0.5944916,0.1516714,0.7318016,0.8568133,0.037515099999999996,0.1892996,0.8469363,0.9646199,0.0797908,0.08560240000000001,0.6812993
9318,9318,1,dio_13it,1,temporal_far_return,field_mixed,adaptive_rekopplung_nahe_statisch,9.3e-07,9.3e-07,0.0,0.010752688172043022,1917373292.0,0.522516,0.209415,0.703559,0.758585,0.032722,0.538793,0.711884,0.722222,0.136355,0.112597,0.392047
9327,9994,668,dio_14wj,175,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,9.3e-07,9.1e-07,-0.12312851197261043,0.011328006248054889,19608825860.476048,0.5933550658682635,0.1508315,0.733057628742515,0.85844924251497,0.031506929640718565,0.19426661377245508,0.8294461676646706,0.9442240523952096,0.08264897754491018,0.07140398502994012,0.6422826691616766
