world,direction,source_family,target_family,pairs,avg_distance_ticks,min_distance_ticks,max_distance_ticks,source_field_classes,target_field_classes,source_tones,target_tones,before_sehen_form_flow,source_sehen_form_flow,between_sehen_form_flow,target_sehen_form_flow,source_to_target_delta_sehen_form_flow,before_to_source_delta_sehen_form_flow,before_sehen_form_stability,source_sehen_form_stability,between_sehen_form_stability,target_sehen_form_stability,source_to_target_delta_sehen_form_stability,before_to_source_delta_sehen_form_stability,before_sehen_form_change,source_sehen_form_change,between_sehen_form_change,target_sehen_form_change,source_to_target_delta_sehen_form_change,before_to_source_delta_sehen_form_change,before_hoeren_energy_tone,source_hoeren_energy_tone,between_hoeren_energy_tone,target_hoeren_energy_tone,source_to_target_delta_hoeren_energy_tone,before_to_source_delta_hoeren_energy_tone,before_hoeren_energy_shift,source_hoeren_energy_shift,between_hoeren_energy_shift,target_hoeren_energy_shift,source_to_target_delta_hoeren_energy_shift,before_to_source_delta_hoeren_energy_shift,before_rezeptor_visual_form_salience,source_rezeptor_visual_form_salience,between_rezeptor_visual_form_salience,target_rezeptor_visual_form_salience,source_to_target_delta_rezeptor_visual_form_salience,before_to_source_delta_rezeptor_visual_form_salience,before_rezeptor_auditory_stimulation,source_rezeptor_auditory_stimulation,between_rezeptor_auditory_stimulation,target_rezeptor_auditory_stimulation,source_to_target_delta_rezeptor_auditory_stimulation,before_to_source_delta_rezeptor_auditory_stimulation,before_rezeptor_field_intake_pressure,source_rezeptor_field_intake_pressure,between_rezeptor_field_intake_pressure,target_rezeptor_field_intake_pressure,source_to_target_delta_rezeptor_field_intake_pressure,before_to_source_delta_rezeptor_field_intake_pressure,before_perception_auditory_loudness,source_perception_auditory_loudness,between_perception_auditory_loudness,target_perception_auditory_loudness,source_to_target_delta_perception_auditory_loudness,before_to_source_delta_perception_auditory_loudness,before_perception_auditory_listen_tendency,source_perception_auditory_listen_tendency,between_perception_auditory_listen_tendency,target_perception_auditory_listen_tendency,source_to_target_delta_perception_auditory_listen_tendency,before_to_source_delta_perception_auditory_listen_tendency,before_perception_visual_sharpness,source_perception_visual_sharpness,between_perception_visual_sharpness,target_perception_visual_sharpness,source_to_target_delta_perception_visual_sharpness,before_to_source_delta_perception_visual_sharpness,before_perception_visual_distance_tendency,source_perception_visual_distance_tendency,between_perception_visual_distance_tendency,target_perception_visual_distance_tendency,source_to_target_delta_perception_visual_distance_tendency,before_to_source_delta_perception_visual_distance_tendency,before_perception_adapted_field_intake_pressure,source_perception_adapted_field_intake_pressure,between_perception_adapted_field_intake_pressure,target_perception_adapted_field_intake_pressure,source_to_target_delta_perception_adapted_field_intake_pressure,before_to_source_delta_perception_adapted_field_intake_pressure,before_perception_regulation_damping,source_perception_regulation_damping,between_perception_regulation_damping,target_perception_regulation_damping,source_to_target_delta_perception_regulation_damping,before_to_source_delta_perception_regulation_damping,before_mcm_carry_quality,source_mcm_carry_quality,between_mcm_carry_quality,target_mcm_carry_quality,source_to_target_delta_mcm_carry_quality,before_to_source_delta_mcm_carry_quality,before_mcm_strain_quality,source_mcm_strain_quality,between_mcm_strain_quality,target_mcm_strain_quality,source_to_target_delta_mcm_strain_quality,before_to_source_delta_mcm_strain_quality,before_mcm_rekopplung_quality,source_mcm_rekopplung_quality,between_mcm_rekopplung_quality,target_mcm_rekopplung_quality,source_to_target_delta_mcm_rekopplung_quality,before_to_source_delta_mcm_rekopplung_quality,before_mcm_sensory_coupling,source_mcm_sensory_coupling,between_mcm_sensory_coupling,target_mcm_sensory_coupling,source_to_target_delta_mcm_sensory_coupling,before_to_source_delta_mcm_sensory_coupling,before_mcm_feldwirkung_mcm_coherence,source_mcm_feldwirkung_mcm_coherence,between_mcm_feldwirkung_mcm_coherence,target_mcm_feldwirkung_mcm_coherence,source_to_target_delta_mcm_feldwirkung_mcm_coherence,before_to_source_delta_mcm_feldwirkung_mcm_coherence,before_mcm_feldwirkung_mcm_tension,source_mcm_feldwirkung_mcm_tension,between_mcm_feldwirkung_mcm_tension,target_mcm_feldwirkung_mcm_tension,source_to_target_delta_mcm_feldwirkung_mcm_tension,before_to_source_delta_mcm_feldwirkung_mcm_tension,before_mcm_feldwirkung_mcm_asymmetry,source_mcm_feldwirkung_mcm_asymmetry,between_mcm_feldwirkung_mcm_asymmetry,target_mcm_feldwirkung_mcm_asymmetry,source_to_target_delta_mcm_feldwirkung_mcm_asymmetry,before_to_source_delta_mcm_feldwirkung_mcm_asymmetry,before_fuehlen_mcm_coherence,source_fuehlen_mcm_coherence,between_fuehlen_mcm_coherence,target_fuehlen_mcm_coherence,source_to_target_delta_fuehlen_mcm_coherence,before_to_source_delta_fuehlen_mcm_coherence,before_fuehlen_mcm_tension,source_fuehlen_mcm_tension,between_fuehlen_mcm_tension,target_fuehlen_mcm_tension,source_to_target_delta_fuehlen_mcm_tension,before_to_source_delta_fuehlen_mcm_tension,before_fuehlen_mcm_asymmetry,source_fuehlen_mcm_asymmetry,between_fuehlen_mcm_asymmetry,target_fuehlen_mcm_asymmetry,source_to_target_delta_fuehlen_mcm_asymmetry,before_to_source_delta_fuehlen_mcm_asymmetry
KAS 2024 5m,dio_00ly_to_dio_104t,dio_00ly,dio_104t,44,6.7272727272727275,2,12,stabil:44,stabil:44,focus_tone:44,focus_tone:44,-0.013407312499999997,0.1298179090909091,0.025850055555555557,0.018004,-0.1118139090909091,0.14322522159090909,0.008561232954545453,-0.06989981818181817,0.010320166666666665,-0.1283451818181818,-0.05844536363636363,-0.07846105113636363,-0.0033193863636363633,0.14509918181818182,-0.02941696825396825,-0.006650818181818182,-0.15175,0.14841856818181817,-0.021057607954545452,0.015206136363636363,-0.022299761904761902,-0.13943413636363636,-0.1546402727272727,0.036263744318181815,-0.0061153693181818175,0.07494618181818181,-0.028307650793650795,-0.02527990909090909,-0.1002260909090909,0.08106155113636364,0.27269207386363636,0.2516075909090909,0.25276533333333334,0.23338404545454547,-0.018223545454545437,-0.021084482954545458,0.19008745454545456,0.1502525,0.17740030158730158,0.14482695454545455,-0.005425545454545461,-0.03983495454545455,0.09805576704545454,0.07973095454545455,0.0924699365079365,0.07706845454545454,-0.002662500000000012,-0.018324812499999996,0.19008745454545456,0.1502525,0.17740030158730158,0.14482695454545455,-0.005425545454545461,-0.03983495454545455,0.8000261306818182,0.8284624090909091,0.8091000476190476,0.8428810909090909,0.014418681818181844,0.02843627840909091,0.6543324659090909,0.6673798636363636,0.6696396031746031,0.6625098636363637,-0.00486999999999993,0.013047397727272703,0.34566753409090906,0.33262013636363635,0.33036039682539686,0.33749013636363634,0.0048699999999999855,-0.013047397727272703,0.09805576704545454,0.07973095454545455,0.0924699365079365,0.07706845454545454,-0.002662500000000012,-0.018324812499999996,0.13083255681818182,0.12361118181818181,0.12756464285714286,0.12136400000000001,-0.002247181818181801,-0.007221375000000002,0.5241925369318182,0.5507866818181818,0.5324884523809524,0.5662510681818183,0.015464386363636451,0.02659414488636358,0.14848548863636363,0.13688211363636363,0.1454305277777778,0.14700729545454544,0.010125181818181811,-0.011603374999999999,0.7019930823863636,0.717758,0.7071976746031746,0.7198435000000001,0.0020855000000000734,0.01576491761363641,0.8479787045454544,0.8628063636363635,0.851907753968254,0.8502818181818181,-0.0125245454545454,0.014827659090909107,0.6196046818181817,0.6211546818181818,0.619417373015873,0.6224722727272728,0.0013175909090910043,0.0015500000000000513,0.09805576704545454,0.07973095454545455,0.0924699365079365,0.07706845454545454,-0.002662500000000012,-0.018324812499999996,-0.010807823863636365,0.10277027272727274,-0.005927404761904762,-0.022132590909090907,-0.12490286363636365,0.1135780965909091,0.6196046818181817,0.6211546818181818,0.619417373015873,0.6224722727272728,0.0013175909090910043,0.0015500000000000513,0.09805576704545454,0.07973095454545455,0.0924699365079365,0.07706845454545454,-0.002662500000000012,-0.018324812499999996,-0.010807823863636365,0.10277027272727274,-0.005927404761904762,-0.022132590909090907,-0.12490286363636365,0.1135780965909091
Negative Stress 2024,dio_00ly_to_dio_104t,dio_00ly,dio_104t,18,4.444444444444445,2,7,stabil:18,stabil:18,focus_tone:18,focus_tone:18,0.010996791666666667,0.0928181111111111,0.033618354838709674,0.025743000000000002,-0.0670751111111111,0.08182131944444443,0.045318027777777777,-0.10227066666666668,0.04449041935483871,-0.06964644444444444,0.032624222222222235,-0.14758869444444445,0.009818,0.10941344444444444,-0.02638651612903226,-0.009583333333333334,-0.11899677777777777,0.09959544444444443,0.006190763888888891,0.0009307777777777754,-0.03262261290322581,-0.09660933333333334,-0.09754011111111112,-0.0052599861111111154,-0.006337472222222221,0.16943711111111112,-0.03299193548387097,-0.023492222222222227,-0.19292933333333334,0.17577458333333335,0.2806323888888889,0.2441118888888889,0.26615232258064514,0.24766866666666665,0.003556777777777742,-0.03652050000000001,0.20994534722222224,0.12969766666666666,0.19653770967741935,0.1449367777777778,0.015239111111111148,-0.08024768055555559,0.10721177777777778,0.07027555555555556,0.10061225806451614,0.07753733333333333,0.00726177777777777,-0.03693622222222222,0.20994534722222224,0.12969766666666666,0.19653770967741935,0.1449367777777778,0.015239111111111148,-0.08024768055555559,0.7836219583333333,0.8373547777777778,0.7933366774193549,0.8343344444444445,-0.0030203333333332916,0.053732819444444524,0.6530989166666666,0.6720221111111111,0.6689304193548388,0.6682528888888889,-0.0037692222222222016,0.018923194444444458,0.3469010833333333,0.3279778888888889,0.3310695806451613,0.3317471111111111,0.0037692222222222016,-0.018923194444444402,0.10721177777777778,0.07027555555555556,0.10061225806451614,0.07753733333333333,0.00726177777777777,-0.03693622222222222,0.13441804166666665,0.121458,0.13083058064516132,0.12273244444444445,0.001274444444444453,-0.012960041666666658,0.49082020833333334,0.5209536666666666,0.4794807580645161,0.5377007222222222,0.016747055555555557,0.030133458333333307,0.1575119722222222,0.13268183333333333,0.15469709677419355,0.14865233333333333,0.0159705,-0.02483013888888888,0.6866325277777778,0.7074297222222222,0.6837455,0.7072975,-0.00013222222222220026,0.02079719444444439,0.8431847638888889,0.8663449444444444,0.8526002419354839,0.8446110555555556,-0.02173388888888883,0.023160180555555576,0.6099434166666666,0.6030765555555555,0.6139567419354839,0.6099798888888889,0.006903333333333372,-0.006866861111111122,0.10721177777777778,0.07027555555555556,0.10061225806451614,0.07753733333333333,0.00726177777777777,-0.03693622222222222,0.006154888888888887,0.09862322222222222,-0.0048355806451612915,-0.012437,-0.11106022222222223,0.09246833333333333,0.6099434166666666,0.6030765555555555,0.6139567419354839,0.6099798888888889,0.006903333333333372,-0.006866861111111122,0.10721177777777778,0.07027555555555556,0.10061225806451614,0.07753733333333333,0.00726177777777777,-0.03693622222222222,0.006154888888888887,0.09862322222222222,-0.0048355806451612915,-0.012437,-0.11106022222222223,0.09246833333333333
BTC 2024 Quiet 5m,dio_104t_to_dio_00ly,dio_104t,dio_00ly,80,6.025,1,12,stabil:80,stabil:80,focus_tone:80,focus_tone:80,-0.00192668125,0.0414109,-0.007110592039800995,0.100526275,0.059115375,0.04333758125,0.02770516875,-0.150208425,-0.006827373134328359,-0.10201324999999999,0.04819517500000002,-0.17791359375000002,0.014614396875,-0.031356925,0.0009206318407960198,0.13903827500000002,0.17039520000000002,-0.045971321875,-0.01576435,-0.067103725,-0.03066499004975124,0.08768115,0.154784875,-0.05133937500000001,-0.001692675,-0.05434942499999999,-0.00529350248756219,0.125061175,0.17941059999999998,-0.052656749999999995,0.255044009375,0.23543189999999997,0.23453417910447763,0.24203142500000002,0.0065995250000000505,-0.01961210937500002,0.218999815625,0.144071325,0.21861019402985074,0.14496599999999998,0.0008946749999999837,-0.07492849062500001,0.110182265625,0.07789895,0.11001341293532338,0.076789025,-0.0011099249999999977,-0.032283315625,0.218999815625,0.144071325,0.21861019402985074,0.14496599999999998,0.0008946749999999837,-0.07492849062500001,0.781144328125,0.842822325,0.782140184079602,0.8343982750000001,-0.008424049999999905,0.061677996874999974,0.6666127281249999,0.6578809750000001,0.6735969004975124,0.66634775,0.008466774999999926,-0.008731753124999853,0.333387271875,0.342119025,0.3264030995024875,0.33365225,-0.008466775000000037,0.008731753125000019,0.110182265625,0.07789895,0.11001341293532338,0.076789025,-0.0011099249999999977,-0.032283315625,0.13330456562499998,0.122004275,0.13212479104477612,0.12228494999999999,0.0002806749999999941,-0.011300290624999987,0.5255340234375,0.57059695,0.531790776119403,0.55843485,-0.012162099999999954,0.045062926562499994,0.15275789687500002,0.1496763375,0.14969450995024877,0.1341210625,-0.015555275000000007,-0.0030815593750000148,0.701180015625,0.7207631125,0.7054805746268656,0.7221390999999999,0.0013759874999998978,0.01958309687500004,0.8445531140625,0.8474845875,0.8507681542288558,0.869612575,0.0221279875,0.0029314734374999984,0.616233359375,0.611842725,0.6184850298507463,0.6288077000000001,0.01696497500000005,-0.00439063437499998,0.110182265625,0.07789895,0.11001341293532338,0.076789025,-0.0011099249999999977,-0.032283315625,-0.00045019374999999954,-0.013027649999999998,-0.008712641791044775,0.112341475,0.125369125,-0.012577456249999999,0.616233359375,0.611842725,0.6184850298507463,0.6288077000000001,0.01696497500000005,-0.00439063437499998,0.110182265625,0.07789895,0.11001341293532338,0.076789025,-0.0011099249999999977,-0.032283315625,-0.00045019374999999954,-0.013027649999999998,-0.008712641791044775,0.112341475,0.125369125,-0.012577456249999999
