world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
SOL_2023_NEG,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7525,0.0025,0.712051,0.148951,0.7575,0.0,0.712751,0.147983
SOL_2023_NEG,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.005,0.709952,0.15086,0.7175,0.0025,0.711019,0.149417
SOL_2023_NEG,3,normale_weltspannung->offen_suchend,offen_suchend,0.665,0.0025,0.708217,0.153166,0.665,0.0,0.709406,0.151545
SOL_2023_NEG,4,offen_suchend->normale_weltspannung,normale_weltspannung,0.7675,0.0075,0.711773,0.148692,0.7725,0.0,0.712662,0.147482
SOL_2023_NEG,5,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.7125,0.015,0.709818,0.151906,0.72,0.01,0.710662,0.150723
SOL_2023_NEG,6,randlastige_sinneslage->offen_suchend,offen_suchend,0.66,0.0075,0.707691,0.154323,0.6725,0.0025,0.708952,0.152606
SOL_2023_NEG,7,offen_suchend->normale_weltspannung,normale_weltspannung,0.735,0.0075,0.709876,0.151084,0.7425,0.0025,0.710995,0.149554
SOL_2023_NEG,8,normale_weltspannung->offen_suchend,offen_suchend,0.6825,0.005,0.710129,0.151445,0.685,0.0,0.71095,0.150312
SOL_2023_NEG,9,offen_suchend->normale_weltspannung,normale_weltspannung,0.7725,0.0,0.712801,0.147503,0.7775,0.0,0.71355,0.146449
SOL_2023_NEG,10,normale_weltspannung->offen_suchend,offen_suchend,0.6575,0.0125,0.706736,0.155665,0.6675,0.005,0.708045,0.153837
SOL_2023_NEG,11,offen_suchend->offen_suchend,offen_suchend,0.6225,0.0125,0.705563,0.156927,0.63,0.0075,0.707125,0.154786
SOL_2023_NEG,12,offen_suchend->randlastige_sinneslage,offen_suchend,0.6275,0.015,0.706201,0.156413,0.6325,0.0025,0.707535,0.154613
SOL_2023_NEG,13,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.71,0.005,0.710859,0.149994,0.725,0.0,0.711728,0.148833
SOL_2023_NEG,14,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7075,0.0125,0.710105,0.15126,0.7075,0.0025,0.711119,0.149857
SOL_2023_NEG,15,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.005,0.711829,0.148984,0.77,0.0,0.712733,0.147737
SOL_2023_NEG,16,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.71174,0.149119,0.76,0.005,0.712616,0.147912
SOL_2023_NEG,17,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.0025,0.711698,0.148709,0.73,0.0025,0.712534,0.147576
SOL_2023_NEG,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7625,0.005,0.712846,0.147384,0.7725,0.0025,0.713696,0.146187
SOL_2023_NEG,19,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.84,0.005,0.715571,0.14376,0.8425,0.0,0.716219,0.142857
SOL_2023_NEG,20,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.76,0.0075,0.711796,0.148649,0.77,0.0,0.712751,0.147318
