family,late_role_reading,repro_reading,source_count,sources,token_count,tokens,world_count,worlds,record_count,observations_total,neighbor_count_total,avg_rekopplung,avg_strain,avg_center_share,avg_open_share,avg_rand_share
dio_11se,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11se,1,SOL2024_30M,1,1,2,0.629771,0.210002,1.0,0.0,0.0
dio_11sr,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11sr,1,SOL2024_30M,1,1,2,0.621173,0.210957,1.0,0.0,0.0
dio_11sy,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11sy,1,SOL2024_15M,1,1,2,0.647444,0.161228,1.0,0.0,0.0
dio_11t9,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11t9,1,SOL2025_15M,1,1,2,0.590025,0.298138,0.0,0.0,1.0
dio_11th,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11th,1,SOL2024_30M,1,1,2,0.616908,0.312267,0.0,0.0,1.0
dio_11tp,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11tp,1,SOL2025_30M,1,1,2,0.603468,0.214847,0.0,1.0,0.0
dio_11u2,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11u2,1,SOL2024_15M,1,1,2,0.636853,0.197822,1.0,0.0,0.0
dio_11vo,spaeter_zentrumskandidat,spaet_lokal,1,977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,1,dio_mcm_episode_0igfdmt,1,STRESS10K_REPRO,1,1,2,0.637966,0.192754,1.0,0.0,0.0
dio_11wc,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11wc,1,SOL2024_15M,1,1,2,0.579816,0.220554,0.0,1.0,0.0
dio_11ww,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11ww,1,SOL2025_15M,1,1,2,0.681901,0.186579,1.0,0.0,0.0
dio_11xu,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11xu,1,SOL2025_30M,1,1,2,0.613376,0.235,0.0,1.0,0.0
dio_11y8,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11y8,1,SOL2024_30M,1,1,2,0.64467,0.169261,1.0,0.0,0.0
dio_11zv,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11zv,1,SOL2024_15M,1,1,2,0.622858,0.213117,1.0,0.0,0.0
dio_11zx,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_11zx,1,SOL2025_30M,1,1,2,0.620952,0.237835,0.0,1.0,0.0
dio_120i,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_120i,1,SOL2025_15M,1,1,2,0.611103,0.260814,0.0,1.0,0.0
dio_121m,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_121m,1,SOL2025_15M,1,1,2,0.652692,0.173378,1.0,0.0,0.0
dio_121n,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_121n,1,SOL2024_15M,1,1,2,0.665811,0.202251,1.0,0.0,0.0
dio_1220,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1220,1,SOL2024_30M,1,1,2,0.607817,0.194892,0.0,1.0,0.0
dio_1235,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1235,1,SOL2024_15M,1,1,2,0.639327,0.196732,1.0,0.0,0.0
dio_123f,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_123f,1,SOL2024_30M,1,1,2,0.587359,0.221753,0.0,1.0,0.0
dio_125j,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_149cvsd,1,SOL2025_30M,1,1,2,0.509724,0.387686,0.0,0.0,1.0
dio_125y,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_125y,1,SOL2025_15M,1,1,2,0.583773,0.264688,0.0,1.0,0.0
dio_126a,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_126a,1,SOL2024_30M,1,1,2,0.606176,0.203012,0.0,1.0,0.0
dio_126q,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_126q,1,SOL2025_30M,1,1,2,0.619314,0.234909,0.0,1.0,0.0
dio_126r,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_126r,1,SOL2025_15M,1,1,2,0.600189,0.215539,0.0,1.0,0.0
dio_127j,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_127j,1,SOL2025_30M,1,1,2,0.626137,0.216983,1.0,0.0,0.0
dio_127q,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_127q,1,SOL2024_15M,1,1,2,0.603052,0.201312,0.0,1.0,0.0
dio_1283,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1283,1,SOL2025_30M,1,1,2,0.655384,0.228093,0.0,1.0,0.0
dio_128b,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_128b,1,SOL2024_30M,1,1,2,0.623739,0.225062,0.0,1.0,0.0
dio_128o,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_128o,1,SOL2024_15M,1,1,2,0.585868,0.24269,0.0,1.0,0.0
dio_129r,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_129r,1,SOL2024_30M,1,1,2,0.572542,0.328501,0.0,0.0,1.0
dio_129s,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_129s,1,SOL2025_15M,1,1,2,0.615639,0.177475,0.0,1.0,0.0
dio_12as,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12as,1,SOL2025_30M,1,1,2,0.581389,0.324205,0.0,0.0,1.0
dio_12ax,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ax,1,SOL2025_15M,1,1,2,0.664497,0.137117,1.0,0.0,0.0
dio_12ay,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ay,1,SOL2025_30M,1,1,2,0.629197,0.197409,1.0,0.0,0.0
dio_12b8,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12b8,1,SOL2024_30M,1,1,2,0.621065,0.220491,0.0,1.0,0.0
dio_12bf,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12bf,1,SOL2024_15M,1,1,2,0.616135,0.167242,0.0,1.0,0.0
dio_12bk,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12bk,1,SOL2024_15M,1,1,2,0.630627,0.209191,1.0,0.0,0.0
dio_12bq,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12bq,1,SOL2024_30M,1,1,2,0.582921,0.316592,0.0,0.0,1.0
dio_12bv,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12bv,1,SOL2025_15M,1,1,2,0.635279,0.18692,1.0,0.0,0.0
dio_12cp,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12cp,1,SOL2025_30M,1,1,2,0.578441,0.315511,0.0,0.0,1.0
dio_12dq,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12dq,1,SOL2024_30M,1,1,2,0.604244,0.269268,0.0,1.0,0.0
dio_12dz,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12dz,1,SOL2024_15M,1,1,2,0.654904,0.160009,1.0,0.0,0.0
dio_12e0,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12e0,1,SOL2025_30M,1,1,2,0.642739,0.177169,1.0,0.0,0.0
dio_12e8,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12e8,1,SOL2024_15M,1,1,2,0.613325,0.168617,0.0,1.0,0.0
dio_12ec,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ec,1,SOL2024_15M,1,1,2,0.601359,0.197028,0.0,1.0,0.0
dio_12ek,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ek,1,SOL2024_30M,1,1,2,0.589314,0.283034,0.0,0.0,1.0
dio_12f4,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12f4,1,SOL2024_30M,1,1,2,0.546937,0.374995,0.0,0.0,1.0
dio_12fa,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12fa,1,SOL2025_15M,1,1,2,0.649689,0.265925,0.0,1.0,0.0
dio_12fg,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12fg,1,SOL2025_15M,1,1,2,0.598637,0.26834,0.0,1.0,0.0
dio_12fo,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12fo,1,SOL2025_15M,1,1,2,0.606588,0.306599,0.0,0.0,1.0
dio_12fs,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12fs,1,SOL2024_30M,1,1,2,0.653114,0.169069,1.0,0.0,0.0
dio_12g0,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12g0,1,SOL2024_15M,1,1,2,0.630162,0.202528,1.0,0.0,0.0
dio_12gd,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12gd,1,SOL2024_15M,1,1,2,0.603119,0.259996,0.0,1.0,0.0
dio_12gw,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12gw,1,SOL2025_30M,1,1,2,0.601413,0.291089,0.0,0.0,1.0
dio_12hl,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12hl,1,SOL2025_30M,1,1,2,0.582572,0.230843,0.0,1.0,0.0
dio_12ii,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ii,1,SOL2025_15M,1,1,2,0.624275,0.217331,1.0,0.0,0.0
dio_12im,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12im,1,SOL2024_30M,1,1,2,0.625211,0.210343,1.0,0.0,0.0
dio_12je,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12je,1,SOL2024_30M,1,1,2,0.623547,0.154423,0.0,1.0,0.0
dio_12k4,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12k4,1,SOL2025_30M,1,1,2,0.643702,0.176652,1.0,0.0,0.0
dio_12m0,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12m0,1,SOL2025_15M,1,1,2,0.649813,0.158368,1.0,0.0,0.0
dio_12my,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12my,1,SOL2025_30M,1,1,2,0.564987,0.37365,0.0,0.0,1.0
dio_12na,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12na,1,SOL2025_30M,1,1,2,0.60433,0.291196,0.0,0.0,1.0
dio_12oy,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12oy,1,SOL2024_30M,1,1,2,0.597028,0.362518,0.0,0.0,1.0
dio_12pg,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12pg,1,SOL2024_15M,1,1,2,0.586041,0.222316,0.0,1.0,0.0
dio_12qr,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12qr,1,SOL2024_30M,1,1,2,0.604405,0.256387,0.0,1.0,0.0
dio_12rj,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12rj,1,SOL2025_30M,1,1,2,0.582154,0.247445,0.0,1.0,0.0
dio_12ss,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12ss,1,SOL2024_30M,1,1,2,0.607127,0.194492,0.0,1.0,0.0
dio_12sz,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12sz,1,SOL2025_30M,1,1,2,0.635654,0.201622,1.0,0.0,0.0
dio_12tm,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12tm,1,SOL2025_15M,1,1,2,0.609889,0.257792,0.0,1.0,0.0
dio_12tp,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12tp,1,SOL2025_15M,1,1,2,0.64755,0.134635,1.0,0.0,0.0
dio_12tv,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12tv,1,SOL2024_15M,1,1,2,0.632828,0.192574,1.0,0.0,0.0
dio_12u4,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12u4,1,SOL2025_30M,1,1,2,0.611418,0.195354,0.0,1.0,0.0
dio_12un,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12un,1,SOL2025_30M,1,1,2,0.623785,0.151615,0.0,1.0,0.0
dio_12ux,spaete_offene_varianz,spaet_lokal,1,977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,1,dio_mcm_episode_1hu3kwt,1,STRESS10K_REPRO,1,1,2,0.633649,0.234071,0.0,1.0,0.0
dio_12v9,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12v9,1,SOL2025_15M,1,1,2,0.621313,0.164398,0.0,1.0,0.0
dio_12vp,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12vp,1,SOL2025_15M,1,1,2,0.625963,0.160981,1.0,0.0,0.0
dio_12vt,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12vt,1,SOL2025_30M,1,1,2,0.632212,0.256251,0.0,1.0,0.0
dio_12w0,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12w0,1,SOL2025_15M,1,1,2,0.642851,0.181342,1.0,0.0,0.0
dio_12y4,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12y4,1,SOL2025_15M,1,1,2,0.620686,0.230368,0.0,1.0,0.0
dio_12yh,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12yh,1,SOL2024_15M,1,1,2,0.590134,0.236221,0.0,1.0,0.0
dio_12zh,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12zh,1,SOL2024_30M,1,1,2,0.60207,0.210683,0.0,1.0,0.0
dio_12zi,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12zi,1,SOL2025_15M,1,1,2,0.573398,0.367404,0.0,0.0,1.0
dio_12zk,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12zk,1,SOL2024_15M,1,1,2,0.609507,0.316766,0.0,0.0,1.0
dio_12zq,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_12zq,1,SOL2025_15M,1,1,2,0.643852,0.172806,1.0,0.0,0.0
dio_1311,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_0ibhyec,1,SOL2025_30M,1,1,2,0.577337,0.315617,0.0,0.0,1.0
dio_1312,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1312,1,SOL2024_15M,1,1,2,0.624738,0.140495,0.0,1.0,0.0
dio_132b,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_132b,1,SOL2025_30M,1,1,2,0.547208,0.316386,0.0,0.0,1.0
dio_132i,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_132i,1,SOL2025_15M,1,1,2,0.581899,0.224118,0.0,1.0,0.0
dio_132k,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_132k,1,SOL2024_30M,1,1,2,0.594647,0.217248,0.0,1.0,0.0
dio_133a,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_133a,1,SOL2025_30M,1,1,2,0.601356,0.22182,0.0,1.0,0.0
dio_133j,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_133j,1,SOL2025_30M,1,1,2,0.635967,0.204692,1.0,0.0,0.0
dio_133s,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_133s,1,SOL2025_15M,1,1,2,0.606097,0.216579,0.0,1.0,0.0
dio_134j,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_134j,1,SOL2025_15M,1,1,2,0.627151,0.149417,0.0,1.0,0.0
dio_1357,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1357,1,SOL2025_15M,1,1,2,0.623135,0.160306,0.0,1.0,0.0
dio_135d,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_135d,1,SOL2024_15M,1,1,2,0.599445,0.207549,0.0,1.0,0.0
dio_135x,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_135x,1,SOL2025_15M,1,1,2,0.60968,0.349962,0.0,0.0,1.0
dio_1360,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1360,1,SOL2025_15M,1,1,2,0.649685,0.2206,0.0,1.0,0.0
dio_136l,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_136l,1,SOL2024_15M,1,1,2,0.608706,0.251683,0.0,1.0,0.0
dio_1378,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1378,1,SOL2025_15M,1,1,2,0.572863,0.314327,0.0,0.0,1.0
dio_137y,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_137y,1,SOL2025_30M,1,1,2,0.607361,0.247765,0.0,1.0,0.0
dio_138c,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_138c,1,SOL2025_30M,1,1,2,0.580543,0.340982,0.0,0.0,1.0
dio_1390,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1390,1,SOL2025_30M,1,1,2,0.662326,0.199794,1.0,0.0,0.0
dio_139n,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_139n,1,SOL2025_30M,1,1,2,0.60384,0.215553,0.0,1.0,0.0
dio_13c5,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13c5,1,SOL2025_30M,1,1,2,0.585316,0.287563,0.0,0.0,1.0
dio_13d4,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13d4,1,SOL2024_15M,1,1,2,0.603909,0.272622,0.0,1.0,0.0
dio_13fb,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13fb,1,SOL2025_15M,1,1,2,0.629459,0.22123,0.0,1.0,0.0
dio_13fd,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13fd,1,SOL2024_30M,1,1,2,0.53371,0.352314,0.0,0.0,1.0
dio_13fn,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13fn,1,SOL2025_15M,1,1,2,0.609549,0.3298,0.0,0.0,1.0
dio_13fr,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13fr,1,SOL2025_15M,1,1,2,0.622767,0.220684,0.0,1.0,0.0
dio_13h3,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13h3,1,SOL2024_30M,1,1,2,0.592961,0.293032,0.0,0.0,1.0
dio_13h8,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13h8,1,SOL2025_15M,1,1,2,0.597925,0.338178,0.0,0.0,1.0
dio_13iy,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13iy,1,SOL2025_15M,1,1,2,0.666529,0.200914,1.0,0.0,0.0
dio_13jr,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13jr,1,SOL2024_15M,1,1,2,0.653178,0.177524,1.0,0.0,0.0
dio_13jt,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13jt,1,SOL2024_15M,1,1,2,0.618119,0.243533,0.0,1.0,0.0
dio_13jx,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13jx,1,SOL2024_30M,1,1,2,0.535291,0.356638,0.0,0.0,1.0
dio_13kh,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13kh,1,SOL2025_15M,1,1,2,0.636428,0.219257,1.0,0.0,0.0
dio_13ki,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13ki,1,SOL2025_15M,1,1,2,0.592107,0.21415,0.0,1.0,0.0
dio_13kl,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_13kl,1,SOL2025_30M,1,1,2,0.631138,0.221159,0.0,1.0,0.0
