world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
KAS_2024_5M_2K,zentrum_stabil,1596,0.8004012036108324,0.6510923784461153,0.3976972631578947,0.17019060338345865,0.8728699191729323,0.04916137656641604,0.07272445363408521,0.30952380952380953,0.2506265664160401,0.07080200501253132,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0jsu
KAS_2024_5M_2K,offene_variante,314,0.15747241725175526,0.6264288343949045,0.39209880573248407,0.2376730222929936,0.8387390063694269,0.10171476433121018,0.1366988025477707,0.012738853503184714,0.2770700636942675,0.9617834394904459,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0kdn
KAS_2024_5M_2K,spannungsrand_kippnaehe,84,0.04212637913741224,0.6012641666666666,0.3854887261904762,0.31547186904761904,0.8019567380952382,0.17448230952380953,0.17466814285714286,0.011904761904761904,0.14285714285714285,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_0bqz
KAS_2024_15M_2K,zentrum_stabil,1596,0.8004012036108324,0.6521191315789474,0.39883863847117795,0.16899473245614036,0.873375914160401,0.049815189223057645,0.07092406829573934,0.31203007518796994,0.2600250626566416,0.07518796992481203,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1370
KAS_2024_15M_2K,offene_variante,308,0.15446339017051153,0.6248052824675324,0.3885768961038961,0.23857148701298703,0.835747909090909,0.10543643506493505,0.13618858116883117,0.003246753246753247,0.22402597402597402,0.9383116883116883,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_09ol
KAS_2024_15M_2K,spannungsrand_kippnaehe,90,0.04513540621865597,0.5993468888888889,0.380268,0.31363606666666666,0.7975177999999999,0.17249863333333335,0.17957166666666666,0.0,0.16666666666666666,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1bvf
KAS_2024_30M_2K,zentrum_stabil,1574,0.7893681043129388,0.6518386022871665,0.39808271219822106,0.16873203049555274,0.8733424021601017,0.0503240044472681,0.06962035196950445,0.3176620076238882,0.2579415501905972,0.05972045743329098,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_12w3
KAS_2024_30M_2K,offene_variante,335,0.16800401203610832,0.6243045373134328,0.38741089552238805,0.23842099104477613,0.8342190507462687,0.10550741791044776,0.14107947462686565,0.0,0.21791044776119403,0.9552238805970149,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0k07
KAS_2024_30M_2K,spannungsrand_kippnaehe,85,0.04262788365095286,0.6028374000000001,0.38868540000000007,0.3126731176470588,0.8078366588235294,0.1592739176470588,0.1719218705882353,0.0,0.23529411764705882,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_0xz7
KAS_2024_1H_2K,zentrum_stabil,1592,0.79839518555667,0.6508512430904523,0.39557201444723616,0.16886720854271356,0.8727962355527638,0.048360185301507534,0.0699288567839196,0.31155778894472363,0.24874371859296482,0.07097989949748744,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1pgl
KAS_2024_1H_2K,offene_variante,311,0.1559679037111334,0.6250269935691318,0.3882827459807074,0.23790955305466235,0.8365827556270096,0.1031370578778135,0.13479790675241157,0.006430868167202572,0.2604501607717042,0.9485530546623794,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0iah
KAS_2024_1H_2K,spannungsrand_kippnaehe,91,0.04563691073219659,0.6000997802197802,0.3858674615384616,0.3186616703296703,0.8008478571428571,0.16837323076923078,0.18067747252747252,0.01098901098901099,0.24175824175824176,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1gkk
