row_type,sources,real_family_observations,families,asset_family_pairs,profile_states,dominant_qualities,family,appearances,asset_count,window_count,dominant_attachment_quality,dominant_attachment_count,second_attachment_quality,second_attachment_count,attachment_quality_gap,attachment_profile_state,attachment_profile,dominant_family_reading,family_reading_profile,dominant_role,role_profile,asset_profile,mean_total_count,mean_phase_presence,mean_afterimage_delta,mean_temporal_delta,mean_strain_delta,mean_field_edge_score,asset,source_report,window_start,family_reading,total_count,phase_presence,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,attachment_quality,attachment_source_reading,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score
family_attachment_summary,,,,,,,dio_17ct,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,anschlussfaehige_oberflaeche,anschlussfaehige_oberflaeche:10; kernfamilie_mit_feldzeitverdichtung:10,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,127.45,3.0,0.246009,0.119992,0.007879,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_06er,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:10; anschlussfaehige_oberflaeche:9; fruehe_familie_mit_nachhallrest:1,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,120.35,3.0,0.25958,0.127887,0.007606,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_06s7,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:15; anschlussfaehige_oberflaeche:5,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,118.7,3.0,0.247374,0.120589,0.007944,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0pz6,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:15; anschlussfaehige_oberflaeche:5,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,118.0,3.0,0.247918,0.121408,0.007203,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1ewh,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:17; anschlussfaehige_oberflaeche:3,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,115.8,3.0,0.241944,0.117552,0.008461,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0obq,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:15; anschlussfaehige_oberflaeche:5,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,110.1,3.0,0.252506,0.124667,0.007818,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_00ja,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:17; anschlussfaehige_oberflaeche:3,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,107.25,3.0,0.289646,0.139486,0.009562,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1kpz,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:19; anschlussfaehige_oberflaeche:1,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,99.75,3.0,0.273085,0.132886,0.00815,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1q85,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:19; anschlussfaehige_oberflaeche:1,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,97.25,3.0,0.285685,0.138385,0.009091,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0g2r,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:20,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,79.1,3.0,0.345056,0.164093,0.010468,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1gp2,20,5,20,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:20,field_stabil,field_stabil:20,BTC:4; SOL:4; DOGE:4; PAXG:4; XRP:4,72.0,3.0,0.403246,0.199654,0.012935,0.019506,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0dd2,19,5,19,offen_gemischt,8,kernnah,5,3,familienanschluss_deutlich,offen_gemischt:8; kernnah:5; kernnah_ohne_feldzeit:3; nachhallnah_ohne_kern:1; nullnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:14; anschlussfaehige_oberflaeche:4; fruehe_familie_mit_nachhallrest:1,field_stabil,field_stabil:19,BTC:4; DOGE:4; PAXG:4; XRP:4; SOL:3,104.526316,3.0,0.273405,0.131874,0.008476,0.022089,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0nlj,18,5,18,offen_gemischt,8,kernnah,4,4,familienanschluss_deutlich,offen_gemischt:8; kernnah:4; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:18,field_stabil,field_stabil:18,BTC:4; SOL:4; DOGE:4; XRP:4; PAXG:2,68.5,3.0,0.345659,0.163405,0.010921,0.01487,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_04uf,18,5,18,offen_gemischt,7,kernnah,4,3,familienanschluss_deutlich,offen_gemischt:7; kernnah:4; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:18,field_stabil,field_stabil:18,BTC:4; SOL:4; DOGE:4; PAXG:3; XRP:3,71.666667,3.0,0.36973,0.174876,0.010836,0.016046,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0tay,17,5,17,offen_gemischt,7,kernnah,4,3,familienanschluss_deutlich,offen_gemischt:7; kernnah:4; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:17,field_stabil,field_stabil:17,BTC:4; SOL:4; DOGE:4; XRP:4; PAXG:1,80.411765,3.0,0.320018,0.153136,0.010241,0.015179,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_09bn,17,5,17,offen_gemischt,6,kernnah,5,1,familienanschluss_leicht,offen_gemischt:6; kernnah:5; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:17,field_stabil,field_stabil:17,BTC:4; SOL:4; DOGE:4; XRP:4; PAXG:1,74.764706,3.0,0.363624,0.172635,0.012338,0.020362,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_19pg,17,5,17,offen_gemischt,6,kernnah,5,1,familienanschluss_leicht,offen_gemischt:6; kernnah:5; kernnah_ohne_feldzeit:2; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:17,field_stabil,field_stabil:17,BTC:4; SOL:4; DOGE:4; XRP:3; PAXG:2,68.882353,3.0,0.390899,0.186694,0.011523,0.022181,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1u5i,16,5,16,offen_gemischt,5,kernnah,5,0,familienanschluss_offen_gemischt,offen_gemischt:5; kernnah:5; kernnah_ohne_feldzeit:2; nullnah:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:13; anschlussfaehige_oberflaeche:3,field_stabil,field_stabil:16,BTC:4; DOGE:4; PAXG:4; SOL:2; XRP:2,99.625,3.0,0.296007,0.1412,0.00935,0.020488,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_169a,16,4,16,offen_gemischt,6,kernnah,4,2,familienanschluss_deutlich,offen_gemischt:6; kernnah:4; kernnah_ohne_feldzeit:3; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:16,field_stabil,field_stabil:16,BTC:4; SOL:4; DOGE:4; XRP:4,77.3125,3.0,0.318144,0.15013,0.010609,0.016366,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1jc2,15,5,15,offen_gemischt,5,kernnah,5,0,familienanschluss_offen_gemischt,offen_gemischt:5; kernnah:5; nullnah:2; nachhallnah_ohne_kern:1; kernnah_ohne_feldzeit:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:15,field_stabil,field_stabil:15,BTC:4; DOGE:4; PAXG:4; SOL:2; XRP:1,75.2,3.0,0.333587,0.159442,0.010471,0.020504,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1492,15,4,15,offen_gemischt,6,kernnah_ohne_feldzeit,3,3,familienanschluss_deutlich,offen_gemischt:6; kernnah_ohne_feldzeit:3; kernnah:3; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:15,field_stabil,field_stabil:15,BTC:4; SOL:4; XRP:4; DOGE:3,74.133333,3.0,0.344007,0.163822,0.010832,0.012551,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0z9t,14,5,14,offen_gemischt,6,kernnah,4,2,familienanschluss_deutlich,offen_gemischt:6; kernnah:4; kernnah_ohne_feldzeit:2; nachhallnah_ohne_kern:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:13; anschlussfaehige_oberflaeche:1,field_stabil,field_stabil:14,PAXG:4; XRP:4; BTC:2; SOL:2; DOGE:2,79.714286,3.0,0.302958,0.14519,0.00984,0.027693,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_05yg,14,5,14,offen_gemischt,5,kernnah,4,1,familienanschluss_leicht,offen_gemischt:5; kernnah:4; kernnah_ohne_feldzeit:2; nullnah:2; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:14,field_stabil,field_stabil:14,SOL:4; DOGE:4; BTC:3; XRP:2; PAXG:1,64.642857,3.0,0.377733,0.179239,0.01145,0.0192,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_10dv,11,4,11,offen_gemischt,6,kernnah_ohne_feldzeit,2,4,familienanschluss_deutlich,offen_gemischt:6; kernnah_ohne_feldzeit:2; kernnah:1; nullnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:10; anschlussfaehige_oberflaeche:1,field_stabil,field_stabil:11,PAXG:4; XRP:4; SOL:2; BTC:1,78.454545,3.0,0.292521,0.141496,0.00897,0.017316,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0jkk,11,4,11,offen_gemischt,3,kernnah,3,0,familienanschluss_offen_gemischt,offen_gemischt:3; kernnah:3; kernnah_ohne_feldzeit:2; nullnah:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:11,field_stabil,field_stabil:11,BTC:3; SOL:3; DOGE:3; XRP:2,66.545455,3.0,0.397414,0.192558,0.010716,0.014606,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_17db,11,4,11,offen_gemischt,4,kernnah,4,0,familienanschluss_offen_gemischt,offen_gemischt:4; kernnah:4; kernnah_ohne_feldzeit:2; nullnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:11,field_stabil,field_stabil:11,DOGE:4; XRP:3; BTC:2; SOL:2,63.363636,3.0,0.40128,0.19152,0.011405,0.023525,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1r55,10,3,10,offen_gemischt,5,kernnah_ohne_feldzeit,2,3,familienanschluss_deutlich,offen_gemischt:5; kernnah_ohne_feldzeit:2; nachhallnah_ohne_kern:1; nullnah:1; kernnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:8; anschlussfaehige_oberflaeche:1; fruehe_familie_mit_nachhallrest:1,field_stabil,field_stabil:10,BTC:4; XRP:4; SOL:2,75.8,3.0,0.30423,0.150219,0.00903,0.007984,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_07uk,9,3,9,kernnah,4,offen_gemischt,2,2,familienanschluss_deutlich,kernnah:4; offen_gemischt:2; nachhallnah_ohne_kern:1; kernnah_ohne_feldzeit:1; nullnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:9,field_stabil,field_stabil:9,DOGE:4; BTC:3; SOL:2,64.111111,3.0,0.366515,0.17204,0.01223,0.022182,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0kx9,8,4,8,offen_gemischt,4,kernnah_ohne_feldzeit,1,3,familienanschluss_deutlich,offen_gemischt:4; kernnah_ohne_feldzeit:1; kernnah:1; nullnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:8,field_stabil,field_stabil:8,PAXG:4; SOL:2; BTC:1; DOGE:1,70.875,3.0,0.333852,0.157953,0.010395,0.016363,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1fll,8,2,8,offen_gemischt,4,kernnah_ohne_feldzeit,2,2,familienanschluss_deutlich,offen_gemischt:4; kernnah_ohne_feldzeit:2; kernnah:1; anschlussnah:1,anschlussfaehige_oberflaeche,anschlussfaehige_oberflaeche:4; kernfamilie_mit_feldzeitverdichtung:4,field_stabil,field_stabil:8,PAXG:4; XRP:4,168.5,3.0,0.239009,0.115939,0.007671,0.023288,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_12fw,7,4,7,offen_gemischt,4,nullnah,2,2,familienanschluss_deutlich,offen_gemischt:4; nullnah:2; kernnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:7,field_stabil,field_stabil:7,BTC:2; SOL:2; PAXG:2; DOGE:1,59.0,3.0,0.390498,0.18225,0.012534,-0.00172,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_06jk,6,3,6,offen_gemischt,3,kernnah_ohne_feldzeit,2,1,familienanschluss_leicht,offen_gemischt:3; kernnah_ohne_feldzeit:2; nachhallnah_ohne_kern:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:6,field_stabil,field_stabil:6,XRP:3; SOL:2; BTC:1,59.333333,3.0,0.329956,0.15182,0.010918,0.013322,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1pij,6,2,6,offen_gemischt,3,kernnah,3,0,familienanschluss_offen_gemischt,offen_gemischt:3; kernnah:3,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:6,field_stabil,field_stabil:6,SOL:3; DOGE:3,65.833333,3.0,0.337795,0.162525,0.009924,0.038807,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1cic,5,3,5,nullnah,2,nachhallnah_ohne_kern,1,1,familienanschluss_leicht,nullnah:2; nachhallnah_ohne_kern:1; offen_gemischt:1; kernnah_ohne_feldzeit:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:5,field_stabil,field_stabil:5,BTC:2; SOL:2; DOGE:1,61.6,3.0,0.384897,0.182042,0.011397,-0.007371,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1oye,5,2,5,offen_gemischt,3,kernnah,1,2,familienanschluss_deutlich,offen_gemischt:3; kernnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:5,field_stabil,field_stabil:5,PAXG:4; SOL:1,61.2,3.0,0.359242,0.167436,0.011482,0.029273,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0fe7,4,2,4,kernnah,3,anschlussnah,1,2,familienanschluss_deutlich,kernnah:3; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:4,field_stabil,field_stabil:4,DOGE:2; PAXG:2,63.25,3.0,0.378998,0.176334,0.010841,0.063326,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_07o8,4,1,4,offen_gemischt,2,kernnah,1,1,familienanschluss_leicht,offen_gemischt:2; kernnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:4,field_stabil,field_stabil:4,PAXG:4,76.5,3.0,0.332211,0.158655,0.011873,0.032064,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1772,4,1,4,offen_gemischt,2,kernnah,1,1,familienanschluss_leicht,offen_gemischt:2; kernnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:4,field_stabil,field_stabil:4,PAXG:4,62.5,3.0,0.36837,0.175147,0.010798,0.032064,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_0jqc,4,1,4,offen_gemischt,2,kernnah,1,1,familienanschluss_leicht,offen_gemischt:2; kernnah:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:4,field_stabil,field_stabil:4,PAXG:4,61.75,3.0,0.355557,0.168079,0.01265,0.032064,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1tiu,3,2,3,kernnah,1,kernnah_ohne_feldzeit,1,0,familienanschluss_offen_gemischt,kernnah:1; kernnah_ohne_feldzeit:1; offen_gemischt:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:3,field_stabil,field_stabil:3,XRP:2; PAXG:1,61.0,3.0,0.365683,0.168288,0.011396,0.040512,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_1xrt,3,1,3,kernnah,1,offen_gemischt,1,0,familienanschluss_offen_gemischt,kernnah:1; offen_gemischt:1; anschlussnah:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:3,field_stabil,field_stabil:3,PAXG:3,61.0,3.0,0.352839,0.165747,0.011968,0.044025,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_05ap,2,1,2,offen_gemischt,2,-,0,2,familienanschluss_deutlich,offen_gemischt:2,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:2,field_stabil,field_stabil:2,PAXG:2,60.5,3.0,0.470564,0.23114,0.011024,0.002907,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_03uk,2,1,2,offen_gemischt,1,kernnah_ohne_feldzeit,1,0,familienanschluss_offen_gemischt,offen_gemischt:1; kernnah_ohne_feldzeit:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:2,field_stabil,field_stabil:2,XRP:2,70.5,3.0,0.389454,0.197121,0.010424,0.010402,,,,,,,,,,,,,,,,
family_attachment_summary,,,,,,,dio_01hu,1,1,1,kernnah_ohne_feldzeit,1,-,0,1,einzelbeleg,kernnah_ohne_feldzeit:1,kernfamilie_mit_feldzeitverdichtung,kernfamilie_mit_feldzeitverdichtung:1,field_stabil,field_stabil:1,XRP:1,54.0,3.0,0.495219,0.252451,0.014351,0.007223,,,,,,,,,,,,,,,,
