pair,total_count,source_profile,dominant_role_shift,dominant_role_shift_count,dominant_role_shift_share,role_shift_profile,movement_effect,avg_pressure_delta,avg_sharpness_delta,avg_focus_delta,avg_rekopplung_delta,avg_loudness_delta
dio_mcm_episode_0qzjuvj->dio_mcm_episode_07yfihm,5,SOL2025_10K:5,zentrum_stabil->zentrum_stabil,5,1.0,zentrum_stabil->zentrum_stabil:5,bewegung_offen,-0.01184,0.024987,-0.026457,0.005807,-0.026018
dio_mcm_episode_1iq1hgz->dio_mcm_episode_1i31hl0,5,SOL2025_10K:5,offene_variante->zentrum_stabil,4,0.8,offene_variante->zentrum_stabil:4,rekoppelnd_entlastend,-0.037785,0.177396,-0.017018,0.036838,-0.026941
dio_mcm_episode_1i1sl4l->dio_mcm_episode_0db07p4,5,BTC_5M_10K:3;SOL2025_10K:2,offene_variante->offene_variante,2,0.4,offene_variante->offene_variante:2;zentrum_stabil->spannungsrand_kippnaehe:1,bewegung_offen,-0.001941,-0.097145,-0.005969,-0.009234,-0.020648
dio_mcm_episode_19qsa7h->dio_mcm_episode_0lfde2c,4,SOL2024_10K:4,zentrum_stabil->zentrum_stabil,4,1.0,zentrum_stabil->zentrum_stabil:4,spannungsnah,0.009124,-0.070367,0.022889,0.004927,0.054459
dio_mcm_episode_14coypf->dio_mcm_episode_1jwnjz4,4,SOL2024_10K:4,zentrum_stabil->offene_variante,2,0.5,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.070613,0.004158,0.066353,-0.038571,0.222391
dio_mcm_episode_1al8fjz->dio_mcm_episode_1y2gc2i,4,SOL2024_10K:2;BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,4,1.0,zentrum_stabil->zentrum_stabil:4,rekoppelnd_entlastend,-0.017099,0.021892,-0.000315,0.020923,-0.024096
dio_mcm_episode_1y2gc2i->dio_mcm_episode_1y26981,4,SOL2024_10K:2;SOL2025_10K:2,zentrum_stabil->zentrum_stabil,4,1.0,zentrum_stabil->zentrum_stabil:4,bewegung_offen,-0.011029,-0.173954,-0.049787,-0.002907,-0.073714
dio_mcm_episode_09w1tmn->dio_mcm_episode_1yy9dcm,4,SOL2024_10K:2;SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,0.5,zentrum_stabil->zentrum_stabil:2;offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.051269,0.090513,-0.015927,0.036605,-0.135822
dio_mcm_episode_1yy9dcm->dio_mcm_episode_1aavr7r,4,SOL2024_10K:2;SOL2025_10K:2,zentrum_stabil->zentrum_stabil,3,0.75,zentrum_stabil->zentrum_stabil:3,oeffnend_belastend,0.076011,-0.128425,0.06174,-0.041055,0.236263
dio_mcm_episode_0n5sqpn->dio_mcm_episode_0lne9ax,4,SOL2024_10K:2;SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,0.5,zentrum_stabil->zentrum_stabil:2;offene_variante->zentrum_stabil:2,spannungsnah,0.006449,0.225426,0.040863,0.015043,0.111871
dio_mcm_episode_0insmke->dio_mcm_episode_19qsa7h,4,SOL2024_10K:2;SOL2025_10K:2,spannungsrand_kippnaehe->zentrum_stabil,1,0.25,spannungsrand_kippnaehe->zentrum_stabil:1;zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.052631,-0.002164,-0.046724,0.032525,-0.137664
dio_mcm_episode_07llqq8->dio_mcm_episode_0hjnwsk,4,BTC_5M_10K:3;SOL2024_10K:1,offene_variante->zentrum_stabil,3,0.75,offene_variante->zentrum_stabil:3,rekoppelnd_entlastend,-0.029763,0.090449,-0.041748,0.022847,-0.105729
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0kluhxc,4,SOL2025_10K:4,zentrum_stabil->spannungsrand_kippnaehe,4,1.0,zentrum_stabil->spannungsrand_kippnaehe:4,oeffnend_belastend,0.241093,0.054078,0.090654,-0.164627,0.647183
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0feihom,4,SOL2025_10K:4,offene_variante->spannungsrand_kippnaehe,2,0.5,offene_variante->spannungsrand_kippnaehe:2,oeffnend_belastend,0.227937,0.050998,0.112015,-0.155429,0.63423
dio_mcm_episode_0jbl5pq->dio_mcm_episode_0aztxel,4,SOL2025_10K:4,offene_variante->offene_variante,3,0.75,offene_variante->offene_variante:3,bewegung_offen,-0.0104,-0.276877,-0.011302,-0.00584,-0.100076
dio_mcm_episode_0mlk2ts->dio_mcm_episode_0l3i7ey,4,SOL2025_10K:4,zentrum_stabil->offene_variante,3,0.75,zentrum_stabil->offene_variante:3,oeffnend_belastend,0.032701,-0.253381,0.020643,-0.036319,0.023118
dio_mcm_episode_0hjnwsk->dio_mcm_episode_0z748ck,4,SOL2025_10K:4,zentrum_stabil->zentrum_stabil,4,1.0,zentrum_stabil->zentrum_stabil:4,spannungsnah,0.01257,0.120424,0.054015,-0.001642,0.085218
dio_mcm_episode_0z748ck->dio_mcm_episode_18n06fj,4,SOL2025_10K:4,zentrum_stabil->offene_variante,4,1.0,zentrum_stabil->offene_variante:4,oeffnend_belastend,0.023402,-0.240878,0.000804,-0.032162,-0.031242
dio_mcm_episode_0k1pid9->dio_mcm_episode_1yy9dcm,4,SOL2025_10K:2;BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,4,1.0,zentrum_stabil->zentrum_stabil:4,spannungsnah,0.014968,-0.134573,0.018783,-0.002778,0.049544
dio_mcm_episode_00yl137->dio_mcm_episode_0ultars,4,SOL2025_10K:2;BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,2,0.5,zentrum_stabil->zentrum_stabil:2;offene_variante->zentrum_stabil:1,oeffnend_belastend,0.030147,-0.129818,0.044267,-0.040285,0.070734
dio_mcm_episode_07llqq8->dio_mcm_episode_00dz86x,4,SOL2025_10K:2;BTC_5M_10K:2,zentrum_stabil->spannungsrand_kippnaehe,2,0.5,zentrum_stabil->spannungsrand_kippnaehe:2;zentrum_stabil->offene_variante:1,oeffnend_belastend,0.054194,-0.17576,-0.001542,-0.059716,0.026033
dio_mcm_episode_1ppvnd6->dio_mcm_episode_0s3bynh,4,SOL2025_10K:2;BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,3,0.75,zentrum_stabil->zentrum_stabil:3,rekoppelnd_entlastend,-0.021563,0.09712,-0.017493,0.014221,-0.050449
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0tre8bg,4,BTC_5M_10K:4,zentrum_stabil->spannungsrand_kippnaehe,4,1.0,zentrum_stabil->spannungsrand_kippnaehe:4,oeffnend_belastend,0.242591,-0.128947,0.120975,-0.150506,0.663158
dio_mcm_episode_0mji3u6->dio_mcm_episode_0ndgwx3,4,BTC_5M_10K:4,zentrum_stabil->zentrum_stabil,3,0.75,zentrum_stabil->zentrum_stabil:3,rekoppelnd_entlastend,-0.036027,-0.013859,-0.024639,0.028439,-0.085487
dio_mcm_episode_0ndgwx3->dio_mcm_episode_0mji3u6,4,BTC_5M_10K:4,zentrum_stabil->zentrum_stabil,2,0.5,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.086806,0.129734,0.086212,-0.045792,0.288939
dio_mcm_episode_00i7zy5->dio_mcm_episode_0393v08,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,spannungsnah,0.002964,-0.117003,-0.019291,-0.004034,-0.008948
dio_mcm_episode_0393v08->dio_mcm_episode_1al8fjz,3,SOL2024_10K:3,offene_variante->zentrum_stabil,2,0.666667,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.06637,0.180823,-0.024652,0.046008,-0.184757
dio_mcm_episode_0sv0ru8->dio_mcm_episode_09w1tmn,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,bewegung_offen,-0.000722,-0.04581,0.00965,0.001931,-0.00685
dio_mcm_episode_10sv6w0->dio_mcm_episode_1rxdw4p,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,oeffnend_belastend,0.004418,-0.232801,0.000821,-0.007217,0.015158
dio_mcm_episode_0b7nep9->dio_mcm_episode_0w4x7xs,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,2,0.666667,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.04617,0.293873,-0.040509,0.028495,-0.083797
dio_mcm_episode_0w4x7xs->dio_mcm_episode_0b7nep9,3,SOL2024_10K:3,zentrum_stabil->spannungsrand_kippnaehe,1,0.333333,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.098528,-0.176284,0.071663,-0.063356,0.281514
dio_mcm_episode_09w1tmn->dio_mcm_episode_0insmke,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,spannungsnah,0.001009,0.162223,-0.029265,-0.005076,-0.000581
dio_mcm_episode_0s3bynh->dio_mcm_episode_10b8y4e,3,SOL2024_10K:3,offene_variante->offene_variante,2,0.666667,offene_variante->offene_variante:2,oeffnend_belastend,0.073678,-0.233764,0.066898,-0.044524,0.199133
dio_mcm_episode_14l8khu->dio_mcm_episode_1q3us3f,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,2,0.666667,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.01283,-0.175693,-0.004886,-0.01699,0.026282
dio_mcm_episode_0198w46->dio_mcm_episode_0e7qvj1,3,SOL2024_10K:3,zentrum_stabil->zentrum_stabil,2,0.666667,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.019425,0.050116,-0.019124,0.030438,-0.024178
dio_mcm_episode_1teq7yv->dio_mcm_episode_1iq1hgz,3,SOL2024_10K:2;BTC_5M_10K:1,offene_variante->zentrum_stabil,3,1.0,offene_variante->zentrum_stabil:3,rekoppelnd_entlastend,-0.098145,0.287205,-0.064888,0.094266,-0.151022
dio_mcm_episode_1bcj8qx->dio_mcm_episode_0z748ck,3,SOL2025_10K:2;SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,0.333333,zentrum_stabil->zentrum_stabil:1;offene_variante->offene_variante:1,bewegung_offen,-0.016226,-0.126885,-0.050909,-0.010454,-0.120669
dio_mcm_episode_0f3xyli->dio_mcm_episode_0ldenly,3,SOL2025_10K:3,offene_variante->offene_variante,1,0.333333,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.031737,-0.170166,-0.001114,0.010792,-0.133715
dio_mcm_episode_14l8khu->dio_mcm_episode_1hdpu9s,3,SOL2025_10K:3,zentrum_stabil->offene_variante,2,0.666667,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.183451,0.161769,0.062298,-0.117614,0.565324
dio_mcm_episode_0o36jeo->dio_mcm_episode_03hr8bf,3,SOL2025_10K:3,zentrum_stabil->offene_variante,1,0.333333,zentrum_stabil->offene_variante:1,rekoppelnd_entlastend,-0.033504,0.167364,-0.044,0.026162,-0.082866
dio_mcm_episode_18n06fj->dio_mcm_episode_0e7qvj1,3,SOL2025_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,spannungsnah,0.013744,-0.034468,0.029061,0.005227,0.05438
dio_mcm_episode_0ne8zu9->dio_mcm_episode_0aztxel,3,SOL2025_10K:3,zentrum_stabil->offene_variante,2,0.666667,zentrum_stabil->offene_variante:2,spannungsnah,0.027554,-0.008461,0.043555,0.003209,0.113363
dio_mcm_episode_1mesbjy->dio_mcm_episode_1iq1hgz,3,SOL2025_10K:3,offene_variante->offene_variante,3,1.0,offene_variante->offene_variante:3,oeffnend_belastend,0.022778,-0.144132,0.021922,-0.015751,0.027238
dio_mcm_episode_1iq1hgz->dio_mcm_episode_00er6t0,3,SOL2025_10K:2;BTC_5M_10K:1,zentrum_stabil->offene_variante,2,0.666667,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.04913,-0.087023,0.039087,-0.041729,0.115349
dio_mcm_episode_0db07p4->dio_mcm_episode_1i1sl4l,3,BTC_5M_10K:2;SOL2025_10K:1,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,rekoppelnd_entlastend,-0.020662,-0.010337,-0.021914,0.01931,-0.073043
dio_mcm_episode_1ahj81f->dio_mcm_episode_1t42af6,3,BTC_5M_10K:3,zentrum_stabil->offene_variante,2,0.666667,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.112155,0.062393,0.054744,-0.0556,0.346407
dio_mcm_episode_1t42af6->dio_mcm_episode_1ahj81f,3,BTC_5M_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,bewegung_offen,-0.028815,0.043941,-0.007971,0.005154,-0.112372
dio_mcm_episode_1iq1hgz->dio_mcm_episode_0tf9fq3,3,BTC_5M_10K:3,offene_variante->zentrum_stabil,2,0.666667,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.034561,0.373943,-0.013396,0.037138,-0.00386
dio_mcm_episode_03hr8bf->dio_mcm_episode_0d40zcv,3,BTC_5M_10K:3,zentrum_stabil->zentrum_stabil,2,0.666667,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.034902,0.297099,-0.069753,0.020402,-0.10476
dio_mcm_episode_1ugblu1->dio_mcm_episode_0nyb3ro,3,BTC_5M_10K:3,zentrum_stabil->zentrum_stabil,3,1.0,zentrum_stabil->zentrum_stabil:3,spannungsnah,0.007824,-0.039488,-0.001347,-0.005406,0.004908
dio_mcm_episode_0krixak->dio_mcm_episode_00i7zy5,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.080044,-0.079407,0.085859,-0.038509,0.272919
dio_mcm_episode_1y26981->dio_mcm_episode_17i4j9o,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.029669,0.092592,-0.035804,0.024896,-0.051016
dio_mcm_episode_1ahj81f->dio_mcm_episode_17i4j9o,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.026652,0.174931,0.033904,-0.007931,0.133969
dio_mcm_episode_1t42af6->dio_mcm_episode_1joiyc3,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.036509,-0.152505,-0.023863,0.009437,-0.167981
dio_mcm_episode_14g3kl6->dio_mcm_episode_0r99tas,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.029764,-0.399464,-0.056049,0.019566,-0.113179
dio_mcm_episode_0r99tas->dio_mcm_episode_1yefj2f,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.007648,-0.031196,0.004025,-0.011112,0.013732
dio_mcm_episode_0l3i7ey->dio_mcm_episode_0tf9fq3,2,SOL2024_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.021313,-0.343784,0.016704,-0.022673,0.005413
dio_mcm_episode_0aztxel->dio_mcm_episode_0i7gfxw,2,SOL2024_10K:2,offene_variante->spannungsrand_kippnaehe,1,0.5,offene_variante->spannungsrand_kippnaehe:1,oeffnend_belastend,0.005137,-0.056805,-0.104401,-0.02041,-0.066793
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0e7qvj1,2,SOL2024_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.029322,-0.126997,0.029252,-0.012391,0.119776
dio_mcm_episode_0nyb3ro->dio_mcm_episode_0v5p8er,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.000371,-0.167122,0.012232,-0.002053,-0.019547
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0v5p8er,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.003389,0.265343,-0.022774,-0.000886,-0.007718
dio_mcm_episode_0qzjuvj->dio_mcm_episode_0re1g5d,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.033552,0.016633,0.060303,-0.010388,0.104147
dio_mcm_episode_19qsa7h->dio_mcm_episode_10sv6w0,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.053482,0.281554,-0.072221,0.026954,-0.173134
dio_mcm_episode_0v5p8er->dio_mcm_episode_1rxdw4p,2,SOL2024_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.169329,-0.320872,0.108632,-0.106229,0.441296
dio_mcm_episode_0t50dj7->dio_mcm_episode_0ldenly,2,SOL2024_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.034192,0.166155,0.017272,-0.038286,0.066719
dio_mcm_episode_0ldenly->dio_mcm_episode_0jlkrep,2,SOL2024_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,oeffnend_belastend,0.021862,0.135762,-0.024596,-0.009002,0.088979
dio_mcm_episode_0i8oyce->dio_mcm_episode_0cvptbz,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.002369,0.131601,0.004444,-0.00831,0.034485
dio_mcm_episode_0cvptbz->dio_mcm_episode_1f4jh6c,2,SOL2024_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.025135,0.045713,-0.005999,-0.00855,0.105133
dio_mcm_episode_1f4jh6c->dio_mcm_episode_0b7nep9,2,SOL2024_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.031122,0.1379,-0.036661,0.020178,-0.049547
dio_mcm_episode_0b7nep9->dio_mcm_episode_1i5tnxs,2,SOL2024_10K:2,zentrum_stabil->spannungsrand_kippnaehe,1,0.5,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.223618,-0.446883,0.156899,-0.155711,0.586032
dio_mcm_episode_1kvosdw->dio_mcm_episode_1x5cw2v,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.003239,-0.046064,-0.026457,-0.015824,-0.049969
dio_mcm_episode_1x5cw2v->dio_mcm_episode_1jx2k4i,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,spannungsnah,0.012962,0.019868,0.031754,-0.002339,0.073128
dio_mcm_episode_1jx2k4i->dio_mcm_episode_0dgle71,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.018378,-0.112694,-0.030167,0.00396,-0.082901
dio_mcm_episode_0dgle71->dio_mcm_episode_1jx2k4i,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.082086,-0.187967,0.069937,-0.052127,0.233259
dio_mcm_episode_10sv6w0->dio_mcm_episode_19qsa7h,2,SOL2024_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.101546,0.008934,0.093584,-0.060099,0.271955
dio_mcm_episode_0q2mdr0->dio_mcm_episode_0aztxel,2,SOL2024_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.08463,0.304115,-0.059898,0.054866,-0.228992
dio_mcm_episode_0t50dj7->dio_mcm_episode_09w1tmn,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.016009,-0.370559,0.023371,0.007503,-0.083676
dio_mcm_episode_0ldenly->dio_mcm_episode_0jbl5pq,2,SOL2024_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.03954,0.125024,-0.050643,0.031232,-0.081999
dio_mcm_episode_0b7nep9->dio_mcm_episode_0ykar6i,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.02037,0.123502,-0.00955,0.00197,-0.06
dio_mcm_episode_0ykar6i->dio_mcm_episode_0b7nep9,2,SOL2024_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.048808,-0.26066,0.028077,-0.040578,0.072305
dio_mcm_episode_0qzjuvj->dio_mcm_episode_0hjnwsk,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.015996,-0.108601,-0.014768,-0.023687,-0.004441
dio_mcm_episode_0nyb3ro->dio_mcm_episode_1hdpu9s,2,SOL2024_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,oeffnend_belastend,0.098627,-0.251748,0.106556,-0.06261,0.26254
dio_mcm_episode_1hdpu9s->dio_mcm_episode_0nyb3ro,2,SOL2024_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.000359,-0.006703,0.032222,0.012257,0.033505
dio_mcm_episode_0mvjoir->dio_mcm_episode_0ldenly,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.033375,0.040939,-0.055087,0.013128,-0.120855
dio_mcm_episode_0ldenly->dio_mcm_episode_0t50dj7,2,SOL2024_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.033755,-0.168453,0.028534,-0.012222,0.118417
dio_mcm_episode_0igfdmt->dio_mcm_episode_0f3xyli,2,SOL2024_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.082283,-0.027038,-0.041777,0.066815,-0.298284
dio_mcm_episode_1jwnjz4->dio_mcm_episode_19a388p,2,SOL2024_10K:2,zentrum_stabil->spannungsrand_kippnaehe,2,1.0,zentrum_stabil->spannungsrand_kippnaehe:2,oeffnend_belastend,0.251804,0.177492,0.082322,-0.165673,0.693914
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0198w46,2,SOL2024_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.050169,-0.192391,0.065533,-0.02817,0.105316
dio_mcm_episode_1i1sl4l->dio_mcm_episode_17i4j9o,2,SOL2024_10K:1;SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1;zentrum_stabil->offene_variante:1,oeffnend_belastend,0.114795,0.146075,0.053369,-0.053443,0.360123
dio_mcm_episode_1mesbjy->dio_mcm_episode_0om13wf,2,SOL2024_10K:1;BTC_5M_10K:1,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1;offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.009692,0.157112,0.039007,0.032704,0.096965
dio_mcm_episode_102i30n->dio_mcm_episode_1ovglru,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,rekoppelnd_entlastend,-0.043447,0.145612,-0.047028,0.032412,-0.100283
dio_mcm_episode_17i4j9o->dio_mcm_episode_0nuo9k1,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.035247,-0.048704,0.069476,-0.019151,0.119009
dio_mcm_episode_0nuo9k1->dio_mcm_episode_0db07p4,2,SOL2025_10K:2,offene_variante->offene_variante,2,1.0,offene_variante->offene_variante:2,rekoppelnd_entlastend,-0.062872,0.167039,-0.143642,0.03056,-0.239509
dio_mcm_episode_18l3thm->dio_mcm_episode_1q3us3f,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.014503,0.181997,-0.0266,-0.004737,-0.043818
dio_mcm_episode_0feihom->dio_mcm_episode_0ifxej6,2,SOL2025_10K:2,spannungsrand_kippnaehe->offene_variante,2,1.0,spannungsrand_kippnaehe->offene_variante:2,rekoppelnd_entlastend,-0.134504,0.351624,0.065795,0.087533,-0.321732
dio_mcm_episode_0kvu3mb->dio_mcm_episode_0mvt50o,2,SOL2025_10K:2,spannungsrand_kippnaehe->offene_variante,2,1.0,spannungsrand_kippnaehe->offene_variante:2,rekoppelnd_entlastend,-0.181022,0.068976,-0.096717,0.113114,-0.448246
dio_mcm_episode_0mvt50o->dio_mcm_episode_0mvjoir,2,SOL2025_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,oeffnend_belastend,0.010527,0.189404,0.007665,-0.009272,0.00762
dio_mcm_episode_0z748ck->dio_mcm_episode_1hdpu9s,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,oeffnend_belastend,0.031246,0.124689,0.033854,-0.01807,0.123382
dio_mcm_episode_0tre8bg->dio_mcm_episode_0f3xyli,2,SOL2025_10K:2,spannungsrand_kippnaehe->zentrum_stabil,2,1.0,spannungsrand_kippnaehe->zentrum_stabil:2,rekoppelnd_entlastend,-0.16565,0.222954,-0.050749,0.11631,-0.373531
dio_mcm_episode_1wphx8j->dio_mcm_episode_0w5lgn3,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.028776,-0.120365,0.001324,-0.039668,-0.014552
dio_mcm_episode_07yfihm->dio_mcm_episode_0re1g5d,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.005952,-0.026306,-0.004227,-0.005984,-0.008855
dio_mcm_episode_0qw9mto->dio_mcm_episode_1tym9uu,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.048061,0.213552,-0.024324,0.055224,-0.018531
dio_mcm_episode_0opcw3b->dio_mcm_episode_0o36jeo,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,spannungsnah,0.022071,-0.032321,0.073839,0.010252,0.14331
dio_mcm_episode_03hr8bf->dio_mcm_episode_09rbps0,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.019558,0.007003,-0.022215,0.005385,-0.088554
dio_mcm_episode_09rbps0->dio_mcm_episode_0d40zcv,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,spannungsnah,0.021215,-0.19962,-0.008644,0.002482,0.046563
dio_mcm_episode_0kvu3mb->dio_mcm_episode_0mvjoir,2,SOL2025_10K:2,spannungsrand_kippnaehe->zentrum_stabil,2,1.0,spannungsrand_kippnaehe->zentrum_stabil:2,rekoppelnd_entlastend,-0.202053,0.320918,-0.095706,0.125851,-0.516088
