world,episodes,highload_episodes,highload_threshold,zentrum,offen,rand_kipp,rekopplungsnaehe,high_zentrum,high_offen,high_rand_kipp,high_rekopplungsnaehe,auditory_loudness,visual_sharpness,visual_blur,raw_field_intake,adapted_field_intake,intake_reduction,adaptation_ratio,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,high_auditory_loudness,high_visual_sharpness,high_visual_blur,high_raw_field_intake,high_adapted_field_intake,high_intake_reduction,high_adaptation_ratio,high_felt_pressure,high_felt_relaxation,high_mcm_tension,high_mcm_coherence,high_mcm_asymmetry
SEQUENZ_ORIGINAL,6094,610,0.080666,0.890384,0.071053,0.001149,0.037414,0.378689,0.45082,0.011475,0.159016,0.052459,0.803835,0.196165,0.036419,0.032483,0.003936,0.891929,0.0488,0.856413,0.032483,0.750769,-0.006265,0.205081,0.676535,0.323465,0.122521,0.105458,0.017063,0.860736,0.12124,0.784062,0.105458,0.676752,-0.040798
SEQUENZ_PERMUTIERT,6094,610,0.080029,0.888415,0.072694,0.001149,0.037742,0.377049,0.478689,0.011475,0.132787,0.052489,0.803691,0.196309,0.036428,0.032486,0.003942,0.891793,0.048816,0.85638,0.032486,0.750805,-0.006351,0.205103,0.676466,0.323534,0.122401,0.105318,0.017083,0.860432,0.120881,0.784811,0.105318,0.67914,-0.041496
