world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
SYNTH_RAND_KIPP_GEGENPROBE,zentrum_stabil,8124,0.9032688458972649,0.744378275356967,0.5944482602166421,0.12659665706548498,0.9006849915066469,0.10456879837518464,0.031660129000492365,0.2768340718857706,0.2768340718857706,0.16986706056129985,stabil,inner_effect_stable,dio_mcm_episode_0qvodoj,dio_1fll
SYNTH_RAND_KIPP_GEGENPROBE,offene_variante,864,0.09606404269513008,0.676154892361111,0.5084988877314814,0.1882355,0.7751428854166666,0.3542169537037037,0.13217067129629628,0.0,0.0,1.0,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_01s42m6,dio_1v2w
SYNTH_RAND_KIPP_GEGENPROBE,spannungsrand_kippnaehe,6,0.00066711140760507,0.576299,0.33094166666666663,0.30642766666666665,0.6823483333333334,0.17879383333333332,0.49036816666666666,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1engxbn,dio_03rd
SYNTH_RAND_DOMINANZ_ALT,zentrum_stabil,6513,0.9312267657992565,0.7468157526485492,0.5986740307078151,0.12473665545831415,0.9065580898203592,0.09676007508060801,0.027926749884845694,0.2685398433901428,0.2685398433901428,0.19468754798096116,stabil,inner_effect_stable,dio_mcm_episode_08lp0ua,dio_1fll
SYNTH_RAND_DOMINANZ_ALT,offene_variante,476,0.06805833571632829,0.6632166176470587,0.4827787142857143,0.19458892226890756,0.7693468382352942,0.3418176176470588,0.15628272899159665,0.0,0.0,1.0,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_14l8khu,dio_1v2w
SYNTH_RAND_DOMINANZ_ALT,spannungsrand_kippnaehe,5,0.0007148984844152131,0.5885312,0.3399546,0.299571,0.6824918,0.1992298,0.489975,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_0r9ht2p,dio_11v0
SYNTH_BRUCH_RAND_ALT,zentrum_stabil,5713,0.9531197864531198,0.7494210262559076,0.603064230701908,0.12232276229651672,0.9096452930159286,0.09743792700857692,0.01819874759320847,0.26238403640819186,0.26238403640819186,0.2131979695431472,stabil,inner_effect_stable,dio_mcm_episode_0wjn8vm,dio_1fll
SYNTH_BRUCH_RAND_ALT,offene_variante,278,0.046379713046379716,0.6763758633093525,0.49943596762589926,0.17661760791366907,0.7921891690647482,0.37022358273381295,0.08522310791366906,0.0,0.0,1.0,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_0wjn8vm,dio_0lwq
SYNTH_BRUCH_RAND_ALT,spannungsrand_kippnaehe,3,0.0005005005005005005,0.574538,0.3194706666666667,0.31897833333333336,0.6613143333333333,0.211441,0.5368413333333333,0.0,0.0,1.0,gespannt,inner_effect_strained,dio_mcm_episode_0sxikqi,dio_0kcg
SYNTH_HARMONIE_ALT,zentrum_stabil,5390,0.9992584352984798,0.7571109059369202,0.6174795684601113,0.11896623784786642,0.9170261441558442,0.0852124241187384,0.006069230797773655,0.250278293135436,0.250278293135436,0.24953617810760667,stabil,inner_effect_stable,dio_mcm_episode_0qvodoj,dio_1fll
SYNTH_HARMONIE_ALT,offene_variante,3,0.0005561735261401557,0.611153,0.380217,0.24488600000000002,0.7667766666666666,0.08829833333333333,0.3408406666666666,0.0,0.0,1.0,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_0qvodoj,dio_0trm
SYNTH_HARMONIE_ALT,spannungsrand_kippnaehe,1,0.0001853911753800519,0.579156,0.345584,0.28656,0.694812,0.168567,0.435634,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1v8o9kh,dio_13i5
