token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_09rbps0,11,1,XRP_2025_5M,offene_variante,dio_1tyd,0.99403,3,2,2,dio_mcm_episode_1o70gnv,dio_mcm_episode_03hr8bf,0.660348,0.462168,0.178683,0.788426,0.100016,0.411646,0.119684,0.100016,0.159995,0.565315,0.454545,0.0,0.545455,0.0,driftzone
dio_mcm_episode_0ag2osp,4,2,"PAXG_2025_5M,XRP_2025_5M",zentrum_stabil,dio_0h9h,-0.0,7,4,4,dio_mcm_episode_1iqf51c,dio_mcm_episode_0a6333q,0.711435,0.548567,0.146758,0.848585,0.097621,0.651191,0.112938,0.097621,0.19042,0.323443,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1y2gc2i,4,2,"DOGE_2025_5M,XRP_2025_5M",zentrum_stabil,dio_0nlj,-0.0,4,2,2,dio_mcm_episode_1al8fjz,dio_mcm_episode_1y26981,0.669966,0.447189,0.159427,0.882922,0.119914,0.711645,0.137742,0.119914,0.247617,0.278137,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_006di8e,3,1,PAXG_2025_5M,zentrum_stabil,dio_0m9z,0.918296,2,1,1,dio_mcm_episode_19w1n2u,dio_mcm_episode_1xp8xyu,0.661478,0.439597,0.167946,0.845141,0.09106,0.616901,0.104803,0.09106,0.183847,0.341326,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0a6333q,3,2,"DOGE_2025_5M,PAXG_2025_5M",offene_variante,dio_0nsc,-0.0,4,2,2,dio_mcm_episode_0ag2osp,dio_mcm_episode_0iiok1d,0.62508,0.410863,0.229239,0.768044,0.253566,0.507183,0.314187,0.253566,0.550695,0.374696,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0e6va2r,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_13o0,0.918296,2,1,1,dio_mcm_episode_0nj1l40,dio_mcm_episode_1rpy7z2,0.716102,0.554197,0.1402,0.851484,0.057639,0.662363,0.065926,0.057639,0.092189,0.352663,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0i7gfxw,3,1,DOGE_2025_5M,offene_variante,dio_1tyd,0.918296,2,1,1,dio_mcm_episode_0tf9fq3,dio_mcm_episode_0hjnwsk,0.672425,0.485938,0.172451,0.796001,0.10259,0.491701,0.120421,0.10259,0.180098,0.461995,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0i8oyce,3,1,PAXG_2025_5M,offene_variante,dio_1kue,0.918296,4,2,2,dio_mcm_episode_0iiok1d,dio_mcm_episode_0cvptbz,0.698224,0.530772,0.154178,0.810806,0.077884,0.530258,0.09004,0.077884,0.135617,0.434953,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0lne9ax,3,2,"DOGE_2025_5M,XRP_2025_5M",zentrum_stabil,dio_0dsl,-0.0,3,3,3,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,0.718522,0.545847,0.124699,0.8694,0.07183,0.540324,0.081454,0.07183,0.120624,0.318232,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0nj1l40,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_0l7p,0.918296,2,1,1,dio_mcm_episode_1dfq6bx,dio_mcm_episode_0e6va2r,0.702695,0.528591,0.144845,0.828533,0.060084,0.571913,0.069366,0.060084,0.09748,0.4378,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0tv1tha,3,1,XRP_2025_5M,offene_variante,dio_07ar,0.918296,2,1,1,dio_mcm_episode_00yl137,dio_mcm_episode_0yk71el,0.627685,0.411393,0.209628,0.755252,0.130541,0.328278,0.161367,0.130541,0.212295,0.729021,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_1f4jh6c,3,1,PAXG_2025_5M,zentrum_stabil,dio_00ja,0.918296,2,1,1,dio_mcm_episode_0cvptbz,dio_mcm_episode_0b7nep9,0.694268,0.510676,0.146165,0.834377,0.09375,0.553891,0.109677,0.09375,0.169272,0.418783,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_1qqnvqf,3,1,XRP_2025_5M,zentrum_stabil,dio_1o4z,0.918296,2,1,1,dio_mcm_episode_1v9dvrl,dio_mcm_episode_0ykar6i,0.674131,0.47481,0.165905,0.832647,0.141031,0.575054,0.169443,0.141031,0.295015,0.382542,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_1rpy7z2,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_0v65,0.918296,2,1,1,dio_mcm_episode_0e6va2r,dio_mcm_episode_1pwdejt,0.705427,0.535189,0.144075,0.828293,0.070234,0.544099,0.081609,0.070234,0.109421,0.466065,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_1xp8xyu,3,1,PAXG_2025_5M,spannungsrand_kippnaehe,dio_03h4,1.584963,2,1,1,dio_mcm_episode_006di8e,dio_mcm_episode_1ahj81f,0.629449,0.407522,0.21818,0.77652,0.251701,0.390569,0.320442,0.251701,0.556092,0.409689,0.333333,0.0,0.333333,0.333333,driftzone
dio_mcm_episode_1y26981,3,1,DOGE_2025_5M,zentrum_stabil,dio_00ja,0.918296,2,1,1,dio_mcm_episode_1y2gc2i,dio_mcm_episode_17i4j9o,0.652188,0.430965,0.178785,0.822897,0.106777,0.530647,0.125412,0.106777,0.195729,0.414561,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0igfdmt,2,2,"SYNTH_BRUCH_RAND,SYNTH_RAND",zentrum_stabil,dio_0bga,-0.0,4,2,2,dio_mcm_episode_0sxikqi,dio_mcm_episode_195dhqf,0.644207,0.411316,0.205298,0.844038,0.234276,0.63058,0.272187,0.234276,0.465642,0.221268,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0khjbll,2,2,"DOGE_2025_5M,XRP_2025_5M",zentrum_stabil,dio_0g3b,-0.0,4,2,2,dio_mcm_episode_1yzsm16,dio_mcm_episode_13lt69z,0.687346,0.465785,0.133006,0.899493,0.028652,0.745586,0.03163,0.028652,0.041749,0.196073,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0ml8r41,2,1,PAXG_2025_5M,offene_variante,dio_1ysl,1.0,2,1,1,dio_mcm_episode_0mb95f2,dio_mcm_episode_17wwyn1,0.641085,0.442929,0.220966,0.773226,0.241816,0.502317,0.302088,0.241816,0.531555,0.329573,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0mvt50o,2,2,"DOGE_2025_5M,XRP_2025_5M",offene_variante,dio_0pxr,-0.0,4,2,2,dio_mcm_episode_1rpjexb,dio_mcm_episode_0ldht3x,0.672649,0.499455,0.182541,0.788889,0.144812,0.625682,0.175046,0.144812,0.303673,0.432325,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0pfredm,2,1,DOGE_2025_5M,zentrum_stabil,dio_16po,1.0,2,1,1,dio_mcm_episode_0i5xsu7,dio_mcm_episode_0vj3fzh,0.665436,0.475811,0.177741,0.802269,0.099274,0.587476,0.11492,0.099274,0.167629,0.356958,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0qhs6nb,2,2,"DOGE_2025_5M,XRP_2025_5M",offene_variante,dio_04tr,-0.0,4,2,2,dio_mcm_episode_0mvjoir,dio_mcm_episode_0lne9ax,0.619929,0.410203,0.219442,0.721904,0.092083,0.385263,0.111828,0.092083,0.143696,0.662419,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0r1o8ja,2,2,"DOGE_2025_5M,XRP_2025_5M",offene_variante,dio_1oio,-0.0,4,2,2,dio_mcm_episode_0ifxej6,dio_mcm_episode_0om13wf,0.639925,0.440152,0.194393,0.729925,0.062033,0.371113,0.074608,0.062033,0.072282,0.62288,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0tph7s0,2,2,"SYNTH_RAND,XRP_2025_5M",zentrum_stabil,dio_0wvk,-0.0,4,2,2,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0fkg6al,0.705482,0.527714,0.145796,0.879641,0.138749,0.832376,0.158945,0.138749,0.29309,0.232449,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0u69u6w,2,2,"DOGE_2025_5M,XRP_2025_5M",zentrum_stabil,dio_1350,-0.0,4,2,2,dio_mcm_episode_13lt69z,dio_mcm_episode_06ccuqv,0.664365,0.441416,0.166109,0.858418,0.101447,0.663349,0.116397,0.101447,0.199545,0.250269,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0ybhu2p,2,2,"DOGE_2025_5M,XRP_2025_5M",zentrum_stabil,dio_10bo,-0.0,3,2,2,dio_mcm_episode_1scpxqy,dio_mcm_episode_0om13wf,0.684264,0.491665,0.152743,0.836067,0.128002,0.584879,0.152583,0.128002,0.242839,0.427866,1.0,0.0,0.0,0.0,driftzone
