scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,-,69,stark_fragmentiert,rekoppelnd_offen,0.289855,fragmentiert,,,
gesamt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,-,79,breit_driftend,rekoppelnd_stabil,0.607595,breit_driftend,,,
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,6,rekoppelnd_offen,rekoppelnd_offen,0.428571,breit_driftend,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,2,rekoppelnd_stabil,rekoppelnd_stabil,0.142857,eng_getragen,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,2,offen_rekoppelnd,offen_rekoppelnd,0.142857,breit_driftend,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,1,druckbruch,druckbruch,0.071429,fragmentiert,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,1,druckuebergang,druckuebergang,0.071429,fragmentiert,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,1,gemischt,gemischt,0.071429,breit_driftend,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_QUIET_4000,1,bruchuebergang,bruchuebergang,0.071429,fragmentiert,0.203806,0.857999,0.648279
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,5,rekoppelnd_offen,rekoppelnd_offen,0.312500,breit_driftend,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,4,druckuebergang,druckuebergang,0.250000,fragmentiert,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,2,druckbruch,druckbruch,0.125000,fragmentiert,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,2,bruchuebergang,bruchuebergang,0.125000,fragmentiert,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,1,bruchdominant,bruchdominant,0.062500,fragmentiert,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,1,gemischt,gemischt,0.062500,breit_driftend,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_BTC_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.062500,breit_driftend,0.207592,0.862394,0.647834
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,4,bruchuebergang,bruchuebergang,0.363636,fragmentiert,0.214999,0.860794,0.645783
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,3,druckbruch,druckbruch,0.272727,fragmentiert,0.214999,0.860794,0.645783
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,2,druckuebergang,druckuebergang,0.181818,fragmentiert,0.214999,0.860794,0.645783
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,1,rekoppelnd_stabil,rekoppelnd_stabil,0.090909,eng_getragen,0.214999,0.860794,0.645783
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,1,rekoppelnd_offen,rekoppelnd_offen,0.090909,breit_driftend,0.214999,0.860794,0.645783
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,8,rekoppelnd_offen,rekoppelnd_offen,0.285714,breit_driftend,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,7,druckbruch,druckbruch,0.250000,fragmentiert,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,5,bruchuebergang,bruchuebergang,0.178571,fragmentiert,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,3,rekoppelnd_stabil,rekoppelnd_stabil,0.107143,eng_getragen,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,3,druckuebergang,druckuebergang,0.107143,fragmentiert,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.035714,breit_driftend,0.207682,0.864648,0.647660
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,1,bruchdominant,bruchdominant,0.035714,fragmentiert,0.207682,0.864648,0.647660
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,8,rekoppelnd_stabil,rekoppelnd_stabil,0.500000,eng_getragen,0.203806,0.857999,0.648279
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,7,rekoppelnd_offen,rekoppelnd_offen,0.437500,breit_driftend,0.203806,0.857999,0.648279
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,1,bruchuebergang,bruchuebergang,0.062500,fragmentiert,0.203806,0.857999,0.648279
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,12,rekoppelnd_stabil,rekoppelnd_stabil,0.600000,eng_getragen,0.207592,0.862394,0.647834
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,5,rekoppelnd_offen,rekoppelnd_offen,0.250000,breit_driftend,0.207592,0.862394,0.647834
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,2,offen_rekoppelnd,offen_rekoppelnd,0.100000,breit_driftend,0.207592,0.862394,0.647834
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,1,druckuebergang,druckuebergang,0.050000,fragmentiert,0.207592,0.862394,0.647834
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,7,rekoppelnd_stabil,rekoppelnd_stabil,0.538462,eng_getragen,0.214999,0.860794,0.645783
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,3,rekoppelnd_offen,rekoppelnd_offen,0.230769,breit_driftend,0.214999,0.860794,0.645783
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,2,bruchuebergang,bruchuebergang,0.153846,fragmentiert,0.214999,0.860794,0.645783
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.076923,breit_driftend,0.214999,0.860794,0.645783
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,21,rekoppelnd_stabil,rekoppelnd_stabil,0.700000,eng_getragen,0.207682,0.864648,0.647660
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,5,rekoppelnd_offen,rekoppelnd_offen,0.166667,breit_driftend,0.207682,0.864648,0.647660
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,2,druckuebergang,druckuebergang,0.066667,fragmentiert,0.207682,0.864648,0.647660
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.033333,breit_driftend,0.207682,0.864648,0.647660
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,1,bruchuebergang,bruchuebergang,0.033333,fragmentiert,0.207682,0.864648,0.647660
