world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
BTC_2025_5M_FULL,2,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.7975,0.005,0.713265,0.147494,0.8,0.0025,0.713843,0.146666
BTC_2025_5M_FULL,3,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.75,0.0125,0.711072,0.150493,0.7625,0.0075,0.711937,0.149262
BTC_2025_5M_FULL,4,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.7325,0.0025,0.710514,0.15046,0.74,0.0025,0.711523,0.149072
BTC_2025_5M_FULL,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.01,0.710123,0.150725,0.71,0.005,0.711399,0.149001
BTC_2025_5M_FULL,6,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.705,0.005,0.710432,0.150397,0.7175,0.0025,0.71139,0.149118
BTC_2025_5M_FULL,7,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.83,0.0,0.715535,0.143945,0.845,0.0,0.715998,0.143302
BTC_2025_5M_FULL,8,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.77,0.0075,0.712859,0.148177,0.78,0.0025,0.713425,0.147386
BTC_2025_5M_FULL,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.0075,0.710631,0.149909,0.7275,0.005,0.711538,0.148704
BTC_2025_5M_FULL,10,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7575,0.0025,0.712935,0.147461,0.765,0.0025,0.713654,0.146473
BTC_2025_5M_FULL,11,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7325,0.0075,0.710427,0.150898,0.7425,0.0,0.711395,0.149593
BTC_2025_5M_FULL,12,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.73,0.0075,0.709987,0.151659,0.7325,0.005,0.710991,0.150274
BTC_2025_5M_FULL,13,normale_weltspannung->offen_suchend,offen_suchend,0.6225,0.01,0.706198,0.155888,0.6275,0.0025,0.707539,0.15409
BTC_2025_5M_FULL,14,offen_suchend->randlastige_sinneslage,offen_suchend,0.6,0.0225,0.704273,0.157677,0.6125,0.0125,0.705986,0.155347
BTC_2025_5M_FULL,15,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.745,0.015,0.711452,0.149472,0.75,0.005,0.712121,0.148568
BTC_2025_5M_FULL,16,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.67,0.015,0.708218,0.153527,0.675,0.0075,0.709499,0.151762
BTC_2025_5M_FULL,17,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.7575,0.0025,0.711713,0.149174,0.7675,0.0,0.712435,0.148165
BTC_2025_5M_FULL,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.0075,0.710536,0.150544,0.7525,0.0025,0.711419,0.149311
BTC_2025_5M_FULL,19,normale_weltspannung->offen_suchend,offen_suchend,0.69,0.0,0.710518,0.150172,0.6975,0.0,0.711474,0.148937
BTC_2025_5M_FULL,20,offen_suchend->normale_weltspannung,normale_weltspannung,0.73,0.0075,0.711781,0.149335,0.74,0.0025,0.712575,0.14826
BTC_2025_5M_FULL,21,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.0,0.713664,0.146846,0.8025,0.0,0.714222,0.146082
BTC_2025_5M_FULL,22,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7875,0.0,0.712933,0.147515,0.7875,0.0,0.713575,0.146624
BTC_2025_5M_FULL,23,normale_weltspannung->offen_suchend,offen_suchend,0.685,0.0025,0.709493,0.151114,0.685,0.0,0.710496,0.149797
BTC_2025_5M_FULL,24,offen_suchend->offen_suchend,leise_duenn,0.6875,0.0075,0.709325,0.151457,0.69,0.005,0.710527,0.149858
BTC_2024_5M_TEST,1,normale_weltspannung->offen_suchend,offen_suchend,0.645,0.0075,0.707085,0.154593,0.65,0.005,0.708332,0.152913
BTC_2024_5M_TEST,2,offen_suchend->offen_suchend,offen_suchend,0.6625,0.01,0.707119,0.155095,0.6825,0.0075,0.708652,0.152947
BTC_2024_5M_TEST,3,offen_suchend->normale_weltspannung,normale_weltspannung,0.7375,0.01,0.711574,0.149195,0.7475,0.0075,0.712451,0.148001
BTC_2024_5M_TEST,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.005,0.712546,0.148163,0.785,0.0025,0.713382,0.146971
BTC_2025_5M_TEST,1,offen_suchend->offen_suchend,offen_suchend,0.68,0.005,0.709083,0.151866,0.685,0.0025,0.710211,0.150348
BTC_2025_5M_TEST,2,offen_suchend->normale_weltspannung,normale_weltspannung,0.78,0.01,0.712592,0.148388,0.78,0.01,0.713172,0.147575
BTC_2025_5M_TEST,3,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7175,0.0125,0.709773,0.152075,0.73,0.0075,0.71072,0.150752
BTC_2025_5M_TEST,4,normale_weltspannung->offen_suchend,offen_suchend,0.6625,0.005,0.707835,0.153254,0.67,0.0,0.709138,0.151491
BTC_2024_5M_QUIET,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.005,0.710488,0.150264,0.7125,0.0025,0.711532,0.14887
BTC_2024_5M_QUIET,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.775,0.0025,0.712672,0.147851,0.78,0.0,0.713262,0.147053
BTC_2024_5M_QUIET,3,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.78,0.015,0.713654,0.147186,0.7875,0.0025,0.714508,0.145968
BTC_2024_5M_QUIET,4,randlastige_sinneslage->offen_suchend,offen_suchend,0.6225,0.01,0.707057,0.155268,0.6325,0.005,0.708522,0.153279
BTC_2024_5M_QUIET,5,offen_suchend->offen_suchend,offen_suchend,0.665,0.005,0.70881,0.152526,0.6775,0.0,0.709862,0.15115
BTC_2024_5M_QUIET,6,offen_suchend->normale_weltspannung,normale_weltspannung,0.71,0.005,0.711222,0.149697,0.72,0.005,0.712203,0.148378
BTC_2024_5M_QUIET,7,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.72,0.015,0.71012,0.151156,0.725,0.0025,0.711161,0.149715
BTC_2024_5M_QUIET,8,randlastige_sinneslage->lauter_feldkontakt,lauter_feldkontakt,0.7,0.0075,0.710168,0.151584,0.705,0.0025,0.711144,0.150216
BTC_2024_5M_QUIET,9,lauter_feldkontakt->offen_suchend,offen_suchend,0.6575,0.0025,0.708909,0.153071,0.6625,0.0,0.709928,0.151697
BTC_2024_5M_STRESS,1,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.76,0.0075,0.711528,0.149966,0.77,0.0025,0.712251,0.148944
BTC_2024_5M_STRESS,2,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.7925,0.0,0.713042,0.147711,0.795,0.0,0.7136,0.146922
BTC_2024_5M_STRESS,3,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7575,0.005,0.712485,0.148484,0.7575,0.0025,0.713107,0.147614
BTC_2024_5M_STRESS,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7675,0.005,0.712937,0.147833,0.78,0.005,0.713638,0.146869
BTC_2024_5M_STRESS,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.755,0.0,0.712857,0.14775,0.765,0.0,0.713639,0.146663
BTC_2024_5M_STRESS,6,normale_weltspannung->offen_suchend,offen_suchend,0.5925,0.0075,0.703559,0.157952,0.6,0.0025,0.704873,0.156207
BTC_2024_5M_STRESS,7,offen_suchend->normale_weltspannung,leise_duenn,0.755,0.0025,0.711838,0.148381,0.76,0.0,0.712722,0.147222
BTC_2024_5M_STRESS,8,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.705,0.01,0.709776,0.151793,0.715,0.005,0.710861,0.150285
BTC_2024_5M_STRESS,9,normale_weltspannung->offen_suchend,offen_suchend,0.69,0.01,0.709077,0.152907,0.6975,0.0025,0.710245,0.151284
BTC_2025_5M_QUIET,1,leise_duenn->leise_duenn,leise_duenn,0.7425,0.0025,0.711288,0.148627,0.745,0.0,0.712065,0.147612
BTC_2025_5M_QUIET,2,leise_duenn->lauter_feldkontakt,lauter_feldkontakt,0.76,0.01,0.710886,0.151283,0.76,0.0,0.711703,0.150107
BTC_2025_5M_QUIET,3,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.71,0.0125,0.709617,0.152512,0.71,0.005,0.710451,0.151326
BTC_2025_5M_QUIET,4,lauter_feldkontakt->leise_duenn,leise_scharf_duenn,0.7475,0.0025,0.71242,0.147585,0.7525,0.0025,0.713046,0.146791
BTC_2025_5M_QUIET,5,leise_duenn->normale_weltspannung,leise_scharf_duenn,0.7425,0.0025,0.711318,0.149253,0.75,0.0,0.712176,0.148102
BTC_2025_5M_QUIET,6,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7675,0.0025,0.712299,0.147901,0.7725,0.0025,0.71313,0.146764
BTC_2025_5M_QUIET,7,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.75,0.0,0.712308,0.148919,0.7575,0.0,0.713087,0.14781
BTC_2025_5M_QUIET,8,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.7225,0.0075,0.710837,0.150458,0.7325,0.0025,0.711603,0.149389
BTC_2025_5M_QUIET,9,normale_weltspannung->leise_duenn,leise_scharf_duenn,0.755,0.0,0.71295,0.146807,0.76,0.0,0.713683,0.145839
BTC_2025_5M_STRESS,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7125,0.0025,0.711258,0.149593,0.725,0.0,0.712165,0.148333
BTC_2025_5M_STRESS,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.005,0.712002,0.148914,0.7525,0.0,0.712839,0.147765
BTC_2025_5M_STRESS,3,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.6675,0.0225,0.70593,0.156249,0.6775,0.005,0.707544,0.154049
BTC_2025_5M_STRESS,4,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.72,0.0025,0.709914,0.151,0.725,0.0,0.710944,0.149572
BTC_2025_5M_STRESS,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7225,0.0125,0.709792,0.151742,0.73,0.0,0.710801,0.150376
BTC_2025_5M_STRESS,6,normale_weltspannung->offen_suchend,normale_weltspannung,0.6975,0.005,0.71,0.151701,0.7,0.0025,0.710829,0.150598
BTC_2025_5M_STRESS,7,offen_suchend->randlastige_sinneslage,offen_suchend,0.665,0.015,0.707772,0.154165,0.6725,0.0075,0.709057,0.152397
BTC_2025_5M_STRESS,8,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.005,0.7121,0.148524,0.7425,0.0,0.71286,0.147517
BTC_2025_5M_STRESS,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.01,0.712778,0.14788,0.805,0.0025,0.713527,0.146815
BTC_2025_BREAK,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0025,0.71258,0.148165,0.775,0.0,0.713399,0.147022
BTC_2025_BREAK,2,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.6875,0.0175,0.706984,0.154541,0.69,0.005,0.708349,0.152699
BTC_2025_BREAK,3,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.7125,0.0075,0.709982,0.15137,0.7275,0.0,0.71111,0.149811
BTC_2025_BREAK,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7525,0.0075,0.711572,0.149351,0.755,0.0,0.712342,0.14832
