world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
DOGE_2024_5M,0,2000,mehrrollen_kandidat,5,3,3,2,355,1994,0.6943969800282581,0.5110812436464868,0.15662768956038006,0.143199840843813,dio_mcm_episode_0e7qvj1:field_carried:821; dio_mcm_episode_1wra2fc:field_carried:766; dio_mcm_episode_1k2bqha:field_carried:405; dio_mcm_episode_0ryrezu:field_strained:1; dio_mcm_episode_0s9rwsa:field_strained:1,data\scan_doge-2024-5m_start0_size2000.csv
DOGE_2024_5M,2000,4000,uebergang_mit_randkontakt,3,2,2,1,363,1994,0.6948120535400052,0.5102836056151394,0.15609124861393092,0.14183907164526915,dio_mcm_episode_0e7qvj1:field_carried:1535; dio_mcm_episode_1k2bqha:field_carried:458; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m_start2000_size2000.csv
DOGE_2024_5M,4000,6000,einzelrekopplung,1,1,1,0,368,1994,0.6964110041586773,0.5122932669942554,0.1542816030738918,0.14633538839597357,dio_mcm_episode_1joiyc3:field_carried:1994,data\scan_doge-2024-5m_start4000_size2000.csv
DOGE_2024_5M,6000,8000,uebergang_mit_randkontakt,3,2,2,1,347,1994,0.6946922983521544,0.5107021264713641,0.15582078930189963,0.13659826314186468,dio_mcm_episode_0e7qvj1:field_carried:1586; dio_mcm_episode_1k2bqha:field_carried:407; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m_start6000_size2000.csv
DOGE_2024_5M,8000,10000,mehrrollen_kandidat,5,3,3,2,357,1994,0.695560849016032,0.5111312341422827,0.1547515132319144,0.14071833623811983,dio_mcm_episode_1wra2fc:field_carried:1199; dio_mcm_episode_1hs3jsa:field_carried:616; dio_mcm_episode_1k2bqha:field_carried:177; dio_mcm_episode_0ryrezu:field_strained:1; dio_mcm_episode_1qt3qc1:field_strained:1,data\scan_doge-2024-5m_start8000_size2000.csv
XRP_2024_5M,0,2000,mehrrollen_kandidat,5,3,2,2,361,1994,0.6954515948482217,0.5117442856940604,0.15560503741935858,0.14579569024751018,dio_mcm_episode_1k2bqha:field_carried:1172; dio_mcm_episode_1wra2fc:field_carried:755; dio_mcm_episode_0e7qvj1:field_carried:65; dio_mcm_episode_0s9rwsa:field_strained:1; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m_start0_size2000.csv
XRP_2024_5M,2000,4000,mehrrollen_kandidat,4,3,3,1,354,1994,0.6953803689786507,0.5110051937970504,0.15533577475086005,0.14328378679404843,dio_mcm_episode_0e7qvj1:field_carried:1160; dio_mcm_episode_1k2bqha:field_carried:458; dio_mcm_episode_1wra2fc:field_carried:374; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m_start2000_size2000.csv
XRP_2024_5M,4000,6000,uebergang_mit_randkontakt,3,2,2,1,365,1994,0.6952014069110586,0.5105814293392319,0.15518172879535572,0.13526187191858122,dio_mcm_episode_1k2bqha:field_carried:1134; dio_mcm_episode_0e7qvj1:field_carried:859; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m_start4000_size2000.csv
XRP_2024_5M,6000,8000,uebergang_mit_randkontakt,3,2,2,1,371,1994,0.6952622751993599,0.5097883217711856,0.15453111890799562,0.12794712219924795,dio_mcm_episode_0e7qvj1:field_carried:1855; dio_mcm_episode_1k2bqha:field_carried:138; dio_mcm_episode_0ryrezu:field_strained:1,data\scan_xrp-2024-5m_start6000_size2000.csv
XRP_2024_5M,8000,10000,mehrrollen_kandidat,7,4,4,3,352,1994,0.6953051661780997,0.5118064963574749,0.1553254517073631,0.14461639007219185,dio_mcm_episode_0e7qvj1:field_carried:616; dio_mcm_episode_1wra2fc:field_carried:568; dio_mcm_episode_1k2bqha:field_carried:334; dio_mcm_episode_0kji539:field_carried:112; dio_mcm_episode_0qvqqtg:field_strained:1,data\scan_xrp-2024-5m_start8000_size2000.csv
